search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,599,NA,2196,192,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,70,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM,53,11,4,0,2,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
2, Funda Rigida Antigolpe iPhone 6s 7 8 Plus Xs Max Xr + Glass ,740,NA,1789,504,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,122,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-666368423-funda-rigida-antigolpe-iphone-6s-7-8-plus-xs-max-xr-glass-_JM?searchVariation=34624942900,82,25,7,3,5,#666368423,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus X, Xs, Xs Max, Xr",Sin Marca,Fusion,Bumper,Acrílico
3, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,971,1029,1030,2,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,54,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129944,45,6,3,0,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
4, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,699,NA,738,328,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,13,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293,12,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
5, Funda Ringke Original iPhone X Xs 7 8 Plus Max+vidrio+envio ,1122,1189,418,258,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,5,21,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-749127423-funda-ringke-original-iphone-x-xs-7-8-plus-maxvidrioenvio-_JM?searchVariation=32500157139,20,1,0,0,0,#749127423,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
6, Funda Metalica Magnetica Vidrio iPhone X Xs Max 8 7 6 Plus ,622,659,1340,210,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,53,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-741182860-funda-metalica-magnetica-vidrio-iphone-x-xs-max-8-7-6-plus-_JM?searchVariation=36653627402,33,4,1,4,11,#741182860,Apple,Iphone X;Iphone Xs Max; Iphone 7; Iphone 8; Iphone 7 plus; Iphone 8 plus; Iphone 6; Iphone 6 Plus; Iphone Xr,Norcel,Magnetica,Bumper,TPU/Policarbonato
7, Funda Super Anti Golpe Reforzada iPhone X 6 7 Plus 5 Se X ,169,NA,690,32,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,25,https://perfil.mercadolibre.com.ar/GRUPO+TTB.S.R.L.,https://articulo.mercadolibre.com.ar/MLA-746999903-funda-super-anti-golpe-reforzada-iphone-x-6-7-plus-5-se-x-_JM?searchVariation=36479608137,19,4,1,1,0,#746999903,Apple,iPhone X 6 7 8 PLUS,TTG,iPhone X 6 7 8 PLUS,Air,Acrílico
8, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,599,NA,432,86,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=xoAJsakUDsIOd7JWLsRknPjTF9YXE%2BUStRiX66gcL4IzRcjuV%2FrG%2BU43Wh5tUiUW5qq%2FL7WRS%2BoyhDt%2FbJA8nWGoo40q2On7n4ZKncAAKi16B6eUOnF925QrgE7Lz7HP0BXQ%2BSUfKND5XvWKBMlZILYEn7qOp%2B95zQ4HIey7bGgdyOHO8sLhFb90NAyY9%2FLl4bzcRdkJmktsGHRFHfUMCfZsHdefcSWEwyKzTtOK1PqhGcQ3bbmQPJWnOf6%2BlcscR26ScVnpphmUoKdXHjZKBT9FEt2rKycFYrKP2iYOcANGnIYivMHE5nNYW6EANGQviBNOj8l5cU8GjEpj%2BH3wVK3BPE%2FHIJJ7yhmOCgBNSQwPah1GcmfduxlxGsGsDp0AENTqYnpiYbINDuy4styXl3hu41CdjDCYkTMhLiURv8%2FEHsVuneE7vlO7%2FlxbGu%2BEPP1LvuO2nYUsrDUJXGqPcLePm93%2B1y%2FvoWrdRLKzIiK6FcjaggPlNiJgcHXKnTK7H7IKtk35iRlgGTO%2BZSQrOjBJ77yE0P40QPZFBmx7Fuc8OZglcH5p3aGr%2BZp5BM8%2BO2aEI6yTKnqix8Lr6RdJPDTBy88f2fgVhohbsF82NKC3bTIIX7SinnU8%2F1isQ386DYtJagkqL%2F33bsaWXKXEJYxVC3aXDUILtnZAANr5fKKfdFiV%2B0LTeQqQczKJaPLu1U6xMr%2BRXcNHTC3P%2Fab336obgP%2BkD35Ahav3KB7kSD55QvOVKXwnfyVUZln77HDLX%2BrHjAUTQ8V4q5LqcCizEsLxt4Uw%2FvGud033kz9oQ4pABCPpzjqg30uFpeJbGiAwt1bsZ74qye4atBy0zjGdDLWTK7ec4QPqJupXjOgDNIHXR56NUXr4l8%2FJOuVAE2A%2B5lAOlXHno2%2BbB%2B560g%2F9uqQK3DtT5h5hpRvTs100vsk5hDLCuthUpBeoB92LKm6JSJkRomxOrb%2BsSVF8zXs4%2BHNbBtonjk8gd2GlofzY%2Bd9PyxvP8xi6pYp%2BIdeIebboJ3Eq58WcIxOf17Z4geA5sycLe5X%2F%2FAFXe%2BJVHH9bOa7vUqLLxSCdn%2F%2FESAnhVOsShlOt98NJFzHSA0DGI14htiRrBkxHEM4Jk5erIsY2BUu6ngJSl1gEyrQ5owNBkqJQjSrs0rv25%2B8FHihNdluJqMxCzibgTIu4%2FBMIf6Kg6xKr2BTHYeyfevDzjOMt1828kbZlChkyovYyKjKWUtuZC9fXcL1EDxHgutr7Y56HQkjnOkUvcdiAlRvWCDIcJRPUJ7PfU6UyWXNZ5CkxgQi2%2FuakgruM1eI2xafgV0xxxUfrNDeSx6gj2Q8%2BK8Es10WFRzLGsXjKz%2FzDpZ4Kot6xO5e34JR5AyAqB3rKeBMNIenLdKyCguvOhC%2FxXE7ZWVICuPi6T7wT14m6AVPEIBuLkjNRHL59CV0HZazDcuKs7hK2%2FGd8p5kDAlMZ41EXVcLM7Gp1oKpC%2Fgz4QymRzIoYIWA1NMHO8bo5nPo4nRk1lC%2BTHEcNeTo%2BaSTraJaflqekpbcrj7PblMBj2iR6FJhb8u3bdYS7ZvMk6GgDvnjthzi5mIDh4%2FY%2FEiYLC57fe63QoJyZUXnndIDvYXqqZxD5KzsyPvMWP1c9acEprr1WtCsV1ISa4MGVKFqaQtGH1Emb%2BEfqOkpvSd257FfAQquOmZodStSdc3HYiMDXHI1%2BLrnzOrypFib%2FpPafsuCLjeqNuK43%2FxwvphFXtlW8iyeXib75hVaKxbO6JhncUYiEAeca36x8R8rkqk1gpnRT1k6jtDrOL2DvM8uOu8ypFPTWOFvEkRQB3UWCqurq4CL41A%3D%3D,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
9, Funda Silicona Silicone Case iPhone 7 8 Plus X Original ,502,NA,1020,313,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,23,https://perfil.mercadolibre.com.ar/TECHYOK,https://articulo.mercadolibre.com.ar/MLA-699391515-funda-silicona-silicone-case-iphone-7-8-plus-x-original-_JM,18,4,1,0,0,#699391515,Apple,7 8 Plus X,Apple,7 8  Plus X,Silicona,Silicona
10, Funda Tpu Slim iPhone 6s 7 8 Plus X Xr Xs Max + Templado ,520,NA,621,818,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,24,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-636606079-funda-tpu-slim-iphone-6s-7-8-plus-x-xr-xs-max-templado-_JM?searchVariation=28306700078,12,7,2,1,2,#636606079,Apple,"iphone 6, 6s, 6 plus, 6s plus, 7, 7 plus, 8, 8 plus, X, Xs, Xr, Xs Max",Sin Marca,TPU,Silicona,Silicona
11, Funda Silicona Premium iPhone 8 7 8 Plus + Vidrio Templado ,400,NA,1441,9007,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,37,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://articulo.mercadolibre.com.ar/MLA-687478565-funda-silicona-premium-iphone-8-7-8-plus-vidrio-templado-_JM,26,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
12, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,599,NA,432,86,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-686264793-funda-silicone-case-iphone-8-7-plus-5s-se-6-6s-original-_JM,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
13, Funda Tpu Rigida Antigolpe iPhone 6s 7 8 Plus X Xs Max Xr ,332,350,522,623,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,18,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-666413028-funda-tpu-rigida-antigolpe-iphone-6s-7-8-plus-x-xs-max-xr-_JM?searchVariation=34620834049,17,0,1,0,0,#666413028,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus X, Xs, Xs Max, Xr",Sin Marca,Fusion,Bumper,TPU/Policarbonato
14, Funda Madera Real iPhone 7 Plus / 8 Plus Original Walden® ,916,965,104,12,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,5,7,https://perfil.mercadolibre.com.ar/WALDENSTORE,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=FlDvvlumoN0cjuFZlMrorKZiDnfnWW4yEUFfOM5IFGKpIcA%2B%2FRFxc4VQWXsDl3FXkldFelrOJWqvtrvUEgKoVztCYq57g1UKGCHJWDBZF6NhXYG4wIY0RppjCc5tpsDuZiyAJzKwxb46iZKp7EUexjXchLepIXIw104clvdGw91HH7%2Bd7AqbGejVAHGiO8B9Iu9dOIyDo9toBwjPK0DpS%2B0vbi3MnLxkAGtgEjr6MCyP2YA676LKpiUfY9ARV%2Bsy%2FnPMRzXz61qnDrs3DKg%2F0vVAfVoug7tvbjauUstjoJIlHCQ7%2Fe5UnY04%2BEc%2BzCv%2F78U8iYTVsezS85t%2FNqBdgXwdNViYnGLTNnZi6gQ6dPUI8SJqiGCiEI2EQXrkFCfR7keRfOhf2UfIhg7%2FEhIboTFZptQsXWiQchmmri3ZqsMC6fQ%2BOvZ%2F8U8EFOmMSZzsACfEx%2Fu4Qts98sb06klLqGmdctO1F7Wz%2BYJ6A1qa%2F%2Bz%2BexONmSs%2FtzNX5%2BvKKZK4Ctwzyhllps7evS4kM4MyZ7xrQFXUABbD%2B9CixRxmspsmtBA5fw8Re2%2Bb6kyvqMtUq3uzcEZrrAnH%2BGuVPhnzTOy41HfqAsNYIkSFDKGUqF63PI4d7Oz3up%2BE811raptRNar8KnBSh4HFgHEvZm0Bjyq3HiI4mdVBWyxWaEqk8AvNVrZ%2F67dfoB63g24AQlozCPzmeymyCqLjH2YWVEk%2FEt1IoaJ6jpNiD6hFAzUhA5VemhhW8uEcArEdbus%2B9r3s0fUPmg94CSWjW00AzpyKwuPab88LuxefV2rcdgvOTmUQwjuBvIR%2F0D9H69lDcEnfuxd3sxe8YmU9Ct5%2BuBsNAfQk0C%2BRdcLqQ1aT%2B2XNxnXcZInEw7nfWhIwY8FM0%2FJ3D1gePJ%2F4BguJW0vJpfGKbgGhP7pCKRzvQVYbhIt4y3MN3r4Qxa3qlVfaugz0SDbFHzpjlQklV28R%2BUjbpxgWt%2FnBJxjWYdLAiP7Rcsg5gy1ihNYUHQDJMALNFqbtxM5Oia3yL7Wxy23RwwIO3HHs97c5QO9hV4TK2Y0gqZ6R6wzIW6yLrC%2FQu0HL8V2ACPfMJ1C3zZlZLtpYRJry4GE89ABfhyVM70afvA%2BR0i69VH8E1yLJdQIYd3ePUwpJWKHpmCW7mAPz8olfGc812a20PBbc6eg3x3%2BnNnL5iw4nK6wHX5ry1EfaNGykogB68G44W54AzzZvgcraRK5n1Bc8f9l2ggg%2FRXox%2BWshdIV4%2FQvp4h5C8QaujWeWy2P9ywhCn2UADNfck%2Fq20Na2cet9hHEs2NKE40FDbHrBp06po3nKQ8OdUfTg5yZPjkEahKP106BaFsLooisGjITDS%2BWijT9CHcy%2F5m1QTZHn04D5CheRwXrhzhDbZblKcPTmc%2BaanBXBiDduqeK1O8lgnWD%2B2LuwgjcDOwx16G6JBNt0eKZEEAW0EEKtmnB3TC2GE8YJcqiJNrJW%2BiLBbD4cU5Fzffc0kB27w3tkqeuWX%2FgABpPtY2w3gWKhwxjzQMyZyUX3gUe8fpcDb7yhHWU2h%2Bu6Pe3jbrDbZlClrQCnV3eFEHqsHlvRg7jItcDgLiXfpNs%2BqkZcxbbi%2FOmIBQXLeSp1pMCvdD16dRUO7EAJPFZY6ObgBcZb8mEc5ei5JoMQSkQcZa4VvpGIv%2BQzF79JzsQsw8rPqmipaXUbIIdDAGzDEhI6FpcPwoj1q%2F2psnXgNvK5C6yOZuZ1MPgFpgcKqthkgK37OfOVPzlQxRx7Gyn%2B1lMKHNHPAeRL6ygQs%2BjeBBLkC%2BgQYWXXXOvNqxZPUe%2BtsFWXe6rbzXOZQpqI1hVsgA%3D%3D,7,0,0,0,0,#643245863,Apple,iPhone 7 Plus / 8 Plus,Walden,Eco Classic,Back Cover,Madera
15, Funda Ringke Fusion Original iPhone X Xs 8 7 Plus Antigolpe ,726,770,354,385,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,12,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298684-funda-ringke-fusion-original-iphone-x-xs-8-7-plus-antigolpe-_JM?searchVariation=32500121155,11,1,0,0,0,#711298684,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
16, Funda 360 Luxury Para iPhone 6 6s Plus 7 8 Plus Proteccion ,311,329,995,177,12 cuotas,NA,NA,Retiro gratis en local del vendedor,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,72,https://perfil.mercadolibre.com.ar/NORCEL01,https://articulo.mercadolibre.com.ar/MLA-639436171-funda-360-luxury-para-iphone-6-6s-plus-7-8-plus-proteccion-_JM?searchVariation=33766198741,57,13,2,0,0,#639436171,Apple,Iphone 6; Iphone 6 plus; Iphone 7; Iphone 7 plus,Norcel,360 LUXURY,Plastico Duro,TPU/Policarbonato
17, Funda iPhone 8 Plus 7 Plus Apple Original Silicona Soft ,499,NA,5127,431,12 cuotas,NA,NA,Envío a todo el país,NA,NA,4.6,199,https://perfil.mercadolibre.com.ar/CRAZYSTATION,https://articulo.mercadolibre.com.ar/MLA-655324667-funda-iphone-8-plus-7-plus-apple-original-silicona-soft-_JM,148,29,15,4,3,#655324667,Apple,8 Plus / 7 Plus,Apple,Silicone Case,Bumper,Silicona
18, Funda Cafele Original Tpu Slim iPhone 6s 7 8 Plus Xs Max Xr ,670,NA,1809,236,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,183,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-640386439-funda-cafele-original-tpu-slim-iphone-6s-7-8-plus-xs-max-xr-_JM?searchVariation=29041938955,102,39,19,10,13,#640386439,Apple,"iphone 6, 6plus, 7 y 7 plus, 8, 8 plus, X, Xs, Xs Max, Xr",Cafele,Tpu Slim,Tpu Slim,Gel
