search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Material,Fabricante,Tipo de funda
1, Funda iPhone 5|6|7|8|plus|x|xs|xr|xs Max Airbag Transparente ,169,NA,5902,18,18 meses,9.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,261,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-582143415-funda-iphone-5678plusxxsxrxs-max-airbag-transparente-_JM?searchVariation=17472366030,225,26,4,2,4,#582143415,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU,BMX,NA
2, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,2476,66,18 meses,14.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,84,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-623748083-funda-tipo-piel-leather-case-iphone-6-7-8-plus-x-max-xr-mic-_JM?searchVariation=32254170130,74,9,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,TPU,NA,Protector
3, Protector Funda Case Uso Rudo iPhone 5 6 7 8 X Xs Xr Xs Max ,250,NA,1896,246,18 meses,13.89,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,63,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-653278098-protector-funda-case-uso-rudo-iphone-5-6-7-8-x-xs-xr-xs-max-_JM?searchVariation=30591645308,48,10,3,1,1,#653278098,iPhone,iPhone 5 5s se 6 6s 7 8 PLUS X XR Xs MAX,OEM,Oem,Plástico,OEM,uso rudo
4, Funda Ultra Slim Transparente iPhone 6 7 8 Plus X Max +mica ,239,NA,1289,52,18 meses,13.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,38,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-651098477-funda-ultra-slim-transparente-iphone-6-7-8-plus-x-max-mica-_JM?searchVariation=32254386866,25,7,1,1,4,#651098477,Apple,6 6s 7 8 Plus X Xs Max Xr,Gurio,Ultra Thin,TPU,Apple,Protector
5, Protector Funda iPhone 7 8 7 Plus 8 Plus X Xs Nuevo Uso Rudo ,250,NA,1899,132,18 meses,13.89,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,54,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-637771698-protector-funda-iphone-7-8-7-plus-8-plus-x-xs-nuevo-uso-rudo-_JM?searchVariation=26411510022,41,9,2,1,1,#637771698,Apple,iPhone 5 5s se 6 6s 7 8 PLUS X XR Xs MAX,RAMEER,2018,Plástico,OEM,USO RUDO
6, Funda Protector Slim Lujo iPhone 6 6s 7 8 Plus X Xs ,179,NA,979,63,18 meses,9.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,30,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-670962507-funda-protector-slim-lujo-iphone-6-6s-7-8-plus-x-xs-_JM?searchVariation=34293895112,23,5,2,0,0,#670962507,Apple,iPhone,Auto Focus,Auto Focus,Acrílico,NA,Protector
7, Funda Ultra Slim Silicon iPhone 6 7 8 | Plus X Xr Xs Max ,219,NA,1973,65,18 meses,12.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,64,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-618319522-funda-ultra-slim-silicon-iphone-6-7-8-plus-x-xr-xs-max-_JM?searchVariation=32254069859,46,12,4,0,2,#618319522,Apple,iPhone,Apple,Apple,Silicona,Apple,Protector
8, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,2476,66,18 meses,14.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,84,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=ICMXRGwjtphY3GEXc%2FqJ%2F3%2B8iNZOs%2BAnzLBx7xx%2BkZrxUcWG8rmYqrUh1GbRYVB5%2Fsfjok2czk4BQtqSyy1oFKReQ1Ki5%2FpPYgJKAVAaMza6HA1CbSaS5kZZPUXectMytAAdfRb7wLRd3ueFwQtB3Rpsw0%2FdbKSV3EPAzlU5hGVoamf5yC4RLKJz%2FkctAZIwmO09xGqscP7bBmwnPZn8HJe9iklYit922qydO%2FnQp3j5%2B32ze5IkDD9TXsIu4w2NWOQR2UvE57NYdnFwDN7t5NGaaJPjR7CWMhcbU4WvLRvD%2Bl1O3lloXvBqwV%2BVS8CrgXTBRlHnVyHO1VDA06fYjd0mdQREF%2Baf8ZK3ndzrattawNilTzly2OFFSpU2bLJmnzEvMLRiJx%2BmQv2bOvhfimGSaV34FfswhwZwxMQwsdr4pcQg9%2FTQ2vbeA5LW3%2FIoVqfWMIYoTc%2BEbdyscgYD6BpntX64kEunMNf%2BW1UbpNWT%2FcOjZuVIpcBJFafb%2B6YXwHZBfqlQCpwCOAWC%2F%2FB6lcvSJuOB8OO7DFRIkD%2F4ZfKUjSjAyoqC8nQ1dRpM94vTLEs1Kj670iVGjSS9boy4dWrheh9%2BFlDR91dkbPRpD%2BtffGjjDVPhFavV%2FvnuEtnwIspgfMmAz8Cnx6vsqoaGvbVSkyMPt4C3%2BOQOEzIyZ8Km1dDeFbAVfJpORzewIEj6UKyJ4TPwu0RoaYxDZSMSBtnRNnx9cDvR93mW9Kai8cSbYwyZIt0rOCfdVHliV%2BDxnPaDo7YdDhjUPyTMTRwV7qF5EAJGzbrP5pGOn6pQWZ22dDIheeAm1NWNHmZKEJslmXC5mcCndtdV8glb0s685eF%2B1ETfrEP9Fz4sjKiy8tsX2cp6%2Fj3iJoRFw9yEhh4%2B47PjsRBuldsNbLMjMG16a2RYAAcfHmJ%2FO933zNs1Pb2mZTS7wn5stlF8DxabX0R3trFMTGsDGCKS1m4WVSW%2B2F3X%2BuiBWBMVHa4G4vvk9lg%2FlySx6c2IfJP5CmuPf03t3drX0hL9Bzn2CE%2FmiM94NgAx6KjsEWVVq3Mlbm0RGCWeN9qMOZ5u2IEV7TCjVuYKBCgWcoHq2P7l64GsrUbZgD8zTEJaZQXXk2mufwKNgk6qAAHiAtKbCBfGXhH%2BgQP%2BVlTxO91rbwR0DyvKqFMQQoXNecbFCtu2SvqJ8uBwBPleI3%2BzOaSq6PBfGlgSKvNUgafp%2F7MKsjlHDneutlYYZKphSUXJJzdKoDNyRQ2ntk31HrgY8OuR02glQDy7v5eiauYXQykwIuhHdVI2wQ3SNvP%2F3lrgrsU%2F1fX%2F6k1Ijx0q2Oa%2BzovqtMYiwv%2BS5INU9JnHpwSK9dDS2x3h1deecFOlITSMt43Y5Mw0WluVF3BI9gHEPP1LpR2Hb7q88%2Fn48Uii2z0z2aVkBntrFSYJdgn7ZFscjRLu8gF97w0GhnupyzHG9a9xOU12tHEC%2BEFblA9Qb3FYTO%2FVZpiW1vvftucMxE4NgmOXWL7x2Z3xG8MBhfHXb4t4eGuNRpo%2F9Qqj87lSnFi8omZWuUjB3QbENJXwQ3%2B8gfstDJEvH4OFdD6kriWOLwTfu9bjGo%2FhlIYKBhxbm2LKadWmNMXxSW25bsKQt2GdxxRnVoNamGSNmKlawMDR2VonnN4Ei7gKBC0nfLjHULvdJPeg8Cgt%2BuHBvpp514Kdo2xd7oDQabWJDoumnfbtkFFHALBGMOr4Mr0hM6anQkZNDSt5%2FdZv0IOACeFc6wlVXXwXuSgGQwQDzyQmzA%3D%3D,74,9,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,TPU,NA,Protector
9, Funda Lujo Cromo 3 En 1 iPhone X 8 7 6 Plus 6s 5 Se ,169,NA,6443,76,18 meses,9.39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,349,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-577013572-funda-lujo-cromo-3-en-1-iphone-x-8-7-6-plus-6s-5-se-_JM?searchVariation=27291824497,236,61,31,11,10,#577013572,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / Xs / XR / XS Max,3 EN 1,Funda 3 en 1 Lujosa,Plástico,Apple,Funda Protectora de Lujo
10, Funda Rigida Transparente iPhone 5|6|7|8|plus|x|xs|xr|xsmax ,79,NA,2732,269,18 meses,4.39,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,15,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-621037271-funda-rigida-transparente-iphone-5678plusxxsxrxsmax-_JM?searchVariation=23558966100,12,2,0,1,0,#621037271,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU/Policarbonato,BMX,NA
