search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Formato
1, Redlemon Audífonos Bluetooth Manos Libres Sonido Hd Portátil ,331,349,4651,174,18 meses,18.42,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3.9,128,https://perfil.mercadolibre.com.mx/RED.LEMON?brandId=1198,https://articulo.mercadolibre.com.mx/MLM-626523199-redlemon-audifonos-bluetooth-manos-libres-sonido-hd-portatil-_JM?searchVariation=23891594869,64,23,18,7,16,#626523199,REDlemon,Audio Bluetooth,I7,RL,In-ear
2, Redlemon Audífonos Bluetooth 5.0 Tws Base Carga Contra Agua ,799,NA,1773,103,18 meses,44.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,66,https://perfil.mercadolibre.com.mx/RED.LEMON?brandId=1198,https://articulo.mercadolibre.com.mx/MLM-659989626-redlemon-audifonos-bluetooth-50-tws-base-carga-contra-agua-_JM?searchVariation=31744770824,54,9,2,0,1,#659989626,REDlemon,Audio Bluetooth,TWS 5.0,RL,Ear-Buds
3, Audifonos Bluetooth 5.0 Manos Libres I7s AirPods ,119,NA,3807,190,12 meses,11.76,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,21,https://perfil.mercadolibre.com.mx/GAMEX+COMERCIAL,https://articulo.mercadolibre.com.mx/MLM-628080138-audifonos-bluetooth-50-manos-libres-i7s-airpods-_JM?searchVariation=38947358832,11,4,4,1,1,#628080138,Universal,NA,iPhone,NA,In-ear
4, Mini Manos Libres Bluetooth Auricular Audifono Bluetooth ,40,NA,13771,7916,12 meses,4.05,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,60,https://perfil.mercadolibre.com.mx/-BARBYPINK-,https://articulo.mercadolibre.com.mx/MLM-615865598-mini-manos-libres-bluetooth-auricular-audifono-bluetooth-_JM?searchVariation=22952391010,28,17,8,4,3,#615865598,Universal,NA,ST 500,NA,In-ear
5, Mini Audífono Manos Libres Bluetooth Auricular 4.0 Celulares ,49,NA,467,36,12 meses,4.92,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3,4,https://perfil.mercadolibre.com.mx/TODOHARDWARE2010,https://articulo.mercadolibre.com.mx/MLM-668941186-mini-audifono-manos-libres-bluetooth-auricular-40-celulares-_JM,1,0,2,0,1,#668941186,Universal,Mini Audífono,Mini Audífono,Mini Audífono,In-ear
6, Audifonos Inalambricos Bluetooth I7s Android Y Ios Estuche ,179,NA,6118,962,12 meses,17.68,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,65,https://perfil.mercadolibre.com.mx/MR.UPSALES,https://articulo.mercadolibre.com.mx/MLM-659404535-audifonos-inalambricos-bluetooth-i7s-android-y-ios-estuche-_JM?searchVariation=31624203147,36,14,6,3,6,#659404535,Universal,Wear,i7s,i7S,In-ear
7, Audifonos Bluetooth Resistentes Al Agua Manos Libre Luz Roja ,923,"1,087",3457,196,18 meses,51.33,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,262,https://perfil.mercadolibre.com.mx/AXLOIEFFCN,https://articulo.mercadolibre.com.mx/MLM-659636323-audifonos-bluetooth-resistentes-al-agua-manos-libre-luz-roja-_JM,191,46,17,4,4,#659636323,NA,NA,NA,NA,NA
8, Audifonos Bluetooth 5.0 Manos Libres I7s AirPods ,119,NA,3807,190,12 meses,11.76,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,21,https://perfil.mercadolibre.com.mx/GAMEX+COMERCIAL,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=ygwdrpWF4kq9KH0VJcQ5Oa21cBUzNajGYj5sGFR434bFK8GzkgowtK9D%2BZinzXpwDdExqtP%2FDt1OfZTDAM7%2BNl0%2BRkGiOib7uA4lOrundVca%2FGH%2Fm9o9pd81rnd0czPneO1lCijYGC%2Bl9zT4eXb3XRltV0Dz9wIAjWmO4lyp%2Fc1J3531h2JiCQoI9C7GUAk8KPCIlDNN0bftGk9iA4fB0Czxt3Co62PYHTt2gHa7y%2FL8cHn0FzKMrqv719B1X0dQw5An5CpwC7J3yzs1yWwcDfIvoop0L4OZGiDTZDBM6SVbYN5eFhgaUeiX0TB6r8TvpvA4QpA%2FABgdrv9%2BcfaGBSGYq9xglzZFvJyFs01aO2AQLa%2Fx9n9q0RvjgNiAJCxOkRR%2BPPUipnVHtrsjRqeDJPJnFiPJTwXbi%2FYuvoP9u42Y4CWk5F0qi%2FXon%2FlH4fHSwzs%2FPhAfP7YJ2mRlX10sLsPxYyCwOVpvCJXzaJqE%2F0zPOGTjFIPGK2UDMO0JNk%2FoT8H%2BiqAQEndgUkyQwmMZPfecYoK0wXFWgZyHxIsvcFskUsZyc8eZkRWfL9vP5b4c55RbuCCf4M31BadhBBtFdX2WX%2Fozgy1SU2HM%2FXyrX6rin6tPyw7wmSmRq6fURxKYYehrKkmBRBFGEPy%2BQ2CBU11OGV4GUD0gAFLBulJF4C2fjoqlfaMddRz6JURPPupgh9ajqnSsoAHwG4vPL63bnV3Cf3Hc%2BSJyXOOGQYNs8CQ22jjTj%2FnCtQRYNgDHuNQ3KrVB%2FG4cV4UJEAmkE81BEdNsKuWbvwlG0sNdbWrgPwbsrarIrG2PkTZPko3sNDWfW7snvWmAHWf7Qhodf3D12hqCdCmyyhlQD3MhQe4tlSiVp%2B8%2BMWBFkwLVOopRvIkVa4mlnp3QR6SN0aCUbdUWxV2C5HjHEq5DjXwwMCirHZ7QdpdPOqzuPEe8HGw8zk6b9%2FOndpJ3gTuvnYA03UsHhnyMpzeCz89s7C1MToSXtuKLOOu%2FuaqFDyyjs2sex9WwZnk44eGcqVO6ghg%2BAAD3Al70USE1JbCnOpkhBtj75%2FXiiIDJVoPi0UZl4hBAUlOB7tdOX6VfYyicT6VLZXBX5rH172G30zaNaFkNgA3NjYCM6apd2kVzLT%2FoOXKmXmVShImlNEgq%2F3CUiaOC0AbM%2BkhcyeFK5fyRpXdG%2BZeAVQnNUkrDHTT4yNMob5gTBOA7WOEQcsHDx4YFnkn7USgbTFLeZwcV8nmC1kc4Ph53PnSjHXRCj2f6ZD7RzmM7wixhiuUFAMcjYLiNKq1E480HdN8%2BIBUKnW0SkX3VnzphAKACrCVEkeJW0L6X8D7xcjlgBMZoLkHfufN9gCXEFBcy39b0mFiC4rx5Qa5h%2FdTfLCERyXAZ2LmNWhjQVa3Ys4z63qFVWVoAeRL1B3D7ZCHe7wLLhQ5kmNL%2FZT%2F%2Fp6fyNzPWLO14zQZhmKR48i8EUa52EqHQDwFTBoECGWk8ZNLnFbJx13P%2BoQBPppflINq%2FwYXJ5Auoodu3LiPL8p9keRVKrV7dzEep8PN%2FdKsF2idnfulTn5UD3i9dOs30aI4Sa%2B5Igo5FBpxcv67fmrH5B9PJi6CeN8LEerLYgEy8T9MVLQncYukoCD3tqo%2FNIo3cd9BUqPQMCGyhahwaSSszWOhWFRBNEo5FK%2FB%2B%2BwaxNJAphVXRmHH96qtzAnPkIDfR7HYfVw1FP2061l%2BPM4s1NNbn,11,4,4,1,1,#628080138,Universal,NA,iPhone,NA,In-ear
9, Xiaomi Redmi Airdots Mini Dual V5.0 Auriculares Bluetooth ,615,NA,710,431,18 meses,34.17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,201,https://perfil.mercadolibre.com.mx/ALMAC%C3%89NELECTR%C3%93NICO,https://articulo.mercadolibre.com.mx/MLM-697282236-xiaomi-redmi-airdots-mini-dual-v50-auriculares-bluetooth-_JM?searchVariation=40112271519,157,25,7,6,6,#697282236,Xiaomi,Mi,AirDots,NA,In-ear
10, Audífonos Magnéticos Bluetooth Llamada Música iPhone Android ,69,NA,6058,223,18 meses,3.83,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,35,https://perfil.mercadolibre.com.mx/EZSHOP.MX,https://articulo.mercadolibre.com.mx/MLM-591603217-audifonos-magneticos-bluetooth-llamada-musica-iphone-android-_JM?searchVariation=20071384308,24,8,1,0,2,#591603217,Universal,Bluetooth,Magnéticos,M9,Clip-ear
