search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Formato,Modelo alfanumérico
1, Fone De Ouvido Bluetooth Xiaomi Redmi Airdots ,115,148,10555,490,12x,9.58,NA,NA,NA,NA,4.7,831,https://perfil.mercadolivre.com.br/LOYALMALLBR?brandId=2069,https://produto.mercadolivre.com.br/MLB-1218445107-fone-de-ouvido-bluetooth-xiaomi-redmi-airdots-_JM,691,99,25,3,13,#1218445107,Xiaomi,Mi,Redmi  Airdots,In-ear,NA
2, Fones De Ouvido Sem Fio Bluetooth I7s Tws ,31,NA,4557,562,6x,5.33,NA,Envio para todo o país,NA,NA,3.3,95,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1132266958-fones-de-ouvido-sem-fio-bluetooth-i7s-tws-_JM,33,21,10,8,23,#1132266958,AQ Shopping,NA,NA,NA,NA
3, Fone De Ouvido Edifier W800bt Bluetooth - Nota Fiscal E Gtia ,250,NA,1869,106,12x,20.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,1037,https://perfil.mercadolivre.com.br/RCKAUDIO,https://produto.mercadolivre.com.br/MLB-1054567240-fone-de-ouvido-edifier-w800bt-bluetooth-nota-fiscal-e-gtia-_JM,872,130,29,3,3,#1054567240,Edifier,W,W800BT,Over-ear,NA
4, Headphone Bluetooth Fone De Ouvido Usb Micro Sd Rádio Fm B01 ,45,NA,4715,121,6x,8.49,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,254,https://perfil.mercadolivre.com.br/123+COMPROU,https://produto.mercadolivre.com.br/MLB-751234756-headphone-bluetooth-fone-de-ouvido-usb-micro-sd-radio-fm-b01-_JM,156,52,21,12,13,#751234756,Importado,NA,Headphone,Headset,NA
5, Fone Ouvido Sem Fio Bluetooth 4.1 Celular Micro Sd Fm P2 Mp3 ,33,36,4343,435,6x,6.16,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,275,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://produto.mercadolivre.com.br/MLB-1183090499-fone-ouvido-sem-fio-bluetooth-41-celular-micro-sd-fm-p2-mp3-_JM,245,17,8,1,4,#1183090499,NA,Bluetooth,B-05,Over-ear,B-05
6, Headphone Fone De Ouvido Bluetooth Super Bass Sd Fm Sem Fio ,62,69,3002,376,12x,6.01,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2425,https://perfil.mercadolivre.com.br/HERMAN+SHOPPING,https://produto.mercadolivre.com.br/MLB-1201625201-headphone-fone-de-ouvido-bluetooth-super-bass-sd-fm-sem-fio-_JM,1739,414,151,53,68,#1201625201,JBL,Everest Series,JB950,Over-ear,950
7, Fone De Ouvido Bluetooth Headphone Sem Fio Cartao Sd Fm 01 ,49,NA,96,7,6x,9.16,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/PLUSQUALITY,https://produto.mercadolivre.com.br/MLB-1057755187-fone-de-ouvido-bluetooth-headphone-sem-fio-cartao-sd-fm-01-_JM,2,1,0,0,0,#1057755187,Importado,Fone Bluetooth Sem Fio,B01,Over-ear,2.1
8, Fone De Ouvido AirPods Bluetooth Sem Fio 4.2 Par I7s ,94,NA,147,2075,12x,7.91,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.3,3,https://perfil.mercadolivre.com.br/ARTFLEXSUPORTES,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=roeQCJJYg0iLTtMPMs11o9a7DaFiBfY6j%2BcD2t%2BheJjBbAAK03xkPfYQeVlMv%2F1dIwpIb8%2BF9en%2FOeSeqTwcGd2CT4aoVsLGzvbpmHmWglH8TTj7IQdlvtLEC4naxA%2BojSIpDmkEkw8FM3jP6uDP0eyAaeg0muddtxdwD08nbU8Ka5Y0HdQCOHyVhkdBkjzt9sLJqP%2BoeibpYYm6VdmxalYWtcByRuw3t0J3C3MmRJ6A7P5y5YTPggy6wYeBZPuwg2JNnv%2BwzcbLFLV6vpgrJCVSPN9IRfUKvKy0%2F2pCBDRU3kzamJNuyNhGwXK8cuMvUijWJ78RyYoEdz5qjVPVIYM43AzuqsKCU2d93qjeC7XUN3oFvArFAjWb83hvUH46UPAIAq9xeiSclfRZ7TOU00YWXXmXiix0zIQ70DiepZy3bhXeUfrDSqWiHL5iYnwCHEcPkpbm1H2soF9p%2BOtkXySvumn42xCCr2QircYaYHeHlRRq%2FspZyJUUchFCEjagg1ebcOQ%2B76Od3OKGN2WKkhN1UQyha4occPVfgdxn0TqOkdf98Bw54xsaT%2FCS7uG0AGT%2BY%2Fiid0mlIiVmvo2CJwtNUS5CfvyR9HFGQtHKtI7%2BtcbtXSJsepCteMoEUCEQ1wAoaYb6oVEujBkmPD84nQV5eVuroofPptGZtb%2F4dPHHdekbN50vVE4tsETLHUKxMBAqJL1BfiotcJQ5YZ5%2BD7TEHjLGV49PZ8%2FkvAWUfheeHP6Nkdo%2Bdha23FLE6y7ODKqOCb6vRBYvVqkKOecdvRGtuBcWitcvbRa4ULqu0V5XA2MmyZupdxUFE5BwTi6VWYQPD51oOcsbxyYsGdFhIWgoTAvd%2FWxc97dqrN%2BMcaGBcFGK8aHdaivxT7JzMYlkqDaBkB3I3OC2yqNyL%2B4sVDJaeEafmlFnVVgMvkhgN%2BbgvHB0%2By6CXQ%2B2DNCYGDteDBTK91HJQdtuk1z2X5RgMCegIoZ0v0CigUsvtxt2pTC%2FqAiyYQF2FEZjwyjcnq3WikTDlY2qLl1JttABcK%2FgoGGEfUnQc3TzjcUVy7j7z91X%2BCS84kNhhJ2iRzv8yuCj6nGmFD4kfGBjYFQ0S7uOJCRXPjjE3jDPx4ih2dcizXHIQP25Y6W43zpWKUdYpbaDoNFCRhfS9LJVsyhPqlHPUgWg6L7I8ZWzgpojWwrukVTq5ZFLy9gjT8bC2jiI4WUqNQ43hST3HaI9aVsz4%2FnxNRvIUY%2BmfXqqBys75lN5UoC%2B0LVi85nBkZsrEc%2BnD4CHsi5YBC3c8vVDqRjhyLJ%2Fk3C4xsQm7OWLoQsA39y9VMSV4DCrsdbd%2FHvqMjEmOOXLf6CqoVxfJpqzAOQpsuNq222CTm8EMB3A%2FOEek0KsEilUfbhR5lfAycNYklNYOGHisw%2B6i7Kx26fn25y6k%2BPTmo6UPjRhtU08hDdqOCciNB5JXRSanyZFJ2GCynoZtmPg5bFC0nbuh4u0jkGOZGf3Se6y3ee5pGes1h36hnIYCei2EFPwVqoIHsCdiQePvRAAafBxLAWXJcCUc6mhA3AVft6TXrwldXqX36d%2BOnDH7lKjgxoL%2BX6utXwGhai4etMcBtSCX8Uu1DxgNbYQtgxzmckIybyO8Mzd,1,1,0,0,1,#1184812441,android e ios,5.0 Par I11s,5.0 Par I11s,In-ear,MMEF2
9, Mini Fone De Ouvido S530 V4.1 Sem Fio Bluetooth Universal ,21,NA,24444,3735,4x,5.94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,830,https://perfil.mercadolivre.com.br/BETINHO+ELETRO,https://produto.mercadolivre.com.br/MLB-832062116-mini-fone-de-ouvido-s530-v41-sem-fio-bluetooth-universal-_JM,370,168,135,63,94,#832062116,Universal,NA,S530,NA,NA
10, Fone Ouvido Bluetooth I7s 4.2 Par Tws Sem Fio Case Base ,31,NA,2579,506,6x,5.33,NA,Envio para todo o país,NA,NA,3.3,37,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1068034831-fone-ouvido-bluetooth-i7s-42-par-tws-sem-fio-case-base-_JM,14,5,6,2,10,#1068034831,Universal,NA,NA,NA,NA
