search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Formato
485, Audifono Bluetooth Sony Whch400 20 Hrs De Duración! ,129,NA,1,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AMORETTISTORE,https://articulo.mercadolibre.com.pe/MPE-435653234-audifono-bluetooth-sony-whch400-20-hrs-de-duracion-_JM,NA,NA,NA,NA,NA,#435653234,NA,NA,NA,NA
486, Audifonos 4 En 1 Marca Ewtto A4620b Bluetooth Carga Solar ,54,NA,2,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONATECPER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-426801011-audifonos-4-en-1-marca-ewtto-a4620b-bluetooth-carga-solar-_JM,NA,NA,NA,NA,NA,#426801011,Ewtto,NA,NA,NA
487, Audífonos Bluetooth E1c Tipo AirPods Sin Cables Stereo Camo ,49,NA,0,900,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MEGARICKHUNTER,https://articulo.mercadolibre.com.pe/MPE-433207035-audifonos-bluetooth-e1c-tipo-airpods-sin-cables-stereo-camo-_JM,NA,NA,NA,NA,NA,#433207035,NA,NA,NA,NA
488, Audifonos Inalambricos Bluetooth Deportivos-no Beats S/25.00 ,25,NA,10,87,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERCADOPAGOPERU,https://articulo.mercadolibre.com.pe/MPE-435030551-audifonos-inalambricos-bluetooth-deportivos-no-beats-s2500-_JM,NA,NA,NA,NA,NA,#435030551,NA,NA,NA,NA
489, Audífonos Deportivos Bluetooth Gt K4 | Envío Nacional ,25,NA,1,999,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GOBESIMPORT,https://articulo.mercadolibre.com.pe/MPE-434701586-audifonos-deportivos-bluetooth-gt-k4-envio-nacional-_JM,NA,NA,NA,NA,NA,#434701586,NA,NA,NA,NA
490," Audifonos Bluetooth ,radio,sd Excelente Sonido ",44,NA,7,93,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EL+RINCONDELCOCO,https://articulo.mercadolibre.com.pe/MPE-429420873-audifonos-bluetooth-radiosd-excelente-sonido-_JM,NA,NA,NA,NA,NA,#429420873,NA,NA,NA,NA
491, Audifono Bluetooth Motorola Pulse Escape ,150,NA,12,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,18,http://perfil.mercadolibre.com.pe/ATOCONGOMULTISERVICE,https://articulo.mercadolibre.com.pe/MPE-433118617-audifono-bluetooth-motorola-pulse-escape-_JM,15,3,0,0,0,#433118617,Motorola,NA,Pulse Escape,Over-ear
492, Audífonos Bluetooth Inalambricos Mini I9s Android & iPhone ,149,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TOPECELPERU,https://articulo.mercadolibre.com.pe/MPE-435805465-audifonos-bluetooth-inalambricos-mini-i9s-android-iphone-_JM,NA,NA,NA,NA,NA,#435805465,NA,NA,NA,NA
493, Mini 503 Auriculares Bluetooth | Envíos A Nivel Nacional ,31,NA,1,997,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GOBESIMPORT,https://articulo.mercadolibre.com.pe/MPE-434613135-mini-503-auriculares-bluetooth-envios-a-nivel-nacional-_JM,NA,NA,NA,NA,NA,#434613135,NA,NA,NA,NA
494, Audifonos Bluetooth Philips Shb5850 ,130,NA,5,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TRIPLESENDS,https://articulo.mercadolibre.com.pe/MPE-430856874-audifonos-bluetooth-philips-shb5850-_JM,NA,NA,NA,NA,NA,#430856874,Philips,NA,NA,NA
495, Audífonos Bluetooth Soundcore Space Nc ,599,NA,NA,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANKER+PERU?brandId=144,https://articulo.mercadolibre.com.pe/MPE-434540812-audifonos-bluetooth-soundcore-space-nc-_JM,NA,NA,NA,NA,NA,#434540812,NA,NA,NA,NA
496, Motorola - Audífonos Bluetooth Verve Loop Flame Orange ,149,220,1,30,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,NA,https://articulo.mercadolibre.com.pe/MPE-436819253-motorola-audifonos-bluetooth-verve-loop-flame-orange-_JM,2,0,0,0,0,#436819253,Motorola,NA,VerveLoop,In-ear
497, Auricular Bluetooth Halion (ha-s80 Sport) ,81,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436372235-auricular-bluetooth-halion-ha-s80-sport-_JM,NA,NA,NA,NA,NA,#436372235,NA,NA,NA,NA
498, Audífonos Bluetooth Magneticos ,19,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SANDRITAMEDIACENTER,https://articulo.mercadolibre.com.pe/MPE-436361568-audifonos-bluetooth-magneticos-_JM,NA,NA,NA,NA,NA,#436361568,NA,NA,NA,NA
499, Audifonos Inalámbricos Bluetooth Kz Bte Aptx ,120,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANDREUS+STORE,https://articulo.mercadolibre.com.pe/MPE-435417261-audifonos-inalambricos-bluetooth-kz-bte-aptx-_JM,NA,NA,NA,NA,NA,#435417261,KZ,NA,NA,NA
500, Audifonos Jbl Bluetooth E55bt Quincy Jones Edition Original ,589,NA,2,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432337209-audifonos-jbl-bluetooth-e55bt-quincy-jones-edition-original-_JM,NA,NA,NA,NA,NA,#432337209,JBL E25BT,NA,Endurance,NA
501, Audifono Bluetooth Handsfree Deportivo Radio Fm Micro Sd S9 ,42,NA,5,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LILI+LIJOV2017,https://articulo.mercadolibre.com.pe/MPE-426333161-audifono-bluetooth-handsfree-deportivo-radio-fm-micro-sd-s9-_JM,NA,NA,NA,NA,NA,#426333161,NA,NA,NA,NA
502, Audifonos Bluetooth I9s. Version 5.0. Delivery Gratis ,59,NA,0,10,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HANNZOTIENDAONLINE,https://articulo.mercadolibre.com.pe/MPE-436911017-audifonos-bluetooth-i9s-version-50-delivery-gratis-_JM,NA,NA,NA,NA,NA,#436911017,NA,NA,NA,NA
503, Audifonos I11s Plus Bluetooth 5.0 Inalambricos Android ,69,NA,26,74,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REIMERRAMOSURDANETA,https://articulo.mercadolibre.com.pe/MPE-430336098-audifonos-i11s-plus-bluetooth-50-inalambricos-android-_JM,NA,NA,NA,NA,NA,#430336098,Apple,NA,NA,NA
504, Audifonos Samsung Level U Pro Bluetooth ,220,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSCAR-MANUEL,https://articulo.mercadolibre.com.pe/MPE-434111817-audifonos-samsung-level-u-pro-bluetooth-_JM,NA,NA,NA,NA,NA,#434111817,Samsung,NA,LEVEL U PRO,NA
505, Bluetooth S9 Handsfree Stereo Universal Auricular Audifonos ,33,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WILSONFERMINCASTAEDARODRIGU,https://articulo.mercadolibre.com.pe/MPE-422687825-bluetooth-s9-handsfree-stereo-universal-auricular-audifonos-_JM,NA,NA,NA,NA,NA,#422687825,NA,NA,NA,NA
506, Audifonos Bluetooth Wireles ,39,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JOSE+GOGOME,https://articulo.mercadolibre.com.pe/MPE-433940353-audifonos-bluetooth-wireles-_JM,NA,NA,NA,NA,NA,#433940353,NA,NA,NA,NA
507, Audífono Jbl Tune 500bt Bluetooth ,169,NA,1,298,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://articulo.mercadolibre.com.pe/MPE-437311349-audifono-jbl-tune-500bt-bluetooth-_JM,NA,NA,NA,NA,NA,#437311349,NA,NA,NA,NA
