search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material,Fabricante
1, Apple iPhone 6 16 GB Gris espacial ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.mercadolibre.com.mx/p/MLM6055015?searchVariation=MLM6055015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2, Apple iPhone 8 64 GB Gris espacial ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.mercadolibre.com.mx/p/MLM8752432?searchVariation=MLM8752432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3, Apple iPhone 6 64 GB Gris espacial ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.mercadolibre.com.mx/p/MLM6055018?searchVariation=MLM6055018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4, Ringke Fusion Case Funda Rigida iPhone 7 / 8 Bumper + Mica ,219,NA,"
			
			
				
				281
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 2164
		
		 sin intereses
		
	

	
		",64,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,35,https://perfil.mercadolibre.com.mx/RINGKE.MX?brandId=873,https://articulo.mercadolibre.com.mx/MLM-566187365-ringke-fusion-case-funda-rigida-iphone-7-8-bumper-mica-_JM?searchVariation=29753835855,29,4,0,2,0,#566187365,Apple,iphone 7 / iphone 8,Ringke,Fusion,Alta resistencia,POLIMERO HIBRIDO ALTA RESISTENCIA,REARTH RINGKE
5, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2406
				vendidos
			
		",(23 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,81,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-623748083-funda-tipo-piel-leather-case-iphone-6-7-8-plus-x-max-xr-mic-_JM?searchVariation=32254170260,71,9,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,Protector,TPU,NA
6, Celular Apple iPhone 8 64gb Liberado + Audifonos + Funda ,"9,999",NA,"
			
				Nuevo
			
			
				
					 - 
				
				165
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 55550
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,105,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-644856769-celular-apple-iphone-8-64gb-liberado-audifonos-funda-_JM?searchVariation=30987052344,86,13,3,0,3,#644856769,NA,NA,NA,NA,NA,NA,NA
7," Funda 360 iPhone 6, 6 Plus, 7, 7 Plus, 8, 8 Plus X + Cristal ",189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5175
				vendidos
			
		",(72 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,319,https://perfil.mercadolibre.com.mx/VIGU+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-588207953-funda-360-iphone-6-6-plus-7-7-plus-8-8-plus-x-cristal-_JM?searchVariation=32729163913,231,55,16,8,9,#588207953,Apple,iPhone,360,360°,360,Plástico,VIGU
8, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2406
				vendidos
			
		",(23 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,81,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=TrKGG6J3yl%2Fyb%2FNQOr75XIi9lc6RdlgV1BUHqcPZ7JJjtlkQATLtmD9gkozK3nddVXiwYsLfyAwxFKYLDpBsMbd6IgnoEdf8u683KTaDDdHjd96sMHFRyZW4u4%2BZGbzryuGWIyOWpxKHgW9GKCI%2FqhjePkV5tnVblA%2BQHCm2AB9ppQM7VR44lCByL%2BGf1zkVRLUrA%2BHLEV%2F50zgT4KwaSxva99n7uuIGez53haHLJPScuwkJYQtJ%2Fgz5kUnOW8ixNF5tDy2WoqgZ%2F%2FAb9VW7XGqnLxyTyVaxadR3umMW%2B2oXclIjPvcbQC2jaOJeTF6jKikOAYFWz08XRR%2BYfJ3T7vgixR4%2BSFiC10gWj1OSXl3vdcrf4Vpz9V%2FRLGR5NWhcpBsxvn0R%2Bgyn3HjMA%2FNBpiSRS4jfBFwFXbrqJ9xGQIGaeb7mlTDiMUAhk5b3%2B4uBy%2FE2FujiCZay55iV9AEdamLo12S4QRT8PUjj3QfM5NRpOaAaVwLNaDCzEX6c37f6GZvB7Puc%2FqWnW6pI%2F%2FXEe85YxCIP6pRTESAKxNUuFN0zjFwzbopmvxBzKPTff6%2FUeFtz0bPqPXBR8tJBZ226BhU02pzzxFGVsy4pZVqbHVfCtnq2%2FgInKzRKjGqcHvbw4f%2FV7tBseB0SrO3fJM6bLAFsTRmh85Bh1V8RcuXN8zTnT6KqHw0doUgLH%2F778%2Bnl%2BGEDiq6BADH7R7DFM1Nqr1%2Baa2Zl4Bv4DHxoMVwa%2BFQG6UTbYVxQsTUUhG0NAiZFkthh1TYuZTnpQy7glkuf2JccV%2BaTAOVBqgsKBRx%2FYKJed44r%2FSY2kbbRBgllM57Ngl%2BwPqJQ1JvlQPDWu4k%2F3rJNsFwVak8G9AATAs00LomOFWSuN2ANR3E5s5fY1N%2BOFMmtgHrro9kYeADovJAAPCtLilwNnlRO9Twbq0JIG1rylS%2FrBgkCWwWKSCriFY39rGsMXMDmdghFJBr7c8fv1isAZaDs2EkCyxnhYSgs94czGFdRgAYKnTY4anQgAu0rMYt2I2IycEiRCvMWxyL9GVtgxoNeT%2Fb6xcpq0uDJ4k18c6atepMSN%2BT7aW%2FSPvxgDUaTRmBs2YnDWkFq7De%2FeHCWMzWxtc%2FtGzak163Yq58H5ECZ9Wcy63xlVjV4G12Mj9Clv1Pafg1J%2Bj8gp0DYcy60D6kfHqqZoskooyUqWAyk6Aj78TNX9fhVM%2BNYtvwLw16YLWS473a45N8VdKWCD80Wq2FPahGvRf4kVvIjHstmLRH5FeTt7PRxwfzGkw8Xl3CHXAcc0jSR%2F7RWEUTLNcYWEAv2Vi8EAGrdfTehuRFFVpRopZgJxdyBTfNlyyzUgwiX2ipiAHvWilUwEazcoyCI88D7lDF6xTkcDjyoZYKrRZQ94rcP3zUdl0mmpT%2BuLR4RRmfj5euuezY51NuLVK9f0C4Ewl13%2FStFFzFT2eVBPzWHo9QHo%2BoKMGbjgr2cTp2s9cZ9%2FnJTMnPYpaYe7IHD8GU8IkodAkJ5MoCTb0U7LWjG9O1B%2BccrXCvYAomcKoGb2%2BlHL8gVf%2BgJssZ1UKGkTWmnXAF9EuF5Z556iEEq6iOQWUWe6TqCEJ4l5Giek7Lab22%2BccT84Lhm8eARilrgsDUxHyQrMp99gRz7qcBPi%2Fyyd8E4kwTTedql2uzEL6K45Q8hnsuSbeAyF3zPkOcYy7FyWpj%2BHLhAc%2BNN3RU%3D,71,9,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,Protector,TPU,NA
9," Funda Case Magica De Moda iPhone 8, 8 +, 7 7 Plus, 6s, 6s+ X ",85,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1497
				vendidos
			
		",(143 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 472
		
		 sin intereses
		
	

	
		",72,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,62,https://perfil.mercadolibre.com.mx/PROSU+ELECTRONICOS,https://articulo.mercadolibre.com.mx/MLM-607286668-funda-case-magica-de-moda-iphone-8-8-7-7-plus-6s-6s-x-_JM?searchVariation=19237535867,46,10,2,1,3,#607286668,NA,"IPHONE 7, IPHONE 7 PLUS, IPHONE 6, 6 PLUS,  6S, 6S PLUS",s/n,iPhone,Magica,Plástico,S/N
10, Funda iPhone 5/5s/se 6 6s 7 8 X Y Plus Xs Max Xr + Regalo ,199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3647
				vendidos
			
		",(2431 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1106
		
		 sin intereses
		
	

	
		",06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,265,https://perfil.mercadolibre.com.mx/BENNY2711,https://articulo.mercadolibre.com.mx/MLM-558302579-funda-iphone-55sse-6-6s-7-8-x-y-plus-xs-max-xr-regalo-_JM?searchVariation=34126119426,218,37,8,1,1,#558302579,Apple,iPhone 5 iPhone 5s iPhone SE iPhone 6 iPhone 6s iPhone 6s Plus iPhone 7 iPhone 7 Plus iPhone 8 iPhone 8 Plus iPhone X iPhone XS iPhone XS Max iPhone XR,Ultimate experience,Rugged Armor,TPU Silicona,Silicona,Apple
