search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
1,Capa Capinha Ultra Fina Fosca iPhone 6s Plus 7 8 Plus Novo,22,NA,812,100,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,15,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026051169-capa-capinha-ultra-fina-fosca-iphone-6s-plus-7-8-plus-novo-_JM?searchVariation=33828135574,10,3,0,0,2,#1026051169,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
2,Capa Anti Impacto + Película Gel P iPhone 5 6 7 8 10 X Xs Xr,16,NA,927,18,3x,5.65,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,26,https://perfil.mercadolivre.com.br/NOMOTEC,https://produto.mercadolivre.com.br/MLB-1047628140-capa-anti-impacto-pelicula-gel-p-iphone-5-6-7-8-10-x-xs-xr-_JM?searchVariation=36089029726,20,4,2,0,0,#1047628140,Apple,Iphone,HR,TPU,Capinha de silicone,Silicone,NA
3,Capinha Capa Silicone C/ Logo iPhone 6s 7 8 Plus X Xr Xsmax,33,NA,710,4485,6x,5.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,9,https://perfil.mercadolivre.com.br/MALE2382936,https://produto.mercadolivre.com.br/MLB-1248683581-capinha-capa-silicone-c-logo-iphone-6s-7-8-plus-x-xr-xsmax-_JM?searchVariation=38604797244,6,2,1,0,0,#1248683581,Apple,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Silicone,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Apple Case,Silicone e microfibra(camurça),NA
4,Capa Capinha Anti Impacto 4em1 iPhone 6 7 8 Plus Xr X Xs Max,49,NA,234,27580,6x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,12,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1210095124-capa-capinha-anti-impacto-4em1-iphone-6-7-8-plus-xr-x-xs-max-_JM?searchVariation=35219107399,10,1,1,0,0,#1210095124,Apple,IPHONE,JK CAPAS,CAPA 4 EM 1 ANTI IMPACTO,CAPA PROTETOR,TPU/Policarbonato,NA
5,Capinha Ultra Fina Fosca iPhone 6 6s Plus 7 Plus 8 Luxo Capa,22,NA,424,96,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,9,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026034649-capinha-ultra-fina-fosca-iphone-6-6s-plus-7-plus-8-luxo-capa-_JM?searchVariation=33827713956,6,2,1,0,0,#1026034649,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
6,Capa Capinha Magnetica Luxo iPhone 7 8 Plus X Xs Xr Xs Max,54,NA,400,7543,10x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,10,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1213994623-capa-capinha-magnetica-luxo-iphone-7-8-plus-x-xs-xr-xs-max-_JM?searchVariation=38590025464,10,0,0,0,0,#1213994623,Apple,iphone,jk capas,Magnética,capa protetor,metal e vidro,NA
7,Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8 Plus Xs Xr Max,35,NA,276,10951,6x,5.83,NA,Envio para todo o país,NA,NA,5,9,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1197368219-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8-plus-xs-xr-max-_JM?searchVariation=34356084379,9,0,0,0,0,#1197368219,iPhone,iphone,jk capas,ultra fina fosca,capa protetor,TPU/Policarbonato,NA
8,Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Aveludada,32,NA,311,850,6x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,4,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=5R09zmhomj2OtVrscsr8k4kWK2Ty5fLX%2F2g6i2slFxckKFnfJIjVPhO4%2B4RcxgurfCFev9FtcguO1K7mRIg7oDldIj5DPuIUSmnhQipKbKQXYu5B4x6OczcM5f2UO6UXd9EH%2BKebpgnk%2BJlpRyVz62YB5bRu3qQ7tZ7B6YVqZH2C4yB%2FcsIkQYE6U1b5%2FnFAFOkBuWE%2FnVVpAJMujJtW6glzg5sVeHufVrNv3GluBvz869hhfqv0VS62MFmTq4cmR6sYdHCxO1zU3AccRJYCMB3aa0%2FKZbOUczomWVSb6y0Z0GMsvBg2cnwf3PkWGwDZyLKuYn1FotIlYMgyEoFxhmylP8Glf5OuAl1LAmEMm6MWuM6bjiBDjTBMN72qeWGZ9%2BBNA3MY8OABViqT3hGQA2VwInZoY5ESinLoHF3%2F0mGvBvDgDHcJe%2Flt2hzQeT52ELZXDqZnflJsj5BqJTaLHxBUJzZTcDyqI29o48dQVAtqT5lOdI%2BtxuH0waUYirK1Z2bwlZqYee9olYXw4xgAVmCrgRzWlnrT7eixbhPEGhO6D%2FzW8ajOBJOBNYDwyBjAr7JRxq8ctiZMO12mm4Hqz0eLxzm7B2Ijas9r9BYIHA3p%2FFPUtq3xHgQbp2agF%2BR0cYhe7k9J0VUWh7u%2F1eMUMcPqBGisoLHpBjLuKk4YaecrZ8%2FwJVegm4cxGF3qQ%2BDPOgxSgSSCn8byaxsAyaQ8DIncBoWwTk1fpgsmM8ZUNsIKLiobjuMBRoaqYEk2kUfFFM5WW%2B6b4tc79NV3Y9NfWRZSq9LJzFjP2zcKbja%2F8P8egNMW2ae%2FGmzxuNweMfjyYvAVZ6goX5kawnUcolDV76sXM1Z%2BT3pal%2B0XK7u4yCpF4te5p8hw3%2B57vg2IThjbA6wz2dX6QD7l%2Fbvg%2BfHOIGVSv9K6Dgcr3h8iaJkAG2lRTptfYLMooolhJv4wEsLL0vcSmE06su6ehb5%2Biqn5w8BdlGZiM2OQgnlzqD2P%2BLv9o9LDulgDpNxGZwgSaYAw9PNs11vHqhVY%2Ftdy%2FnR3NgbJv9MPl9tNb%2B2kuE%2BLHXhfCRhoGLg4y66NcgbaJb0eF5yk7EOFDVVRdwpzxkZmyJMXYr1rEVbs1AA9X%2BvsDtXq%2FiD%2FmTl88NY4MBEtSZkiAbzgJ79e03JcDCk%2FATxsqz2lyLoAK1WeYgnpjXuyhuh7SxcIr2F22HlBxdFyduc1sNxBuzskkB8pSOcRLQNSqyFc3b%2Bmmdg%2Fnq5pa0ALd%2Bk7RrLEC5CgcQ4AYWhkIY%2BfUxKCtTx8CcDYGi06D4chvRhUWCiOk0IRRqQ5NXslqxwZ5Tgn5PXQexVuKLAaEu64Zb2i%2BOsXUdegtJLJ%2Bmxk1Ii5gJK0toUtqXo7DgdmFt63UaEYSixwU7fZjuWUekapzdTU%2B82%2BilrueSNXTn6CUMFik0xQc7VKVUAwBathH9j9Cl35F7ViB00Yl8dxarza2CT%2BacL%2BK%2Fw9%2F0l6ILEy%2Foo2r7BdqUQ%2FZJcjkuHTvrcCg2hzFxm58kY393sBWsa7yufO5UJqE9raqku3gWHVsGLefA3x7k7gvMv4NKI24Beg3Ic6JGSef0sjFo6A,4,0,0,0,0,#1246923437,Apple,iphone7 plus  iphone 8 plus,Silicone,iPhone,Silicone,Silicone- Aveludada,NA
9,Capinha Silicone Aveludado iPhone 8 Plus Verde Agua,29,NA,207,293,5x,5.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539317-capinha-silicone-aveludado-iphone-8-plus-verde-agua-_JM,6,1,0,0,0,#1165539317,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
10,Capa Anti Impacto P/ iPhone 5 6 7 8 10 X Xs Xr + Pel. Gel,16,NA,309,20,3x,5.62,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,5,https://perfil.mercadolivre.com.br/TECMODENA,https://produto.mercadolivre.com.br/MLB-1056485759-capa-anti-impacto-p-iphone-5-6-7-8-10-x-xs-xr-pel-gel-_JM?searchVariation=26828676463,5,0,0,0,0,#1056485759,Apple,Escolher no anúncio.,H+,TPU,capinha de silicone,Silicone,NA
