search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,499,NA,1937,451,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,66,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM,51,10,3,0,2,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
2, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,599,NA,629,437,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,10,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293,9,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
3, Funda Metalica Magnetica Vidrio iPhone X Xs Max 8 7 6 Plus ,622,659,1267,203,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4,49,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-741182860-funda-metalica-magnetica-vidrio-iphone-x-xs-max-8-7-6-plus-_JM?searchVariation=36653627535,32,4,1,3,9,#741182860,Apple,Iphone X;Iphone Xs Max; Iphone 7; Iphone 8; Iphone 7 plus; Iphone 8 plus; Iphone 6; Iphone 6 Plus; Iphone Xr,Norcel,Magnetica,Bumper,TPU/Policarbonato
4, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,971,1029,927,16,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,46,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129944,38,6,2,0,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
5, Funda Silicona Premium iPhone 8 7 8 Plus + Vidrio Templado ,400,NA,1433,9015,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,37,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://articulo.mercadolibre.com.ar/MLA-687478565-funda-silicona-premium-iphone-8-7-8-plus-vidrio-templado-_JM,26,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
6, Funda iPhone 8 Plus 7 Plus Apple Original Silicona Soft ,450,NA,5098,460,12 cuotas,NA,NA,Envío a todo el país,NA,NA,4.6,198,https://perfil.mercadolibre.com.ar/CRAZYSTATION,https://articulo.mercadolibre.com.ar/MLA-655324667-funda-iphone-8-plus-7-plus-apple-original-silicona-soft-_JM,147,29,15,4,3,#655324667,Apple,8 Plus / 7 Plus,Apple,Silicone Case,Bumper,Silicona
7, Funda Ringke Original iPhone X Xs 7 8 Plus Max+vidrio+envio ,1122,1189,356,346,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,18,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-749127423-funda-ringke-original-iphone-x-xs-7-8-plus-maxvidrioenvio-_JM?searchVariation=32500157139,17,1,0,0,0,#749127423,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
8, Funda Silicona Premium iPhone 8 7 8 Plus + Vidrio Templado ,400,NA,1433,9015,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,37,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=sKIBS5UDvQAz%2B73eLj3dtvGx2J8CO8RLnPwGS064%2FFlv2G1e4GshInG9Cq3ZYubiUNQwdvT7XiqcoqDEK6cyUA9p7ScDdkCpV%2FRMNQBKub34MoB6kb73IL3ZhmKAAO6csMNaEisLExiNBbjd6q5rfziyeiOJZEcG%2Bmkqw2s03D%2FPTm5LNT7A0coV54H3TOewipJsITjuj%2BogRehMzaWte%2B%2FwA43btdvaZtVhVe%2Fui18xG4vwJDDGska6YPoUIEVM586QohmpykTzovhPvC1OWkLr5U2JsTFKWxAMDAKcR%2B0PR%2FIx6LeQTId0hPT%2BaOwDDL1Sda%2BjnJzbp5qAuYMQIh4DIk1ksVUofK14pVPsI1EkTlglYyEXYlB2m9%2FH2AeQMwQyeta4mtBhPL9NI2ctB8Zu%2BBAbP5vrDQY%2FLzwdi%2B1gHZZrsDIAf6LH57Tunpj0GsazMr%2BozsasjleMHesEcM0UVVVfbNxP8CqNpRDcntSBleR1vDRp5d%2BsxdIc91TmNU8L82MfmmfLMdP0tfyGMccsLpZOFubKs6dFXqZv1MtLDeh%2F2U0yilfyr5piVBm0zJVAPuPey1xXSpmdIhU5tdLVV%2FCd2xKjEfubbHEK0ydJvshQFNsHPSYkywGW4agIAZzzl8S9b0LYk0IGvnTS5NW%2BnIfFMprAz6Pt2ZW612uXNAdWz1QniMmOppItboaCt2kZ4pfljJLmqF4jdZ%2B3hGpSk%2BtHv8qpWmjhy7UI71VAdWjCZRh%2BpdRFF7b66n%2BIgK0F31Ib1wBYrQ2ikXbuuIEG1fTxopORSdn8VKPA7Zh0XOtriCf74nrf3mLvVI8mRTMgB9Dt7UbmlK6kwFn4faata4Jt1g0%2BJsE99tbL%2BKpsF71Gvdp0PGqzA23wiAam79ZUl8A8HC2xyQ0LptY%2B3IiVa%2FhjTJPEQipr%2FNOLaEeU59HOfyOM1eXjUj0koYJZpR2%2FgCv7nnufPLFc5eSGpVCge486uKqPmGly2KKckLV2g8krDTxwwZSYhBIFCXPLMZ6P0F0dbMPkBlI33Hdj%2BnkhEzuZMuH%2Fwhtxj2zI%2B2%2B7aAlhT6gzjWs%2FFoOcYKrexb0qml5rzIqD3YLRgFdkTqqx0O0CYNa09rsR5Vz4JEBOExF4%2F0pzz1FWTTVwi318IQLqOW5v3w9eQHHrN0cz3bgYW6SWT5dZxkL3Y9uyNupdLDaNpiqaJw3Qz0sbcHXIx5e2k7T2UVXH9XmlD83DKqbjGy1my1JEQK67%2Fw9oWpuuBIaOxvHHNpx%2BSXlUge6iWQ%2BCIpd920POkde718H2myRhNXIXf7wVsTZt0qrN40rKBtCepFsHY6TzTLUzNMecE9vBkeCCZFarzzf3Vtd%2BV1uqXkCL98V%2Fxflb9jvOy%2FyY67GbKCyDxNJmyZq9WQY%2FENiOwbcHlZzCZyHw98bUnGN8aH3m%2BrpL9OhMFiGCcDpIQwxYFcvFEQqgfywepH54%2Bga%2F3shxSQgKqE1J4StFV4wmia4ZOcL1dpHV6OLz7l5lmHST4zNdP9NnmUHAU%2FHj%2FEeJJmvHULxxFJDFa42fgbtnxT0UT9rCdx%2FSB%2FKlj1NIhv0mttspazhVlEN7nH03f7TEYLleENmCH3RgHpYS4NqvrE1%2FYRQoFS%2F1wmhmzrJZPg%3D%3D,26,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
9, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,489,NA,366,152,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-686264793-funda-silicone-case-iphone-8-7-plus-5s-se-6-6s-original-_JM,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
10, Funda iPhone 8 7 Apple Original Case Silicona Soft 4 Locales ,450,NA,2046,586,12 cuotas,NA,NA,Envío a todo el país,NA,NA,4.2,62,https://perfil.mercadolibre.com.ar/CRAZYSTATION,https://articulo.mercadolibre.com.ar/MLA-636490800-funda-iphone-8-7-apple-original-case-silicona-soft-4-locales-_JM,33,17,9,0,3,#636490800,Apple,8G / 7G,Apple,Silicone Case,Bumper,Silicona
11, Funda Tpu Slim iPhone 6s 7 8 Plus X Xr Xs Max + Templado ,520,NA,588,851,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4,22,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-636606079-funda-tpu-slim-iphone-6s-7-8-plus-x-xr-xs-max-templado-_JM?searchVariation=28306700119,10,7,2,1,2,#636606079,Apple,"iphone 6, 6s, 6 plus, 6s plus, 7, 7 plus, 8, 8 plus, X, Xs, Xr, Xs Max",Sin Marca,TPU,Silicona,Silicona
12, Funda 360 Luxury Para iPhone 6 6s Plus 7 8 Plus Proteccion ,311,329,958,185,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,70,https://perfil.mercadolibre.com.ar/NORCEL01,https://articulo.mercadolibre.com.ar/MLA-639436171-funda-360-luxury-para-iphone-6-6s-plus-7-8-plus-proteccion-_JM?searchVariation=33766199104,55,13,2,0,0,#639436171,Apple,Iphone 6; Iphone 6 plus; Iphone 7; Iphone 7 plus,Norcel,360 LUXURY,Plastico Duro,TPU/Policarbonato
13, Funda Ringke Fusion Original iPhone X Xs 8 7 Plus Antigolpe ,726,770,318,650,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,11,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298684-funda-ringke-fusion-original-iphone-x-xs-8-7-plus-antigolpe-_JM?searchVariation=32500121008,11,0,0,0,0,#711298684,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
