search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Modelo,Material
11, Brazalete iPhone 8 7 6s 6 Plus Note Y Otros Hasta 16x9cm ® ,100,NA,277,5000,18 cuotas,5.56,NA,Envío a todo el país,NA,NA,4.3,11,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443333995-brazalete-iphone-8-7-6s-6-plus-note-y-otros-hasta-16x9cm--_JM?searchVariation=39256983091,6,2,3,0,0,#443333995,Apple,Genérico,NA,Neopreno
12, Funda Estuche C/ Bateria Powerbank iPhone 8 7 6s 6 ® ,690,NA,473,4998,18 cuotas,38.33,NA,Envío a todo el país,NA,NA,4.6,21,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-444690734-funda-estuche-c-bateria-powerbank-iphone-8-7-6s-6--_JM?searchVariation=40468487402,15,4,1,1,0,#444690734,NA,Power Bank,iPhone 8 / 7 / 6s / 6,NA
13, Estuche Funda iPhone 7 Y iPhone 8 ® Blister En Silicona ,450,NA,23,65,18 cuotas,25.00,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.uy/VENTAUY,https://articulo.mercadolibre.com.uy/MLU-455406832-estuche-funda-iphone-7-y-iphone-8-blister-en-silicona-_JM,1,0,0,0,0,#455406832,Apple,NA,NA,Silicona
14, Protector 360 Magnetico iPhone 6 7 7plus 8 8plus Xs Xr Xsmax ,490,NA,441,37,18 cuotas,27.22,NA,Envío a todo el país,NA,NA,1,2,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=9PVfeDNdu3EsxTWxPjoSY%2FslqcSGsy%2BRKAcKRe6%2Fr7ZIMdvIqw4b9dZxzlkdGflHQjk8Mss01%2FsdEVCYIjthDJwVzTdHjxtmIWFxABJ0bajlKV%2B%2B4V7EzVRPt9vxBdwDYYpctG2j7HEp0hEbBW0yduLhfq%2FsIat7cbiwbiet1HxcOyg9qy5cscc0mDxrn2sgmq2K7H8FpN2rs%2FhyDNiAruoA1SYmlnY37brwJZ%2BKyV2oR%2B22HFnARYueVBw2%2FXcDVmeUUhCBhQZSUBTTKHuUc1ftzEeEm7HimZe9kjMT5eeqVVxrB6ERk%2BdXe4kXcFCsbt5VTo2hTzarqnW3cIDM2cElegyrZi033FSkzbf1sbnrRCnjsAV6xziCV9LXaO6K5zL%2Br5Eo6gfQKmzTQFUklTVkrM%2FzItRdy2eQ%2FT6xv9B87bu3g87dUNoqyILVQLDQ0EHHItOGTBQgRIQwEKciy4F%2FGjyLQ9oje%2FnJhrvJ9HIAOyg2wORmyuZptgvTSGKAwVIdTXOokflexqmwOvKpKkyuv0F85YMhyueP8KMtigGqkjRPLgtqOsVwUKn04BNK28%2FBo5sdu3aRVKBjqb0Ut%2FfH5Qj1zaopkDzGYFHbzsaC17PMasUuxCavfOd4pbKdQTIg%2BLzK4yl7bYTufJqMPCRGK5si18mS6%2BeFH8EYn4OEqgdbRbT%2FLdkM3%2F3hNlcPbVWo%2FFpElvrfS0S9wihcA43OdZCo96WRWywHrz58WRZRzzzl5U11%2BBkC171vGf0jMcLH8dSs29Qi5dS%2BjkXh0Q9lIYVoc8JlgwuO5r3Ioy9P2EviQKl8O3wv2hlI5qEewAZSu8UVXpMHzvEUfOUlIi90RzfGPrDz0bn%2BtbDgY%2F0AWwLrekcyZLrJwnyanjBDIo%2BVoW1YTAt8vSFsBByGiOLXnAhw347ydofHMGBjFhMNLPY%2FpsnSQCR3vAZTlM6mQDAs0ka%2F4425l8YTSweisG6R471o3MDtkoB0bPeZw6CSN4fFO2qFpRY5kmlDtM%2FCD5FeMmPV0Q9t5SizWgVxRwuGIePsCXMNyA7crCUfL%2Fn%2FZ7DXn%2BAtDey2HrvEvKDOj9j71CX%2Bknj%2BDwL%2F3AT19sF3V35%2F2KsuIsCE6M12XDn60tZLCRhf5FJ%2FIjXXsQtALERbrqFBTY%2BVY%2FBViQPZdBftMkYuXgYl5H8uwSV1i3Oqp7GfyF22W0gbR4dOREaHXI%2BR9SqK%2BymjoymGJ1QSQrVATtfRi46UkVcZ3UPIPSsixWDFc3F7am2m5ZfQlCrtgh%2Fxd8PudtOSkvSxcZj2K%2FyO0bIO%2BvW1wL875VTwvGWiHSWoYeT2TIxt7JyTQyFZ9HrniJ6aIikmUZ6OGvDZQxoQAleEDSfNgrPPcMf%2FRWwhZ1BItAmDv2h3jYsIURapgoyHj0CLUOsKZOMtYTCgVEEQfkE6W3QTzUTWDFLmfmXqCLP6%2Fri%2FVAOgelqQXT6IxHlspzkyo4QXLc0ec05c9I8FS9dSVfXnhe%2B5ACblRR27%2BH2JmVjeFT9FClBe9xQh9wFaKN7HXeeI3vveHqfGwhlh7dK9oACZ6mCTJtQgZYi%2F69z%2FoQQLemsgbSnpTCzhFMOvmb2wKNJ2cBZWbVmZ%2FdHPVHgpsaubEVk7Qgau%2BgkLUMIAzKi1h5x%2FNfjq4RFmEP9W01O%2Bo8SrUlY10EZteFaXSmJZ1859%2FxrL,0,0,0,0,2,#443922805,Apple,NA,NA,TPU
15, Protector Tpu Premium + Vidrio Templado iPhone 8 7 6s 6 Plus ,150,NA,186,121,18 cuotas,8.33,NA,Envío a todo el país,NA,NA,4.6,5,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-440300653-protector-tpu-premium-vidrio-templado-iphone-8-7-6s-6-plus-_JM,3,2,0,0,0,#440300653,Apple,NA,S-Line,TPU
16, Funda Tpu+vidrio Templado+cable Datos iPhone 8 7 ,299,NA,8,3,18 cuotas,16.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449000648-funda-tpuvidrio-templadocable-datos-iphone-8-7-_JM,NA,NA,NA,NA,NA,#449000648,Apple,Apple,NA,NA
17, Funda Eco Cuero Apple iPhone 8 8 Plus Caja Simi Original ,490,NA,6,12,18 cuotas,27.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-453894906-funda-eco-cuero-apple-iphone-8-8-plus-caja-simi-original-_JM,NA,NA,NA,NA,NA,#453894906,Apple,Apple,NA,NA
18, Protector 360 Magnetico iPhone 6s Plus 8 8 Plus X Xr Xs Max ,540,NA,41,41,18 cuotas,30.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=CyBVPsYp%2BkKYDz7YKy3uXPjWonsFYkzMTFPgm7DmT2kdAnI06YEB0ES43c7Eywl%2BLx9nNE90gtOXM7WnrvTdXJg9ooUh9NDopTUZuGvW9hTY1Ra9g5cSC3pGqe4wAgN4DBwQPSTCwyAsXP8JwZjiT2qMuIpvWnrp5Umcis%2Bye%2Fx1aZ4dnyNGxo%2FM3BziSY96cnBnItuA3KEh7OFbpX9%2BdA8hlDJhIdB5xop2EXIWD8RjAa5JWERO156ObOjx6DAnfRw9dEU2Inpl1RdrFFVeQ%2BJ36Joia62JZwkrItgryMmosVsj8ieGhaEiYxGVyyJHhihM1doy8GWakXyrAfqTWmcAkxFy2eEvne4aAVZrCazF0HeBnwAcATDXXNMV7XmRJT4teUAx%2BTVb1TmXK%2FTN7XtoPa4jBQVP7wTTEVVFWO1hR%2Bry5yYycFKQBLzb3lSf1%2BuW91yddFh4jnCPaV9BVk6V8J4oImvQEIeCh9dbAFMyyXywYWF7Gm2auVpKp0qnudr2x40e42nMER6KhKia4f1wx%2Bw2ZXgX6t2p%2Ba6ZeuMOqy3y%2F6iqER3QVHJpPrjCHcUXTIn3nwqvA7RJEB2EeOtZPfYi7KwTxVi%2FI2o3w3xeseRyoBlyE6BrQNEHa704D3KW%2FT8ozFPqe0Vs5DB%2BXA63Syi0PYYz1%2B1h6qypefUN4xcQl5wwQpxd%2Fe8sieTaZSUI5yxOb4AToW2lB51liUoo2S8YzliYvGcuTFNobHqKqnkpIxiedZq4IFGyxxQZ1ZX4yMaEuAuTjMA7uDIlijiV%2FK6p8%2BSuBtCwUsieq9KaWK7LqTxRxHCohMgVFner%2BawFfvvU8IJ%2F8RDnL7U%2FNeBitWe%2FibLESi4TEAKYxfSRCu55%2BLzoZfMouG4anYMy1dPD4HhnP%2BVqj3y2UkZX8%2F%2Fy85u2l8tYozNGbCl2DjR0eDd3G21u3TAH9jchnLYfSb2IDHBq%2F9%2F0XuXPtwB7V39680M8qqoOpd6snDu9NF%2BktBwQj3EmDj2q%2FnZhxY%2FJKzo7yArb4vd%2Bz5tGkeNfQ9FFhYpFGkUnrvs%2Be2eFCTwS7xMGRxnkgtO0A7VAdwHrgB4Fukm4CXNx%2FC%2FDkawMcrQs4XeyG9eZaBXpWIfwcorK6cF%2FJoLv0lhMCS8VFLYOm24%2BLEud5noMDvdWa0Zf6YI4ck58jRqXjG%2BJlMytQ645zBCBjdXSyX7Fh24RBmTp0FWtMusI3fghlqYfO5ueV6pshaVYkHpL9MAscm5NtglTNw%2FyV1SF4zf6FZrsAqleUGb%2B3cKmYcsEkDV0tmK1MMez0jtmAvEbEo3yyGTueAex1KCGFrEvL90RuaLE6k4Irpe66csnKZW9plNtJVk%2BFHw5XfGVsbpYFgusOF3%2FfzAnMyBQFnLa9L61iBED%2BPT5MO%2BiCTSrlMLMnXJvHzssdPsOVwJyw9jvN6duW40cQaFZcEcEly%2BtsdGN7G73GXZtLavvIhoPSzK6LSKKja0vuvN5adElOQLz0oOPITuiqk%2Bwyg4r5MV0wJdJXxtdr1V4%2Bq0EwIp99uWU3VCRbexAuMkleZgPvvJfCordKpGPOS2lPy4Kbg8RBhRHpKXeMhDQxw6wkHws%2F3L5wPrFStmP9c59cbzZur5glnVKv0ZgpDIFT9VNVdLcQhKKJd1hUfIK0m5glzoyA0KYMWPLBdMKZKjippVaoA7iNhw%3D,NA,NA,NA,NA,NA,#460107403,Apple,NA,NA,NA
19, Protector Funda iPhone 8 Plus Ardillas Carcasa ,599,NA,3,3,18 cuotas,33.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449485678-protector-funda-iphone-8-plus-ardillas-carcasa-_JM,NA,NA,NA,NA,NA,#449485678,Apple,NA,NA,Silicona
20, Funda Protector Estuche Case Premium iPhone 8 7 6 6s 5 5s Se ,200,NA,196,95,18 cuotas,11.11,NA,Envío a todo el país,NA,NA,4.7,11,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-444778610-funda-protector-estuche-case-premium-iphone-8-7-6-6s-5-5s-se-_JM,8,3,0,0,0,#444778610,Apple,Iphone,Borde Cromado,TPU
21, Funda Protector Estuche Armor Para iPhone 8 Febo ,290,NA,2,99997,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-452195837-funda-protector-estuche-armor-para-iphone-8-febo-_JM,NA,NA,NA,NA,NA,#452195837,Apple,NA,NA,TPU
22, Funda Protector Aluminio Metalico Premium iPhone 8 Plus Febo ,290,NA,2,99997,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449405516-funda-protector-aluminio-metalico-premium-iphone-8-plus-febo-_JM,NA,NA,NA,NA,NA,#449405516,Apple,NA,NA,Aluminio
23, Funda Protector Aluminio Metalico Premium iPhone 8 Febo ,290,NA,2,99997,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449405713-funda-protector-aluminio-metalico-premium-iphone-8-febo-_JM,NA,NA,NA,NA,NA,#449405713,Apple,NA,NA,Aluminio
24, Funda Protector Estuche Premium iPhone 8 5 6 Plus 7 7 Plus ,90,NA,106,91,18 cuotas,5.00,NA,Envío a todo el país,NA,NA,3.9,7,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-442497245-funda-protector-estuche-premium-iphone-8-5-6-plus-7-7-plus-_JM,5,0,0,0,2,#442497245,Apple,Iphone,Borde Color,TPU
25, Protector Funda Silicona iPhone 8 7 Plus Rock 3d Carcasa ,249,NA,3,2,18 cuotas,13.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449413855-protector-funda-silicona-iphone-8-7-plus-rock-3d-carcasa-_JM,NA,NA,NA,NA,NA,#449413855,Apple,Apple,NA,Silicona
26, Funda Protector Fino Tpu Degrade Premium iPhone 8 Plus Febo ,90,290,4,99995,18 cuotas,5.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449004038-funda-protector-fino-tpu-degrade-premium-iphone-8-plus-febo-_JM,NA,NA,NA,NA,NA,#449004038,Apple,NA,NA,TPU
27, Protector Funda iPhone 8 Plus 7 Plus Lucky 7 Carcasa ,399,NA,2,3,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448792410-protector-funda-iphone-8-plus-7-plus-lucky-7-carcasa-_JM,NA,NA,NA,NA,NA,#448792410,Apple,Apple,NA,Silicona
28, Protector Funda iPhone 8 7 6 Plus Silicona 3d Alien ,199,NA,4,17,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448209107-protector-funda-iphone-8-7-6-plus-silicona-3d-alien-_JM,NA,NA,NA,NA,NA,#448209107,Apple,Apple,NA,Silicona
29, Protector Funda iPhone 8 Estuche Azul ,210,NA,2,4,18 cuotas,11.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450284207-protector-funda-iphone-8-estuche-azul-_JM,NA,NA,NA,NA,NA,#450284207,Apple,Apple,NA,Silicona
30, Protector Funda iPhone 8 7 Silicona 3d Pop Carcasa ,199,NA,2,5,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448303164-protector-funda-iphone-8-7-silicona-3d-pop-carcasa-_JM,NA,NA,NA,NA,NA,#448303164,Apple,Apple,NA,Silicona
31, Protector 360 Magnetico iPhone 6 7 7plus 8 8plus + Vidrio 5d ,780,NA,42,46,18 cuotas,43.33,NA,Envío a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-443898511-protector-360-magnetico-iphone-6-7-7plus-8-8plus-vidrio-5d-_JM,2,0,0,0,0,#443898511,Apple,NA,NA,Aluminio
32, Funda Batería iPhone 8/7 / 6s / 6 Lohi 4000mah 4.7 ,2275,NA,1,100,18 cuotas,126.39,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-459923022-funda-bateria-iphone-87-6s-6-lohi-4000mah-47-_JM,NA,NA,NA,NA,NA,#459923022,NA,NA,NA,NA
33, Funda Cartera De Cuero C/tarjetero Soporte P/iPhone 8 Plus ,2065,NA,0,101,18 cuotas,114.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457854270-funda-cartera-de-cuero-ctarjetero-soporte-piphone-8-plus-_JM,NA,NA,NA,NA,NA,#457854270,Apple,Zover,iPhone 7 Plus Leather-Black,NA
34, Otterbox Serie Commuter Funda Para El iPhone 8 Y El iPhone 7 ,1544,NA,1,100,18 cuotas,85.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457801492-otterbox-serie-commuter-funda-para-el-iphone-8-y-el-iphone-7-_JM,NA,NA,NA,NA,NA,#457801492,Apple,OtterBox,77-56652,Acrílico
35, Funda Estuche Protector Cuero Para iPhone 8 Plus/7 Plus ,45,NA,1,3,18 cuotas,87.05,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFORAMA10,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=jdRARP9H9PGefY1kiuZYy4JkFLDPSLyx8mNaEoTJq9jc15s%2F6ZdFta6RM%2F3VjwAsSpXazw8V6qY130pu6P6Xv0mu6nKoRB5f798HFX2dWzydcLBq%2FloZgKcUnO1%2Bw6Lq1DIi72UUnWf45m6cF2GRv89r%2BSNcUY%2BXiCYBQcuBFBwCqqORQp3p7zerk2Gx73QLdch956AZCT8XG9w21q5pyfQAZyw0Y7xqAd6AQ6PA70yMY%2Fm%2B7F1%2Fp9YAE4xk6LQlwusXrXoQGMig6esCMBFQ6ZRxcP7nNWmvHlTGl50FhHO2aS13vfl8eBMOX7yceW6KMNxTjEfZeEcslDPXg8nl2hwG5o19nd7Ntny3m0EY6jlTW4JFHqPjkDzdM8mdCy%2FoKv%2FstYQkFbK83TZ6X7Luz2%2BBibArZ%2Fl4qjfApgilzMTOYg%2BArBRiWnmwrwwX3u0YszKagDL0w7O7kMVu4L7vfSJG6laospikFY%2BGb%2FGmUwRn5C7E38yySec5rK3l4b%2F1W65YZaJc83EyTFVxv0u%2FJjZvJ%2BsUw6PGvWVHXSgiimSAVkDYAp1Br8ErtRSjXzE6Jnt2vilUPfHKmIxpWwEQoBYCJq6QIwCluM3QGUVKXQtG4L1qoTwdX6XszMh2X9IZ8E062ckeA6o1ZUk0GpVmQPYpl2tS6KZ3YUjOVQ5Ar8mM3syhEJnTmBorQmSy8hOj1wMRWDKeVkzDUCsYTBCNb2ngtT9monPux4IkMex1%2BpkkH4k%2BosyyhmVEDKSPdXQPgHIil7uOmlV2EtNqi9h5P%2FwoK%2Bs1hRlwf995Y9u062WhsQPEvPTQS%2BZ4ryOCpzk1Z5VjXshewecAArqAE%2FHozec2FUj%2FyAqxwOL6XM2nGq20e4LrtC7kj4BlsE8QtTsWAvTQb0PKltGoBXaeiY1C9JzwxSO1I15ccB3gTIl4ZQCjUZfplZCzmur%2BoKEc5WKxn3dFSk1FlV5uTC4ZBIyY%2B8ILvbATjkI%2FXJsrnAZRVaqU1%2BGodhccuhsa9AkChWVNOdrCGvu7KzrPGEpTWQ42MwXCEQCqYqkjDKeSphqY7YceHE2K5UhUUBH4wLHQc95mzB8cfb4jkKqo7qPRvqWKWkhPtuKO1vE1a3WOW3IWE%2FWTCYkszHbiW2zF7cF7tKYVrUgRIM7aQoKi7u0D4ZEE4AJB2%2FLxJunaN7O%2FVb4P4J2EdHH%2FCibAz8WKTmjNjjMbgt650ODrSBFZrmZfUOEE3rU71cD1faFL0olbGIu9phqhmNDvc%2BMMuG9IYsAVRa87%2FtM1apR8bw%2FprzLxgYNZlYsShOngf2CssS0ewnpfmYZ%2FFt8eNna2wzEy0ee%2Ff8CWcZSAiaWD0doMrtcIuktSJhRpbAlnAg%2BVr%2F5VLhPRkexqyp37xEptivW2BnaH3TNy1k%2FRDGXw8qNkd2zph2ZRP2li9K9LpJseoODgQw6sqpIQRGsVl52VmJK8XPZYmXL2UwZ84QMQFRY%2BqZUdRUuTn%2BXsFWnE3QOhezLZE1JMPw3V0qvwadGif%2BKp4EKhQ15R5YWVmpvFdQNJncCXk02KfiMvuY0YVxJpJPs9N2g5X9EK46QTGUQSyAC3DxXx3XS8TnHUI6Dt0xCImMK8GqhtHX4AUQo5wn8kWkEmgC0yGvUqcAHqbvG5e81jZ21fkfPfFT0dA2iUcZgq6Mm30DHSWmLX3D3p,NA,NA,NA,NA,NA,#451912676,Apple,NA,NA,Cuero
36," Funda iPhone 7, Funda iPhone 8 [armorbox] I-blason Incorpora ",1488,NA,1,100,18 cuotas,82.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457481427-funda-iphone-7-funda-iphone-8-armorbox-i-blason-incorpora-_JM,NA,NA,NA,NA,NA,#457481427,Apple,i-Blason,iPhone7-Armorbox-Green,NA
37, Protector Simil Madera Ultra Delgado iPhone 8 7 6 5 Y Plus ® ,180,NA,64,274,18 cuotas,10.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443463096-protector-simil-madera-ultra-delgado-iphone-8-7-6-5-y-plus--_JM,NA,NA,NA,NA,NA,#443463096,Apple,NA,NA,Cuero
38," I-blason Funda iPhone 8 Plus, [protección Heavy Duty] [serie ",1563,NA,1,100,18 cuotas,86.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457480684-i-blason-funda-iphone-8-plus-proteccion-heavy-duty-serie-_JM,NA,NA,NA,NA,NA,#457480684,Apple,i-Blason,IPH8P-MAGMA-RG,TPU
39, Protector Spigen Neo Hybrid + Vidrio iPhone 8 7 6s 6 Plus ® ,270,NA,100,473,18 cuotas,15.00,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-440256854-protector-spigen-neo-hybrid-vidrio-iphone-8-7-6s-6-plus--_JM,1,1,0,0,0,#440256854,Apple,Spigen,Neo Hybrid,TPU
40, Funda Transparente iPhone 8 Plus Ultra Slim Hybrid Hard ,420,NA,3,10,18 cuotas,23.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-449580489-funda-transparente-iphone-8-plus-ultra-slim-hybrid-hard-_JM,NA,NA,NA,NA,NA,#449580489,Apple,NA,NA,NA
41," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Diseño De Mármol B ",1090,NA,1,100,18 cuotas,60.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457719683-funda-iphone-7-plus-funda-iphone-8-plus-diseno-de-marmol-b-_JM,NA,NA,NA,NA,NA,#457719683,Apple,NA,NA,NA
