search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Material,Marca,Modelo
14, Protector 360 Magnetico iPhone 6 7 7plus 8 8plus Xs Xr Xsmax ,490,NA,443,36,18 cuotas,27.22,NA,Envío a todo el país,NA,NA,1,2,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=vlsMoSbD5S%2FK3UIf2F%2FQOtaCtkWNsWYhHm8tM4OAHWrNUX4VccqKag%2FdlCzLMY525Moz4aPkja2TWWMz8fh0voYZBAFHfvlMBFS4PovB4KB48w5l5YyktrzzvZwu0zU%2Ba1pJAUmNrxuZqn0UMeVi7NLcWmK29ZKqR1vfvctDDZiySxTbX97QN21a2CSn8w01fu%2Br5E5XahwdZQ6GBh75F1vn7XVfmvj9Zttsr02rUlBe%2F2XZfdFU9KdarBYmX0pIpGBaTXcDVypVbxp8T1HVD1q7o6fvcgXs3EnDhoR8k%2FnagwCaZEIqtMMaUojNpwocyifSNFwwCZY%2Bw7mB6szV%2BO39k%2BZngx7UL7%2Fjgjys4U5vheqE49F5ux9yYg%2F7VCWS89UQkaJhQOSEdlve6eyinv4lJYWaMglu3C6MwS%2FyBzI9Q1sTRH%2FNqmlxshwg5vRz%2Bd5fgYi8%2F%2BBcPksA%2Bh65BQGZjtlxymjbK4GiQGxcizYbDlspGAyMHMFBrA8WHtICVS2gwxUbyP1kKNtW8SEW%2FA5nZD0uCN6%2Fnjn6yqHYi3y7MaSrDKKrVMS6xJWZTRrUX%2FJ1R%2F%2FolovO2YTE7eUWmsGN%2B4uITqw8%2FzIKNydo2n6oidjQ2tAq9ZD8%2FIkiLmuv3PkxNmw2TmShOhVS3gHB60NIxXdOkXZCYg6sWy9SkZsgNBEGtjAY4PC7dk3LjsGlx%2BfZ3emtJBEoEQXAiquZg92gyqvMV3i1cb3pPINsCqxCoZYN%2FYLZbxYBE7PqjHoMpHebD0yEKUvwDNP9%2FqHt4tbCVp%2BEnP9mg%2BoyQ%2FlOVXSBWzHrwBCsiyjebsgcpjsXxEN85h0Xh3Jcp6ouDl3Fy0qlIlAJIBjzOAFNV%2FhE2ZUYTpM3mSOBj%2B1WkiCvBtWobX1zXcD2bkxbRfWthyfnNRx9j62wnaxwfJAzKHJXId8lQVvjnmcYhN9gc0OyoRIXN21jya%2ByswjhXZTdakkTswPCw7vlIcWIOA%2F90MALHIWv%2F1NrSYS4W%2FOlZ%2BoTph8erSOY0qDjjRJUk0GoRAxXkd6nnnqqEJXXmAXZwgOgs4C5vM8ZC72mCJioEyASeUyBcI9cVtfKboZmyg8G0Rvpdi%2FEAb3NvcXvyZPJzjrugGfuXKvbyCeYzbKApNYiWFHDMh5jkqm9LyNcDuLeva4Sd0T%2FHr%2FR4wWfA5x2Jk20x8GkADbgfMsTLH3BrkdPbNsSfI4LKb%2BIHujz7KT8wJ%2BUg0UR4arueOIKlGxlAEYWpCCpVp8OIVNwgb%2FQTUBqtX20qCigtTeoL27SmFYGwFkz54iiNc6IYGCsRtgsZvFGAypw%2BUBVk4KyyXSo4nLA63kSKXQAlIB5fXe2XF%2FnXHt9L0gIKLKVfyI3FRL2vk3wkCnVnAEqiFyEJqXRcERdt%2FY%2Bv1%2FASav0NYC5KxWNYXaGS0Yq7n2uEtK0OteQN6lqQAeLkFH%2BGRrytR7gxxiIA4jk35hbsk%2FdfmkaE%2B3unYkvWl3guXj7e1fJzAxPwkMFdx%2Bvp3BbJgYDhQ%2Bc7Q3GiPAONhXLuSsstTiSVMK9V5pzRPuSgIAIV7sVeQyjtw5bOz%2Bnkc90A%2Fb%2BMdEEZEppONMpPZurgcAbGeL6oYHDkmEl%2BqxGZ4Gjf%2FD0QK0Q6RLC38b0%2B4TN%2B97sN%2BytFB0GusJ%2FaoAZnVSu8Gm0EqD9CDwONB3QumjjGNemZ2k%3D,0,0,0,0,2,#443922805,Apple,TPU,NA,NA
15, Protector Tpu Premium + Vidrio Templado iPhone 8 7 6s 6 Plus ,150,NA,186,121,18 cuotas,8.33,NA,Envío a todo el país,NA,NA,4.6,5,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-440300653-protector-tpu-premium-vidrio-templado-iphone-8-7-6s-6-plus-_JM,3,2,0,0,0,#440300653,Apple,TPU,NA,S-Line
16, Funda Eco Cuero Apple iPhone 8 8 Plus Caja Simi Original ,490,NA,6,12,18 cuotas,27.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-453894906-funda-eco-cuero-apple-iphone-8-8-plus-caja-simi-original-_JM,NA,NA,NA,NA,NA,#453894906,Apple,NA,Apple,NA
17, Protector Funda iPhone 8 Plus Ardillas Carcasa ,599,NA,3,3,18 cuotas,33.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449485678-protector-funda-iphone-8-plus-ardillas-carcasa-_JM,NA,NA,NA,NA,NA,#449485678,Apple,Silicona,NA,NA
18, Protector 360 Magnetico iPhone 6s Plus 8 8 Plus X Xr Xs Max ,540,NA,43,40,18 cuotas,30.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=LdLUnXGoJatO8Izy%2Bm5PpoCtppRB44MyQ3vu4i9EuO%2F4JvGzTAUdn7wfzA56gn3taHtBcGZEvjTmk7SL6Fo%2BOeYKVcs4Z%2Bwi%2F6Pu7eUFQnoiLAqZTDQFEdkE0RQNVmQpfrStrJsornUIcHG9vDwSHyh3eLrw%2Bx2qmZHaar02nsGvwj3iy1vaOD3t2OLVgzZ8k%2BbbfDm3Pk8F50dQOdn9nmq9KXzETU6EgAgDF7UKx0ISrHbieuhj78QyRgVWiQBTEnWc8xtxqtKTAiljmxSHsJnFWHnehLSjN1Fk4QRj5C%2FYB8MC9GNi%2FxaGfOHOr8RgLRjJW0z3JcnGbuxUWX3yCCqrhLCzzQlUatcO87lyrCn%2BRti639JoWXF5vIrX0uzHagY%2B1PCT4XDj5RR5IXZGF5NKNDCU1VQ5WkYoK6otiQqf6lMmbxgfxMada8roV0U43Zls7U5rjcDGqfSXou6Ecl4AU3FWZ4toabSW26tBOAurDrkRcBWZW%2B8UqgLiPDZjJ9w5f65dA1LDBji3VuYU2LFtuHbxFEtS3Xx%2Bc6anLkMytPvFDSiyezAHX7FfLPw2XEbPtIBULlT4Sf6TP8GihHFU0p85S8od6Hbo%2BJ8zr6GNtqpz7evWSJ7tC%2FekIwr%2Bqxx7WpkwroPThCX2qw3rXvJfdJmiH16E14%2BrR2S7roQJFLGivwaAEorOHoVRw%2FAZAmyuAWXtTmv3btx0dyXLtcfENW0AMT0bUtsKjXoKN9RkgiOLUCnRpZ%2FPqaWZ2g8QyB1%2Bo%2Fh2KXb8iJLsCAS7j7GVWUIgPokHALWoh3GRCr%2BX1Ne%2FpquIp7idX2PiCAk82viZow80r1fD6NEI995vx7cF6Dzlqqd3E3%2F3iecFc65de79QeeeXKgBvJ%2BvNiQDdNsnBFxR2NOHKFt%2BU8RVWLdAUTCLLfWhxoQzUOpZy7NwWE0OZlUoIIoIDDHcw3Nk7VIoqb8AIKTNnVRz9v72HOf%2BclLpUozsUcmQkB9VPTqbkBioG7wly2IxLHtpECSb0obcN2WK9CvP1yObzgXMtYoxsimSLn9qn0WyRKCTr06LrcYpQh66rXO2DZ%2BIgqp%2BSFbSTJuNnF6xzabZIyallUFi8o8fpTSuJKz0zgbWNHSsfKm3PGl3ZIpyzvf9sLw1SgmhvneSk04mO%2F4if56mIZqBpStwD7jiwe2ILyp6TlPczpvzME%2FImDp6Bh2ki7MdTUAuAFanEs4EG47wUIBN7TIgM2h0WpQsl5Js5uihVoprqEA70RkI36jMA7SljgQe%2FX%2BIAOhVj4FWk%2B4ZyAQyZqQ9lgTGiQ2rWwSrFWmu%2B0LibY0uDWr15WKhU8x2e0fM4dQ%2FjbplIHlyNcrwZmXzd3i4E9%2F8QuSmyESFyIhpOdWF5Eilb7r0%2FwdsiM4Cpne%2Bqx1HPogqyMF6uI9tNXVUR83zedT78tROhxhhzE5R8cBo8pncQuaeA0fvt8w5dJgwNzg72Ka7IIXpbpVJbuHqOlGnWj1ukS76yERMP0u2glDHNk3Suzeyz3YBk4lFbkwQhQ0c%2Fwjk2kaKApyVASXZcOA3yJcBDu9IlH4SCgMdi7xmA7E%2BVq3Duo6Ibr%2B0A1ncHrpZOL8xY6n6eTfiSXY1cOPa2Dj0X3ENZrTnLZJofj2FioB%2FvC5IFb71HYUQM9b3rmMXzMyMQ9nUsCV8YII1FCpCEXQEsarl31Q%3D%3D,NA,NA,NA,NA,NA,#460107403,Apple,NA,NA,NA
19, Funda Protector Estuche Case Premium iPhone 8 7 6 6s 5 5s Se ,200,NA,196,95,18 cuotas,11.11,NA,Envío a todo el país,NA,NA,4.7,11,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-444778610-funda-protector-estuche-case-premium-iphone-8-7-6-6s-5-5s-se-_JM,8,3,0,0,0,#444778610,Apple,TPU,Iphone,Borde Cromado
20, Estuche Funda Cinto iPhone 8 7 6s Samsung S7 S8 S9 Cinturon ,150,NA,69,5000,18 cuotas,8.33,NA,Envío a todo el país,NA,NA,4.4,5,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-444303203-estuche-funda-cinto-iphone-8-7-6s-samsung-s7-s8-s9-cinturon-_JM?searchVariation=39505142926,3,1,1,0,0,#444303203,Apple,Cuero,Samsung,NA
21, Funda Protector Estuche Armor Para iPhone 8 Febo ,290,NA,2,99997,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-452195837-funda-protector-estuche-armor-para-iphone-8-febo-_JM,NA,NA,NA,NA,NA,#452195837,Apple,TPU,NA,NA
22, Funda Protector Aluminio Metalico Premium iPhone 8 Plus Febo ,290,NA,2,99997,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449405516-funda-protector-aluminio-metalico-premium-iphone-8-plus-febo-_JM,NA,NA,NA,NA,NA,#449405516,Apple,Aluminio,NA,NA
23, Funda Protector Aluminio Metalico Premium iPhone 8 Febo ,290,NA,2,99997,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449405713-funda-protector-aluminio-metalico-premium-iphone-8-febo-_JM,NA,NA,NA,NA,NA,#449405713,Apple,Aluminio,NA,NA
24, Funda Protector Estuche Premium iPhone 8 5 6 Plus 7 7 Plus ,90,NA,106,91,18 cuotas,5.00,NA,Envío a todo el país,NA,NA,3.9,7,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-442497245-funda-protector-estuche-premium-iphone-8-5-6-plus-7-7-plus-_JM,5,0,0,0,2,#442497245,Apple,TPU,Iphone,Borde Color
25, Funda Protector Fino Tpu Degrade Premium iPhone 8 Plus Febo ,90,290,4,99995,18 cuotas,5.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449004038-funda-protector-fino-tpu-degrade-premium-iphone-8-plus-febo-_JM,NA,NA,NA,NA,NA,#449004038,Apple,TPU,NA,NA
26, Protector Funda iPhone 8 Plus 7 Plus Lucky 7 Carcasa ,399,NA,2,3,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448792410-protector-funda-iphone-8-plus-7-plus-lucky-7-carcasa-_JM,NA,NA,NA,NA,NA,#448792410,Apple,Silicona,Apple,NA
27, Protector Funda iPhone 8 7 6 Plus Silicona 3d Alien ,199,NA,5,16,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448209107-protector-funda-iphone-8-7-6-plus-silicona-3d-alien-_JM,NA,NA,NA,NA,NA,#448209107,Apple,Silicona,Apple,NA
28, Protector Funda iPhone 8 Estuche Azul ,210,NA,2,4,18 cuotas,11.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450284207-protector-funda-iphone-8-estuche-azul-_JM,NA,NA,NA,NA,NA,#450284207,Apple,Silicona,Apple,NA
29, Protector Funda iPhone 8 7 Silicona 3d Pop Carcasa ,199,NA,2,5,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448303164-protector-funda-iphone-8-7-silicona-3d-pop-carcasa-_JM,NA,NA,NA,NA,NA,#448303164,Apple,Silicona,Apple,NA
30, Protector 360 Magnetico iPhone 6 7 7plus 8 8plus + Vidrio 5d ,780,NA,42,46,18 cuotas,43.33,NA,Envío a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-443898511-protector-360-magnetico-iphone-6-7-7plus-8-8plus-vidrio-5d-_JM,2,0,0,0,0,#443898511,Apple,Aluminio,NA,NA
31, Funda Batería iPhone 8/7 / 6s / 6 Lohi 4000mah 4.7 ,2275,NA,1,100,18 cuotas,126.39,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-459923022-funda-bateria-iphone-87-6s-6-lohi-4000mah-47-_JM,NA,NA,NA,NA,NA,#459923022,NA,NA,NA,NA
32, Funda Cartera De Cuero C/tarjetero Soporte P/iPhone 8 Plus ,2065,NA,0,101,18 cuotas,114.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457854270-funda-cartera-de-cuero-ctarjetero-soporte-piphone-8-plus-_JM,NA,NA,NA,NA,NA,#457854270,Apple,NA,Zover,iPhone 7 Plus Leather-Black
33, Otterbox Serie Commuter Funda Para El iPhone 8 Y El iPhone 7 ,1544,NA,1,100,18 cuotas,85.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457801492-otterbox-serie-commuter-funda-para-el-iphone-8-y-el-iphone-7-_JM,NA,NA,NA,NA,NA,#457801492,Apple,Acrílico,OtterBox,77-56652
34," Funda iPhone 7, Funda iPhone 8 [armorbox] I-blason Incorpora ",1488,NA,1,100,18 cuotas,82.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457481427-funda-iphone-7-funda-iphone-8-armorbox-i-blason-incorpora-_JM,NA,NA,NA,NA,NA,#457481427,Apple,NA,i-Blason,iPhone7-Armorbox-Green
35, Funda Estuche Protector De Cuero Para iPhone 8/7 Marrón ,35,NA,3,NA,18 cuotas,68.27,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFORAMA10,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=gPYPJkK8es%2ByUZg4FyNbx8imnv9tkuGnlAfQii1dycy72wQBmMhhvGcPYPRoDWzJd032M9mTNhX6tjuD%2Fg34XUcbvANtrCFTkpglKenBuo2G1sdWv8XWizRCiasu8%2FPehzTkSuvJX9u9GFBVAQsXobpSphDM%2BoI5LqQCqjixx8%2FmqalyzYNqTTMbRKREQJMwMhH3DVycL79eTKfpkpjun%2FuaVD%2FZi4G60h8If%2B2d13F6RA4BPGQi4MxSzzGh%2BVQXy3tazIXELKd0tQGTO7KlJMFcpRA57sN%2B26xvzpvJ7pIAzMSv1AZsCWWz3iHvdsm4MkTX%2FuIXr9ggZBaGyJ14HDvUvBDqBzt3afgiw7iOIGz3%2FYuNxf6%2BXe6OIHSHBVxDWqBGT3%2FdHlmjPqel7it3kWDDo09SThqb4MOV31%2FBJYvsD%2FWxct1KjOYW9Uqk4EHq%2BWPkxNR94ESd0KU6f2mdYF42l5oG9rkTTfa2UGZXoXphSmK1zrh%2BQfnq%2FlSLZjQL%2BlXa74GFOZz2aGPFhNBnlu9Bbve0LD280L9KfGdxaabpwCeJ%2F%2F5XegIpGyNnUfNDQosXxtZJmH34WusbgWIEqFNs2FdVj8xUYh989Abn7yU4hE90jAI6LMfgUGqp3z9jBJ4%2F%2FTJFehCuTppeNeTLBUCqp9qfpBhqKe1LnNytDs%2BOMWT2iAbEZZ3RBs8NydmAOgmlsOtr4cYrF9u7Q1cFgijlhKfbkkY88dlx0wblwB%2BBghHqUpdyzlxUukXXScegkVPE%2B79rhniNAP2gEMmafcqSyRSy5gcwDwbpXULQYOpNolDLc3jbcAkg7Sdzr5sfaL7FRA2MauhZqjW3p%2BK6T5qzRxtb9UmkfwLBmu2tCUEsRyz%2FVZEVnALBiG2GMNRuJavcc7zR6fLBwbR%2FNOFnAoVRQBGGaU%2FjvQ2iDVPEXVCANZWntt2xWZJ1wkoB64KDHCDJjO%2FK73uGPqxI6iq1aMkfWOA4BTgrpTHNdzae6lbhk2hvOBVOTrf1XpPocEJNZ3nqdAaFTXW%2F7Iv1oyCGOI6g9hxTh9RHkFMv6AbNh%2BKiJPK%2BRTGYamEbZqWoN%2BHZfkMJyT3JPrDXFfE6QDQ6qeNn59Ra%2ByvyQKq4bz5MPKQwvuDs%2FVdc37sBC7IYx38Bbd%2Fx8C7F6oPfn8D3TY9GuVBHE%2FMN9N8EmPDM5BKf7UceVAeblQBIxJYkjbEaZCD4zZfKmvQH8UdlE1QWkvPww7%2FTpM1xTc%2FB8aAiRZ3JAqCNqMkWsnjyMOpKC%2BcKqMymK2LmpZrtcsUlJ9010waKgpsLTsvI%2FtmizJ26ukbXNze%2BQCb8LOp1l91lSTWPxU9x%2FVlb5MFWATaaOwtTmDQclv7bw565f7nO88n3ftmyqV5sKEzGh5utF%2Fx67DM%2BkBC1PbM8vZ33RWOIp97rUpqLcREKZ4sNZZV1hSn6quZD7te%2BqRl1kQFhD64jFaOfAnvhhpF6tFuOTBSTbxidb6XPS%2BM%2F4yvPCyebOPh%2B8PewRU2uIy6PHoeuoreVwXA9w3qw8ORTVHoxRUZCi7EF1CpMBmso0ZbIGkdgvmSrKJog6k99yd52w3J5rC1dej5b36vjCCkp61s4BzlIsYkiYbofpSz4lw4K%2F8n9vu7ffXb6evHqon%2BPAlCJFQF39sgZSPQ0ieFq7tD2cY%2FtfMPbW2miciFdrOI%3D,NA,NA,NA,NA,NA,#450412627,Apple,Cuero,Apple,NA
36, Protector Simil Madera Ultra Delgado iPhone 8 7 6 5 Y Plus ® ,180,NA,64,274,18 cuotas,10.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443463096-protector-simil-madera-ultra-delgado-iphone-8-7-6-5-y-plus--_JM,NA,NA,NA,NA,NA,#443463096,Apple,Cuero,NA,NA
37," I-blason Funda iPhone 8 Plus, [protección Heavy Duty] [serie ",1563,NA,1,100,18 cuotas,86.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457480684-i-blason-funda-iphone-8-plus-proteccion-heavy-duty-serie-_JM,NA,NA,NA,NA,NA,#457480684,Apple,TPU,i-Blason,IPH8P-MAGMA-RG
38, Protector Spigen Neo Hybrid + Vidrio iPhone 8 7 6s 6 Plus ® ,270,NA,100,473,18 cuotas,15.00,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-440256854-protector-spigen-neo-hybrid-vidrio-iphone-8-7-6s-6-plus--_JM,1,1,0,0,0,#440256854,Apple,TPU,Spigen,Neo Hybrid
39, Funda Transparente iPhone 8 Plus Ultra Slim Hybrid Hard ,420,NA,3,10,18 cuotas,23.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-449580489-funda-transparente-iphone-8-plus-ultra-slim-hybrid-hard-_JM,NA,NA,NA,NA,NA,#449580489,Apple,NA,NA,NA
40," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Diseño De Mármol B ",1090,NA,1,100,18 cuotas,60.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457719683-funda-iphone-7-plus-funda-iphone-8-plus-diseno-de-marmol-b-_JM,NA,NA,NA,NA,NA,#457719683,Apple,NA,NA,NA
