search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Material,Fabricante,Tipo de funda
1, Funda iPhone 5|6|7|8|plus|x|xs|xr|xs Max Airbag Transparente ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5544
				vendidos
			
		",(43 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,250,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-582143415-funda-iphone-5678plusxxsxrxs-max-airbag-transparente-_JM?searchVariation=17472366030,215,26,3,2,4,#582143415,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU,BMX,NA
2, Silicon Case Protector iPhone Varios Colores Y Modelos ,250,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1658
				vendidos
			
		",(191 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1389
		
		 sin intereses
		
	

	
		",89,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,48,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-653278098-protector-funda-case-uso-rudo-iphone-5-6-7-8-x-xs-xr-xs-max-_JM?searchVariation=30591645308,39,7,2,0,0,#653278098,iPhone,Todos los iphone,OEM,Oem,Plástico,OEM,uso rudo
3, Funda Rigida Transparente iPhone 5|6|7|8|plus|x|xs|xr|xs Max ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2208
				vendidos
			
		",(54 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,72,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-623748083-funda-tipo-piel-leather-case-iphone-6-7-8-plus-x-max-xr-mic-_JM?searchVariation=32254170130,65,6,1,0,0,#623748083,NA,NA,NA,NA,NA,NA,NA
4, Protector Funda Case Uso Rudo iPhone 5 6 7 8 X Xs Xr Xs Max ,239,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1009
				vendidos
			
		",(72 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1328
		
		 sin intereses
		
	

	
		",28,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,23,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-651098477-funda-ultra-slim-transparente-iphone-6-7-8-plus-x-max-mica-_JM?searchVariation=32254386866,16,3,0,1,3,#651098477,Apple,6 6s 7 8 Plus X Xs Max Xr,Gurio,Ultra Thin,TPU,Apple,Protector
5, Funda Ultra Slim Silicon iPhone 6 7 8 | Plus X Xr Xs Max ,250,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1675
				vendidos
			
		",(36 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1389
		
		 sin intereses
		
	

	
		",89,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,42,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-637771698-protector-funda-iphone-7-8-7-plus-8-plus-x-xs-nuevo-uso-rudo-_JM?searchVariation=26411510022,32,8,1,1,0,#637771698,Apple,iPhone,RAMEER,2018,Plástico,OEM,Bumper
6, Funda Ultra Slim Silicon iPhone 6 7 8 | Plus X Xr Xs Max ,219,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1750
				vendidos
			
		",(76 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1217
		
		 sin intereses
		
	

	
		",17,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,57,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-618319522-funda-ultra-slim-silicon-iphone-6-7-8-plus-x-xr-xs-max-_JM?searchVariation=32254069859,42,10,3,0,2,#618319522,Apple,iPhone,Apple,Apple,Silicona,Apple,Protector
7, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,179,NA,"
			
				Nuevo
			
			
				
					 - 
				
				664
				vendidos
			
		",(53 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 994
		
		 sin intereses
		
	

	
		",94,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,15,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-670962507-funda-protector-slim-lujo-iphone-6-6s-7-8-plus-x-xs-_JM?searchVariation=34293895112,13,2,0,0,0,#670962507,Apple,iPhone,Auto Focus,Auto Focus,Acrílico,NA,Protector
8, Mica + Funda Protector 2n1 iPhone 6 7 8 Plus X Xs Max Xr ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2208
				vendidos
			
		",(54 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,72,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=1OwzUj8JfbKxHeTS2nh%2FiYs7kdIJ2nigdtjvVqwzOkBKRb5OAbVKcOJ4gGkZQqzwtRy3LaP1DtkI%2FtTeSbYrbXWpE%2BNB%2BemYbKNgD%2BVde5SUD0wUm9lCOcLhhnec5vFOnwVt9i9wBT%2BdIERyWaHtBt4Z8Q%2BjDCjkskxv6BIiEBnZJ9P0F1cAO0qi8f1svhtPPSz2JVOeFRlVXsupK0387wSbxL3sGrwacHLsU7bAzHatNUieapAtKlWA4czdhJElA6dTIacrls4gB2HEW0qHl5UP52wj0Uz89Ob4gSaQjiEgndejk13BqO4BvZL3qaM2lkDxdNFA%2BSxYUNDbAbbGuCSKfQeJJzwLwhT2b2Bw5%2B3ar5LquOMFOIgwfAbB4hGRoHJ56XtbeAkR1XIbuQtEJw%2FEet1aBq%2BPXXKTTlgEYNNF1%2FZpSfRdjz7kecRgArUgO4Mue3%2FaLv7Y5FsHDezSV5N%2FSI2aCs5W9u7kCbEdKB60n3%2FPO3SMP9caJEpv1t4FiPXEse%2B%2FKbI9jkMZrN6E1ytaiXTSLk%2BRSIa9Ds7ioMlky1g77VZ43ALCCyfECLqou8%2FV1L9BvkC1PTvHCrPgAoCuWOaq3UOJDra%2FVDOUnlZsZm8JCuG8HvcOPdFLRpAOaJTULQuadQBoLyPf5GN6V1H%2Fm2ewWmiYJpDx8FYcSFvE2%2BCUyVTZHcFEttF0llXCq9Ku8qeMadwCddE%2FV9M8Cym%2B09Zdre7niFM1A5SY0Lg0SuJosHrSiMklqmU5GNkW4Bi9uUqkZ%2BUG9LLz3riH5Hox%2BHQaWyVIc6S62CkVEZvtJZFbmagWLxDVCvSIKretR4kjQd0wq4v6ddjl0rUoxTY%2BkqR6mfyOBJkWiD0uJxv2AuYLjzUOI9%2B2TwubZ4F5uxFO4gXYKgnFZAO0KdWCdacAbIyB0tglDmKm3PYJ4EQIfqqKZOqyJF4amo6p5V0McpYELfOiPDAy60KU8yYmgxNxE%2FidxHZ6iYJCfmokXPvM6BePR%2B4yqgdRUt0km2Svs1UZnGoQEvSwUIH%2B8JET2sgj3R4fPVEVtvfDObOs%2B%2BM6wzKAIybVAXuFFsEewfria4iAgkby4J24fz32adi4M%2BhC%2B4qFFQLzUjIgkD4oOr7tt%2Fh772T3eusTRhR7uExHb%2FoM7gO4B%2F2E5ANvRQRuHrhyS%2Bo%2BaQGgdcEwsfq0n4mfXp4Y8V%2B1YNhOiN4X73%2BNQ4s55i9Q6lMcKu5dSgDTHHlbkWlkU2QzEQcEdkKf%2FtWmNN38RE622PfAiVQQPFoE5YBnz40kOxSMELFnYg5RnmxuvYWCgNwit28gGBW%2F9Mh7jwHVT2xw3i%2B4U3VehZNKQwUG0%2BADXJY0aK3WiZW43jfhgv7NcCG8zKH%2BrHGf6VscaRluMFssqwgDmph3XliSMjfchjL3AZiTQ6FwIe0bWJ73oLcL53LARSapxX4Uxz07BKjmiYFGd9UV6gn%2BM9yOgNHjJ%2FDy5dR5ihSPCvHS8Z2UZsgEhfyC%2BXtZRI9sxxi6JZnFMH5zSQNsMmvo7BtCHTWsk5V7rQgVrMk%2BEuP%2F3qEhIzIMkW4I9dekSQM7OjrbT9XcbmhiFD0phCveBA%3D%3D,65,6,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,TPU,NA,Protector
9, Funda Protector Slim Lujo iPhone 6 6s 7 8 Plus X Xs ,249,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1004
				vendidos
			
		",(367 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1383
		
		 sin intereses
		
	

	
		",83,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.1,18,https://perfil.mercadolibre.com.mx/IBUMPER+VERACRUZ,https://articulo.mercadolibre.com.mx/MLM-638119024-funda-magnetica-de-metal-con-vidrio-9h-iphone-y-samsung-_JM?searchVariation=29751866132,10,3,2,2,1,#638119024,Apple,6/6S/6Plus/6SPlus/7/7Plus/8/8Plus/X/XS/XSMAX/XR/ Samsung S7Edge/S8/S8+/S9/S9+/Note8/Note9,NOHON,Magnética Metálica 9H,Aluminio,NOHON,Bumper Metálico con Vidrio 9H
10, Protector Funda iPhone 7 8 7 Plus 8 Plus X Xs Nuevo Uso Rudo ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1823
				vendidos
			
		",(87 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3328
		
		 sin intereses
		
	

	
		",28,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,114,https://perfil.mercadolibre.com.mx/SHOP_ORIGINALS,https://articulo.mercadolibre.com.mx/MLM-610263453-case-funda-armor-iphone-6-6s-7-8-plus-survivor-uso-rudo-_JM?searchVariation=19674345908,89,18,4,0,3,#610263453,Apple,iPhone,Armor,Heavy Duty,Aluminio,Armor,Heavy Duty
