search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,499,NA,1856,532,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,63,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM,49,9,3,0,2,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
2, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,599,NA,590,476,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,10,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293,9,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
3, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,1029,NA,882,317,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,44,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129935,36,6,2,0,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
4, Funda Silicona Premium iPhone 8 7 8 Plus + Vidrio Templado ,400,NA,1429,9019,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,37,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://articulo.mercadolibre.com.ar/MLA-687478565-funda-silicona-premium-iphone-8-7-8-plus-vidrio-templado-_JM,26,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
5, Funda iPhone 8 Plus 7 Plus Apple Original Silicona Soft ,450,NA,5086,472,12 cuotas,NA,NA,Envío a todo el país,NA,NA,4.6,197,https://perfil.mercadolibre.com.ar/CRAZYSTATION,https://articulo.mercadolibre.com.ar/MLA-655324667-funda-iphone-8-plus-7-plus-apple-original-silicona-soft-_JM,147,28,15,4,3,#655324667,Apple,8 Plus / 7 Plus,Apple,Silicone Case,Bumper,Silicona
6, Funda Metalica Magnetica Vidrio iPhone X Xs Max 8 7 6 Plus ,659,NA,1238,144,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.9,47,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-741182860-funda-metalica-magnetica-vidrio-iphone-x-xs-max-8-7-6-plus-_JM?searchVariation=36653627535,30,4,1,3,9,#741182860,Apple,Iphone X;Iphone Xs Max; Iphone 7; Iphone 8; Iphone 7 plus; Iphone 8 plus; Iphone 6; Iphone 6 Plus; Iphone Xr,Norcel,Magnetica,Bumper,TPU/Policarbonato
7, Funda Ringke Original iPhone X Xs 7 8 Plus Max+vidrio+envio ,1189,NA,331,387,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,16,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-749127423-funda-ringke-original-iphone-x-xs-7-8-plus-maxvidrioenvio-_JM?searchVariation=32500157139,15,1,0,0,0,#749127423,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
8, Funda Silicona Premium iPhone 8 7 8 Plus + Vidrio Templado ,400,NA,1429,9019,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,37,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=zQf5SSYvEqFOjaY0VBR8mocIu3Hp1eORLNkI8Atoh2ukuGSuzlDY1mz4nQNRhPZbDBZ4O5Toy09%2BKPDoY4%2F1MqRx86M6cBL1oGb8UHqDRU5VhNkLP9b2fzXy8t72%2FfmpJz5cFxxR8z6pHiVXVTbX%2ByddelvMKKbwCVCDgKbJhW6MorqL2bv1YnSQocqmLB1LDlX9x21o1pmWdAnoQ1QR%2BqG0RoX4x7T3wu6nzPhKzbTpDaCMzIGWfjG1mxKxc6c3%2F6lxu8okJe1PxKrO3htZFOkAsbgTX9F0k7EnlVHzC0wa1YU0oMRGGQ3MtBKNonulFTuo5x2SplacuDOyaHBt3pll1dNhw5%2FfmKYVSbG67PkPwfzAqM6BXHLjAU9%2FzHmLhphJQOjM7lEINQF7k5ugfkMl8Ju%2BrMS9ih8tKjXaXjxp6z8xptZ780WUTNtjP2b34uYn4E8%2Fh0enJCTDku16dk6jTu2gQYALv1ohJsnlgxvhOxF9C7f1siosa9bHVDezxnkiKh5auoHa62lnfJmrhBJWuFB1hcZy9763sxLKbPJi8xWZIRWmm%2BfQtQryd6oAmZMbVis3W7b%2BrFoijOwWret3%2BGiFo0vC%2FYF3k4zsIJ0CTCJGvsm%2BdMGsT2sl123OuqGz2ysu5FBloxbu1koWiuPxjO%2FbyehmkgjNzRZaaJYaY3kPSpEu9LLjEvvb6biSkDoAsiVwvq%2BTJUKbrqmekL%2BhLqYSXuPmk%2BzjGC5i59TrVXUK4ls4oeSp7oBOBVMl2v%2FGoxoYKJlI%2BGgjth8DEIwia7%2Fl5BO2ZnBFQMjHfnQrQTFHgx0bFNbvdKxo8NeJi5r0S9UoVkIGk35B8p7mahkDf2v%2Biwqcuokvf3D0UTLDFB%2BMdgOms8EQhXgULmx6Pr2bYlXB9sYXrgXp2gb9OSU2r%2FlK85aZrV3abzzoQ1ZQltlgHUxJPU7oYV5nGRKzQVxSByqun8hRH0%2Fol4Fp43F460y0tWKxcPeyDMNJpCxwajvOYLApRntnH6TZmdB%2Bt%2BOJ%2FjdVn4D7gs2wYjbnkcggoi%2BUrePFrdGVkskiPYUknzInOAYrrnn6W9PRXY6wgrov9WNOb0pi8OZnEl2e1Z7HUDEmKNWxjH24y4VTDc6RDMeMK14P3sf8%2F6yD%2FHc%2Fip4nSwDnYI127a65C0IMj84p8ImEzrKws0R1%2BSRO6iyXSAg%2FiirUOevSOxTdywITZEMO2243IPJv7ooUZ7aAOAzxkf1hmWU4mXFwf3POOrTRj5hhhvhuNpZU3%2Fi3qzq85Mi0%2BNraR2LAoYQkaTlhbyFDAX47ur3SheHcKKEHMX%2Fm%2FbqIf4HtuRAe%2Fv1I2%2BhDvOuB4x0OpQqjM0XZ1OfXIImp4O%2FWZsCjqxeF2FwsaTj%2BpHuiTIej0Jl0fR9s9DQnei%2FGp34z6%2BqKeXsXTPJx29qcHo8Pwm8HBB0qxp6ZjQXDQiuEh5cZLl0qJFa5s5%2BMQom8X%2FvfE475iJsJCX9FN6PO6Oz6NylemDP%2FLZfqtvFUKoHYNSQ6MyJ1HCGy6SidzCKXUpC%2FyL8OJpTxYRFIy6Ae0i1SfmkmJBD%2BzCMRszMZXnRqWp6yoTiOTa1pPXKul1Dw9pE0Oxnfqv%2BMFGA9kKqp57YtrA%3D%3D,26,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
9, Funda iPhone 8 7 Apple Original Case Silicona Soft 4 Locales ,450,NA,2019,613,12 cuotas,NA,NA,Envío a todo el país,NA,NA,4.2,62,https://perfil.mercadolibre.com.ar/CRAZYSTATION,https://articulo.mercadolibre.com.ar/MLA-636490800-funda-iphone-8-7-apple-original-case-silicona-soft-4-locales-_JM,33,17,9,0,3,#636490800,Apple,8G / 7G,Apple,Silicone Case,Bumper,Silicona
10, Funda Tpu Slim iPhone 6s 7 8 Plus X Xr Xs Max + Templado ,520,NA,572,867,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4,22,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-636606079-funda-tpu-slim-iphone-6s-7-8-plus-x-xr-xs-max-templado-_JM?searchVariation=28306700119,10,7,2,1,2,#636606079,Apple,"iphone 6, 6s, 6 plus, 6s plus, 7, 7 plus, 8, 8 plus, X, Xs, Xr, Xs Max",Sin Marca,TPU,Silicona,Silicona
