search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material,Fabricante
1, Ringke Fusion Case Funda Rigida iPhone 7 / 8 Bumper + Mica ,219,NA,"
			
			
				
				250
				vendidos
			
		",(18 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 2164
		
		 sin intereses
		
	

	
		",64,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,34,https://perfil.mercadolibre.com.mx/RINGKE.MX?brandId=873,https://articulo.mercadolibre.com.mx/MLM-566187365-ringke-fusion-case-funda-rigida-iphone-7-8-bumper-mica-_JM?searchVariation=29753835855,28,4,0,2,0,#566187365,Apple,iphone 7 / iphone 8,Ringke,Fusion,Alta resistencia,POLIMERO HIBRIDO ALTA RESISTENCIA,REARTH RINGKE
2, Funda Silicon iPhone 5 6 6s 7 8 Plus X Xs Max Xr 24 Colores ,167,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5491
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 930
		
		 sin intereses
		
	

	
		",30,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,135,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-633555603-funda-silicon-iphone-5-6-6s-7-8-plus-x-xs-max-xr-24-colores-_JM,114,11,5,1,4,#633555603,Apple,"iPhone 5, 6, 7, 8, X, 6+, 6S+ XS",Apple,Silicon Case,Silicon,Silicona,Apple
3, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2195
				vendidos
			
		",(40 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,71,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-623748083-funda-tipo-piel-leather-case-iphone-6-7-8-plus-x-max-xr-mic-_JM?searchVariation=32254170260,64,6,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,Protector,TPU,NA
4, Funda Lujo Cromo 3 En 1 iPhone X 8 7 6 Plus 6s 5 Se ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6266
				vendidos
			
		",(32 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,337,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-577013572-funda-lujo-cromo-3-en-1-iphone-x-8-7-6-plus-6s-5-se-_JM,227,59,31,10,10,#577013572,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / Xs / XR / XS Max,3 EN 1,Funda 3 en 1 Lujosa,Funda Protectora de Lujo,Plástico,Apple
5, Funda 360 Lujo Espejo iPhone X 8 7 6 Plus 6s Se 5s 5 + Mica ,189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2658
				vendidos
			
		",(18 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,100,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-605956130-funda-360-lujo-espejo-iphone-x-8-7-6-plus-6s-se-5s-5-mica-_JM?searchVariation=27291542347,75,12,7,3,3,#605956130,Apple,iPhone 5 / 5s / SE / 6 / 6s / 7 / 6 Plus / 6s Plus / 7 Plus / 8 / 8 Plus,360° Espejo,Funda Protector 360°,Funda Protectora,Aluminio,Apple
6, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3867
				vendidos
			
		",(57 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,220,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-580652933-funda-360-iphone-x-8-7-6-plus-6s-5s-se-cristal-_JM?searchVariation=27291722345,135,37,17,12,19,#580652933,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,Funda 360°,Protector 360º,Funda Protectora 360°,Plástico,Apple
7, Funda 360 iPhone X 8 7 6 Plus 6s 5s Se + Cristal ,199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3527
				vendidos
			
		",(3098 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1106
		
		 sin intereses
		
	

	
		",06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,255,https://perfil.mercadolibre.com.mx/BENNY2711,https://articulo.mercadolibre.com.mx/MLM-558302579-funda-iphone-55sse-6-6s-7-8-x-y-plus-xs-max-xr-regalo-_JM?searchVariation=34126119426,212,35,7,0,1,#558302579,Apple,iPhone 5 iPhone 5s iPhone SE iPhone 6 iPhone 6s iPhone 6s Plus iPhone 7 iPhone 7 Plus iPhone 8 iPhone 8 Plus iPhone X iPhone XS iPhone XS Max iPhone XR,Ultimate experience,Rugged Armor,TPU Silicona,Silicona,Apple
8, Funda iPhone 5/5s/se 6 6s 7 8 X Y Plus Xs Max Xr + Regalo ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2195
				vendidos
			
		",(57 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,71,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=ib4r60mlqXAo50q2kFnjy8Abm2Eat8aKJCjDCBpkZuyBeThNPjFMTOr%2BkF9VJsOCbUJzegyCHd33xmB5afozym3eyef7qvDWUIWu6OHkUqApBq8K0UtJw2j9AVQumHij0cZxhkmgGx8lZLmuhGuYFhrGBxaKVcumWRDazGe4sCE5uxKKBxzWD4%2BvH7kvufwZ89W%2F64czZj4wMiHl8xa%2BJ4WgUx2WjvL2KwpRrna2GHbju7DhmfkwPakuTV74weVrLfqu%2BQrAf6aNLQsJPPBDoUCiJA5GLhZUcYOh1dW4vnuZwy3wNcHdVND2V7mdTJirmVIQGp6zcWB3SI4uhpxapEz3TQKfSrknrFX2Ju%2BRjfWn%2B51I41g7Xx3f1dthcybV5g%2Fzjn8LQBEOpmYhkAgTaAe4I%2FWPr%2FgZ9NrPf%2BhjUxNazwhYCV9y%2FW6IlmvxcM6Mah6G%2FQHpdGU887USHDPppj3J0yDQy5g1rz8tr2J7DcEO6cjiaEzK3bNyJ9cuTh8r5PiEl63WzNw%2Bo0kYgwv5WDt2kzUVEmjUTnmPb%2BRX1x89E6CuuZutBGVQMxQHYStiy27sbt3imTQd65LwWairK2RajeuIQEGS05hXR%2B8sItxNH34eyvk949qNvEGTs0P3cm1IhHNThr%2B62fO0dOmNtCSmyyUY%2Fh1HwCC1%2BD9SnkWVQrDDWkWITVIcudJywoLx4LtxLQ%2FeuO7v1XtEjJruWAWyT7izhOCfBUQqYb3DhDtYmJyBoLpNrNTD%2BYH2CGkwpV%2BDZzBEwQ%2F3gPl8iCESHDsbEyrPHwcEjikOesRL8srFB4rLCxKKHLLRqKFRYJW3z2xnJ%2FU8p%2BZM9VyXeNGVoPjCWAqENTC7%2Bqu990a4l97Xj1UUbbXAWYfBSyNjA5Cw%2F8zphJF2PZ6%2FADcQE3cGykUtzSibxMQvccaS5%2F2CKs0KPGWzIcr10ebMxGL4hUlIPsT2tDPcITfkebG1RRKW2J303h5iiv3pKq5TlyXODqUC5a1mzyUV6p2O5TYcM2GpmSWCw2v8uLl%2BbdDF2j5X7gqgTh%2Bs43PIDdQ7GcVNq1ovbDwmjJeMnXlYbi%2FoeHZo0nZPKdow9Li5Y7PI3obRqtV6MBnYVpS7qZ6X4SGEx2u36mFLgosTnFMo0J3ydFrJW6IAHBRj7rhb%2FTM7m9GoeBC2Rk99MAKz1WykqMbMsow9DkblR1iddc7t%2Fi5xLjuE%2Be7zyBGaSgavudI8RlTqfSpZkK%2B4Hb2bsqymbm56ivA9ZnfMqbQN%2BG7dY238dzz4EWisXQnpjma22xnEvPwZ3K%2BuXZRmNZJ8bZHw5xdTM22hM6jOm3Kvo3vFBmm69pDySlT9WKFwn%2Bm6moa7%2FFic519V7TbVZRAx5kzHhw8kKtRS7B5dCFzNd%2FnGKsbabPw3gEniG2315n40bZ6ITjMl7YALtV%2F8T6GIEFql4HlDzxHQUGiN0%2FbsxjYgSBE7MLWLl5pWSnbSbzV1spGOWgA5TGOQBnHQHXYgKWSE%2FV%2BkdUMiLhJZw9KkjXMaBMSBcNTKg%2F9GC5FJdWaqhEvDac3seQ0llv3nhclN3H3lG3plAxM5FqOYOi9YEScW7beaz25ACyienoJERKTETKdSEW0Vlvv2jSK7eDGyPVyH,64,6,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,Protector,TPU,NA
9, Funda Vrs Duo Guard Hard Case iPhone 7 | 8 Alto Impacto ,349,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1939
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/TODO+FUNDA,https://articulo.mercadolibre.com.mx/MLM-633787458-funda-vrs-duo-guard-hard-case-iphone-7-8-alto-impacto-_JM,NA,NA,NA,NA,NA,#633787458,Apple,iPhone 7 | iPhone 8,VRS Design (Verus),Duo Guard,Rugerizada,TPU/Policarbonato,VRS
10, Funda 360 Bicolor iPhone X 8 7 6 Plus 6s Se 5 + Mica ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1954
				vendidos
			
		",(32 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,99,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-604203954-funda-360-bicolor-iphone-x-8-7-6-plus-6s-se-5-mica-_JM,65,18,7,3,6,#604203954,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,360° Bicolor,Protector 360º,Funda Protectora 360°,Plástico,Apple
