search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material
314, Case Emborrachada Capinha Capa Unicornios iPhone 8 Plus 3d ,28,NA,9,89,5x,6.35,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STORECCS,https://produto.mercadolivre.com.br/MLB-955143872-case-emborrachada-capinha-capa-unicornios-iphone-8-plus-3d-_JM,NA,NA,NA,NA,NA,#955143872,Apple,iPhone 8 Plus,ccs,Emborrachada,Emborrachada,Silicone
315, Capinha Case iPhone 8 Plus - Branca ,37,NA,3,9997,6x,6.33,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1245025580-capinha-case-iphone-8-plus-branca-_JM,NA,NA,NA,NA,NA,#1245025580,Apple,NA,Cases e Acessorios I.L,NA,NA,Silicone
316, Capa Capinha Ultra Fina Fosca iPhone 8 4.7+pelicula De Vidro ,50,NA,1,1111,10x,5.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1198712716-capa-capinha-ultra-fina-fosca-iphone-8-47pelicula-de-vidro-_JM,NA,NA,NA,NA,NA,#1198712716,Apple,IPHONE 8 TELA 4.7,JK CAPAS,ULTRA FINA,ULTRA FINA,TPU/Policarbonato
317, Capinha Nome De Lado E Coração Rosa iPhone 8 Plus ,29,NA,2,1998,5x,5.98,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LOJAATALHOCRIATIVO,https://produto.mercadolivre.com.br/MLB-1245235640-capinha-nome-de-lado-e-coraco-rosa-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1245235640,Apple,Iphone,Lucases,Iphone 8 Plus,Personalizada,Silicone
318, Capa Capinha Protetor Anti Impacto Luxo Premium iPhone 8 4.7 ,40,NA,1,1110,6x,6.67,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1207770894-capa-capinha-protetor-anti-impacto-luxo-premium-iphone-8-47-_JM,NA,NA,NA,NA,NA,#1207770894,Apple,iphone 8 tela 4.7,jk capas,hibrido,capa protetor,TPU/Policarbonato
319, Capinha Case iPhone 8 Plus - Rosa Areia ,37,NA,3,9997,6x,6.96,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1245032148-capinha-case-iphone-8-plus-rosa-areia-_JM,NA,NA,NA,NA,NA,#1245032148,Apple,NA,Cases e Acessorios I.L,NA,NA,Silicone
320," Capa 360^ Capinha iPhone 7, 8 360 Graus Frente E Verso ",17,NA,2,15,3x,5.97,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MOBIEXPRESSO,https://produto.mercadolivre.com.br/MLB-1218613847-capa-360-capinha-iphone-7-8-360-graus-frente-e-verso-_JM,NA,NA,NA,NA,NA,#1218613847,Apple,iPhone 7 iPhone 8,case power,Capa 360^ Graus,Braçadeira,Silicone
321, Capa Capinha Case Bangtan Boys Bts iPhone 8 Plus ,32,NA,5,303,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937468449-capa-capinha-case-bangtan-boys-bts-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937468449,Apple,iPhone 8 Plus,Fanatic Store,iPhone 8 Plus,capinha,Emborrachada
322, Capa Anti Impacto Queda iPhone 5 Se 6 6s 7 8 Plus Xs Max Xr ,12,NA,4,907,2x,6.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ROCHA_ACESS%C3%93RIOS,https://produto.mercadolivre.com.br/MLB-1226550684-capa-anti-impacto-queda-iphone-5-se-6-6s-7-8-plus-xs-max-xr-_JM?searchVariation=36636397196,NA,NA,NA,NA,NA,#1226550684,Apple,Escolher no anúncio.,HR,TPU,Capinha,Silicone
323, Capinha Capa Case Snoopy - iPhone 8 Plus ,32,NA,2,197,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-1079017884-capinha-capa-case-snoopy-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1079017884,Apple,iPhone,Fanatic Store,iPhone,capinha,Emborrachada
324, Capinha Apple iPhone 8 Plus (consulte Cores) ,32,NA,5,302,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937431002-capa-case-capinha-celular-greys-anatomy-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937431002,Apple,iPhone 8 Plus,Fanatic Store,iPhone 8 Plus,capinha,Emborrachada
325, Capa Case Capinha Celular Grey's Anatomy iPhone 8 Plus ,34,NA,4,195,6x,6.46,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-1146199944-capinha-capa-case-riverdale-iphone-8-_JM,NA,NA,NA,NA,NA,#1146199944,Apple,iPhone,Fanatic Store,iPhone,capinha,Emborrachada
326, Capinha Capa Case - Riverdale - iPhone 8 ,39,NA,4,990,6x,6.66,NA,Chega amanhã,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/OLST2825962,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=8cRjULTVn78mLWdY76Rb%2By8At7ks6XzPAigbJFV8LEmommfQAb9ZhSTBZsEaWz6gRrZffgYayJLJkkES%2B27FeKuds27JE7x%2BY%2B05VcVz8Nrovi2my1GDtzyD5iJzNcxeoLriqIX9gaR6YanaJ1POvCOKqlrUJXxfbQIn0Cz8NmKFML4AZKl4H%2BA4wmKQwsoZo5WNShIdV1nRYNKYOepmjhtQB%2Fhh6QF3XOUui5EryMom64MEo18HxDsCMmMAEB4GhrIj%2BsnKArf90JceGH2hxeHe5d5a3Kbn%2Bu%2BpLbuL%2B1CT6fPrisqMcDoLPP%2F8uXEsPA4LjiHREFeY4OoPIP99vjFf0LJ7K%2BUfBzQEuGfS7V154lkbA6SKzMZP%2Bju8XmENYrEjG91xUFmp7ztpT0t9dEjstQG0gi%2B1irL2JxEVhJX3oQ6vH1H5CWN1vtaK5cjKDqRt1x1lmdLNB2alu49ICYB0jf5HhtvkKP8qtw219cszW314TZZHGPDq57cbfj7KUMNAO82wOzu1ZkcMm%2BmXhLW5ezLddEhgnueEWeh9b88wyFRCXcvmAruZQbUwgtJ%2Bs9IQ%2F%2BzP%2B3Hb8ou%2BLh7On6yu%2FSR1trNigceeW8IHjVZUbKo%2BmY3YzR4wBYG6qk7QjGaq9BJGXXwxDb3recqV%2BpTWNVkARMxejvT5lBpfDiwULYT%2F56eD52HJTBJabXFt8DEUAAxYpkcvzLUz0piCsmjXaaBnrWXKE90Cpxo%2BxaZGRioMcTEP5Yws1Zc24aPFJWYLzJ5Bg9VQ6d8gspNNbqrNpvzFBiGGI5aSzZZmCvef412V%2BTY3jreYX%2FkLfbQ%2FATKM8eoYhPGie7LflLH1UBihnhurKGV2JUGK%2B0TCfWhd0aApGiKUl9GzU5eQfq5GL4uLfuxfVT%2Fy73x%2BCwx%2BGrZPkTNTOxZPZifDFth8GTRACIcMeKz1HAIe7B%2FVG1gPjI2SkXzh9R8Sz8sInIHR4bHUu7Nqm%2BIxBxkOtukYC%2BU%2FbFyboJ5q3vDuE52nntpv%2BeS7qzt44w3UZexnfrOqGxLckDwesRirm3H6ZQX1Jx%2FRGFyh5zdrPDbQIkHfcIH3vXGDngA6qmWhE5K0tXvJ19w6mds6CdPPcencZpJuQR%2FbttjHKb9QwlOK9e61%2BDKRFlxNla17qc6HChxeDWUigOQHkSVdRmWx5NgnJPHDlLf%2F1Kxh2Dpv2y4R90O85KqTWIBcvie2Osi2iwdjTkdcKWE%2Fc2g07b6pGLd3I8NDPZMZ47OQStWKgC4XEN4hwOfVE13FpxiHboblsW2Olo1YshAZhP81CnF2ysoEztEJiacKUmwLeaGdpOJRlW4fYCbFQVVcxyBnqpG%2F7yNgso30ZpSEvJLx4UeqVfirbaKO%2ByLR8fRrcG%2FHDyoU6cVCfF0AXueoX0oeeql7T3DtDVvqHJjDwajDY71%2Buw8mmWAEAAufNJyyuS3Of4cd3%2F0%2B50Qf5mZtUzw1%2BQ%3D%3D,NA,NA,NA,NA,NA,#1270824212,Apple,7 Plus / 8 Plus,Apple,Silicone,Original,Silicone
327, Capa Capinha Case Bangtan Boys Bts iPhone 8 ,32,NA,2,306,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-936688362-capa-capinha-case-bangtan-boys-bts-iphone-8-_JM,NA,NA,NA,NA,NA,#936688362,Apple,iPhone 8,Fs Store,Case,capinha,Emborrachada
328, Capa Capinha Case Celular Flamengo - iPhone 8 Plus ,32,NA,1,301,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937439334-capa-capinha-case-celular-flamengo-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937439334,Apple,iPhone 8 Plus,Fanatic Store,iPhone 8 Plus,capinha,Emborrachada
329, Capinha Capa Case La Casa De Papel - iPhone 8 Plus ,32,NA,10,189,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-985530738-capinha-capa-case-la-casa-de-papel-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#985530738,Apple,iPhone,Fs Store,Case,NA,Emborrachada
