search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato
1, Audífonos Sony Bluetooth Y Función Manos Libres - Wh-ch500 ,159.900,229.900,"
			
			
				
				149
				vendidos
			
		",(16 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 4.442
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,35,https://perfil.mercadolibre.com.co/SONY+COLOMBIA?brandId=11,https://articulo.mercadolibre.com.co/MCO-474486245-audifonos-sony-bluetooth-y-funcion-manos-libres-wh-ch500-_JM,24,8,2,0,0,#474486245,Sony,WH-CH500,NA
2, Audífonos Sony Inalámbricos On-ear - Wh-ch400 ,129.915,199.900,"
			
			
				
				76
				vendidos
			
		",(25 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.609
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,14,https://perfil.mercadolibre.com.co/SONY+COLOMBIA?brandId=11,https://articulo.mercadolibre.com.co/MCO-473241027-audifonos-sony-inalambricos-on-ear-wh-ch400-_JM,9,4,0,1,0,#473241027,Sony,WH-CH400,Over-ear
3, Audifonos Touch Bluetooth Auriculares Inalambricos Manos Lib ,118.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				583
				vendidos
			
		",(244 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 9.916
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.4,33,https://perfil.mercadolibre.com.co/KZCOLOMBIA,https://articulo.mercadolibre.com.co/MCO-479127462-audifonos-touch-bluetooth-auriculares-inalambricos-manos-lib-_JM,21,8,2,1,1,#479127462,NA,NA,NA
4, Audifonos Bluetooth Deportivos R1 Microfono 5 Horas Obsequio ,24.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1091
				vendidos
			
		",(968 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.075
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.3,46,https://perfil.mercadolibre.com.co/BLUEKATOOM,https://articulo.mercadolibre.com.co/MCO-488593898-audifonos-bluetooth-deportivos-r1-microfono-5-horas-obsequio-_JM,27,10,5,2,2,#488593898,BlueKatoom,R1,In-ear
5, Audífonos Bluetooth Xiaomi Redmi Airdots + Cable + Estuche ,139.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				382
				vendidos
			
		",(20 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.861
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,33,https://perfil.mercadolibre.com.co/CRONOSELECTRONICA,https://articulo.mercadolibre.com.co/MCO-513799922-audifonos-bluetooth-xiaomi-redmi-airdots-cable-estuche-_JM,26,5,1,1,0,#513799922,NA,NA,NA
6," Mini Audífono Inalambrico Bluetooth, Negro + Obsequio ",14.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				651
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 389
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.3,6,https://perfil.mercadolibre.com.co/COMUNICACIONESID,https://articulo.mercadolibre.com.co/MCO-495064791-mini-audifono-inalambrico-bluetooth-negro-obsequio-_JM,4,1,0,1,0,#495064791,NA,NA,NA
7," Audifonos Inalambricos N65s Micro Sd, Fm, Bluetooth Lcd 1.5 ",28.999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				666
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.417
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.6,22,https://perfil.mercadolibre.com.co/OFERTA+USA,https://articulo.mercadolibre.com.co/MCO-453313132-audifonos-inalambricos-n65s-micro-sd-fm-bluetooth-lcd-15-_JM,16,5,0,0,1,#453313132,NA,NA,Over-ear
8, Audífonos Bluetooth Inalámbricos ,45.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				276
				vendidos
			
		",(75 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 3.750
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,3.2,13,https://perfil.mercadolibre.com.co/BELLAYVITAL,https://articulo.mercadolibre.com.co/MCO-488555518-audifonos-bluetooth-inalambricos-_JM,4,3,2,0,4,#488555518,NA,NA,NA
9, Audifonos Bluetooth Inalambricos Magneticos + Estuche ,21.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				612
				vendidos
			
		",(13 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 583
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.3,20,https://perfil.mercadolibre.com.co/GANGAD1G1TAL,https://articulo.mercadolibre.com.co/MCO-502127141-audifonos-bluetooth-inalambricos-magneticos-estuche-_JM,11,4,5,0,0,#502127141,NA,NA,NA
10, Audifonos Inalambricos Bluetooth I7 Tws ,30.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				280
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 833
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.8,5,https://perfil.mercadolibre.com.co/COMUNICACIONESID,https://articulo.mercadolibre.com.co/MCO-500315292-audifonos-inalambricos-bluetooth-i7-tws-_JM,4,1,0,0,0,#500315292,NA,NA,NA
11, Audifono Bluetooth I7 Tws Mini + Base De Carga ,59.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				510
				vendidos
			
		",(17 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 4.992
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.0,11,https://perfil.mercadolibre.com.co/MARIACLAUDIAGUEVARAPICO,https://articulo.mercadolibre.com.co/MCO-479550378-audifono-bluetooth-i7-tws-mini-base-de-carga-_JM,6,1,3,0,1,#479550378,NA,NA,NA
12, Audifonos Dobles Inalámbricos Bluetooth iPhone Tipo AirPods ,59.999,99.999,"
			
				Nuevo
			
			
				
					 - 
				
				588
				vendidos
			
		",(61 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 5.000
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,3.9,17,https://perfil.mercadolibre.com.co/SIJ+DISTRIBUCIONES,https://articulo.mercadolibre.com.co/MCO-470273419-audifonos-dobles-inalambricos-bluetooth-iphone-tipo-airpods-_JM,8,4,2,2,1,#470273419,NA,NA,NA
13, Audífonos Bluetooth Deportivos U8 Anti Sudor 6meses Garantia ,49.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				941
				vendidos
			
		",(516 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 4.158
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.5,45,https://perfil.mercadolibre.com.co/BLUEKATOOM,https://articulo.mercadolibre.com.co/MCO-468795741-audifonos-bluetooth-deportivos-u8-anti-sudor-6meses-garantia-_JM,27,17,0,0,1,#468795741,BlueKatoom,U8,Clip-ear
14, Lenovo Phab 2 Plus Pb2-670y 4g 3gb 32 Gb Dorado + Audifonos ,549.888,899.888,"
			
				Nuevo
			
			
				
					 - 
				
				36
				vendidos
			
		",(23 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 15.275
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,7,https://perfil.mercadolibre.com.co/DATA+ROKA,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=MJhoJ6vbBXKU41dbmJiCe7aTBpGMySOAnxcBNjnI2cdphXdRFuWGQ%2FoAV2fgdkxU0ahRGTEpostIgtedKfwILLxJ%2FBXw0g4ejtD4zV4oxdnrHcUdBYhnACTCEdvnI%2BiE681OEJjFRV4tYEG1pczOrGRQC2wbPhlzKKUVJ4ECUojRFvbweJKjsG4oq9WkAXaAWEvLI76qGSXMvWLeHxCEnZDkP%2BGPuVyPJKNCxqtU%2BsWcmQIiiTRX%2FkeqRwo6Ux2ivmZt%2FFp%2FiioNsTQnzHjhCBoZh7AmQ7PY8AvmwiS0XaJ9YUlfYYBJFlpmiEUiLWjmCJAo5yj2zmCKHOTYPEzuCUDw6Oh9qmLnPqAYHTOQJiNgvMCQb1awog5XaaaRgwbc1fegxWBJG8A2cfcRzFujHi8Xsoe7%2FP2aiGnQS22FwIVda6aIU%2BDWkkkdjsljU0DVOrkwT2wKXT3Z5Gu44NhLg8TG3T7AnoAjo%2BNdHZdpuWaAet10l8NLfWxwNgmg6Tdp%2BdMBIDpJvFVO6LVouaG2TRtuwEWF%2B%2FJ3ixeSQNu%2F0jKDsP8mMs%2F3N797tfEh6lpnhrn6HIvCdhM%2BZf8pdDforajWz372CGJAOJhwxVr0yV6VAvk8qjVA4roDIUygDoduRZqpSh9X8umgxlCBNE%2BATDhYOrON7DGdXX64%2FlUJwEJrjxj3Gp1g9IraZmfW%2Fq7I2lReFDEmoydYguzd8yYZLWYWnSiC%2F72grzePhnOMGO%2BCmQbUGEsyun9WkWjzmA8pn0fHi1mpciEhOEtJasMqqpuq4oMtH9Gl%2B9EoCO3bLwDV9nuqNp5nn4kSpJwPElhCsuKz3y8UZ79vG1mX6kyj5miLHNT%2FIHVYNFhP372t4xSx1ORMQQ1yN1sZPGcEYMmNB8HDuPpmedv7sMZfk5tUCN4X2ooj1TsjO7Ct1VCQCXekmCsIBm%2BXWcilTbDB8JlWBgi3yvSj6tOFwjtg9phbz42rzyIqbsyOjkQBPT85V13j%2B2XfHKTNfbiB9iOixmALYQ13mohwHCawZ3Q8adYjR79Uc0uG0yIyfwAA%2FG6P1vQlttM2DQIb1G%2BJke%2BnRi1WqfyGKNTMnNXm9HsdFoDjjQnFqJ28J%2FoHDLX115p2QDnv19go8jGNSn0W2reWS9BNwxO5ow6hAYALp5bj96V4gRGqb7mdGZprg43%2FqQhytFcT1pqU5VzJgFgdW77XqgHvOyrSv7SuXe7wM9cbWQ%2Bp%2BLxtT8B6FDXuqoQyZ7pivDJKuyWOLHjNZInFjQ1Q2k5Okhv8me3jcPIRPtLqAUSK8yt5X%2FNAtSgbGwqLuQAo0TVuwJyhHGVcLYIoobEIlPQawfe5HW03hb7CroUVRFiaB2XMTJglnhlb2xo8XGLg2DXCR%2F%2BGR%2BXjwtJeX3OdpHW%2FRzLgzPJ1Ax84jvOFcRoOx4bCgfIufYGW5Go3g%2FnzsoBEcazb7M42TroYvyxEXcozwtZirAXVJcx%2FiA7gah3NJC2iBKHJ%2FdFqUFTGxn%2BHgkFaw3W%2FVbXa4YLInrEJFNttTFgTXsMPSawJBfoCfNDU89Nwv%2Ff0BSLDLo200JY0NdnF7XHLBY1iS3il5H%2FZ79kOFQ%3D%3D,5,2,0,0,0,#484009499,Lenovo,Phab 2 Plus,NA
15, Audífonos Hbq I7 Bluetooth Inalámbrico Los 2 Auriculares ,39.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				203
				vendidos
			
		",(48 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 3.325
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.0,8,https://perfil.mercadolibre.com.co/MARIAARACELLYSALAZARDUQUE,https://articulo.mercadolibre.com.co/MCO-494087700-audifonos-hbq-i7-bluetooth-inalambrico-los-2-auriculares-_JM,3,3,1,1,0,#494087700,HBQ,NA,NA
16, Auriculares Xiaomi Mi Sports Bluetooth 4.1 Inalambricos ,99.900,149.900,"
			
				Nuevo
			
			
				
					 - 
				
				227
				vendidos
			
		",(37 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 2.775
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,15,https://perfil.mercadolibre.com.co/MEGATIENDAVIRTUAL77,https://articulo.mercadolibre.com.co/MCO-497853973-auriculares-xiaomi-mi-sports-bluetooth-41-inalambricos-_JM,9,6,0,0,0,#497853973,NA,NA,NA
17, Audífonos I7 Mini Bluetooth Inalámbrico Los 2 Auriculares ,54.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				364
				vendidos
			
		",(11 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.525
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,3.5,14,https://perfil.mercadolibre.com.co/SHOPPING--WEB,https://articulo.mercadolibre.com.co/MCO-467311073-audifonos-i7-mini-bluetooth-inalambrico-los-2-auriculares-_JM,6,2,2,1,3,#467311073,HBQ,NA,NA
