search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato
1, Audífonos Sony Bluetooth Y Función Manos Libres - Wh-ch500 ,159.900,229.900,"
			
			
				
				150
				vendidos
			
		",(19 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 4.442
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,35,https://perfil.mercadolibre.com.co/SONY+COLOMBIA?brandId=11,https://articulo.mercadolibre.com.co/MCO-474486245-audifonos-sony-bluetooth-y-funcion-manos-libres-wh-ch500-_JM,24,8,2,0,0,#474486245,Sony,WH-CH500,NA
2, Audífonos Sony Inalámbricos On-ear - Wh-ch400 ,129.915,199.900,"
			
			
				
				79
				vendidos
			
		",(20 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.609
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,14,https://perfil.mercadolibre.com.co/SONY+COLOMBIA?brandId=11,https://articulo.mercadolibre.com.co/MCO-473241027-audifonos-sony-inalambricos-on-ear-wh-ch400-_JM,9,4,0,1,0,#473241027,Sony,WH-CH400,Over-ear
3, Audifonos Touch Bluetooth Auriculares Inalambricos Manos Lib ,118.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				584
				vendidos
			
		",(243 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 9.916
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.4,33,https://perfil.mercadolibre.com.co/KZCOLOMBIA,https://articulo.mercadolibre.com.co/MCO-479127462-audifonos-touch-bluetooth-auriculares-inalambricos-manos-lib-_JM,21,8,2,1,1,#479127462,NA,NA,NA
4, Audifonos Bluetooth Deportivos R1 Microfono 5 Horas Obsequio ,24.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1110
				vendidos
			
		",(965 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.075
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.2,47,https://perfil.mercadolibre.com.co/BLUEKATOOM,https://articulo.mercadolibre.com.co/MCO-488593898-audifonos-bluetooth-deportivos-r1-microfono-5-horas-obsequio-_JM,27,10,6,2,2,#488593898,BlueKatoom,R1,In-ear
5, Audífonos Bluetooth Xiaomi Redmi Airdots + Cable + Estuche ,139.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				393
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.861
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,34,https://perfil.mercadolibre.com.co/CRONOSELECTRONICA,https://articulo.mercadolibre.com.co/MCO-513799922-audifonos-bluetooth-xiaomi-redmi-airdots-cable-estuche-_JM,26,6,1,1,0,#513799922,NA,NA,NA
6, Audifonos Bluetooth Inalambricos Magneticos + Estuche ,21.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				617
				vendidos
			
		",(8 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 583
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.3,20,https://perfil.mercadolibre.com.co/GANGAD1G1TAL,https://articulo.mercadolibre.com.co/MCO-502127141-audifonos-bluetooth-inalambricos-magneticos-estuche-_JM,11,4,5,0,0,#502127141,NA,NA,NA
7, Audifonos Bluetooth Inalambricos Manos Libres + Power Bank ,85.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				55
				vendidos
			
		",(8 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 2.361
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,5,https://perfil.mercadolibre.com.co/GANGAD1G1TAL,https://articulo.mercadolibre.com.co/MCO-517130602-audifonos-bluetooth-inalambricos-manos-libres-power-bank-_JM,3,2,0,0,0,#517130602,X8,X8-TWS,In-ear
8, Audífonos Bluetooth Inalámbricos ,45.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				290
				vendidos
			
		",(61 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 3.750
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,3.2,13,https://perfil.mercadolibre.com.co/BELLAYVITAL,https://articulo.mercadolibre.com.co/MCO-488555518-audifonos-bluetooth-inalambricos-_JM,4,3,2,0,4,#488555518,NA,NA,NA
9, Audífonos I7 Mini Bluetooth Inalámbrico Los 2 Auriculares ,54.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				366
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.525
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,3.5,14,https://perfil.mercadolibre.com.co/SHOPPING--WEB,https://articulo.mercadolibre.com.co/MCO-467311073-audifonos-i7-mini-bluetooth-inalambrico-los-2-auriculares-_JM,6,2,2,1,3,#467311073,HBQ,NA,NA
10, Audifonos Dobles Inalámbricos Bluetooth iPhone Tipo AirPods ,59.999,99.999,"
			
				Nuevo
			
			
				
					 - 
				
				590
				vendidos
			
		",(59 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 5.000
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,3.8,18,https://perfil.mercadolibre.com.co/SIJ+DISTRIBUCIONES,https://articulo.mercadolibre.com.co/MCO-470273419-audifonos-dobles-inalambricos-bluetooth-iphone-tipo-airpods-_JM,8,4,2,2,2,#470273419,NA,NA,NA
