search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo
1, Afeitadora Electrica Philips S5070/04 Ideal Piel Sensible ,118,139,85,6,18 cuotas,232.20,NA,Envío a todo el país,NA,NA,4.9,15,http://perfil.mercadolibre.com.uy/PHILIPS_TIENDAOFICIAL?brandId=173,https://articulo.mercadolibre.com.uy/MLU-449012315-afeitadora-electrica-philips-s507004-ideal-piel-sensible-_JM,14,1,0,0,0,#449012315,Philips,S5070/04
2, Rasuradora Afeitadora Electrica Maquina Afeitar Nova ,449,NA,7,53,18 cuotas,24.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TODO+ACA,https://articulo.mercadolibre.com.uy/MLU-458259395-rasuradora-afeitadora-electrica-maquina-afeitar-nova-_JM,NA,NA,NA,NA,NA,#458259395,Nova,NA
3, Afeitadora Eléctrica Resistente Al Agua Punktal Pk-ms733 Oy ,38,NA,129,29,18 cuotas,76.72,NA,Envío a todo el país,NA,NA,4.6,23,http://perfil.mercadolibre.com.uy/OFERTAYA+UY,https://articulo.mercadolibre.com.uy/MLU-448668993-afeitadora-electrica-resistente-al-agua-punktal-pk-ms733-oy-_JM,16,5,2,0,0,#448668993,NA,NA
4, Afeitadora Electrica Philips Recargabable 5070 Patilla Dimm ,118,NA,52,69,18 cuotas,232.20,NA,Envío a todo el país,NA,NA,4.9,11,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-448370701-afeitadora-electrica-philips-recargabable-5070-patilla-dimm-_JM,10,1,0,0,0,#448370701,NA,NA
5, Maquina Afeitadora Electrica 3 Cabezales Inalambrica - El Re ,634,NA,16,24,18 cuotas,35.22,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/ELREGALON.COM.UY,https://articulo.mercadolibre.com.uy/MLU-454728133-maquina-afeitadora-electrica-3-cabezales-inalambrica-el-re-_JM,1,0,0,0,0,#454728133,NA,NA
6, Afeitadora Eléctrica Braun Series 3 310s ,120,NA,15,5,18 cuotas,236.13,NA,Envío gratis a todo el país,NA,NA,4.7,3,http://perfil.mercadolibre.com.uy/BRANDLINK?brandId=539,https://articulo.mercadolibre.com.uy/MLU-462071079-afeitadora-electrica-braun-series-3-310s-_JM,2,1,0,0,0,#462071079,Braun,310S
7, Afeitadora Philips Electricas S1030 Seco Y Humedo Goex ,53,65,34,10,18 cuotas,106.24,NA,Envío gratis a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/GOEX+UY,https://articulo.mercadolibre.com.uy/MLU-454371033-afeitadora-philips-electricas-s1030-seco-y-humedo-goex-_JM,4,0,0,0,0,#454371033,NA,NA
8, Máquina De Afeitar Eléctrica Inalámbrica Recargable Afeitado ,1810,NA,2,98,18 cuotas,100.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-454247877-maquina-de-afeitar-electrica-inalambrica-recargable-afeitado-_JM,NA,NA,NA,NA,NA,#454247877,NA,NA
9, Afeitadora Eléctrica Philips S5070 Aquatouch Recargable Loi ,117,139,5,994,18 cuotas,230.23,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-461180977-afeitadora-electrica-philips-s5070-aquatouch-recargable-loi-_JM,NA,NA,NA,NA,NA,#461180977,NA,NA
10, Afeitadora Philips Electricas S1030 Con + Regalo 408 ,59,NA,13,10,18 cuotas,118.05,NA,Envío gratis a todo el país,NA,NA,5,3,http://perfil.mercadolibre.com.uy/GOEX+UY,https://articulo.mercadolibre.com.uy/MLU-455783028-afeitadora-philips-electricas-s1030-con-regalo-408-_JM,3,0,0,0,0,#455783028,NA,NA
