search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Modelo alfanumérico,Tipo de alimentação,Tipos de cabeças,Tempo de funcionamento,Peso
1, Barbeador Elétrico Philips One Blade Oneblade Qp2510/10 ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				4378
				vendidos
			
		",(616 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1242
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,NA,NA,4.6,399,https://perfil.mercadolivre.com.br/PONTOCERTOELETRO,https://produto.mercadolivre.com.br/MLB-1048809617-barbeador-eletrico-philips-one-blade-oneblade-qp251010-_JM,312,53,20,6,8,#1048809617,Philips,OneBlade,QP2510/10,QP2510/10,Recarregável,Flexíveis,30 m,NA
2, Barbeador Elétrico Philips Aquatouch At756/16 ,269,309,"
			
			
				
				2
				vendidos
			
		",(128 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2580
		
		 sem juros
		
	

	
		",80,NA,Envio para todo o país,NA,NA,4.6,399,https://perfil.mercadolivre.com.br/LOJAS+BENOIT?brandId=1539,https://produto.mercadolivre.com.br/MLB-1164220706-barbeador-eletrico-philips-aquatouch-at75616-_JM,312,53,20,6,8,#1164220706,Philips,AquaTouch,AT756/16,NA,Recarregável,NA,NA,0.29 kg
3, Barbeador Elétrico Maquina De Barbear Aparelho Barba Promo ,54,NA,"
			
				Novo
			
			
				
					 - 
				
				1412
				vendidos
			
		",(9588 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 624
		
		 sem juros
		
	

	
		",24,NA,Envio para todo o país,NA,NA,4.4,1518,https://perfil.mercadolivre.com.br/FGK+VENDAS,https://produto.mercadolivre.com.br/MLB-1120282284-barbeador-eletrico-maquina-de-barbear-aparelho-barba-promo-_JM,1041,267,101,40,69,#1120282284,Philips,3 cabeças,QP2510/10,QP2510/10,Recarregável,Removíveis,NA,NA
4, Barbeador Elétrico Philips Seco Molhado Aquatouch S1030/04 ,157,NA,"
			
				Novo
			
			
				
					 - 
				
				301
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1501
		
		 sem juros
		
	

	
		",01,NA,Frete grátis,NA,NA,4.4,342,https://perfil.mercadolivre.com.br/ELETROPRINTER,https://produto.mercadolivre.com.br/MLB-1229388641-barbeador-eletrico-philips-seco-molhado-aquatouch-s103004-_JM,236,54,29,10,13,#1229388641,Philips,AquaTouch,S1030/04,NA,Recarregável,Flexíveis,NA,225 g
5, Barbeador Eletrico Maquina Philips 6 Em1 Multigroom Nacional ,149,NA,"
			
				Novo
			
			
				
					 - 
				
				1633
				vendidos
			
		",(125 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1433
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,NA,NA,4.7,80,https://perfil.mercadolivre.com.br/SWA+MOBILE,https://produto.mercadolivre.com.br/MLB-1045425793-barbeador-eletrico-maquina-philips-6-em1-multigroom-nacional-_JM,65,9,5,0,1,#1045425793,Philips,Multigroom,MG3711,NA,Recarregável,Removíveis,60min,NA
6, Máquina De Barbear Aparador Barbeador Elétrico Barba Philips ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				1469
				vendidos
			
		",(229 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1521
		
		 sem juros
		
	

	
		",21,NA,Frete grátis,NA,NA,4.6,81,https://perfil.mercadolivre.com.br/REDE_BH_ELETRO,https://produto.mercadolivre.com.br/MLB-695062089-maquina-de-barbear-aparador-barbeador-eletrico-barba-philips-_JM,59,12,8,1,1,#695062089,Philips,NA,S1030/04,NA,Recarregável,Giratórios,45 min,0.29 kg
7, Barbeador Elétrico Á Prova D´água - Relax Multi Groom ,149,NA,"
			
			
				
				161
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1249
		
		 sem juros
		
	

	
		",49,NA,Frete grátis,NA,NA,4.2,5,https://perfil.mercadolivre.com.br/MNLDISTRIBUIDORA?brandId=1738,https://produto.mercadolivre.com.br/MLB-1223500996-barbeador-eletrico-a-prova-dagua-relax-multi-groom-_JM,3,0,2,0,0,#1223500996,Relaxmedic,Relax Beauty,RB-AM0249A,NA,Elétrica,Removíveis,NA,NA
8, Barbeador Aparador Oneblade Philips 2 Qp2510/10 Original ,115,NA,"
			
				Novo
			
			
				
					 - 
				
				859
				vendidos
			
		",(15023 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 958
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,NA,NA,4.8,29,https://perfil.mercadolivre.com.br/JOVAL+INFORMATICA1,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=hjMM2AqVWS0iHIofVfwpCPSJRfuk89siKqUi2uBDJytX6isW6VelXAWFyNtczs92ZCSsQ9hY6V6EJh%2FRKSptfzdRuCeyrvkHgea7liR8kubUq9CIA0MtSF1ba25S5IomdgEz7GDp65GcFd%2FhtMFio7T5SMkW%2BBH3%2BuyVOsukfOa60gxQVd8NNOAFZ%2Bt%2BiPoEj9qL5KtJtI1VP%2FLtCqKtgsFRSYStiuE8hjMCk0M2vyXUttc4x0eAinQaLlW7a2H%2B53wDRsxnPmYfv1CIcxk33%2Fsfuf%2Bb3Wq%2F1mD09Owlrt62Pc4ofkVu61%2F8kYoeTOQWUzKNnO9cYQBIX4ZFOX1Yk65kk1ZOUFlr%2FqYPoTNWl55EIQOSfg4RnFnIXXHxQ48o2qb4zk7hYN8F43ITh7yvyAG2XTraVj9sRmaGBi1fzK%2F%2FE85X5qe%2FBYoRkB5HYN3mt8OnY%2BcFyMBoFFw5yBjUTm5lb86JAnc8wfDcPU1rMeOLVWAYzfxAB31zcjxapsB3M7UGNj0UjDdXfQ2GQTe4huHrCQsBRW5rQ3yn2DoyiQwP4rsX2WuGVhntLPQnA9Ur%2Bq76fT%2FEzMdhO88JsAs6tKATj6qP87Pz1cJsnOMfmc5n6B2Tauoym7zawH4p31zu3bYOt21dxs1MLpy%2FPI5MjAXrJTqnzT4kQ4EyoKX3nboqkcsvvUdvFdBJxTm2vqvGzMsXd3LgfTXmnUumnOg7WObFz7hUGsnkr9cbcRDNwvkpldp1BrRYOtePVA2CaB%2B%2B%2BQQIkykVOPsgb4%2BecR1tKkQqvFJu0Q750hXGlBQS0aO%2FDL6UrytYvocBWBlysR9bvDr%2BKabXyLttCcJO5YY72UbTlb%2BDwf0fpRH5sQjYPywdUoCam8pxarql69riiErfP2hBlPVCrqNPVHbKdjMybZgx1dhFZdtDiDbIOBsz3f%2B1MtqmD0CNFXojZBJl9tM4eUStr7rCIDYLW5YzHFu7k2j4S%2BqJGvi8Pmf0aSzFbLD3rGd5aeTJis5M1%2BDEnJlKLOGn8d8vGnGpqkMcHM8T%2ByBmV4vsN%2B%2Fx9FoYEdsk%2B5jJppkOPvleonv5T76OB%2FaWnKa9kbOnQVd2hYCDGnC9Hxmz%2FYUCAQhjt7q9btqyRpHwz82qDaCXtt78yZAdBsDtO8JdSPOIV7LJyT9BuafLJ6iqiefVGhoZDRkM5S0RlCwR0trwBrYPlS%2BIrALaEkH9%2B5CFq8SK1nWS52uItt5Bl5vQXQNp7eHU50KELGn4CZb6xmDEF6RFaao%2FPT%2FoxHLGb8jCs%2FckjD21V46wBkhGc1FYvsFiUYku8hs%2BHjNdCB%2FJDgPBg2TiEfQVdsXTVzIpNONBLCG%2FM5D9zoB4KdNe%2BFFHXyhYImNxRR95h78EjLr3RXVX864oLE9NMCvr7UPuO8G4bli4Q4ePiU6ilLu31j1O%2BBthSSnXXESwVADyy1gEHGx%2BxLkIdp%2Byagm8IEA3o1USmjIQ%2F086LSXneIVl98USuTlIyWLt3OXazsw4RskUzuVNjbZ34KIoZvIfyxdqMo4IUIenXSLO0AvFPNAQH7v%2Fs%2FtH689z%2Fo7X9w1K8bDFt2e1EyyGID6dsITYkklDaX05gtziOxrrB3Gfo%2FWttY3CM8CSwiOIUwPQUh9SdUyCoEfFyD4DcyKBpvcxKErDJtz%2FN6SQRLb21DUc8dImC0QPw64AVf7O24uOAYu6r3juU5NK2z0vxOfVqrhVmoFxdrazkk25hA%3D%3D,26,2,0,0,1,#1135899020,Philips,OneBlade,QP2521/10,NA,Recarregável,Removíveis,30 m,NA
9, Barbeador Aparador Elétrico Recarregável Goncon Prova D'água ,44,NA,"
			
				Novo
			
			
				
					 - 
				
				824
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 750
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,NA,NA,4.0,157,https://perfil.mercadolivre.com.br/CLASSIC+VENDAS,https://produto.mercadolivre.com.br/MLB-957075883-barbeador-aparador-eletrico-recarregavel-goncon-prova-dagua-_JM,74,37,23,12,11,#957075883,Goncon,Shaver,RSCW-2088,NA,Recarregável,Giratórios,30 min,240 g
10, Barbeador Aparador Oneblade Philips 2 Qp2510/10 Original ,115,NA,"
			
				Novo
			
			
				
					 - 
				
				859
				vendidos
			
		",(15023 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 958
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,NA,NA,4.8,29,https://perfil.mercadolivre.com.br/JOVAL+INFORMATICA1,https://produto.mercadolivre.com.br/MLB-1135899020-barbeador-aparador-oneblade-philips-2-qp251010-original-_JM,26,2,0,0,1,#1135899020,Philips,OneBlade,QP2521/10,NA,Recarregável,Removíveis,30 m,NA
