search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
1657, Capa Capinha P/ Apple iPhone 8 Plus - Mandala Color 2 ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105718-capa-capinha-p-apple-iphone-8-plus-mandala-color-2-_JM#position=17&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#967105718,Apple,NA,Quark,NA,NA,Gel,Transparente
1658, Capa Capinha P/ Apple iPhone 8 Plus - Mandala Azul 3 ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967108719-capa-capinha-p-apple-iphone-8-plus-mandala-azul-3-_JM#position=18&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#967108719,Apple,Iphone 8,QuarkCase,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1659, Capa Capinha P/ Apple iPhone 8 Plus - Ursinho Fofo ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967109046-capa-capinha-p-apple-iphone-8-plus-ursinho-fofo-_JM#position=19&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#967109046,Apple,Iphone 8,QuarkCase,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1660, Capinha Apple iPhone 8 Plus (consulte Cores) ,13,NA,NA,5,2x,7.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ZETSTORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=XfXIbr7M6e0g0fVsnyM4Sy29DCiYgBZo1%2FCFCHfuCYPvRZMZCkkaSDX3K0OrVuFE4TJDbzeO4X4e6ddZyiVBF4rUoWNY264clX0eM%2Fc6hYpP6KdIILzivCIvGw4MkdQf7GcJA4yLC1%2BvJT2ibke40u2r8WzfWS0RRQscELh2KAL1rL9RaGBFSNxDOMcNhTV1fdNn6KOqxQ%2BQQtCGVGxAfWzlC%2FmmNDDZLyAtUanNMk7wA8jLBU8Ei56PN058ZPaepaJN71eDsIsbfA5sQ2RgHDDwOsBdGXfQtf7ZecWgD6q8U402nbdOY0h%2Bb89i%2BlOeSaGJ4TYde40VSTzigXUBtHi%2FS2i6rfza%2FBZrEkfcB1jSlo%2Bkyf2LDbtMhWpRTI4b0L1wqbjOgbtUZEKg7AuwF7Ki2AUVYIUN0nXbbY3vRoHetGV6LwUZWaan9gJ8Ka4B54EKr2nCitaiIRM2k0sDoUOc2yvjVGOHHg8FNnWgwa5mSAZWEF6ffGe9N0AzvewJ9xAW8Sh7tr0OkjA4JDTtD%2B%2FYtcSMyw%2BfQG1ZWn28fYFdYv8T%2BXqWD4XTyuXv%2FI%2BsszyJC4lC1p40ZDJ0wR6ifnsdFSMKj7w%2Fjg2FzQV4NpAh%2FLg4Ps4vQRnXnvS9oM7mR33eFCdrVQcUkWP%2BGIQbPvU5OlGfUo84L9EOGcSzltWZ22Knvwo0YbYTCP%2Bw2pZH9BhhdA4F6OI4rpgyV7Z9H%2BN75OHSOS7VOpxEZe7%2FRXONX7lppOmbKsMBnimnCHn7pnGTO7EQcIMSSv9em3Gw3rgI50%2Fj3deJHotUTYPVcwSgS7LvzQGsGkI3AcTpA2VWAxlFVBDZus46uNDwRutep3D78RAR0QhC7SzTXypUzfetXNKXLD2WQBYHY0IinbOHM7PtvUhq%2BwlptTm%2B9I2geqxPup5JyIXO0L4shdR8RdoFNVDs6hxsx%2B0anm4zd4mewN9irZrxdNb9HK5uCv4Nc4xIPgLmbh5qq3rUOrzHJicvqFXo1fPHX3ZPTrfk4gZQ5R3YBzi9jvSrHH7J8xftALxYnYQ8wka2Pqe4X3MoIHmeenBUtg76EanICp6QFO%2FaRUYRXm0bVkZHbjpaDTPVFRuIOMsrorgrZqiB6RzoXPUQ%2BspWSiji0LafvC5axcYQPfGgf8%2BDvqVz4pWTFThWcag%2BL8VWQ2vDP2nE6%2B4Wi%2FaLRhXIRUA63Dg7MW9Gz166xj0jQBLMRsUf%2BNO%2BaCqVQEHIxge3boYr5srmg8DKaMRJBUVqo6aH6sIVQV8VuKCCkFthy981sam3vVZDjMTOkyO1Z%2FTrDYNRvc4iKhTfVYjivnLK0%2F7aEbaqPb6AXtRndj53BIoRDNNmnW2Q%2FvoGqQW4YWFshSkSDK0Oldokull9pha%2BQxGvHWx1S7I5EZ0Gru6h9vRv00d%2FXi33UEZsOoUyV7c%2B2zsc5AxyXgxR6ygEfYfoxn0%2Bnu0LEZul2NPA7%2BbVQppfVyIopP98XmtdjZABTFFwOq86fKeEcFrqgTOGzNTJQpqLa8oeOCeuq3yWYiX4FF9P8pCRlX6LBQqoc8ghRbMUsGSLI1hAl966MQySJHfVpvphKq6UOI8oCg9ASgBZKjC1N3lxFnUFJGhO%2Fg5Agna2no%2FZM0WSpUM2wXG%2BtNv0dB2mY9kOGqBuR7WWgQNZ0TQ%2Bm0ycqyr0KYmhRzRlisAQk%2FoBKJ4OtbgraGj9AMiu8jEp19Pezp02aSDL4g7TTvCA7CAFoWsFFXWsbjdvdB7zeTtwjEBywhNvBxb1vudGMIYhuC9VFEqRmDsLnA23ZjFVStaU%2FJ5lRUIL7A2KIRq2P5bI268703V5,NA,NA,NA,NA,NA,#1302413950,Apple,"Iphone 7, 8, 7 Plus, 8 Plus e X",Zet Store,Anti Impacto,Anti Shock,Silicone,NA
1661, Capa Capinha P/ Apple iPhone 8 - Medicina ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967109739-capa-capinha-p-apple-iphone-8-medicina-_JM#position=21&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#967109739,Apple,Iphone 8,QuarkCase,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1662, Pelicula + Case Capinha Capa iPhone 7 E 8 Silicone Colors ,21,NA,NA,286,4x,5.94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA_4_REIS,https://produto.mercadolivre.com.br/MLB-973811309-pelicula-case-capinha-capa-iphone-7-e-8-silicone-colors-_JM#position=22&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#973811309,Apple,"iPhone 7 e iPhone 8 4,7""",H'maston,Capa em Silicone / TPU,Capa em Silicone / TPU,Silicone,NA
1663, Case Capa Silicone iPhone 8 - Pronta Entrega ,30,NA,NA,5,6x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/REY+SHOP,https://produto.mercadolivre.com.br/MLB-976461620-case-capa-silicone-iphone-8-pronta-entrega-_JM#position=23&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#976461620,Apple,Iphone 8,Capinha Case Capa Silicone Iphone 8,Capinha Case Capa Silicone Iphone 8,Capinha Case Capa Silicone Iphone 8,Silicone,NA
1664, Capinha Tpu Capa Silicone iPhone 7 8 Minnie Mouse + Pelicula ,64,NA,NA,50,12x,6.12,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA_4_REIS,https://produto.mercadolivre.com.br/MLB-1001744728-capinha-tpu-capa-silicone-iphone-7-8-minnie-mouse-pelicula-_JM#position=24&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#1001744728,Apple,"iPhone 7 e iPhone 8 (4,7)",H'maston,Capa em TPU - Flexível,Capa em TPU - Flexível,Silicone,NA
1665, Capinha Serie Lúcifer Chloe Decker - iPhone 8 8 Plus ,35,NA,NA,100,6x,5.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1017505291-capinha-serie-lucifer-chloe-decker-iphone-8-8-plus-_JM#position=25&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#1017505291,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato,NA
1666, Capinha Harry Potter Alvo Dumbledore - iPhone 8 8 Plus ,35,NA,NA,100,6x,5.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1017563330-capinha-harry-potter-alvo-dumbledore-iphone-8-8-plus-_JM#position=26&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#1017563330,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato,NA
1667, Capa Capinha P/ iPhone 8 Plus - Desenho Abstrato ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454158-capa-capinha-p-iphone-8-plus-desenho-abstrato-_JM#position=27&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#1020454158,Apple,Iphone 8,QuarkCase,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1668, Capa Capinha P/ iPhone 8 Plus - Meu Melhor Amigo ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454409-capa-capinha-p-iphone-8-plus-meu-melhor-amigo-_JM#position=28&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#1020454409,Apple,Iphone 8,QuarkCase,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1669, Capa Capinha P/ iPhone 8 Plus - Décor ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020457728-capa-capinha-p-iphone-8-plus-decor-_JM#position=29&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#1020457728,Apple,Iphone 8,QuarkCase,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1670, Capa Capinha P/ iPhone 8 Plus - Pattern Decorativo ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020460658-capa-capinha-p-iphone-8-plus-pattern-decorativo-_JM#position=30&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#1020460658,Apple,Iphone 8,QuarkCase,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1671, Capinha Heróis Dc Arlequina Coringa - iPhone 8 8 Plus ,35,NA,NA,100,6x,5.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021118813-capinha-herois-dc-arlequina-coringa-iphone-8-8-plus-_JM#position=31&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#1021118813,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato,NA
1672, Capinha Serie Black Mirror - iPhone 8 8 Plus ,35,NA,NA,100,6x,5.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021408357-capinha-serie-black-mirror-iphone-8-8-plus-_JM#position=32&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#1021408357,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato,NA
1673, Capinha Carteira Couro 8 Cartoes Verniz Pink iPhone 8 ,59,NA,NA,999,10x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LOJA+CELLWAY,https://produto.mercadolivre.com.br/MLB-1038838525-capinha-carteira-couro-8-cartoes-verniz-pink-iphone-8-_JM#position=33&type=item&tracking_id=364af4d1-12de-40f2-b6c1-f13dd87e2b4f,NA,NA,NA,NA,NA,#1038838525,Apple,IPHONE 8,CELLWAY,COM 8 PORTA CARTOES,Carteira,Couro,NA
