search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Color,Marca,Modelo,Material
1, Case iPhone X Xr Xs Max 7 8 Plus Protector Delgado Mate ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(89 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435989808-case-iphone-x-xr-xs-max-7-8-plus-protector-delgado-mate-_JM#position=1&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#435989808,Apple,Negro,NA,NA,NA
2, Funda iPhone 7/8/7 Plus/8 Plus/ X 3 En 1 Case Carcasa ,12,NA,"
			
				Nuevo
			
			
				
					 - 
				
				19
				vendidos
			
		",(55 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAPIMPORTA,https://articulo.mercadolibre.com.pe/MPE-431223060-funda-iphone-787-plus8-plus-x-3-en-1-case-carcasa-_JM#position=2&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#431223060,Apple,NA,NA,NA,NA
3, Case Galaxy S10 Plus S9 S8+ S8 Cover iPhone Xs Max X Note 9 ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				80
				vendidos
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,6,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-424678527-case-galaxy-s10-plus-s9-s8-s8-cover-iphone-xs-max-x-note-9-_JM?searchVariation=42943327820#position=3&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,5,1,0,0,0,#424678527,Samsung,NA,Z-Bold Armor USA,Case c/ 2 parantes y Gancho,Policarbonato y tetrapoliuretano
4, Case iPhone X Xs Max Xr 7 8 10 Plus Xs Protector Supcase Usa ,129,159,"
			
				Nuevo
			
			
				
					 - 
				
				16
				vendidos
			
		",(83 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435989656-case-iphone-x-xs-max-xr-7-8-10-plus-xs-protector-supcase-usa-_JM#position=4&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#435989656,Apple,NA,NA,NA,NA
5," Funda Para iPhone 6, 6 Plus,7 Plus ,8 Plus - Autofocus Case ",16,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(69 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAPIMPORTA,https://articulo.mercadolibre.com.pe/MPE-432242766-funda-para-iphone-6-6-plus7-plus-8-plus-autofocus-case-_JM#position=5&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#432242766,Apple,NA,NA,NA,NA
6, Protector Funda Silicone Case iPhone X 7 8 Y Plus Sellado ,34,NA,"
			
				Nuevo
			
			
				
					 - 
				
				394
				vendidos
			
		",(34 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.7,7,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-422401481-protector-funda-silicone-case-iphone-x-7-8-y-plus-sellado-_JM#position=6&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,3,2,0,1,1,#422401481,Apple,NA,NA,Silicone Case,NA
7, Funda Case Transparente iPhone X 8 8 Plus 7 7 Plus 6s 6 ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(15 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CSHOP1,https://articulo.mercadolibre.com.pe/MPE-432367752-funda-case-transparente-iphone-x-8-8-plus-7-7-plus-6s-6-_JM#position=7&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#432367752,Apple,NA,NA,NA,NA
8, Funda Case Protector iPhone 7/8/plus+ Protector Pantalla ,19,NA,"
			
				Nuevo
			
			
				
					 - 
				
				18
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.5,2,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-431577553-funda-case-protector-iphone-78plus-protector-pantalla-_JM#position=8&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#431577553,Apple,NA,NA,NA,NA
9," Funda Case iPhone 6, 6s, 7, 7plus,8, 8plus,xr, X, Xs, Xs Max ",55,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(9 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GHINEXS,https://articulo.mercadolibre.com.pe/MPE-435296638-funda-case-iphone-6-6s-7-7plus8-8plusxr-x-xs-xs-max-_JM#position=9&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#435296638,Apple,NA,NA,NA,NA
10, Apple® Leather Case Para iPhone 7 8 Plus Funda Cuero Tienda ,189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(96 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990324-apple-leather-case-para-iphone-7-8-plus-funda-cuero-tienda-_JM#position=10&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#435990324,Apple,Negro,Apple,Leather Case,Cuero
11," Case Funda Anti Golpe Caída iPhone 6, 6+, 7/8, 7/8 Plus, X ",34,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(45 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RODRI+STORE01,https://articulo.mercadolibre.com.pe/MPE-432630035-case-funda-anti-golpe-caida-iphone-6-6-78-78-plus-x-_JM#position=11&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#432630035,Apple,NA,NA,NA,TPU
12, Case Funda Protector Supcase iPhone 7 8 Y Plus Stock Colores ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				160
				vendidos
			
		",(104 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,5,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-421205404-case-funda-protector-supcase-iphone-7-8-y-plus-stock-colores-_JM#position=12&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,4,1,0,0,0,#421205404,Apple,NA,NA,NA,NA
13," Protector Funda Case Para Apple iPhone 7, 8 Original Sp ",59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				15
				vendidos
			
		",(981 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SMARTPHONES_PERU,https://articulo.mercadolibre.com.pe/MPE-429142689-protector-funda-case-para-apple-iphone-7-8-original-sp-_JM#position=13&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#429142689,Apple,NA,Apple,78,NA
14, Case iPhone 7/8 / 7/8 Plus X De Cuero Louis Vuitton Y Gucci ,65,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(492 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/MALUPHONE,https://articulo.mercadolibre.com.pe/MPE-433215134-case-iphone-78-78-plus-x-de-cuero-louis-vuitton-y-gucci-_JM?searchVariation=40515285935#position=14&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#433215134,Apple,NA,NA,NA,Cuero
15, Case Delgado Mate Para iPhone X Xr Xs Max 7 8 Plus Protector ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(94 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435989675-case-delgado-mate-para-iphone-x-xr-xs-max-7-8-plus-protector-_JM#position=15&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#435989675,Apple,Negro,NA,NA,NA
16, iPhone Case Fibra Carbono 8 7 Plus X Protector Funda Cover ,24,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(15 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TIENDAEXPRESS.PE,https://articulo.mercadolibre.com.pe/MPE-433924614-iphone-case-fibra-carbono-8-7-plus-x-protector-funda-cover-_JM#position=16&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#433924614,Apple,NA,NA,NA,NA
17, Funda Protector Case Uag Monarch Note 8 iPhone 7 8 Xs Max ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				112
				vendidos
			
		",(75 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,2,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-420085642-funda-protector-case-uag-monarch-note-8-iphone-7-8-xs-max-_JM#position=17&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#420085642,Apple,NA,NA,NA,NA
18, iPhone 8 Plus Billetera Funda De Phone iPhone 7 Plus Funda X ,147,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(11 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436462758-iphone-8-plus-billetera-funda-de-phone-iphone-7-plus-funda-x-_JM#position=18&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#436462758,Apple,Red,XRPOW,NA,Cuero
19, Funda Case Protector Antishock iPhone 7/8/plus Delgada ,15,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(90 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-432695703-funda-case-protector-antishock-iphone-78plus-delgada-_JM#position=19&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#432695703,Apple,NA,NA,NA,NA
20, Lunatik iPhone 5/6/6s 7/7plus 8/8plus Armadura De Aluminio ,125,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALBERTOPP75,https://articulo.mercadolibre.com.pe/MPE-428313439-lunatik-iphone-566s-77plus-88plus-armadura-de-aluminio-_JM#position=20&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#428313439,Apple,Negro,NA,NA,Aluminio
21, Funda Otterbox Defender iPhone 8 Apple Estuche Case Armor ,95,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-435619794-funda-otterbox-defender-iphone-8-apple-estuche-case-armor-_JM#position=21&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#435619794,Apple,NA,Apple,NA,NA
22, Rock Case Funda Protector Moc Series iPhone 7 / 8plus ,50,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(29 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-430286444-rock-case-funda-protector-moc-series-iphone-7-8plus-_JM#position=22&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#430286444,Apple,Roja,NA,NA,NA
23, Case Protector Funda Transparente iPhone X Xs Xmax 7/8 ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CSHOP1,https://articulo.mercadolibre.com.pe/MPE-436685984-case-protector-funda-transparente-iphone-x-xs-xmax-78-_JM#position=23&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#436685984,Apple,NA,NA,NA,NA
24, iPhone 7/8 6 6s Case Funda Ferrari De Cuero Genuino ,50,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-433042547-iphone-78-6-6s-case-funda-ferrari-de-cuero-genuino-_JM#position=24&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#433042547,Apple,NA,NA,NA,NA
25, Case Consola Retro Games iPhone 6s 7 8 Plus Xs Funda Juegos ,54,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TIENDAEXPRESS.PE,https://articulo.mercadolibre.com.pe/MPE-431938397-case-consola-retro-games-iphone-6s-7-8-plus-xs-funda-juegos-_JM#position=25&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#431938397,Apple,NA,NA,NA,NA
26, Protector Case Funda De Silicona iPhone 6/6s 7/8 Plus ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SERGIOAMARANTOPEREA,https://articulo.mercadolibre.com.pe/MPE-431846795-protector-case-funda-de-silicona-iphone-66s-78-plus-_JM#position=26&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#431846795,Apple,NA,NA,NA,NA
27, Funda Case Protector Marmol Laut iPhone 8+ 7+ 8 Plus 7 Plus ,80,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MVH+STORE,https://articulo.mercadolibre.com.pe/MPE-430059713-funda-case-protector-marmol-laut-iphone-8-7-8-plus-7-plus-_JM#position=27&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#430059713,Apple,NA,NA,NA,NA
28, Funda iPhone 5s/se/6/6plus/7/7plus/8/8plus Luxury Case ,45,NA,"
			
				Nuevo
			
			
				
					 - 
				
				15
				vendidos
			
		",(47 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-428375700-funda-iphone-5sse66plus77plus88plus-luxury-case-_JM#position=28&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#428375700,Apple,Rosa dorado,NA,NA,NA
29, Funda Case Protector Antigolpes iPhone 6 7 Y 8 Plus 3 Piezas ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-429706820-funda-case-protector-antigolpes-iphone-6-7-y-8-plus-3-piezas-_JM#position=29&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#429706820,Apple,NA,NA,NA,NA
30, Funda Cases Protector 360 + Mica De Vidrio iPhone 8 & 8 Plus ,45,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ASMOBILEACCESORIES,https://articulo.mercadolibre.com.pe/MPE-432015260-funda-cases-protector-360-mica-de-vidrio-iphone-8-8-plus-_JM#position=30&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#432015260,Apple,NA,NA,NA,NA
31, Funda Case Protector Bumper Anti Shock iPhone 7/8/plus/x ,129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(16 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-429994028-funda-case-protector-bumper-anti-shock-iphone-78plusx-_JM#position=31&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#429994028,Apple,Roja,NA,NA,NA
32, Funda iPhone Case 5s/se/6/6plus/7/7plus/8/8plus Multi Case ,40,NA,"
			
				Nuevo
			
			
				
					 - 
				
				36
				vendidos
			
		",(38 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430509893-funda-iphone-case-5sse66plus77plus88plus-multi-case-_JM#position=32&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#430509893,Apple,Roja,NA,NA,NA
33, iPhone 7/ 8 Case Funda Cuero Genuino Ligero Apple ,50,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-432611672-iphone-7-8-case-funda-cuero-genuino-ligero-apple-_JM#position=33&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#432611672,Apple,NA,Apple,NA,NA
34, Case Cover Funda Silicona 3d Alto Relieve Variado iPhone 8 7 ,20,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CELLBYTEZ,https://articulo.mercadolibre.com.pe/MPE-425886349-case-cover-funda-silicona-3d-alto-relieve-variado-iphone-8-7-_JM#position=34&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#425886349,Apple,NA,NA,NA,Silicona
35, Case Funda Protector De Lujo iPhone 7/8 ¡oferta! ,19,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FLORESALVARADOLUISALONSO,https://articulo.mercadolibre.com.pe/MPE-431747226-case-funda-protector-de-lujo-iphone-78-oferta-_JM#position=35&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#431747226,Apple,Roja,NA,NA,NA
36, Case iPhone X Xs Max Xr 7 8 10 Plus + Gancho Y Mica Supcase ,129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(98 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990497-case-iphone-x-xs-max-xr-7-8-10-plus-gancho-y-mica-supcase-_JM#position=36&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#435990497,Apple,NA,NA,NA,NA
37, Case iPhone 5 5s Se 8 7 Y Plus Súper Protector 360° Supcase ,129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(98 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990424-case-iphone-5-5s-se-8-7-y-plus-super-protector-360-supcase-_JM#position=37&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#435990424,Apple,Negro,NA,NA,NA
38, Case iPhone X Xs 7 8 5s Plus Max Xr + Mica Supcase Original ,129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(98 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435989860-case-iphone-x-xs-7-8-5s-plus-max-xr-mica-supcase-original-_JM#position=38&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#435989860,Apple,NA,NA,NA,NA
39, Protector Case Ringke Fusión Bumper iPhone X 7 8 Y Plus ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				63
				vendidos
			
		",(189 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,2,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-421426418-protector-case-ringke-fusion-bumper-iphone-x-7-8-y-plus-_JM#position=39&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#421426418,Apple,NA,Ringke,Fusion,NA
40, Case Slim Tpu Transparente Marca Nillkin iPhone 7 / 8 Plus ,25,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(28 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-432175719-case-slim-tpu-transparente-marca-nillkin-iphone-7-8-plus-_JM#position=40&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#432175719,Apple,NA,Nillkin,NA,NA
41, Case Slim Tpu Transparente Marca Nillkin Para iPhone 7 / 8 ,25,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(29 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-432175758-case-slim-tpu-transparente-marca-nillkin-para-iphone-7-8-_JM#position=41&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#432175758,Apple,NA,Nillkin,NA,NA
42, Funda Case Protector Aluminio iPhone 6s /6 / 7 /8 Magnetico ,49,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(82 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERUIMPORTA.,https://articulo.mercadolibre.com.pe/MPE-433356222-funda-case-protector-aluminio-iphone-6s-6-7-8-magnetico-_JM#position=42&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#433356222,Apple,NA,NA,NA,Aluminio
43, Estuche Cuero Correa Samsung iPhone X Xs 7 Plus 8 Luxmo ,30,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(28 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-434092787-estuche-cuero-correa-samsung-iphone-x-xs-7-plus-8-luxmo-_JM#position=43&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#434092787,Samsung,NA,Samsung,NA,Cuero
44, Case Funda Protector Spigen iPhone X 7 8 Y Plus Original Usa ,89,99,"
			
				Nuevo
			
			
				
					 - 
				
				217
				vendidos
			
		",(37 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.4,7,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-421175972-case-funda-protector-spigen-iphone-x-7-8-y-plus-original-usa-_JM#position=44&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,4,2,1,0,0,#421175972,Apple,NA,NA,NA,NA
45, Funda Case iPhone 6 7 8 Plus X Xs Max Xr Otterbox Defender ,60,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-434433295-funda-case-iphone-6-7-8-plus-x-xs-max-xr-otterbox-defender-_JM#position=45&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#434433295,Apple,NA,OtterBox,Defender,NA
46," Case Funda Protector Silicona iPhone 6s Plus, 7plus, 8 Plus ",25,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(8 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ORQUIDEA2,https://articulo.mercadolibre.com.pe/MPE-434564795-case-funda-protector-silicona-iphone-6s-plus-7plus-8-plus-_JM#position=46&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#434564795,Apple,NA,NA,NA,NA
47, Funda Protector Case Plastico Variados iPhone 5c ,10,NA,"
			
				Nuevo
			
			
				
					 - 
				
				23
				vendidos
			
		",(1 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CELLBYTEZ,https://articulo.mercadolibre.com.pe/MPE-419982058-funda-protector-case-plastico-variados-iphone-5c-_JM?searchVariation=37694598100#position=47&type=item&tracking_id=04f6ad65-023e-4ce3-89df-45379e5ddac8,NA,NA,NA,NA,NA,#419982058,Apple,NA,NA,NA,NA
