search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Marca del celular,Tipo de funda
1, Mophie Funda Bateria Juice Pack Para iPhone 8/7 Plus Negro ,47.99,69.990,1,2,6,7.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-475910245-mophie-funda-bateria-juice-pack-para-iphone-87-plus-negro-_JM#position=1&type=item&tracking_id=67318d3d-1ab4-423b-8e98-936ca46e2ce9,NA,NA,NA,NA,NA,#475910245,Mophie,NA,NA
2, Tech 21 Funda Dura iPhone 8/7 Plus Evoke Transparente/azul ,23.99,NA,1,9,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-496719646-tech-21-funda-dura-iphone-87-plus-evoke-transparenteazul-_JM#position=2&type=item&tracking_id=67318d3d-1ab4-423b-8e98-936ca46e2ce9,NA,NA,NA,NA,NA,#496719646,Tech 21,Apple,Carcasa
3, iPhone 5 5s 6 6s 7 8 Plus Carcasa 360 Slim Gkk | Kyrios ,6.99,NA,92,3,6,1.165,NA,Envío a todo el país,NA,NA,4.8,6,https://perfil.mercadolibre.cl/TIENDA+KYRIOS,https://articulo.mercadolibre.cl/MLC-473097419-iphone-5-5s-6-6s-7-8-plus-carcasa-360-slim-gkk-kyrios-_JM?searchVariation=41301697056#position=3&type=item&tracking_id=67318d3d-1ab4-423b-8e98-936ca46e2ce9,5,1,0,0,0,#473097419,GKK,Apple,Carcasa
4, Carcasa Silicona Logo Apple iPhone 7 / 8 + Lamina De Vidrio ,9.99,NA,44,89,12,832,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/CARCASASPUNTOCL,https://articulo.mercadolibre.cl/MLC-480609141-carcasa-silicona-logo-apple-iphone-7-8-lamina-de-vidrio-_JM#position=4&type=item&tracking_id=67318d3d-1ab4-423b-8e98-936ca46e2ce9,2,0,0,0,0,#480609141,NA,Apple,Carcasa
5, Carcasa Silicona iPhone 7 iPhone 8 Apple Colores | Maxtech ,8.99,NA,79,NA,12,749,NA,Envío a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/MAXTECHCHILELTDA,https://articulo.mercadolibre.cl/MLC-441102468-carcasa-silicona-iphone-7-iphone-8-apple-colores-maxtech-_JM#position=5&type=item&tracking_id=67318d3d-1ab4-423b-8e98-936ca46e2ce9,3,0,0,0,0,#441102468,Apple,Apple,Carcasa
6, Apple iPhone 8 64gb Nuevo + Lamina Y Funda - Phone Store ,699.99,NA,164,736,6,116.665,NA,Envío gratis a todo el país,NA,NA,4.8,40,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-450308147-apple-iphone-8-64gb-nuevo-lamina-y-funda-phone-store-_JM#position=6&type=item&tracking_id=67318d3d-1ab4-423b-8e98-936ca46e2ce9,34,5,0,0,1,#450308147,Apple,NA,NA
7, Carcasa Transparente Reforzada Para iPhone 8 Plus Miaustore ,1.99,NA,34,2,12,166,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MIAUSTORE.CL,https://articulo.mercadolibre.cl/MLC-453525745-carcasa-transparente-reforzada-para-iphone-8-plus-miaustore-_JM#position=7&type=item&tracking_id=67318d3d-1ab4-423b-8e98-936ca46e2ce9,1,0,0,0,0,#453525745,NA,Apple,Carcasa
8, Carcasa Original Ipaky 360º iPhone 8 + Vidrio Templado ,12.99,19.990,3022,5,6,2.165,NA,Envío gratis a todo el país,NA,NA,3,1,https://perfil.mercadolibre.cl/MONKEYCOLOR,https://articulo.mercadolibre.cl/MLC-451127669-carcasa-original-ipaky-360-iphone-8-vidrio-templado-_JM#position=8&type=item&tracking_id=67318d3d-1ab4-423b-8e98-936ca46e2ce9,0,0,1,0,0,#451127669,Apple,Apple,Carcasa
9, Carcasa Love Mei iPhone 7 8 X Y 7 8 Plus - Tecnostrike ,17.99,20.990,336,24,6,2.998,NA,Envío a todo el país,NA,NA,4.1,13,https://perfil.mercadolibre.cl/TECNOSTRIKE,https://articulo.mercadolibre.cl/MLC-435358128-carcasa-love-mei-iphone-7-8-x-y-7-8-plus-tecnostrike-_JM#position=9&type=item&tracking_id=67318d3d-1ab4-423b-8e98-936ca46e2ce9,8,1,1,3,0,#435358128,LOVE MEI,Apple,Carcasa
10, Carcasa Original Ipaky 360º iPhone 8 Plus + Vidrio Templado ,12.99,19.990,3012,4,6,2.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MONKEYCOLOR,https://articulo.mercadolibre.cl/MLC-451130493-carcasa-original-ipaky-360-iphone-8-plus-vidrio-templado-_JM#position=10&type=item&tracking_id=67318d3d-1ab4-423b-8e98-936ca46e2ce9,NA,NA,NA,NA,NA,#451130493,Genérico,Apple,Carcasa
11, Carcasa 360° iPhone 8 Plus 7 Plus + Lámina Negro 3 En 1 ,9.995,NA,38,NA,6,1.666,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452824745-carcasa-360-iphone-8-plus-7-plus-lamina-negro-3-en-1-_JM#position=11&type=item&tracking_id=67318d3d-1ab4-423b-8e98-936ca46e2ce9,1,0,0,0,0,#452824745,NA,Apple,Carcasa
12, Carcasa 360° iPhone 8 7 Plus + Vidrio Templado Rojo 3 En 1 ,9.995,NA,11,5,6,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452825550-carcasa-360-iphone-8-7-plus-vidrio-templado-rojo-3-en-1-_JM#position=12&type=item&tracking_id=67318d3d-1ab4-423b-8e98-936ca46e2ce9,NA,NA,NA,NA,NA,#452825550,NA,Apple,Carcasa
13, Carcasa 360 Magnética iPhone 8 Negro Plata Digitek ,11.99,NA,5,5,6,1.998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITEK.CL,https://articulo.mercadolibre.cl/MLC-470861069-carcasa-360-magnetica-iphone-8-negro-plata-digitek-_JM#position=13&type=item&tracking_id=67318d3d-1ab4-423b-8e98-936ca46e2ce9,NA,NA,NA,NA,NA,#470861069,NA,Apple,Carcasa
14, 10 Carcasas Magnética iPhone 8 Plus Por Mayor ,69.99,NA,0,9,6,11.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=kgFTq%2FlExucquJ543SwXjWYFNyG2ZQArs%2FnDxFv8J7skKUJD%2BpLA00WC9t%2BjD7yFkCCN%2FZYrM8%2FBBJIls3S%2FhxKxDhy%2B09lK%2B7mR8A4TuV%2Fp8asYlTYPNdcVZ1XDmR9szrtSZwxIlj5KnQIkgiZiS72EFwkGzULZNzVm0X7JwA2wAVUq%2BpNHvq43g7bvPhxSJBf0VVh%2BePXfSj1Ku9eUd%2FwUUgPbZ%2Fva9RoMllTzJPtR4afpaip9WKCOI8Hv3fstgu3NEjg%2B0oPqtx3cJUG6QtE5Ykh36Xqlihgh4qn7Vvra6f76ftk5YnjPaS0D%2BLNofx6pKx%2BC20YMuJn4K0W92%2BVYeWRxr%2F57HEZXENqi%2FPUef5Szp40hiPkgTGw6RCDPQIuJgTCYYG9qlNhJXe2F0JMzyNPpLO5GlybuSpymW9IWdI9nHxD%2BQoMqHMO9gVu1SAeqMCZoHseBZixpBgs5apIjjyhXa8uW0i2J%2FxSIhmexboEQZ2h%2FW7EM%2FiTq%2Bk6dbRWgc7vWxsFiIvJWy%2FeRflIW76V71YktipSxaNSR9TU6j%2FhY%2Ffg8zX6KvGa7O7q4NIU%2ByH3YyDNbNfiKDsXLWbAVaNcRm42wT3pjJ7YnJxa6LzlD9TKfi%2BCMu%2BeENxYylt8DlxdVetydYxfCXtKE%2FZ%2FQDf8vkAzDyVTWDe7cI58Pse2l9UzbxTM8vxcLAW46zSVS4ugSlN0gfe4983TQkZuPyk5xuEUT9%2BuUgFZr8iZ4OUq6XOSJ2BBXk0qXlxFPCTwFYEWQK2Wo31Dro0QXjFgpBBzCWt04NCpObeGO76mSlL0GEvt2bO%2BLFu5WRstW1hTQzM8HW7qqQu9ZvwGiVPEMvKrPTi7IFZp9CUEY4c4AntU0HkKwzDtqnSVT3JW%2BG6x6wu9ZvQz3khoqP6gzXDRzbQkIoQx3ZY5tSOygS0WYftmGa6RfaaG76KhRDd0ksSozdxMsOEAs%2Bvlr4or4%2BRNXE%2FzWwZW7zBcxdOBFWiFLja2P5nbUmEFx30IGj9ekaUJYjTuDs2MHvd32j0t7fNkAFzuEJmU6u40OHDG0ZnzNe6pymPNrS5W81GIJl%2F8kVk%2FyPn0vGRyEVbhmpmoiK6wLWsINxknIuKJFCMXsrEjEy8v85u2ekxbGHdVgEbzTkNaCGqXrvo0Y8U4lvedw6QVK67L72PgjqPteONQMQleyJm60aIMoH5%2BtM21%2F%2BxnPeTnEQIUjOoZ%2FU4n94RJjWqbTCdyZ79zLKSYzMpo2BiddrdkPemYvt23RM9YR9ZPa8y5PEkJZravjYEGBH1oKYetvk1H3h6m0FYwAHp94dKo0l0W48jaMIc3SNG%2F5t1IpKKH0%2FPVobiZ7eohiLWzGeRpZS3rE1PeUbzRVFeuARsl4lGPPwtCHtIFDq3DSeA65uvH0xfDv416qF5%2BABdhR3TyD%2FVW2bXeM0kenvapEXhAaYofuEGu2pN6LmWJWeoTMa1a%2BN4DMOwvs9JkKp2pDCEQbV0rRR%2F0RsdZVgE0YI0bTChSTanEx3QDGokxio07DHgX20w25zeLHM26yDoYUDyT9DN%2F%2FWPuFW%2FWyLERIMzGREKWTXBVogHfMDMfBB37mjZgxLjZUlWqQlbaP6eRy6vD3rhTdfY7CJZvpOkiwB%2Fkm3T8J7jE%3D,NA,NA,NA,NA,NA,#471393023,NA,Samsung,Carcasa
15, Cafele Carcasa Magnética + Vidrio iPhone 8 Negro ,13,NA,12,1,12,1.083,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUATRO+GLACIARES,https://articulo.mercadolibre.cl/MLC-480448512-cafele-carcasa-magnetica-vidrio-iphone-8-negro-_JM#position=15&type=item&tracking_id=67318d3d-1ab4-423b-8e98-936ca46e2ce9,NA,NA,NA,NA,NA,#480448512,NA,Apple,Carcasa
