search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2352
				vendidos
			
		",(36 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,73,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM#position=1&type=item&tracking_id=fa4f480b-dda1-457f-8041-4c1c6043236a,55,12,4,0,2,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
2, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				847
				vendidos
			
		",(219 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,18,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293#position=2&type=item&tracking_id=fa4f480b-dda1-457f-8041-4c1c6043236a,17,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
3, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,1253,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1098
				vendidos
			
		",(602 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,57,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129984#position=3&type=item&tracking_id=fa4f480b-dda1-457f-8041-4c1c6043236a,47,6,3,1,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
4, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				471
				vendidos
			
		",(47 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-686264793-funda-silicone-case-iphone-8-7-plus-5s-se-6-6s-original-_JM#position=4&type=item&tracking_id=fa4f480b-dda1-457f-8041-4c1c6043236a,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
5, Funda Ringke Original iPhone X Xs 7 8 Plus Max+vidrio+envio ,1413,NA,"
			
				Nuevo
			
			
				
					 - 
				
				454
				vendidos
			
		",(445 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,23,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-749127423-funda-ringke-original-iphone-x-xs-7-8-plus-maxvidrioenvio-_JM?searchVariation=32500157139#position=5&type=item&tracking_id=fa4f480b-dda1-457f-8041-4c1c6043236a,22,1,0,0,0,#749127423,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
6, Funda Metalica Magnetica Vidrio iPhone X Xs Max 8 7 6 Plus ,813,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1367
				vendidos
			
		",(197 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.7,60,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-741182860-funda-metalica-magnetica-vidrio-iphone-x-xs-max-8-7-6-plus-_JM?searchVariation=36653627535#position=6&type=item&tracking_id=fa4f480b-dda1-457f-8041-4c1c6043236a,35,5,1,6,13,#741182860,Apple,Iphone X;Iphone Xs Max; Iphone 7; Iphone 8; Iphone 7 plus; Iphone 8 plus; Iphone 6; Iphone 6 Plus; Iphone Xr,Norcel,Magnetica,Bumper,TPU/Policarbonato
7, Funda Tpu Slim iPhone 6s 7 8 Plus X Xr Xs Max + Templado ,630,NA,"
			
				Nuevo
			
			
				
					 - 
				
				646
				vendidos
			
		",(793 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,27,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-636606079-funda-tpu-slim-iphone-6s-7-8-plus-x-xr-xs-max-templado-_JM?searchVariation=28306700119#position=7&type=item&tracking_id=fa4f480b-dda1-457f-8041-4c1c6043236a,14,8,2,1,2,#636606079,Apple,"iphone 6, 6s, 6 plus, 6s plus, 7, 7 plus, 8, 8 plus, X, Xs, Xr, Xs Max",Sin Marca,TPU,Silicona,Silicona
8, Funda Magnetica Samsung + Vidrio Templado El Combo Perfecto ,1269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				266
				vendidos
			
		",(1062 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,2.4,9,https://perfil.mercadolibre.com.ar/PETROINCA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=XYyMbXa8RR%2BMTwyFcM8j1zotRKI6Xnn9OblpLK4rLiSUMutuJgTUc%2Ft40W9iYtMf2o8EM8iNmbWCED6I43I%2FOblnAfT7i8c6yQaElDVo1WLgqNHbM%2BeIt7IX22ZiFzqlb88b8CFPB52sRCW6zJQOJLAaTbnwnw5PzKJvOyWudPxNTy4vIOP6njc%2BpNiiEfvwoGMo0TXQgG3RcRBXIx7lXKxT3FiMFmDIH89EfdxV4TcFB6yKPbLLamNW6a1DSfw7EWXT2O7IhoZXuRBEliKangpcTGe10WalfM3R0nUl6aEQUl0qYxXNKQ1GoFm%2FulXhQxs8AA5sqUlAvSgkjliO4TfWITQ6jKDLIFCCDknMeKD4%2Fv7CQoTEUue9JRPXetYENYkU5bAvj%2FIrCqIE%2FkH8H1hHvopmaTYywX5fw2DopjzTU9HmonkYT6R5wV5gtoaFj8gyYdcDHZUkYwSp8QAoGpPJoYSG1u7t2bMLMTSmgZyyCxbqQ8ug8SqDR4lCZxdCUHsNaMK4welXFfNCVC%2BbD1vS168i%2FQClewOAFVtbq2PafhmQP8MZ%2F1HpbCjwMctbwAg%2BbURvBkjgd%2BglvexdCshfhREmaQ85QxvRbDIK8hvybCxwcNctOeJjQJSSu3Ocm2G%2FOkBiN3Gy0I32ePT6JDhRUKSJO5LScecF%2BF4BzHBVuUoy4khaWtkbCXJcTQLkOlUwftJ6z3W90FpvQLE2HMZdoz9JwWRmk%2FbDpqE%2BVYLu2mWNS9JxtNPdd25e8EfX6Qa7nqApdOcNuBE355R7K8tfm00ZND3ynT3yHzydIKKdI7fiRpacjxzAXIdQ1u3TIckxQkouYJFn2sMMqEDt5ZvXF0eFpqCkPXLI7AoPvaXUGagtl0Q%2B27T7EHbyHa5CjKnPA9%2FUEmUMeSlWkN9yLT%2F3wMjnLqqf3DIz2QOKeFsfQyRgdc5TuZFDdzKZIlUsgbB1eVOEqrq7iXyDqBWVekQqnNAjkMvjX2zF4bUlAPjNYIlwZFAXLjsnBYMBEDaptp0%2Bpen%2FVrZE0G%2FfZ6hlbpGVLgebU81WgYkXPFoukGj4tTrgjsa5sawmvJCTDnu5wkRhgIZmbiaJ%2FxY%2FwDHENdixUtZnQhzBWWd5UJC7vfaZ%2Bx1fcz0BdHDhDdBENfpilqmYIszbtB7cbwNZjdnyuUCNAB7NPEjy0ohuqQfsapUbRmnjP3yREb0%2B2JthDRc8hOgpidN%2F%2FqBGFpKkbysYKFOsKbjN98QAH%2FgUKlFUCRO6uvz5XZdoQgw%2F%2Fj46LmPvvIoHj7l7bMqDMuvKU63ZWlOOa4NzZW9SFxxqDCpfWeY6YnTO81FzUtir%2FN%2FEcFwF6k0kEsp8yuYjGshgqQBuSyrvPCpyT5tj1EimafwokE%2B%2F7WPVwa5%2F1k3yQy3%2FB0hSOsJsRhTscs1o6Lc9jBCqs%2BGhwChWiJIoLue5XDA7RutY0zj8zSpMpL9JBIaqeJfClvQJajhfVIu1mSxwUoe3b9WlGPAmewE8aiUh2nkSNk%2BynV5RlpO5H25iZIv6JVL8usixnjVcCXDWSi3tg2Zq5XQ4a53X3tyZdFrx82h%2BaY7zjQb2BQWYI2FdDHMFcICNdyEptfdoPpr%2FIENdklRC3m%2FSE2jm6bZHmNBSkWlBEzZ%2BBdg6Xtm5arK%2FXYGSoZJWjb%2BmOCrI%2Fg9foWaKRshJ2Nf8mwiX7%2BjrKW%2B9NEorO%2FX8%2B7jYMojq59Sk0e3GC7v7uwkYZb9OxdeEkwdO71dIADA8PVB8,3,0,0,1,5,#752512493,Samsung,Samsung S9; S9 Plus; S8; S8 Plus; Note 8; Note 9; S7 Edge; J4 2018; J4 Plus; J6 Plus; A7 2018: S10; S10 E; J6 2018; J8 2018; A10; A30; A50; A70; M20; M10,Petro,Magnetica,Generico,Aluminio
9, Funda iPhone 8 Plus 7 Plus Apple Original Silicona Soft ,499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5152
				vendidos
			
		",(406 disponibles),12 cuotas,NA,NA,Envío a todo el país,NA,NA,4.6,199,https://perfil.mercadolibre.com.ar/CRAZYSTATION,https://articulo.mercadolibre.com.ar/MLA-655324667-funda-iphone-8-plus-7-plus-apple-original-silicona-soft-_JM#position=9&type=item&tracking_id=fa4f480b-dda1-457f-8041-4c1c6043236a,148,29,15,4,3,#655324667,Apple,8 Plus / 7 Plus,Apple,Silicone Case,Bumper,Silicona
10, Funda 360 Luxury Para iPhone 6 6s Plus 7 8 Plus Proteccion ,380,420,"
			
				Nuevo
			
			
				
					 - 
				
				1005
				vendidos
			
		",(150 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,72,https://perfil.mercadolibre.com.ar/NORCEL01,https://articulo.mercadolibre.com.ar/MLA-639436171-funda-360-luxury-para-iphone-6-6s-plus-7-8-plus-proteccion-_JM?searchVariation=33766199104#position=10&type=item&tracking_id=fa4f480b-dda1-457f-8041-4c1c6043236a,57,13,2,0,0,#639436171,Apple,Iphone 6; Iphone 6 plus; Iphone 7; Iphone 7 plus,Norcel,360 LUXURY,Plastico Duro,TPU/Policarbonato
