search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
1, Capinha Capa Silicone C/ Logo iPhone 6s 7 8 Plus X Xr Xsmax ,33,NA,1280,4479,6x,5.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,21,https://perfil.mercadolivre.com.br/MALE2382936,https://produto.mercadolivre.com.br/MLB-1248683581-capinha-capa-silicone-c-logo-iphone-6s-7-8-plus-x-xr-xsmax-_JM?searchVariation=38604797244#position=1&type=item&tracking_id=93824148-236c-4bff-a5c1-e3f5ca23e610,15,5,1,0,0,#1248683581,Apple,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Silicone,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Apple Case,Silicone e microfibra(camurça),NA
2, Capa Capinha Ultra Fina Fosca iPhone 6s Plus 7 8 Plus Novo ,22,NA,924,104,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,19,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026051169-capa-capinha-ultra-fina-fosca-iphone-6s-plus-7-8-plus-novo-_JM?searchVariation=33828135574#position=2&type=item&tracking_id=93824148-236c-4bff-a5c1-e3f5ca23e610,13,4,0,0,2,#1026051169,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
3, Capa Capinha Magnetica Luxo iPhone 7 8 Plus X Xs Xr Xs Max ,54,NA,580,7438,10x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,14,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1213994623-capa-capinha-magnetica-luxo-iphone-7-8-plus-x-xs-xr-xs-max-_JM?searchVariation=38590025464#position=3&type=item&tracking_id=93824148-236c-4bff-a5c1-e3f5ca23e610,12,0,1,1,0,#1213994623,Apple,iphone,jk capas,Magnética,capa protetor,metal e vidro,NA
4, Capa Capinha Anti Impacto 4em1 iPhone 6 7 8 Plus Xr X Xs Max ,49,NA,337,17539,6x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,19,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1210095124-capa-capinha-anti-impacto-4em1-iphone-6-7-8-plus-xr-x-xs-max-_JM?searchVariation=35219107399#position=4&type=item&tracking_id=93824148-236c-4bff-a5c1-e3f5ca23e610,15,3,1,0,0,#1210095124,Apple,IPHONE,JK CAPAS,CAPA 4 EM 1 ANTI IMPACTO,CAPA PROTETOR,TPU/Policarbonato,NA
5, Capinha Ultra Fina Fosca iPhone 6 6s Plus 7 Plus 8 Luxo Capa ,22,NA,564,69,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,12,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026034649-capinha-ultra-fina-fosca-iphone-6-6s-plus-7-plus-8-luxo-capa-_JM?searchVariation=33827713956#position=5&type=item&tracking_id=93824148-236c-4bff-a5c1-e3f5ca23e610,8,2,2,0,0,#1026034649,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
6, Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Aveludada ,32,NA,555,93,6x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,12,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://produto.mercadolivre.com.br/MLB-1246923437-capinha-capa-case-silicone-iphone-7-plus-8-plus-aveludada-_JM#position=6&type=item&tracking_id=93824148-236c-4bff-a5c1-e3f5ca23e610,12,0,0,0,0,#1246923437,Apple,iphone7 plus  iphone 8 plus,Silicone,iPhone,Silicone,Silicone- Aveludada,NA
7, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8plus X Xr Xs Max ,34,NA,5722,20793,6x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,502,https://perfil.mercadolivre.com.br/JKCAPAS,https://produto.mercadolivre.com.br/MLB-682539065-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8plus-x-xr-xs-max-_JM?searchVariation=22563854146#position=7&type=item&tracking_id=93824148-236c-4bff-a5c1-e3f5ca23e610,402,60,25,11,4,#682539065,Apple,IPHONE,JK CAPAS,ULTRA FINA,CAPA PROTETOR,TPU,NA
8, Capinha iPhone 8 Plus Apple 5.5 Poleg. Silicone Case Lacrada ,43,NA,68,1,6x,7.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/VITRINEDOSIMPORTADOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Yx46YuPRvJ95Iz7hiQz7J%2BrWeUnTYSrEcSOMZ4SIutpM5bMeT5O3MyWBD%2BiUzEdnZxa6vhfP8lPA9uLGzw94JM65fZPx313tMX7pnBfN9y10jrbTBULTmVjwXWTtrYEIO4p3tTAS4PBVNRLbJ1ysm3SWC1W879BDdVrEyRiYRuQPM6IS9kvXIRXBq1t7fgwLkBFG2gM1aVCvyr6qu%2Fl1FjyHlQRHtWiGCLeXIb8Op%2FxSBdJAdexVH5ZhHYdA05fdip%2FuHAQtJPys7DK0T3PIQqvmOrXqT6A5R9iFAud4njCDLqM0Et1xV6KHYFnuSUkd7VaaxNpdjFEryKRJc3AaOJyvFaH2UN9TwuQckOX0tU0YfXsNdCF5iOlx6y3gRkfC4WLYnEfxSkgE7CJL5gkrSgc50C4QADmznHZQgVYEhPjI%2FmYf7y09r%2BF2meF7Bn6sCL%2FFoKQ%2FcXMo3g36pFK%2FQ26WqO7pZiD1I3qXr0%2F%2FnIjvVWeu551Hvkan5%2Fya1QcjQ%2B86ZN5buI7DOXQNVcvZnBdK7YcXC9sfQTl44geNek%2FKxBhkFSbVat8Ft1CXd8SQb8y9UpIDuU77HJ8bQYL2M0%2BGsMxVZWsFJgSUYoeBBRGrOaHi%2FMqMu4o7p%2Bt50z%2Bw7udjySj7aeEBlPOO2nR%2F0%2B%2Fzyl3g4GXQxOOeJknTZC8n64VIWzxpzPJ4mYtRVUJr2wbwSYePsW4TITDAoZjbe%2BWLLatUIxA8LUGqUqCpfljx1Au0%2B51QX1qpVFPMatYvQ%2B%2FdxHwqyuZLzjZnzJQK58PgFWBsLyiZEQZ07evsqo9%2BW84X51zHneQAd%2BqhDMCLTsMlm52gZzqzHD4AMw14UFhPNLwj4dqMEJnS9KyY8WxL0TdMuaAPkU0Dmq8VaPFlHkzjVmy6j5yJSBrjIwkBpKH38eU883yCFXYgJ5Yvbf6HyXAvP33uLatl6VQxVpTEySB9F68nrC%2F%2F%2Blg8oiIX839H%2BIZRaltbWgDHBOmhgvIQYYUNmC6Ss7B%2BF7ZDZJEOxT758lzGY3C9NUs5YGhTJfgUEZkpVSDFiovtD4ApZ3MeQjuB6oSK7YwzeUl5fO27Ll3ABdx0eiNhrFk54CTCuotoEqOkNjVk%2FdL23LzeDueyJS1TzA1okMWPVLqWx%2Fy%2BHH84%2BXagoKbzZCHI7C30ffg0xeCVjPAKYvUZBGtmFAjxFCsi0TEBrwDXu4k2URRDYXCjimDy3kiev%2FDwlKo3mq6T9BTfQSRZN7j2WOumakwKLgsFJuXYDbQGrXjLrTucSaymCx3uUwg0NqO6PP%2B3H2%2BICUSS4QCGINnohM0NfkbqunpnJJmX9LVKTt4MBwtBh4Ezxzkg2%2BRtS6YUIFbnrfiqqJRFE6BJ06adqTHT0SAvqbGW%2FbYVeV730xi8OuEJU1zzmcLuSaEf1H1%2BTiLY9az8S7EVvmkCOaJrMFCO7PcVMdxERBPuDlZagAg2hGPmUIoL7lZADDpCS04EyZiOqw4p0f7eLcltxBVJJ1j5ZbtP6pUl9gdZfN6PGUpW7JXUvxuHAMcA6jEGTvxBzV%2B27HFGl%2FqKP4inlIYOhSlGRodz55HKke%2FvjBseXIw4pf97ZYEWEOJAG6G3VuHs4ma9FDEaXTTC6LCoXE%2B1ysbkamCTFOCoCmCDn%2Fz2cQL%2BeScNCUWQXCl3DQIZW7b%2BDIjofN1esTgaJuoSRvfsOVSPnnc1MQ%3D%3D,1,0,0,0,0,#959015003,Apple,iPhone 8 Plus,Apple Inc.,Silicone Case,Silicone,Silicone,NA
9, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8 Plus Xs Xr Max ,35,NA,316,9811,6x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,9,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1197368219-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8-plus-xs-xr-max-_JM?searchVariation=34356084379#position=9&type=item&tracking_id=93824148-236c-4bff-a5c1-e3f5ca23e610,9,0,0,0,0,#1197368219,iPhone,iphone,jk capas,ultra fina fosca,capa protetor,TPU/Policarbonato,NA
10, Capinha Silicone Aveludado iPhone 8 Plus Verde Agua ,29,NA,239,261,5x,5.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,10,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539317-capinha-silicone-aveludado-iphone-8-plus-verde-agua-_JM#position=10&type=item&tracking_id=93824148-236c-4bff-a5c1-e3f5ca23e610,9,1,0,0,0,#1165539317,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
