search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato
1, Audífonos Bluetooth Bt-100 Negro Maxell- Con Obsequio ,9.99,15.990,276,2,12,832,NA,Envío a todo el país,NA,NA,4.5,29,https://perfil.mercadolibre.cl/MAXELL+CHILE?brandId=219,https://articulo.mercadolibre.cl/MLC-452371070-audifonos-bluetooth-bt-100-negro-maxell-con-obsequio-_JM,21,4,2,2,0,#452371070,Maxell,EB-BT100 CARBON,NA
2, Audífono Inalámbrico Sennheiser Pxc 550 Negro ,199.99,299.990,18,2,6,33.332,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=477,https://articulo.mercadolibre.cl/MLC-476118783-audifono-inalambrico-sennheiser-pxc-550-negro-_JM,1,0,0,0,0,#476118783,Sennheiser,PXC 550 negro,NA
3, Audifonos Inalámbrico Bluetooth Tws-k2 AirPods Mano Libre ,14.99,NA,92,8,6,2.498,NA,Envío a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/MUNDOMAGIA%C3%91U%C3%91OA,https://articulo.mercadolibre.cl/MLC-478331938-audifonos-inalambrico-bluetooth-tws-k2-airpods-mano-libre-_JM,1,1,0,0,0,#478331938,NA,NA,NA
4, Audifonos Bluetooth Tipo iPhone 7 iPhone 8 ,14.99,NA,188,1,6,2.498,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/TELOTENEMOS.CL,https://articulo.mercadolibre.cl/MLC-461170076-audifonos-bluetooth-tipo-iphone-7-iphone-8-_JM,1,0,0,0,0,#461170076,NA,NA,NA
5, 2 Unidades Audifonos Bluetooth I7s Tws iPhone Samsung ,15.5,NA,123,5,6,2.583,NA,Envío a todo el país,NA,NA,1,1,https://perfil.mercadolibre.cl/CASALIVING,https://articulo.mercadolibre.cl/MLC-476398231-2-unidades-audifonos-bluetooth-i7s-tws-iphone-samsung-_JM,0,0,0,0,1,#476398231,Samsung,NA,NA
6, Audífonos Bluetooth Auriculares Inalámbrico Caildad!!! ,9.99,NA,434,291,6,1.665,NA,Envío a todo el país,NA,NA,4.7,33,https://perfil.mercadolibre.cl/MUNDOMAGIA%C3%91U%C3%91OA,https://articulo.mercadolibre.cl/MLC-447161588-audifonos-bluetooth-auriculares-inalambrico-caildad-_JM,28,3,1,0,1,#447161588,NA,NA,NA
7, Audífonos Bluetooth 1a Bt Extrabass / Mundo Electro ,24.99,NA,86,2,12,2.082,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-479754166-audifonos-bluetooth-1a-bt-extrabass-mundo-electro-_JM,1,0,0,0,0,#479754166,Sony,1ABT,Headset
8, Audifono Bluetooth V4.2 Inalámbrico Hbq I7-tws ,7.99,14.990,376,124,6,1.332,NA,Envío a todo el país,NA,NA,3.2,6,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-459017997-audifono-bluetooth-v42-inalambrico-hbq-i7-tws-_JM,2,0,2,1,1,#459017997,TWS,I7S,NA
9, Audifono Bluetooth Jbl Ck700 Oem ,19.98,NA,72,19,6,3.330,NA,Envío a todo el país,NA,NA,4.2,5,https://perfil.mercadolibre.cl/VENTASMACUL2014,https://articulo.mercadolibre.cl/MLC-462764799-audifono-bluetooth-jbl-ck700-oem-_JM,3,1,0,1,0,#462764799,JBL,NA,NA
10, Audifono Bluetooth Universal Inalambrico Para Deportes ,3.99,7.990,643,20,6,665,NA,Envío a todo el país,NA,NA,2.5,11,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-436105516-audifono-bluetooth-universal-inalambrico-para-deportes-_JM,1,1,3,3,3,#436105516,NA,NA,NA
