search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Formato
1, Auriculares Bluetooth In Ear Instto Insun X S iPhone Android ,3699,5549,"
			
			
				
				665
				vendidos
			
		",(883 disponibles),6 cuotas sin interés,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,250,https://perfil.mercadolibre.com.ar/TIENDAS+ELECTROSHOWS?brandId=1507,https://articulo.mercadolibre.com.ar/MLA-754700205-auriculares-bluetooth-in-ear-instto-insun-x-s-iphone-android-_JM,147,65,23,10,5,#754700205,Instto,INSUN,InSun X,Insun XS,In-Ear
2, Edifier W800 Bt Auriculares Bluetooth Inalámbrico Cable ,3990,NA,"
			
			
				
				79
				vendidos
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,4,https://perfil.mercadolibre.com.ar/TIENDAS+STADIO?brandId=58,https://articulo.mercadolibre.com.ar/MLA-664089766-edifier-w800-bt-auriculares-bluetooth-inalambrico-cable-_JM,1,3,0,0,0,#664089766,Edifier,Over Ear Bluetooth,W800BT,W800BT,Over-Ear
3, Auriculares Inalambricos Bluetooth 5.0 I7s Tws In Ear ,845,890,"
			
				Nuevo
			
			
				
					 - 
				
				2656
				vendidos
			
		",(269 disponibles),12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,98,https://perfil.mercadolibre.com.ar/SYSIMPORTACIONESS,https://articulo.mercadolibre.com.ar/MLA-735692134-auriculares-inalambricos-bluetooth-50-i7s-tws-in-ear-_JM,48,23,15,1,11,#735692134,TWS,Earphone,I7S,I7s,In-Ear
4, Xiaomi Qcy T1c Bt Mini Dual V5.0 Auriculares Inalámbricos ,1001,1094,"
			
				Nuevo
			
			
				
					 - 
				
				408
				vendidos
			
		",(886 disponibles),6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/COMPRATECHAR,https://articulo.mercadolibre.com.ar/MLA-779971291-xiaomi-qcy-t1c-bt-mini-dual-v50-auriculares-inalambricos-_JM,NA,NA,NA,NA,NA,#779971291,QCY,NA,T1C COLOR NEGRO,NA,In-Ear
5, Auriculares Bluetooth Deportivo Inalambrico Celular Samsung ,349,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1713
				vendidos
			
		",(564 disponibles),12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,50,https://perfil.mercadolibre.com.ar/QUIEROESO+YA,https://articulo.mercadolibre.com.ar/MLA-705185832-auriculares-bluetooth-deportivo-inalambrico-celular-samsung-_JM,25,12,4,7,2,#705185832,Quiero eso ya,Bluetooth,QUIERO ESO YA,NA,Ear-Buds
6, Auricular Bluetooth Vincha Micro Sd Radio Fm Inalambrico P47 ,679,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1621
				vendidos
			
		",(19 disponibles),12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,83,https://perfil.mercadolibre.com.ar/MWPRODUCTSARGENTINA,https://articulo.mercadolibre.com.ar/MLA-669916084-auricular-bluetooth-vincha-micro-sd-radio-fm-inalambrico-p47-_JM,46,27,8,1,1,#669916084,Genericos,WIRELESS,P47,P47,Over-Ear
7, Auriculares Bluetooth In Ear Inalambrico Con Base Recargable ,844,889,"
			
				Nuevo
			
			
				
					 - 
				
				1324
				vendidos
			
		",(243 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,3.7,29,https://perfil.mercadolibre.com.ar/TPSHOP_BAIRES,https://articulo.mercadolibre.com.ar/MLA-764888251-auriculares-bluetooth-in-ear-inalambrico-con-base-recargable-_JM,17,2,1,1,8,#764888251,TWS,Earpod,I7s,3,In-Ear
8, Auriculares Bluetooth Qcy T2c Tws Original 2019 Inalambrico ,2660,2800,"
			
				Nuevo
			
			
				
					 - 
				
				1805
				vendidos
			
		",(297 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,164,https://perfil.mercadolibre.com.ar/TIENDASHOPEALOML,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=VetpEpWwCPpTD1hS%2FLo7E6QfqhBEHNTYGbDtUK3wLwhRjDSPxPgxlOmgH4ez%2B1JbUqWufrakl5pKufK9%2BFkwu8y2sJC1syJdBnD2O1VUNX79%2BRq3xANMIEhB1vDRrL%2FgbFGQz%2FrJ14UIuuUSYUSqgxlvaiJmfCYu9BkJPJ4PmapRW5tEbxtgiAujdVEA%2Bt5qCXs0AgeXhw4kk0f15n27ieIRd73TA4pZlIIiRj6NLe4wCqRNVQX6QnfELiSXpmfCwetLw2P%2Fiw7G4RHMB411Vc1koZdHSYfu7PgT2bvGK4m25x1CC5mNZuW7ltXHjijj8%2Bg6Qdd3sT8k0oTru9l1KecjcO57wj1TMGxZgRu3jD7l830oZj2o%2Btamt60vCRkCNTWTeg%2B8Kbq%2BvcHX7IPhfhPTVce%2BOCwh5041dmemIu2IrVcvHCXzjSoNXZbBmi4zqAwAIba%2Fw2mSo4tSgRgMYhrWGsK7llOVEWEHlQZ%2BVfQ%2BI9G4%2BJ%2FS0G%2BfIUDO0iPlqG4a8CT2gdFVN0bHwLRh94lx5MbzFj4ZOcsVEU9exsB32AmLIXZLn6VKHpbT0NHzPxnsaORQyh%2BQ8Dbo9XFxpp6EhOUtepRjxA%2BFZj58rMnfNwMrvDlOd4p%2BAKFIzUhuQyUkYPYLbGdamHJl%2F94TsxDfJF1482kOUV1CSL5W1VSiYDv%2FTaWDEjdrku%2Fi%2Fl2jNZcxyp%2Bmhbp6U96w529%2BPBVjT2YxDNNPaX3TX0De7LPVVGoyPeJ%2BM9g9wvb55TzNIiKFnzY6%2F%2Fiv1JfrIUzOJLwBFg5MZBXzBzjgc78xv6AOQ81gTDT4L%2FfgrcebBH7CDeszKk5e3B7B50%2FfMGxvl%2FOaj59tTYNnpcPqxVGEuHKqlBBfm%2B4ovIpLyjpWsMKaxzS%2B%2BoZKI%2FqQHkt10Bq0g7JhbNdWm0iEKcRpP%2FVpUSYu3zwDEexkkuN6dA7iHyxQLXAr%2BxfT2XOIvJFXrBlbi6wze%2BYOCGR2lVzDpqnNlxltckCIDWllnC4fkM4isKIrDareu69FQqmGF%2FAJ5T8yHZ0GPRT1hLHA4zMClP9crxzN0IedJEki2FLpvOcLAK%2BDLFKx8c08NNNkv2qgBskraSKdODD78Y9m7j94oRzRwVPkpInr2G4EbfthCUD57EGjxfYoxXWyiKr1YsaeVnQQ409uuxyRSNM7z4aqcLnVbUWaufCwBEJF7wPI1mcb5tqgKrMtNB1MB2L6HhhRXQ43CV2YUdDDEU1WopHjL7fD5g9PR90233PqqAv%2Fxp5mZSV%2FPc1xqj7lskSlyWB2RcRRY%2FNonJjv9YZqQzLJLY1nFJ6jy4ccPRk87oTB3TqY2NjJiXdKx2rqzNiwm46PPoevM1MN1DoNZYky%2BFYhuUNRTj4YgvyYdcIRusc16lRgTzeH82aw7TePHQzl5VEwvS%2Ftt2hZYRL5l21qk9CQTzvpmAuTQ0P6rzmie6RiIO72K0ADXP62hCnzmaD3g3dS6wd1SwEy6sAOmw%3D%3D,118,33,8,2,3,#693323156,QCY,In-Ear,T2C,In1852,In-Ear
9, Auricular Bluetooth Mini Manos Libres Android Ios Jazak Shop ,248,NA,"
			
				Nuevo
			
			
				
					 - 
				
				843
				vendidos
			
		",(72 disponibles),12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,18,https://perfil.mercadolibre.com.ar/JAZAK+SHOP,https://articulo.mercadolibre.com.ar/MLA-683267715-auricular-bluetooth-mini-manos-libres-android-ios-jazak-shop-_JM,7,7,1,0,3,#683267715,KIBUN,NA,S530,S530,Ear-Buds
10, Auriculares Inalambricos Bluetooth I7s Tws iPhone Android ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				572
				vendidos
			
		",(205 disponibles),12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,2.6,11,https://perfil.mercadolibre.com.ar/ELECTRO+LAND,https://articulo.mercadolibre.com.ar/MLA-751694759-auriculares-inalambricos-bluetooth-i7s-tws-iphone-android-_JM,4,0,1,0,6,#751694759,TWS,NA,I7s,NA,In-Ear
