search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Formato,Modelo alfanumérico
1, Fone De Ouvido Bluetooth Xiaomi Redmi Airdots ,115,148,"
			
			
				
				6761
				vendidos
			
		",(961 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 958
		
		 sem juros
		
	

	
		",58,NA,NA,NA,NA,4.7,437,https://perfil.mercadolivre.com.br/LOYALMALLBR?brandId=2069,https://produto.mercadolivre.com.br/MLB-1218445107-fone-de-ouvido-bluetooth-xiaomi-redmi-airdots-_JM,362,50,16,1,8,#1218445107,Xiaomi,Mi,Redmi  Airdots,In-ear,NA
2, Fone De Ouvido Flexi Sport Bluetooth Preto Multilaser Ph181 ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				158
				vendidos
			
		",(41 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1147
		
		 sem juros
		
	

	
		",47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.9,12,https://perfil.mercadolivre.com.br/QUICK+BRASIL,https://produto.mercadolivre.com.br/MLB-1159521710-fone-de-ouvido-flexi-sport-bluetooth-preto-multilaser-ph181-_JM,8,0,1,1,2,#1159521710,Universal,Sport,PH181,In-ear,PH181
3, Fone De Ouvido Bluetooth I7stws AirPods iPhone Android S/fio ,31,NA,"
			
			
				
				3337
				vendidos
			
		",(96 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 533
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,NA,NA,3.5,81,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1132266958-fones-de-ouvido-sem-fio-bluetooth-i7s-tws-_JM,29,19,10,7,16,#1132266958,AQ Shopping,NA,NA,NA,NA
4, Fone De Ouvido Edifier W800bt Bluetooth - Nota Fiscal E Gtia ,250,NA,"
			
				Novo
			
			
				
					 - 
				
				1810
				vendidos
			
		",(156 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2083
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,994,https://perfil.mercadolivre.com.br/RCKAUDIO,https://produto.mercadolivre.com.br/MLB-1054567240-fone-de-ouvido-edifier-w800bt-bluetooth-nota-fiscal-e-gtia-_JM,833,127,27,3,3,#1054567240,Edifier,W,W800BT,Over-ear,NA
5, Fone De Ouvido Bluetooth 4.1 Bateria Dura 20 Horas De Musica ,45,NA,"
			
				Novo
			
			
				
					 - 
				
				4434
				vendidos
			
		",(320 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 849
		
		 sem juros
		
	

	
		",49,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,244,https://perfil.mercadolivre.com.br/123+COMPROU,https://produto.mercadolivre.com.br/MLB-751234756-headphone-bluetooth-fone-de-ouvido-usb-micro-sd-radio-fm-b01-_JM,150,49,21,12,12,#751234756,Importado,NA,Headphone,Headset,NA
6, Fone De Ouvido Sem Fio Bluetooth 4.1 Esportivo Stereo Sport ,152,NA,"
			
				Novo
			
			
				
					 - 
				
				959
				vendidos
			
		",(417 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1462
		
		 sem juros
		
	

	
		",62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,56,https://perfil.mercadolivre.com.br/TECHWEB-STORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=tJayvP3Bm7nxCE6idjj2VarZpgksPhbJ8pkZNj%2BCdSWXfhH8wjeIHSKcWZArhy0A1e%2BA4HfiOZs6RvQdQvhmxF5vz79O7a1me%2Fl0bbSl344MUaU2AcBUarkLPhwhk4oDBuLhzYn%2BF%2F8%2F3jNgq4dKU9e3kXLdP8SwqBCElSuZqOv5Ip%2B8roxb8xZ%2BOzk5EZ29fx2fFjPpU7rgy5lRHtSA4jnJJP76bOu0755NU0juUn1HEuCxYSRPVxuUAipTPxVFI2pUZOkhowB%2F2ZYiU8XoF1T%2B%2F8h0zP%2B%2BvOOtx8SrwIYtcUKs9YemTVYN5Rsv4vyW2zmD7w07I9JxAbSx1p6S6cbXfXNjQ8jWxGSMZkQ8CTr7fd5eiYn4DL32JKU5YVqicl745XaxracCooc14IWRepwnAqIgd1z2YBsegA4oLhEI0rul3PQ%2BWVt6HcMa2KafRY6GK6Phv%2FnpFgxJMA6zOIwcLfoxgUkCTAyf%2BKcxLOeiE2062LN%2FHxLbKUdFEcXQ7g2rkVuO8XDyjNOkQix6UCCzy9xbqPosIp58Gtv%2FGjYbvlMKRO9abiuWn8HHhbzocEtbSiLKaNR5LwItfGYcMAs87O6gK0Z78SpojOYiZ43kGZqM%2FoIjUwbIFnI7%2BetV7HD7zuNkVeR7fEXrYOaC2TRpZNEbj2Ju1NKX%2FoeAy4xHRyHF%2B8UhxyMaYsT4%2FGlulfqAeDA%2BsnBUtx0fpARdDIuPlsifaBTkc7yALEv%2BcruFVnPkZC%2ByA3h3BdY8sdjAZJxdcHugISAxvfTr%2BjdT943FNiDgNujiDj1L9%2Fl%2FXDyAt0RHIcaC6sS7KRPTI9vXdKu5ksCHIbfr6SxYOEj04NsrqEclyiBRMRZ4zNZzhj4YtJIwgmsiFX%2BAYGTLzk5PIpNvoZLLZ0%2Fz2gS2sidwUo3taVxCdG3aOhwtTChxsGH2y1QqYledwJv%2FfLmBhroJBvisz%2F2tr9ZSZpLDTfJn9mayHKPjkR47HdmN1a2mbcE7QloPsYnKBJsPZiP%2FEyBfSFjjIxkzD7jxLE2EIRLA9pldEZZbYgmgtA8GdBmzs%2BgAGdw8EQBM941gqhMD1GVdl30XgbmV7cetd1kqaF2llFwZFPito6%2B5YB8zhetGJzjI2IhGqgoynUWvcBwy1tichJjcw0%2BLA9MTLxAUh9iPxVfmjm46v%2FNPri3zSAQr9K%2BfSZ7e50wPDlOO0lWN7QUom%2BVruTgUNRSyp2wyRs6kQ5sD2oHFuT47tt6Ga9HVuKlLDoKsjFXzrNZoAymzFD8B%2Be0whs4onAf%2FezNocEynW%2BvQCqVpQZ7fbZUuyHe1GBeApGg64yUKCDgtapYOG0IoNgT7zcIjozfLDnU7%2BtEPaB5sF4rteKvfz8aaYJPpGFS6LUAVYWp6FZFimFEnox31uhAAWxNwk13bq7vUcPWzxXoCEMflY0PgGbfxqY%2F9yLqSAvSCQNGOIXJMmd5YAx5rdhtaPOwXdYbOvRPpQKL2VuEObeidYC0I94vfJC6AQLY8AW4lUwGlJrqweFSNpzbAzonsojF64fULYTy%2Bn4zBDvV4xgA3H3R%2FBPOZf%2FjPnm%2BgrYpxpPMcL%2FCACH6HJ6AGTlqOT2SdMQ7UNzQcxLibyQ3dID8tnqkFF27S,42,9,4,0,1,#1184388935,QCY XIAOMI,Fone Bluetooth Sem Fio,QS1 - NOVA VERSÃO,COMPACTO E ANATÔMICO,QCY QS1
7, Fone De Ouvido Jbl E25bt Preto Bluetooth Original 12x ,36,NA,"
			
				Novo
			
			
				
					 - 
				
				3152
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 684
		
		 sem juros
		
	

	
		",84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,190,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://produto.mercadolivre.com.br/MLB-1183090499-fone-ouvido-sem-fio-bluetooth-41-celular-micro-sd-fm-p2-mp3-_JM,170,12,6,0,2,#1183090499,NA,Bluetooth,B-05,Over-ear,B-05
8, Fone Bluetooth 5.0 Qcy T1 Tws Com Case Carregador Original ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				727
				vendidos
			
		",(186 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1806
		
		 sem juros
		
	

	
		",06,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,226,https://perfil.mercadolivre.com.br/PONTOCERTOELETRO,https://produto.mercadolivre.com.br/MLB-1166049389-fone-de-ouvido-jbl-e25bt-preto-bluetooth-original-12x-_JM,169,36,12,3,5,#1166049389,JBL,E-Series,JBL E25BT,Ear-Buds,E25BT
9, Headphone Bluetooth Fone De Ouvido Usb Micro Sd Rádio Fm B01 ,21,NA,"
			
				Novo
			
			
				
					 - 
				
				23311
				vendidos
			
		",(4132 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 594
		
		 sem juros
		
	

	
		",94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,802,https://perfil.mercadolivre.com.br/BETINHO+ELETRO,https://produto.mercadolivre.com.br/MLB-832062116-mini-fone-de-ouvido-s530-v41-sem-fio-bluetooth-universal-_JM,361,161,128,59,93,#832062116,Universal,NA,S530,NA,NA
10, Fone Ouvido Bluetooth Sem Fio Headphone Rock In Rio 100% Nf ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				1304
				vendidos
			
		",(84 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 738
		
		 sem juros
		
	

	
		",38,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,220,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://produto.mercadolivre.com.br/MLB-1081371623-fone-de-ouvido-sem-fio-bluetooth-universal-stereo-lc-100-_JM,129,38,29,4,19,#1081371623,Universal,Fone Bluetooth,LC-100,Over-ear,4.1
