search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato
1, Auriculares Bluetooth P47 Inalámbricos Microsd Colors En Loi ,415,NA,1187,734,18 cuotas,23.06,NA,Envío a todo el país,NA,NA,4.6,39,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-458983451-auriculares-bluetooth-p47-inalambricos-microsd-colors-en-loi-_JM,28,10,0,0,1,#458983451,NA,NA,NA
2, Auriculares Jbl Manos Libres T450 Bluetooth Inalambricos ,2290,NA,271,4902,18 cuotas,127.22,NA,Envío a todo el país,NA,NA,4.8,74,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449839490-auriculares-jbl-manos-libres-t450-bluetooth-inalambricos-_JM,61,12,0,1,0,#449839490,JBL,T450,Con Vincha
3, Auriculares Bluetooth P47 Inalámbricos Microsd Manos Libre. ,425,NA,236,583,18 cuotas,23.61,NA,Envío a todo el país,NA,NA,4.5,15,http://perfil.mercadolibre.com.uy/TMO+TUMEJOROPCION,https://articulo.mercadolibre.com.uy/MLU-456663027-auriculares-bluetooth-p47-inalambricos-microsd-manos-libre-_JM,10,3,2,0,0,#456663027,NA,NA,Con Vincha
4, Auricular Manos Libres Bluetooth Wireless Headset ,290,NA,68,74,18 cuotas,16.11,NA,Entrega a acordar con el vendedor,NA,NA,4.5,4,http://perfil.mercadolibre.com.uy/ILUMINAR%C3%81S,https://articulo.mercadolibre.com.uy/MLU-459217731-auricular-manos-libres-bluetooth-wireless-headset-_JM,2,2,0,0,0,#459217731,NA,NA,NA
5, Auriculares Bluetooth Manos Libres Jbl E25bt iPhone Febo ,2398,NA,182,99817,18 cuotas,133.22,NA,Envío a todo el país,NA,NA,4.8,21,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449243520-auriculares-bluetooth-manos-libres-jbl-e25bt-iphone-febo-_JM,16,5,0,0,0,#449243520,JBL,E25BT,Sin Vincha
6, Auriculares Bluetooth Caja De Carga Inalámbrica Oferta ,635,NA,173,2874,18 cuotas,35.28,NA,Envío a todo el país,NA,NA,3.5,12,http://perfil.mercadolibre.com.uy/ELECTROVENTAS+ONLINE,https://articulo.mercadolibre.com.uy/MLU-459144646-auriculares-bluetooth-caja-de-carga-inalambrica-oferta-_JM,3,4,3,0,2,#459144646,Apple,NA,NA
7, Auriculares Bluetooth Inalambrico Android iPhone Jogger ® ,350,NA,435,3754,18 cuotas,19.44,NA,Envío a todo el país,NA,NA,3.9,28,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-449191430-auriculares-bluetooth-inalambrico-android-iphone-jogger--_JM,11,9,4,2,2,#449191430,Jogger,NA,Sin Vincha
8, Auriculares Bluetooth I7tws Mini Caja Carga Inalámbrica Loi ,487,640,235,847,18 cuotas,27.06,NA,Envío a todo el país,NA,NA,3.3,12,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-456795897-auriculares-bluetooth-i7tws-mini-caja-carga-inalambrica-loi-_JM,4,2,2,1,3,#456795897,NA,NA,NA
9, Auriculares Bluetooth Inalámbricos! Similar Aipods Sólo Rosa ,600,NA,60,8,18 cuotas,33.33,NA,Envío gratis a todo el país,NA,NA,3.8,5,http://perfil.mercadolibre.com.uy/IMPOCAR+SA,https://articulo.mercadolibre.com.uy/MLU-460510396-auriculares-bluetooth-inalambricos-similar-aipods-solo-rosa-_JM,2,1,1,1,0,#460510396,Apple,NA,NA
10, Auriculares Bluetooth Inalámbricos Tipo Airpod Base De Carga ,639,NA,210,4,18 cuotas,35.50,NA,Envío a todo el país,NA,NA,3.3,12,http://perfil.mercadolibre.com.uy/BLACKDOGELECTRONICS,https://articulo.mercadolibre.com.uy/MLU-453085472-auriculares-bluetooth-inalambricos-tipo-airpod-base-de-carga-_JM,4,3,1,0,4,#453085472,NA,NA,NA
