search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato
1, En Stock Audifonos Original Xiaomi Redmi Airdots ,88,NA,"
			
				Nuevo
			
			
				
					 - 
				
				405
				vendidos
			
		",(853 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,70,http://perfil.mercadolibre.com.pe/ZEALOTT+IMPORTACIONES,https://articulo.mercadolibre.com.pe/MPE-436293760-en-stock-audifonos-original-xiaomi-redmi-airdots-_JM,48,17,4,0,0,#436293760,Xiaomi,Redmi AirDots,Headset
2, Audifonos Jbl Bluetooth Pure Bass Sound T110 Wireles Colores ,119,149,"
			
				Nuevo
			
			
				
					 - 
				
				35
				vendidos
			
		",(39 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,6,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435128963-audifonos-jbl-bluetooth-pure-bass-sound-t110-wireles-colores-_JM,5,1,0,0,0,#435128963,JBL,T110,NA
3, Audifonos Original Xiaomi Redmi Airdots Entregas En 10 Dias ,89,99,"
			
				Nuevo
			
			
				
					 - 
				
				147
				vendidos
			
		",(453 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,70,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-433005812-audifonos-original-xiaomi-redmi-airdots-entregas-en-10-dias-_JM,48,17,4,0,0,#433005812,Xiaomi,AirDots,In-ear
4, Audifonos Inalambrios Bluetooth Imantados Deportivos 2018 ,30,NA,"
			
				Nuevo
			
			
				
					 - 
				
				409
				vendidos
			
		",(35 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,28,http://perfil.mercadolibre.com.pe/FROG_PEOPLE+_IMPORT,https://articulo.mercadolibre.com.pe/MPE-420579803-audifonos-inalambrios-bluetooth-imantados-deportivos-2018-_JM,15,10,1,0,2,#420579803,NA,NA,NA
5, Samsung Galaxy Buds 2019 Audifonos Inalambricos En Stock!! ,539,NA,"
			
				Nuevo
			
			
				
					 - 
				
				62
				vendidos
			
		",(37 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,5,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-436048863-samsung-galaxy-buds-2019-audifonos-inalambricos-en-stock-_JM,5,0,0,0,0,#436048863,Samsung,Buds,In-ear
6, Audifonos I7s Plus Bluetooth 5.0 Inalambricos Apple Android ,64,NA,"
			
				Nuevo
			
			
				
					 - 
				
				310
				vendidos
			
		",(290 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,2.0,1,http://perfil.mercadolibre.com.pe/HUMA7820320,https://articulo.mercadolibre.com.pe/MPE-433034458-audifonos-i7s-plus-bluetooth-50-inalambricos-apple-android-_JM,NA,NA,NA,NA,NA,#433034458,i7s Plus,NA,NA
7, Mini AirPods I9s Tws Audifonos Bluetooth 5.0 Ultima Version ,75,NA,"
			
				Nuevo
			
			
				
					 - 
				
				24
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-435244365-mini-airpods-i9s-tws-audifonos-bluetooth-50-ultima-version-_JM,NA,NA,NA,NA,NA,#435244365,NA,NA,NA
8, Stock Audifonos Original Xiaomi Redmi Airdots Envío Inmediat ,88,NA,"
			
				Nuevo
			
			
				
					 - 
				
				113
				vendidos
			
		",(150 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,70,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-436361713-stock-audifonos-original-xiaomi-redmi-airdots-envio-inmediat-_JM,48,17,4,0,0,#436361713,Xiaomi,Redmi Airdots,Headset
9, Audifonos Deportivos Bluetooth 4.2 Inalámbricos Radio Sd ,39,49,"
			
				Nuevo
			
			
				
					 - 
				
				616
				vendidos
			
		",(384 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.4,9,http://perfil.mercadolibre.com.pe/GRUPONATIC.PE,https://articulo.mercadolibre.com.pe/MPE-418636835-audifonos-deportivos-bluetooth-42-inalambricos-radio-sd-_JM,5,3,1,0,0,#418636835,st3,NA,NA
10, Audífonos I7s Tws Bluetooth Tipo AirPods Blanco Y Negro ,29,NA,"
			
				Nuevo
			
			
				
					 - 
				
				32
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.0,1,http://perfil.mercadolibre.com.pe/LIZANDROAN,https://articulo.mercadolibre.com.pe/MPE-432449528-audifonos-i7s-tws-bluetooth-tipo-airpods-blanco-y-negro-_JM,NA,NA,NA,NA,NA,#432449528,NA,NA,NA
