search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Material,Marca,Modelo,Modelo del celular
11, Estuche Espejados Aluminio iPhone 8 7 6 6 Plus 5 Se ,90,NA,"
			
				Nuevo
			
			
				
					 - 
				
				159
				vendidos
			
		",(78 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 500
		
		 sin interés
		
	

	
		",00,NA,Envío a todo el país,NA,NA,4.7,6,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-445173371-estuche-espejados-aluminio-iphone-8-7-6-6-plus-5-se-_JM#position=11&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,5,0,1,0,0,#445173371,Apple,Aluminio,Iphone,Espejados,Varios
12, Protector 360 Magnetico iPhone 6s Plus 8 8 Plus X Xr Xs Max ,540,NA,"
			
				Nuevo
			
			
				
					 - 
				
				45
				vendidos
			
		",(40 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3000
		
		 sin interés
		
	

	
		",00,NA,Envío a todo el país,NA,NA,3.0,1,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-460107403-protector-360-magnetico-iphone-6s-plus-8-8-plus-x-xr-xs-max-_JM#position=12&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,NA,NA,NA,NA,NA,#460107403,Apple,NA,NA,NA,NA
13, Protector Silicona Similar Original iPhone 6 7 8 X Plus Febo ,290,NA,"
			
				Nuevo
			
			
				
					 - 
				
				235
				vendidos
			
		",(4945 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1611
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,4.7,15,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-451583235-protector-silicona-similar-original-iphone-6-7-8-x-plus-febo-_JM#position=13&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,10,5,0,0,0,#451583235,Apple,Silicona,NA,NA,NA
14, Protector 360 Magnetico iPhone 6 7 7plus 8 8plus Xs Xr Xsmax ,490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				453
				vendidos
			
		",(33 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2722
		
		 sin interés
		
	

	
		",22,NA,Envío a todo el país,NA,NA,2.3,3,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=YTbZwBGLAAB9XbpZfGLg6JrUjv1Fxbqats8cks%2BEK07ryVMvR3QZ6jzwqq4muz9AxtZGGJNyZOwgptzLzOtAlgsRWRc1AqAFNNOgU6BEKufgTc7m4CIEZDqrdN8KNzNKds5nawmrwsky7uy%2FLd5mokBbSnGpmY1WrYSneuoIdJpePOVQ7%2FlaVae7fhgW3kgMXTM5qWnqpjydZ7gPZcdlsrBm1tdg7iR5C1GtrnFa%2BGHRblFPlKn5f%2BJtGVD%2FwsdSDI1PsrUPX%2BpXS33xKNG0MVniYdMTMSS%2BTaN3p4MUArmLsHsaIq4DL18BXkUPF0%2FBjaZGfhzKE0RD8%2FfyLb35dTMNqFJSjw%2BYNS4JOwwgtNySf1RA6qOhzhANkFS2BjR9gO5K1235f5AyrlQMrQlNlh3RKVWoK%2F4fFdn2a5rPpTE%2F7GhCIEdV2eiv5g1C2TWDeLpR%2FCiVutlQpWnee7pnG4Z4VU%2FdcxfJ2Jygtl2QG8J20OyxQHM5dlyDYrjadRNHPudWlnL5rhQZSb3iDnvC7wE4WkXqF3sLwcjZfcINou7uVtbsA3LsEgO0RaWNEb2QMKtTJe5LDhCkwNLwxDD4hQFuQYx3zRWz0xco5haS%2Bce0XzJ%2B7X%2FOdzvL2XvfFzhkkjrk9N7YwHl5urTl8a5rwAhy0AqiZDHZfvKYDvdr%2BHu%2FNfZkC4nPV0Kd1uihWBceEGJDVrMGq3tzQgXBK%2BiPm7iuC%2F3OZErvf8jDdcsJYEiucHMyrhjL1pCC9MmAxXUmSkkFao4zFEOxFtVhnXZHPQ%2BWI7X4YJCR8F%2FqdTerYM0%2BNqTibFQuaGCXBGczqNwlbU6z%2F6D588GVvSxEtpl88IzkMIgwcSdQOYUUxcd0STiUkQiMtgGQg6rx15Vfr56TsEbmPTdoc%2B9yVtJivMv8jAMGjt2l6yEf%2FMpV4BYtoMZKuQwDp1DayRd%2BIwm%2BfrJT4Li2PoyOHv8jCldJUXv12zt74Jleq47RIowulSzw6q6rr0UqS5WTf8PjyyD2VhttnkaIYBGIehB3Yj10s%2FleAfhdKNq%2FeCf1qiqHoCtvfrmncoeMv6DxCMDr4D9I2u7msXEnpfZoi9cJuTdZQqF6cmskBJjRyoChw59Omiq%2Fv4d%2FhJAwPglRUTTOkRRF9T0RW42%2BPDvSAvuwrf33OQslczd6ik5oXxEISrBY90%2F0CHmqeEXUxNBWzEjvIhBiGHkstnpH%2BeqSqugVapByuJMwmmVesaqPspZXKq4MFvWcNhtk1cJajR01h6Kk6%2BmfkFbW4d2cQN2UuOKpkOHOIGEqeikXTxOTntmP9QDKAUUNvhHHaM4viYTaZDos%2FhtaJ03xME7uxHi%2BwkdxMLxL6EVpZtBfR1NCpiLHNy%2Bc5OdPBYRXxh6ESJuBk4JQRvenF8id8t747krwFdxzkxL97GBKfxY9ddSYOFRxY7He5A3rr%2B4qAzxZHrBfQhTIwQfkQQOtGksFeJDwNVVs4Ai2bRkVsWMpvhVQl6f8R%2Bmi8NQkcKVyiT6lNFxzcOqlRyWvOQAl2DzPDcqxXP3%2B5yQzn0HyH4yhfQvra8TRNdNR0Zb8t7nJlNPsb82%2Fr7VrQnuY%2FYiJoUxLxsJ3dlBryfHRRCsFnSTpNLwbkkfaaMrA0E82EA0BdPSoTcsFEuOt%2FnqVg%2BsaSebFRrWS8Xgvc2v5vgF20nemeKGv41HhJjsjnNouLEJ0J8lkXLf%2F0EeZyCsFRl8nR%2FsCWMITAeW9py7pij6Q5CPoZle8AdmnrZxIMqGdhyTTkbdEXY%2FyLITwSX2dwwu3TfiUyHPIkyB%2FlTtwJFRYkmELjRDsr%2FKfGNL7CDvRlLuNPFe9foct,1,0,0,0,2,#443922805,Apple,TPU,NA,NA,NA
15, Funda Protector Full Case iPhone 6/7/8 Plus 360 Con Vidrio ,150,NA,"
			
				Nuevo
			
			
				
					 - 
				
				48
				vendidos
			
		",(2 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 833
		
		 sin interés
		
	

	
		",33,NA,Entrega a acordar con el vendedor,NA,NA,5.0,4,http://perfil.mercadolibre.com.uy/AR+IMPORT.,https://articulo.mercadolibre.com.uy/MLU-457722592-funda-protector-full-case-iphone-678-plus-360-con-vidrio-_JM#position=15&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,4,0,0,0,0,#457722592,Apple,NA,NA,NA,NA
16, Protector Resistente Al Agua Playa iPhone 5 6 6s 7 8 X Plus® ,290,NA,"
			
				Nuevo
			
			
				
					 - 
				
				63
				vendidos
			
		",(3990 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1611
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,4.2,5,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-442743638-protector-resistente-al-agua-playa-iphone-5-6-6s-7-8-x-plus-_JM#position=16&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,3,1,0,1,0,#442743638,Apple,TPU,Genérico,360 cubre todo el equipo,iPhone 5 6 6s 7 8 X Plus
17, Protector Super Reforzado iPhone 5 5s Se 6 6plus 7 8 8 Plus ,210,NA,"
			
				Nuevo
			
			
				
					 - 
				
				99
				vendidos
			
		",(194 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1167
		
		 sin interés
		
	

	
		",67,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/MEGACASEUY,https://articulo.mercadolibre.com.uy/MLU-445375131-protector-super-reforzado-iphone-5-5s-se-6-6plus-7-8-8-plus-_JM#position=17&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,NA,NA,NA,NA,NA,#445375131,Apple,TPU,NA,NA,NA
18, Protector 360 Magnetico iPhone 6s Plus 8 8 Plus X Xr Xs Max ,540,NA,"
			
				Nuevo
			
			
				
					 - 
				
				45
				vendidos
			
		",(40 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3000
		
		 sin interés
		
	

	
		",00,NA,Envío a todo el país,NA,NA,3.0,1,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=SAOx9Dr8kFtej6fAa4pRtMZtffS5t%2BqNyE6SQ6%2B6YZeHQlNFUepSPBmdYwMSRzyTtqLQwvhrmyb1Ibvgvh5OO6Trw%2FFwaW3BVbLDxcZA3E0xxa%2BgIfqTvOa6AeoDAlPC2DZM4UUrID0JwwgLn9C%2B%2FucZLwBQtnPn9bUUd94MRzcAWdvkpPfXD7SdYHEe%2FRajfCxd2jl%2BdKWJpoatuxOFvZhHq%2FLstQY75s0w0lhQIXVdBKvK6WL6p164CnZMxcU5YJrZyanaxazDjDTMtBcMoxRsR6LdoBgQZ9g4IX7mZKwkzHHHSu2to7XZxfl50g2ky5KgD5FXYZmX9PJfZ6wtYTYp0%2FYSxoqJigY4suakxYrOwiknuEaixf%2BeBDamq41yMg4f4AmCoaeDhJDqxgXtQ14qjyWcKIW4cDIpSH%2BEP1n7ho4v3JkKm5zizDPMjAhA09kF%2Bkw%2Fc7MfS6U9gpKN68v8RwPLFptlhkTxmcxnodq2AvBP4TKslgn5SRog3zK1FY%2Ft5JX5sZ9WxyCnpk1tZVqNLZuockgeZAaBla8OiByEsjdY8OBCN3EdvnToKKdLHFAcWE4pZMV1SjTc%2B1GR0ePcMoRdJABMDi5pQKqRzZzwg5foQZYiI2aV0vLvo7BiNG1XHnNwmmVdYgmnVVrh%2FuztGyoa%2FF7xyJyzlTXWIsAOmPI8hNp%2BZLmhHKoFPjPFRtafZL4rDO%2FOENsBd4TO%2BlSzOcmdquJTV2xGhDar6AgbDCNjO6YY3rbwmovg0Mllp77gYqGD2JMYNb4ORwT5s4ctL79pYNNzCIKMbe7pxsgd7jMi8%2FXukAZ%2FuF852muDcR40l1qcMfzRJKT72ZE9mWDfuO1IkhZ9KpLoEG0lbMM3YoHX3Q94yeuQwRImFe8xXzE6wYr4l1RX7M2KqNc%2BXWqZZhHM03zkIPh9oi1z1X%2FIsYlZx1KWAbnYSD6E2ewc0DcLM75VVklTJFmo1vqyHCy6qfRfBPnc0xkBYRltoAmegs4poepTUwOqi5hxjtxDiTTmRQtLgca7Kj55wiu5%2FJrDSsInoRSMV%2Fz6Nt7aonqwVKyDvIaw%2FOhkkG%2BczB%2Fk340EFbbjvY7c%2B5WYUkKx%2BRG%2BW7ApUwQhfnuPKWdfeMVrm%2BbPbs%2FdgnH1tN832hZQGT6yv9uZSuA6E2ZKVM52jaKGUAZgMpF3SwEeXaWYjBwUUnkNEL9u%2BWeDeFM4PfFz0PYms%2FoWNTw78JKybzTcQpEJMx77T0DXYdYq%2F11ES5N2MrcsgC5wxENSlnzR31t8DwW%2BVaohxyvRNxMn33i8kP8IwfbgNTcyaI18nHRHgt7ewqyYhrrAx6yZR23bJwbFubHp50leO%2BTvFPCZMlil3GUhiGi%2BEmCeSywb8bGbQcg5%2BT88UYuasi%2F%2Bi0rF6z3J78P991KpFMbnSajzC4ngX2%2FaWbqiVL8Nevm4CL0%2FadVCjCehaALhnEZNRCw4oizDsRig%2FqrEHboIILR0ByHY0JXtIZWS0opW6od%2F%2B41WHuvV4N6T%2B1qq2laESoxIkTBiy%2F%2FNlP8zdb0Ecuz8ULd8areyaJpNNZAt8LwRj4ciCr8ajkgQSh37b9VsiphfNR0XA1y4Qy8mhm9w9R2E17AEZ7NQzQ%2Ft1bJNGwuGpe6KnnCl5shrYu%2F2l8g6mtUKWyo6iv45Q5RpL0DZGZ%2Bnwj5b3K0wwMQ6YKV3ptbnwNqObV6nlllin0W6RRLbHzAp0cM9QCloUNvxABAL4alpyYtE%2B5eGoVpAM3%2BwmSLB0vV3GGJwQ1bZjbhXxKYD6fvjOarh3ZhkIgxedMRfJZDwhtqLrLP4tv27AK7HOMvP9w%2Bi7H2TOd%2FWp3c%3D,NA,NA,NA,NA,NA,#460107403,Apple,NA,NA,NA,NA
19, Protector 360 Magnetico iPhone 6 7 7plus 8 8plus + Vidrio 5d ,780,NA,"
			
				Nuevo
			
			
				
					 - 
				
				46
				vendidos
			
		",(45 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 4333
		
		 sin interés
		
	

	
		",33,NA,Envío a todo el país,NA,NA,5.0,2,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-443898511-protector-360-magnetico-iphone-6-7-7plus-8-8plus-vidrio-5d-_JM#position=19&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,NA,NA,NA,NA,NA,#443898511,Apple,Aluminio,NA,NA,NA
20, Protector Agenda Flip Cover iPhone Xs Xs Max Xr X 10 8 Plus® ,290,NA,"
			
				Nuevo
			
			
				
					 - 
				
				44
				vendidos
			
		",(3975 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1611
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-442264811-protector-agenda-flip-cover-iphone-xs-xs-max-xr-x-10-8-plus-_JM#position=20&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,NA,NA,NA,NA,NA,#442264811,Apple,Plástico,NA,Xs Xs Max Xr X 10 8 Plus,Xs Xs Max Xr X 10 8 Plus
21, Estuche Case Funda Sellada iPhone 6s 6 7 8 Plus X Xs Xr ,440,NA,"
			
				Nuevo
			
			
				
					 - 
				
				41
				vendidos
			
		",(41 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2444
		
		 sin interés
		
	

	
		",44,NA,Entrega a acordar con el vendedor,NA,NA,5.0,3,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-454146701-estuche-case-funda-sellada-iphone-6s-6-7-8-plus-x-xs-xr-_JM#position=21&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,3,0,0,0,0,#454146701,Apple,Silicona,NA,NA,NA
22, Protector Verus iPhone 7 7 Plus / 8 8 Plus+ Vidrio Colocado ,260,NA,"
			
				Nuevo
			
			
				
					 - 
				
				251
				vendidos
			
		",(274 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1444
		
		 sin interés
		
	

	
		",44,NA,Envío a todo el país,NA,NA,5.0,4,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443463104-protector-verus-iphone-7-7-plus-8-8-plus-vidrio-colocado-_JM#position=22&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,4,0,0,0,0,#443463104,Apple,Acrílico,NA,NA,Verus
23, Silicone Case Original iPhone 6 7 8 X Plus Apple Oferta Ya ,990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				110
				vendidos
			
		",(54 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 5500
		
		 sin interés
		
	

	
		",00,NA,Envío a todo el país,NA,NA,4.8,13,http://perfil.mercadolibre.com.uy/PANTAYAUY,https://articulo.mercadolibre.com.uy/MLU-452827858-silicone-case-original-iphone-6-7-8-x-plus-apple-oferta-ya-_JM#position=23&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,12,0,1,0,0,#452827858,Apple,Silicona,Silicone,NA,NA
24, Estuche Carcasa Funda Cromado Flores iPhone 6 7 8 7 Y 8 Plus ,90,NA,"
			
				Nuevo
			
			
				
					 - 
				
				171
				vendidos
			
		",(99 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 500
		
		 sin interés
		
	

	
		",00,NA,Envío a todo el país,NA,NA,4.8,13,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-444678980-estuche-carcasa-funda-cromado-flores-iphone-6-7-8-7-y-8-plus-_JM?searchVariation=39406805865#position=24&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,11,1,1,0,0,#444678980,Apple,TPU,iphone,Borde Flores,Varios
25, Funda Tpu Mármol Ultrafina iPhone 6/6s/7/8/plus/x/xr/xs Max ,299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(55 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1661
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-463050591-funda-tpu-marmol-ultrafina-iphone-66s78plusxxrxs-max-_JM#position=25&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,NA,NA,NA,NA,NA,#463050591,Apple,TPU,NA,NA,NA
26, Estuche Funda Silicona Para iPhone 6 7 8 7 6 Plus Xr Xs Max ,450,NA,"
			
				Nuevo
			
			
				
					 - 
				
				485
				vendidos
			
		",(93 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2500
		
		 sin interés
		
	

	
		",00,NA,Envío a todo el país,NA,NA,4.7,34,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-446243554-estuche-funda-silicona-para-iphone-6-7-8-7-6-plus-xr-xs-max-_JM#position=26&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,27,6,0,1,0,#446243554,Apple,Silicona,Iphone,Silicone Case,Varios
27, Funda+silicona+case iPhone 6 7 8 X Plus Apple Gofix ,490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(105 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2722
		
		 sin interés
		
	

	
		",22,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GOFIXUY,https://articulo.mercadolibre.com.uy/MLU-455251573-fundasiliconacase-iphone-6-7-8-x-plus-apple-gofix-_JM#position=27&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,NA,NA,NA,NA,NA,#455251573,Apple,Silicona,Apple,NA,NA
28, Estuche Funda Color + Vidrio iPhone 5 Se 6 6s 7 7 8 Plus ,230,NA,"
			
				Nuevo
			
			
				
					 - 
				
				65
				vendidos
			
		",(97 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1278
		
		 sin interés
		
	

	
		",78,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-444895724-estuche-funda-color-vidrio-iphone-5-se-6-6s-7-7-8-plus-_JM#position=28&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,3,1,0,0,0,#444895724,Apple,TPU,Iphone,Borde Colores,5 Se 6 6s 7 7 8 Plu
29, Protector Funda Estuche iPhone 5 Se 6 6s 7 8 Plus X Xs Xr ,199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				106
				vendidos
			
		",(3 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1106
		
		 sin interés
		
	

	
		",06,NA,Envío a todo el país,NA,NA,4.6,10,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449569369-protector-funda-estuche-iphone-5-se-6-6s-7-8-plus-x-xs-xr-_JM#position=29&type=item&tracking_id=1c1fef3e-b065-4034-b788-149d40a6fe19,8,0,2,0,0,#449569369,Apple,Silicona,NA,NA,NA
