search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Peso,Línea,Tipo
11, Casco Moto Abatible Certificado Ich 3110 Dot Placas Gratis ,99.9,149.9,123,395,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,9,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-445921735-casco-moto-abatible-certificado-ich-3110-dot-placas-gratis-_JM?searchVariation=18010980802,8,1,0,0,0,#445921735,Negro,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
12, 2 Cascos Abatibles Doble Visor Dot + Intercomunicador - As ,199.99,NA,23,14,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4,2,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-508809203-2-cascos-abatibles-doble-visor-dot-intercomunicador-as-_JM?searchVariation=34939691274,0,2,0,0,0,#508809203,Negro,M/L/XL,ICH,ICH-3110,Rebatible,NA,NA,NA
13, Casco Kontrol Certificación Dot/ Ntc/ Knt 878 No Shaft ,94.95,NA,19,91,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/IMCOVALLE+SAS,https://articulo.mercadolibre.com.co/MCO-509802139-casco-kontrol-certificacion-dot-ntc-knt-878-no-shaft-_JM?searchVariation=35427983402,NA,NA,NA,NA,NA,#509802139,Negro mate,"TALLA L,M",KONTROL,878,Integral,NA,NA,NA
14, Casco Multipropósito Shaft 570peak Doble Visor ,289,NA,3,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PUNTOMOTERO,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=j7NwUFmdMQLEXyDldi8Wr12yAnuo9wJz6qVsdNJ7gHFCT7o6Pye14glSKXGNMmdBdscUg%2Bgcc4tfWJBm9rG25uoHciI8mR6LDVFUTtmJV4W1X3oJQCQYtG2m5NfY7HGzYNkq2dNxGpe%2BpQmNWDOp5JI73ntYmHPniU91fBiyWYrob8VbMd58Egj3nInsTkHcfdAh4LY38VGDIIOUMWgssKEufOKEG7Q8JVqaiOAqPxZXvTqPoV44T5bAd%2FlO4G2FiyPB4bAIXceXb3MGYN349s2z9jeU4RT1HSXeCuVTWK6dBfSQlK2aWudIaANo5Mcqt%2B%2FuS0wkKkLxIehhOQ71BZVT0svyDy9XYqgQh9Uz%2B1TBRjEEca%2BjIknUqFDpkAkth9uNak4OCHb80ia2g3lGt7x15iCZEtEiACt%2FKxbkr70TaLZ0VvWn6Bjkubo0D8%2BbE24tPYcrAwjQ1%2FESAtwt3Ci%2FZZf2WMofBRpNllthpThXqfbX%2FCRtYtNLBwSwhGXCSNQVEEkNLMrTaw2FmGBg6D04Ww9JlhlYQZnY2CCKmQFeP%2FwIBFHW81DFhQlkYdW4A441IFadergLiR0oylt9cRvP924aXweusAVezYsn6IUWGT0X%2FM54HUj9ZoXFr67UvNAOyhh%2FbXvLNaxv7kvs7AQ%2F4M3guo5%2BvMyTaBmDQ1C20qnbmqeYv%2B9aKBNMnN7uiSWw%2FJoi5eIRpZZw8scwdo6QWOPFKWowce3eNxf0jlbhKxzJhndpnLh6jb8F9A27yH2mhVL3ZY9%2Fk5mgHZNSyKhxBTzboadDOmeLz2FVhffGM9iHaCgy72as4IbMqq0OmpMAgj%2F3qONBRBoYg2huIQY9mDpLtOmEFa%2B6ski0xz46CQCjY05DIdwHd3GL4IZu0NOCkGwBb%2FmDWpzJKv7coEmSL53F4a9GCCBEi1nr0HaH4xAxhCzPyHJPoU8Bfi575Hd%2B%2BxkEg9xwC2e3bT16ar36AtjBBUZMUmPW7VWGetVraGkNPI%2FiOSmXwPL9XpAlWnQEanyuDhOUlezEVkp65iKam%2FAn1RJ5wjpBOGs%2BhogNl3Xa1skpClK5TspoZtz2sI8hJiXOKUieLIlhZII0n3WSpq9kop02L1nBjD1OZfEBpA%2FeJrLZEhotJWGg4T%2F1hTMRjZqHzzJcOhXX7sGUvpMK97VnFErpLBuET6SBgHB7z89cZb%2FrRm3InSq8Swd2Atn0GcW0HbTTqRUXsVXPl6JPzEfYvOorD29bfG1c4M0Bv8iyB7Ev%2FMY4E8b17stTqvQYoj3DnRYsH8TI7z4s0b0SplhRFrrQiXKKNhAkpPwY7MkxCvi06PGSjLjBnusp4bkiSsa5L8XdTr03XQHkWynTqmVSeNIrgxRtrd8f%2FrbwvQ9pbdYo3tz4OgoRZvv7PY4Bwndw0T%2BARrkJz0ySA0t0h7saQJ7UXdco%2BCSKssptaNE%2FnjfORdiWTbZuD%2FI1XNXbW5CE6G51aHpN%2FK8c%2BrrQFZHWScNs%2B%2BPn7JNuLoEHcF2J%2FfsioxaPEW%2FzKWKe4bE0LYgjK7TTHX1p9jzJa2ozIaJfm7RcBS8wZmSdIskPXILJ4c%2FwZLk%3D,NA,NA,NA,NA,NA,#509533884,Negro mate/Violeta,"S,M",Shaft,570Peak,Integral,1600 g,NA,NA
15, Casco Moto Abatible Doble Visor Certificado Ich Mas Placas ,114.9,169.9,408,392,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,48,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-449639667-casco-moto-abatible-doble-visor-certificado-ich-mas-placas-_JM?searchVariation=21093543550,34,10,2,1,1,#449639667,Negro,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
16, Casco Moto Integral Mt Revenge Certificado Europeo - As ,379.99,NA,22,4,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-460325258-casco-moto-integral-mt-revenge-certificado-europeo-as-_JM?searchVariation=36574696971,2,0,0,0,0,#460325258,Amarillo flúor,NA,MT,Revenge,Integral,NA,Speeding,NA
17, 2 Cascos Abatibles Doble Visor Dot + Pasamontañas - As ,199.99,240,88,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,8,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-456597030-2-cascos-abatibles-doble-visor-dot-pasamontanas-as-_JM?searchVariation=17680791576,7,0,1,0,0,#456597030,Negro,M/L/XL,ICH,ICH-3110,Rebatible,NA,NA,NA
18, Casco Integral Moto Shaft 564 Certificado ,217.9,NA,3,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PUNTOMOTERO,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=pVu4l7h4YPvsxjrHraccdxCv7T%2BFdtLNMw8pUVgVftrjpmLAZHz%2BP6ZsRAY%2BaIB%2BG1XgPBkqUhhxJboS1AVOI%2BZYwye4YFQ3wqjESzOL%2BKP9rl%2FGV6g53vWJqDRNG81nCRCNUqxsHTzyFZVZEWVDmgWxH506OmJGBMFk9SCBk9hvF4gODr3xnWGAJM%2BnwYH2rkoz33F3V8W1SCJMI5EOIvCVqQ3HJ7k84%2BM6hjeoK1vSlX8fWWvQON0KpzaLXhNLesC4EcyNdkiZwnEJ3mPgNG2BjEZUpZOMakheUUsQQ4ybQOgzHRkqNtYLw7t%2Bk8GiPj2UNSzWOQz01mZAZ8doBUptoL0uPIgykwF%2B6fUUZrAuAhGDVZOvv1puQfEIpS0oe%2Fu4t6wR8uq4dD1iCrDfVDUHm9CEB8d2yDOCapH8gGRLRnZO3hETFrq2LVUcc4oO2tU8Uy%2BS05BRXpCBbkivx1sR1kAj8MCbTDwKyE7EqBPBg1r%2FFlj0R4XW1nTNZaTYaZkA2JS5JB04qWjFf7CStUQlF00%2FG2jKcDt%2B%2BlG2WUbQNxVnuy24Xeg78gXtIAoC4%2FppJ475eJVeXBpwu7mxCEf9T%2BsTsTGYwqgZ2ugjJJzT1a7tzgwtvvim4RV2Gx1RLWSoEPW6YnSK%2FnTqeFtP8sx39jMGDJ%2BlQcf3eVzVjzEukFCWNT%2Ber0P2A2HiOEQbshb8vk60K2SmsCebixHDCkSJ79GQ1A1wUz4gbfTAW163A03IpNc7kmrZW87JBnY5k7ptgStVeLoI3K%2BwT5KSpGb%2BeMidei3izH1LAO2QbSdUubz1JsOpll2V9x5gXqihzvKBwfIcknQyv%2FWWGRQHnKUTjeyro7c53zsotXjITBaxUBapp3Gx4FXRaUylsaI%2FS7dPWrr6ewylS8DcTQogr%2FfLIke%2FlMeDoFWcL8RCCdMdl67KYsuUuo%2FHmKHq55h7CvaAbGjr5%2FbXN68%2FhtLYmM8WkGjrGmZSiRvLPaMO6ZSA9D%2BLLiqTTYe722p%2FiRMSlBVkgcvVmskVjIqJVh8huHliRXMZgMAzu6xkJsVy8KzqqKgRdueh6LYTiQa7cRm8TCeGvMWTQMMwgoraf9jh%2BC%2BKcdfEMqJNr5g2WOrTiOcHs58DXQsvmH4fzGVoVFR%2B1V%2B4444LG0SSJk3V9VQfs7YjjontTG6LI9E2AdDW22f6jDzMQm8s8Sy7HQdVr8tBVpU9KKvgRwisYwQRmhROW9urCV8XBidkJLF7sp%2BW%2FR0xj28ZRmQ2biqQ6JbL1vnZ3ZAYjLdHPVZDEfSJLjmRZrctWmDi6BbDweAe4IOwlh8rVjAeNWQjpdBWyNvQC%2BQJosC66wpQ2D0XTqjCRnCdIqqU5IxZmDgDwKl6bVUDZAbTVaNvu1yU%2FniAVqO62%2FoXK5h3i%2BypZecgFMa%2Fp2tr34bEoySyFk1CkBJUgYnu3KtVC%2BeT2X%2F1rWzvDI9dqa16tnM4NXzuHqZsUOdtVJDGzNAW%2BZM5%2BATbTSCyCChe2mGDFgu5qwIjVLF5ZW3UhDuyJM0FFP1gQY%2FPXEQj%2Bp%2BxutuQGtuWgQpX%2FQ9To1ffewpxhNsC,NA,NA,NA,NA,NA,#515230439,,"S,M,L,XL",Shaft,564,Integral,1.45 kg,NA,NA
19, Casco Abatible Doble Visor Ich Certificado Dot Oferta ,99.9,149.9,38,395,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-451519145-casco-abatible-doble-visor-ich-certificado-dot-oferta-_JM?searchVariation=19434542345,1,0,0,0,0,#451519145,Negro,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
20, Casco Moto Integral Kontrol Certificado Dot + Obsequio - As ,109.99,140,21,19,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-501927986-casco-moto-integral-kontrol-certificado-dot-obsequio-as-_JM,1,0,0,0,0,#501927986,Mate / Brillo,NA,KONTROL,KNT-858,Integral,NA,NA,NA
21, Casco Moto Abatible Ich Certificado Dot Oferta ,109.9,NA,47,400,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,3,https://perfil.mercadolibre.com.co/LUJOACCESORIOS.,https://articulo.mercadolibre.com.co/MCO-452707556-casco-moto-abatible-ich-certificado-dot-oferta-_JM?searchVariation=17157074010,2,1,0,0,0,#452707556,Verde,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
22, Casco Kontrol Certificación Dot/ Ntc/ Knt 860 No Shaft Ich ,119,NA,16,94,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/IMCOVALLE+SAS,https://articulo.mercadolibre.com.co/MCO-509802051-casco-kontrol-certificacion-dot-ntc-knt-860-no-shaft-ich-_JM?searchVariation=35427908834,1,0,0,0,0,#509802051,Negro mate,"TALLA L,M",KONTROL,860,Integral,NA,NA,NA
23, Casco Moto Abatible Doble Visor Ich + Pasamontañas - As ,99.99,340.99,28,44,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-455522017-casco-moto-abatible-doble-visor-ich-pasamontanas-as-_JM?searchVariation=37520131339,3,0,0,0,0,#455522017,Negro mate,NA,ICH,ICH - 3110,Integral,NA,NA,NA
24, Casco Moto Integral Mt Thunder 3 Doble Visor Certficado - As ,327.99,360,5,11,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-467200995-casco-moto-integral-mt-thunder-3-doble-visor-certficado-as-_JM,NA,NA,NA,NA,NA,#467200995,Varios,NA,MT,Thunder 3 SV,NA,NA,Thunder 3,Integral
25, Pinlock Casco Lamina Antiempañante ,59.9,NA,55,3,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.2,5,https://perfil.mercadolibre.com.co/COJE1458660,https://articulo.mercadolibre.com.co/MCO-477622802-pinlock-casco-lamina-antiempanante-_JM,4,0,0,0,1,#477622802,Transparente,NA,TRIMON,NA,NA,NA,NA,Integral
26, Casco Certificado Icon Airflite Battlescar Integral Dot Ece ,869,NA,5,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MYTECHCO,https://articulo.mercadolibre.com.co/MCO-510032063-casco-certificado-icon-airflite-battlescar-integral-dot-ece-_JM?searchVariation=37246860015,NA,NA,NA,NA,NA,#510032063,Verde,M,Icon,Battlescar 2,Integral,NA,Airflite,NA
27, Casco Cross Para Adultos + Gafas + Obsequio ,63.7,NA,26,144,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4,1,https://perfil.mercadolibre.com.co/OSSA3358167,https://articulo.mercadolibre.com.co/MCO-503610375-casco-cross-para-adultos-gafas-obsequio-_JM,0,1,0,0,0,#503610375,NA,NA,NA,NA,NA,NA,NA,Cross
28, Casco Shox Certificado Stinger Creepy Tipo Mt No Shaft ,199.5,NA,6,18,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/IMCOVALLE+SAS,https://articulo.mercadolibre.com.co/MCO-513415783-casco-shox-certificado-stinger-creepy-tipo-mt-no-shaft-_JM?searchVariation=37200429749,NA,NA,NA,NA,NA,#513415783,Negro/Blanco,"TALLA L,M",Shox,STINGER CREEPY,Integral,NA,NA,NA
29, Casco Ich Dot + Llavero + Placas ,95,NA,31,NA,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/POSA4722849,https://articulo.mercadolibre.com.co/MCO-493753358-casco-ich-dot-llavero-placas-_JM,1,0,0,0,0,#493753358,NA,NA,NA,NA,NA,1000 g,NA,Rebatible
30, Cascos Moto Ich Abatible Certificados Doble Visor ,109.9,159.9,16,112,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-472297009-cascos-moto-ich-abatible-certificados-doble-visor-_JM?searchVariation=24243151273,1,0,0,0,0,#472297009,"Azul,Amarillo neón,Azul,Fucsia,Gris,Naranja oscuro,Negro,Rojo,Verde","S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
31, Casco Moto Cross Niñas Y Niños + Gafas + Obsequio ,61,NA,25,145,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/OSSA3358167,https://articulo.mercadolibre.com.co/MCO-503612005-casco-moto-cross-ninas-y-ninos-gafas-obsequio-_JM,1,0,0,0,0,#503612005,NA,NA,NA,NA,NA,NA,NA,Cross
32, Casco Moto Integral Mt Certificado Europeo *5 Diseños - As ,299.99,360,18,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-447470688-casco-moto-integral-mt-certificado-europeo-5-disenos-as-_JM,NA,NA,NA,NA,NA,#447470688,NA,S / M / L / XL,MT,Thunder 3,Integral,NA,NA,NA
33, Casco Abatible Ich Doble Visor Certificado Dot Gratis Placas ,109.9,NA,11,29,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LUJOACCESORIOS.,https://articulo.mercadolibre.com.co/MCO-449657535-casco-abatible-ich-doble-visor-certificado-dot-gratis-placas-_JM?searchVariation=26130104907,NA,NA,NA,NA,NA,#449657535,Rojo,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
34, Casco Icon Alliance Dark + Visor Oscuro- Omi ,499.59,NA,45,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,11,https://perfil.mercadolibre.com.co/OUTLETMOTERO.COM.CO,https://articulo.mercadolibre.com.co/MCO-455276293-casco-icon-alliance-dark-visor-oscuro-omi-_JM?searchVariation=17288117369,9,1,1,0,0,#455276293,Negro,L,Icon,ALLIANCE DARK,Integral,NA,Alliance,NA
35, Casco Integral Azul Mate Shaft Pro 600dv Pinlock ,314,NA,1,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PUNTOMOTERO,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=n8RWJhrUN6GxFl5g1BTx4uXd0Cpx4NR05Ljk86KNMImbngU8MIMtepvWGGUX8yCaGSwgfHMVbaDEHKsSb84FHZp7nPa%2F5Nl6cCS7yIhxj2Gr9MOVDmWrffJuRozUgXXtobK6EQBrgN6zZ03B%2BLYAvRT3ELZt3s4EpcWFjBSwB06aR1gUOzMqTjsurzTZ13ChzoVK3SWuj%2FE6rrB8o3jyoOLy5S0AIp1ZWzGuQk2RPqFW%2B1BTSKbB%2FSBbD25eDSsIDAorGtXv3Yr4DyTRFaaKdU2UUdOEp%2FQncG%2B%2FIRxK%2FxADWTP7IJvBV7ZwPBdYeKoE5pBt4NwvRy6eJP6bz3MyaCofOih70PV4pOmU7VPOPWJRNOj07dG2BicuAcW%2BGCX%2FUAjdNPXjEnOrL8sMtfbxfGe80W7PT%2BfaUZyDsc7VvmhyuSG0VlaaGY3t2yXU85q5y2qINUp1CNVamr6eyQFt7q2y30p%2FjwHcgtr%2BI6B0gvx7LzbhsKr2392Xg%2Bz%2Fha3QzBDuewxS3KzadyRB6x0v8oRJnlLTYVMRGgCgUge%2BrPJIqBkJBfVxvPUS5U2duhiNPm4q0V3IwUP3m%2FO5AJm4prmSKsePdvz5ItX7PbEpWFxAu%2FFfbzY0SfrzT3Oou%2F5g4Jc7eTcMeIxNlG4kFVk2kTscT9v3ownKWO2qjMerWsJ2FR6dIQyfhFYcltaEZGKmzRAi1ahJ14Ok%2BSpOb%2FHQHj2oi7OnxxPoGTwndtMOV3xAUoq2ELSGV8alCNX6TYsWg1oF%2B0Wiv6WPax2JMduPysS4C%2F7w0CnVtYVpHu1zkZgdJzn4xPHxlhvA6vjyMlKbqY2izMAHzoRiOilNpLn75AAUG1YlImZK6t0o753WmVCqWviZ%2F2IPzoObeTEPyMaxWTZrkVKN%2B%2Fck4TcS1XBx6BD1xxICq%2BFWH8CFIDRJ7WEREDNJyUDPavvOI%2Bh%2BQov03%2B2zhwq2NeWq0trYVjjS7hAslxi3Zt2YcwIl45L%2Fkzt%2FzgNO07acgGkgb8th%2BL1WHAVSBVON8829rU0Nc3rG3pDGtVLTBT5ZZ%2FOQ%2F7zimyjENj6FJZLCqAmeh0Iminy7mdVPXSjvWGKO8c%2BN53xswDBhi5xa2SHWuK8AJd2EnveygzSaS0kpvDUNpvv5OAL1Pwm63Dl5xBTobDeYIxBLqLl9iaptYsk3E8%2BgaiX5T7YitXX1NSvtcACLz7tmkwPVQCHg9HGFc%2FIGkEuBm0IDYojiJ1%2BUf3Uz%2FOWEtcd8oMef6atDgwjo3dfiWYmZGNUbYhcrQdSmMYbDOpczDEymhblgIgE2ajOTXnxQjqLp0Z26kk1D1Q%2BHCY8serh7MnsUzI9%2FXJtTGOcTFvRKpbycqKpknh2%2BGr%2Bz0BGnWe6NSpdd9XtO%2FhTyjP9TSzVm%2BMRHZh1H9dUgUqGINoepSLpmJaBomhDjFEoL8j77AdtZrsrH5TdCOhLhD0l9U9XwQgBb0vAjOygMAxlw8Eg%2B6DsfcvFdj2I1yNh3AbxVqybR9e68lsBmB259k22%2FUo62ZSqNVaab%2B4fnKOS0Ff2wF4krr8mWzp0tfnoCK1NrRbO9rloMmqQ6VS8sKljxkg%3D%3D,NA,NA,NA,NA,NA,#509531505,Azul mate,"L,XL",Shaft,Pro 600,Integral,NA,NA,NA
36, Casco Ich Abatible Doble Visor Certificado Dot Gratis+placas ,109.9,159.9,80,119,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.4,9,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-451663775-casco-ich-abatible-doble-visor-certificado-dot-gratisplacas-_JM?searchVariation=21233702252,5,3,1,0,0,#451663775,"Rojo,Amarillo neón,Azul,Fucsia,Gris,Naranja,Negro,Rojo,Verde","S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
37, Pinlock Casco / Antiempañante Para Casco Motociclista ,59.9,NA,23,6,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/COJE1458660,https://articulo.mercadolibre.com.co/MCO-489078318-pinlock-casco-antiempanante-para-casco-motociclista-_JM,2,0,0,0,0,#489078318,Transparente,NA,NA,NA,Integral,NA,NA,NA
38, Casco Integral Ls2 320 Hunter Negro Mate Gris Titanio ,320,NA,9,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AOLMOTO,https://articulo.mercadolibre.com.co/MCO-503400592-casco-integral-ls2-320-hunter-negro-mate-gris-titanio-_JM,NA,NA,NA,NA,NA,#503400592,NEGRO MATE - TT,"M,XL",LS2,320,Integral,50 g,NA,NA
