search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
1, Capa Capinha Ultra Fina Fosca iPhone 6s Plus 7 8 Plus Novo ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				756
				vendidos
			
		",(108 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 572
		
		 sem juros
		
	

	
		",72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,12,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026051169-capa-capinha-ultra-fina-fosca-iphone-6s-plus-7-8-plus-novo-_JM?searchVariation=25994987550,8,2,0,0,2,#1026051169,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
2, Capa Anti Impacto + Película Gel P iPhone 5 6 7 8 10 X Xs Xr ,14,NA,"
			
				Novo
			
			
				
					 - 
				
				829
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 749
		
		 sem juros
		
	

	
		",49,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,25,https://perfil.mercadolivre.com.br/NOMOTEC,https://produto.mercadolivre.com.br/MLB-1047628140-capa-anti-impacto-pelicula-gel-p-iphone-5-6-7-8-10-x-xs-xr-_JM?searchVariation=36089029726,19,4,2,0,0,#1047628140,Apple,Iphone,HR,TPU,Capinha de silicone,Silicone,NA
3, Capa Anti Impacto P iPhone 6 7 8 10 X Xs Xr + Película Vidro ,10,NA,"
			
				Novo
			
			
				
					 - 
				
				286
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,5,https://perfil.mercadolivre.com.br/TECMODENA,https://produto.mercadolivre.com.br/MLB-1230329082-capa-anti-impacto-p-iphone-6-7-8-10-x-xs-xr-pelicula-vidro-_JM?searchVariation=37033346817,4,1,0,0,0,#1230329082,Apple,Escolher no anúncio.,HR,TPU,Capinha,Silicone,NA
4, Capinha Capa Silicone C/ Logo iPhone 6s 7 8 Plus X Xr Xsmax ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				462
				vendidos
			
		",(4490 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 566
		
		 sem juros
		
	

	
		",66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/MALE2382936,https://produto.mercadolivre.com.br/MLB-1248683581-capinha-capa-silicone-c-logo-iphone-6s-7-8-plus-x-xr-xsmax-_JM?searchVariation=38604797226,6,1,0,0,0,#1248683581,Apple,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Silicone,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Apple Case,Silicone e microfibra(camurça),NA
5, Capa Anti Impacto Queda iPhone 5 Se 6 6s 7 8 Plus Xs Max Xr ,8,NA,"
			
				Novo
			
			
				
					 - 
				
				1649
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		1x 
		
			
				R$ 889
		
		 sem juros
		
	

	
		",89,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,40,https://perfil.mercadolivre.com.br/TECMODENA,https://produto.mercadolivre.com.br/MLB-1047637856-capa-anti-impacto-queda-iphone-5-se-6-6s-7-8-plus-xs-max-xr-_JM?searchVariation=26827628457,29,3,3,4,1,#1047637856,Apple,Escolher no anúncio.,HR,TPU,Capinha,Silicone,NA
6, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8 Plus Xs Xr Max ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				253
				vendidos
			
		",(10970 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,5,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1197368219-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8-plus-xs-xr-max-_JM?searchVariation=34356084379,5,0,0,0,0,#1197368219,iPhone,iphone,jk capas,ultra fina fosca,capa protetor,TPU/Policarbonato,NA
7, Capinha Capa Anti Impacto iPhone 5 Se 6 7 8 Plus X 10 Xs Xr ,6,NA,"
			
				Novo
			
			
				
					 - 
				
				1102
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		1x 
		
			
				R$ 699
		
		 sem juros
		
	

	
		",99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,58,https://perfil.mercadolivre.com.br/NOMOTEC,https://produto.mercadolivre.com.br/MLB-1046394380-capinha-capa-anti-impacto-iphone-5-se-6-7-8-plus-x-10-xs-xr-_JM?searchVariation=26818765734,45,6,4,1,2,#1046394380,Apple,Escolha o modelo no anúncio,H+,"6, 7, 8 ou 10",Capinha,Silicone,NA
8, Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Lacrada ,32,NA,"
			
				Novo
			
			
				
					 - 
				
				208
				vendidos
			
		",(889 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=OCmzqkBTxt%2B0dw6bMboU8y56dVXJjqw9neRK5rHq4THpRvgt12GS%2FKSNipUKC72xf9k6fBVCwzEGaA6C3VwHd6ZS0xqtB%2Fh8CIPFoFVWxmtn%2FLW1fYEny7QDZlRFrHo%2BiNaT56%2BaNHQESix4v3wEAUtuGKr0A3wgnXqbSYNC0gP7tQLA6hT%2FDN0oQmizyzWH%2BFJnzaA6yrPvuTfLFwmjIUfGLU4%2FUxjl%2BpbnDkRAonW94HWFQIHmKqrAS9AMOvqOTm8fQ3gLQJ1cLQqxd5ca%2Ff%2BfMVCHZWxV4t5R9%2FRY3QA9%2BB9s%2FMmSTJ7vOJfPuiJbyvQJKg4OxYsqu7v8YlfR7DSUARp1DhlGF7JwYsJznetS%2BunFPyCWi1SZAYvIAIJRmc7RnVfs7FrH7FsD1eD2Nmcl7inExrfNXAicM99NVsSKT9AWhoJ9NI7L%2BYyLvgQ%2FI0KUBrXzk1NKOVwj8V7AOidxMK0jt9lQnBZDjqcKRdzPYHxxAnK%2FmYS03IRjsBdupS22iQwV5%2FM2qWsavUvRm05p9a7BCYnEyw%2FfhxJBfLWlWg%2BNtshRp2JeVVHmbgnTaDf%2B8zBJfGb2LAK3ZR5tt0yLyA0%2BuKceN8TuTf0Nwe%2Fc2lz6BmAnQkZL8nMSkP%2B9yStbVrPcWMNZjqYNmWIwv1RmTnz4Ahb2O6qQZEGVqF7O6793hQdY4BKWV4L5GVunpuZeUG8SChXwixBa9I%2B1oFx4qV5XvVeR5npNfpKCS0nj2nqOpqKSs%2B3RKYb0JCmLZykMssWQB%2Bsv5lEMzasdqmwXMUd0GNVCIr3ClPUHX6Gq7hllU%2FrOCKtPngMDztIlMDt3%2F%2Bbb6iq5gGN9NeGwTBqjRX4pEcpPinKkrH%2BdM6mtOEmcco6xEDM1i%2BAF7OZTB9ol9Eibu6DC39KgsFKk74KDX%2F5vqHlNZuY1QIwGK2mvy5iH75krt5zWcuzhAue%2FMsCzFn2x9bRkCO6sImQTDl4vZwvyL8nBHRbB9wxcdM6lAnyBQrABN45gEpOdoEAhAOvuG6u0EB9fEsh53G1T7agZ2OwLpeuq2vGQnB1tpC5jD2umj76OsZbkH9yQb0iq5urVAwecvjQAX0Bg12F2k79oqtdLQuZ97vxvRM9UbG0qat7SYH%2Bn5vAqmsWYOYpPdis0Zyr7cn%2Fx7GLVTJpXtMaQzCdaZzPnqnQyHt1TLwKc0I1JtuMvNVxtvLWTbAkMPryF5u%2Fj%2BPDgFH9uOKsgwtEBAMrFEJm1M1M2NPoHgkk%2FfXBMBSPYs3caTGgzxbT23VS0GB172LtJP%2BWvuOpVMP45a89FwX8P0dWT3QezrpwzJSCJh1MPveALnkEc6MlZzwW58sQc84zcf4sf6Cd7Gzl%2B5HG5z%2F03T6VfoXxu3ZbnIguuObSKMmGxr%2BzsvUpndJGbrR5%2Bj8hSHOjnjznhsJLZpWXzb7vaUu4BYGDEThHOtT9B%2BbkxyAdjTIhp1pc185AQHlcPmvVbBtSQD1dbz3of9ox8Iw3EGdKqTPzz4JDMnB9ojrqLEvZXn1BE%2BYwheOFM9vJd1ldwmY0It%2BQitxKTDb08O7w%2FaHG9DfseBoO57edlGSG8LQV3tfy6lEU7IZ8uvunToZymZgYvJnWnwfuH3A%3D%3D,3,0,0,0,0,#1246923437,Apple,iphone7 plus  iphone 8 plus,Apple,iPhone,Apple Original,Silicone- Aveludada,NA
9, Capa Capinha Anti Impacto 4em1 iPhone 6 7 8 Plus Xr X Xs Max ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				178
				vendidos
			
		",(27626 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 833
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,10,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1210095124-capa-capinha-anti-impacto-4em1-iphone-6-7-8-plus-xr-x-xs-max-_JM?searchVariation=35219107399,9,0,1,0,0,#1210095124,Apple,IPHONE,JK CAPAS,CAPA 4 EM 1 ANTI IMPACTO,CAPA PROTETOR,TPU/Policarbonato,NA
10, Capa Capinha Magnetica Luxo iPhone 7 8 Plus X Xs Xr Xs Max ,54,NA,"
			
				Novo
			
			
				
					 - 
				
				346
				vendidos
			
		",(7571 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,10,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1213994623-capa-capinha-magnetica-luxo-iphone-7-8-plus-x-xs-xr-xs-max-_JM?searchVariation=38590025464,10,0,0,0,0,#1213994623,Apple,iphone,jk capas,Magnética,capa protetor,metal e vidro,NA
11, Capinha Silicone Aveludado iPhone 8 Plus Verde Agua ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				184
				vendidos
			
		",(316 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 580
		
		 sem juros
		
	

	
		",80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,6,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539317-capinha-silicone-aveludado-iphone-8-plus-verde-agua-_JM,5,1,0,0,0,#1165539317,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
