search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato
12, Auriculares Manos Libres P47 Bluetooth Inalambrico Calidad ,417,NA,"
			
				Nuevo
			
			
				
					 - 
				
				82
				vendidos
			
		",(928 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2317
		
		 sin interés
		
	

	
		",17,NA,Envío a todo el país,NA,NA,4.8,6,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-453667348-auriculares-manos-libres-p47-bluetooth-inalambrico-calidad-_JM,5,1,0,0,0,#453667348,NA,NA,NA
13, Auriculares Bluetooth Similar AirPods! 3 Hs De Autonomía ,1200,NA,"
			
				Nuevo
			
			
				
					 - 
				
				324
				vendidos
			
		",(5 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 6667
		
		 sin interés
		
	

	
		",67,NA,Envío gratis a todo el país,NA,NA,4.0,49,http://perfil.mercadolibre.com.uy/IMPOCAR+SA,https://articulo.mercadolibre.com.uy/MLU-453836799-auriculares-bluetooth-similar-airpods-3-hs-de-autonomia-_JM,20,16,9,1,3,#453836799,Apple,AirPods,NA
14, Celular iPhone 8 64gb Refurbished + Auriculares Bluetooth ,655,695,"
			
				Reacondicionado
			
			
				
				44
				vendidos
			
		",(2999 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1.30272
		
		 sin interés
		
	

	
		",72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ELECTROVENTAS+ONLINE,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=CUJxv2FKww7LkF9PECEVlI5%2BE4he8yYmVJMQ8qMwYCp%2BsIrwiY0yxWTnXtdppvvLMbhWEIvlcWAwN1UIGwUWZwMcpBZ%2FTuX6rc2w7UvHGXdSoioODqvcxJ51RE5dvRXzEbtVVeqsjtWWUDK2poFTEq02KFpm9Ja%2FgndG2ajv3sAM5iCNByUvkRiF2DRNo6rNOJYRqqK5oAGEj7FS2XU4JJcRcnBS6cg3a6Y8%2B1gXzsxoESyMwUw25G9ronN0wgA676ypK%2BQ5QpAjhJYUdvPijlMdQOiWpA6Nhd82mVLOAYZNrGzbRkmiHQDFOswtTo2NJWXFtm%2FMGeE01dvJqNUsf%2FFm1R6a2uyQZZk%2F3KkkcH1jhFhhWMH5zwjA2Z6fnZpsilOQWXufWiGXExECF5DdEzcP%2BaAt4gddhJK35izKpwxcz6g4S%2Fbne1655ztvgyigXCcF7UdMJE52BbfhIj7uIoChYW3qIXMuft3XjDfMzfHxX4lORs%2BtvVWm1FpApJjmzlbPUgi3pVMCHvFA0%2FiGzaojsWPcn0uXEDT5y1AQhuXdyplfBYjq7O1WaydOGZOKC%2B6%2FnRdtonb4LCZyoP1A1FpYkUE8p8%2BFEsqrlW%2BjFkwQbhk3O4b9w4geJu5B0vgMAXBbkHIF4J3agRQ30ocwz1yPZX8N5YFNtg%2FdIJMtivv8LwNiUvEh3a%2BeWz7URaJEDqvs8RVP5sa%2FDpNbcwoUA%2B%2FxY%2FveJfgsr1MmH2QuBK3iq5ln%2B3%2FitRS5tg7IQulzSXCnulm9E7cp2otGlMhoJxGbcgBSmMMZIs6FncrMCOG3qUFsIcSMszw02hMTQp%2BoD4wf6GgshazkvMQqABpsnA6mGAdzkoWbRO9RlI3qMpF6RoIdcWxTdOAVkJpBRWoz7d4%2FWz5Ro9VuojlrNh9JVmt174bfI0yPpp21FRDUqkMTaiWgF1Dx4MRuQymvFurZplXxikmAGUk1aTNGPYNRooIUvepOlAPR3qDN01qcvnPk%2BQ%2BOHZ4QeyrTXdy3FSmS9lPH3OhjbE1kOLzZBSsUy7xjC3pNLpZ9heUL4HDr%2BK4igKeb1QYZhtEZRvNvwWiQVAjgIdji7nXYaPCnGfcprPmbBPn%2B9Pujwjy20VmT6o9w5L26fGSAH9tkxJaYg2JMqZSs9D5oMxQmZjU8JH3E08VXWpBfb0KWe10cRJp9zFMjTfy5d4nXeT9isXfjUH4fO%2BbwI1fk6I3BbL6nZlQwVxM4jwq3%2Fd9dBfBA20ZorAKbFepWy36uAMdEAXH64cz5o2SJBEYJDJ5GnF9XDfIG0H64NxeLhW87so2aTSXSYcrrCh0SrwI0UPTXrRAhaCLDF%2Bjnk3J%2FOBcmtSMeoVMzJNsv7A0ko5xA1GfMsnd8HVxWjQjtmOf6fyeI49WlSiImQb%2FnekH%2Fz85o0bpW1b%2BtJ8BqCxSmglV3evb9VzIBK%2FjUflutJZlUP%2FbfNPMom9wr6AWgnUkenr%2BS%2FQVw%2B0yep%2B%2BoqoHpQ82QyFldwsEhFrvbqm37b6NgSazfe8KHPqE8w8kHUTPhcDbgP1ebQnTAnuAYWEClWs3Ue1rg6H3Itss1IeMnjn29ooXbhq45zHzX74B65J4U7fXaf0xHWf9c48DiBd68bbMo64kCzc4FiFDtV4zGbY7xMU22t9awKp2L6kfc8P8%3D,NA,NA,NA,NA,NA,#451580894,Apple,iPhone 8,NA
15, Auriculares Jbl Endurance Sprint Bluetooth Celular iPhone ,2400,NA,"
			
				Nuevo
			
			
				
					 - 
				
				32
				vendidos
			
		",(99967 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 13333
		
		 sin interés
		
	

	
		",33,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-459244517-auriculares-jbl-endurance-sprint-bluetooth-celular-iphone-_JM,3,1,0,0,0,#459244517,JBL,SPRINT,Sin Vincha
16, Auriculares Jbl Manos Libres T450 Bluetooth Inalambricos ® ,2690,NA,"
			
				Nuevo
			
			
				
					 - 
				
				40
				vendidos
			
		",(460 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 14944
		
		 sin interés
		
	

	
		",44,NA,Envío a todo el país,NA,NA,5.0,5,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-457117328-auriculares-jbl-manos-libres-t450-bluetooth-inalambricos--_JM,5,0,0,0,0,#457117328,JBL,T450,Con Vincha
17, Nano Auricular Manos Libres Bluetooth Ultra Pequeño Comodo ® ,190,NA,"
			
				Nuevo
			
			
				
					 - 
				
				121
				vendidos
			
		",(5000 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1056
		
		 sin interés
		
	

	
		",56,NA,Envío a todo el país,NA,NA,3.8,9,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-446287032-nano-auricular-manos-libres-bluetooth-ultra-pequeno-comodo--_JM,4,1,2,2,0,#446287032,Samsung,NA,NA
18, Nano Auricular Manos Libres Bluetooth Ultra Pequeño Comodo ® ,190,NA,"
			
				Nuevo
			
			
				
					 - 
				
				121
				vendidos
			
		",(5000 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1056
		
		 sin interés
		
	

	
		",56,NA,Envío a todo el país,NA,NA,3.8,9,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=i3kUBYEHxj%2B5Kih%2FVRAA6TA5N0CgWOvS03OlNOwN%2F9lIbdftJJgzk2%2FJ31uYqXsXkrl8ZFI3KkeokQDcfZvlcnH%2BiRtPCodYXYeIO0%2BVefmcZJJFqrbqUaZKwNyMViAs57WsOVH0vIiaLh6Cijh4G2ckBahkNiiSVW%2BUUAaRp6aEva8On9llpRw7FfaK2r5%2F6IKLAsf1VjirHF%2BqHAsVA7LxR7EtIhTairLNQdMXM%2BuUXNQOmcn%2BNh7CFL0EPFj2r2dheoMJH56C9aSfs5EmryuQDAGoRdc0K5D27xykdoPj1yv8r9MMA59NuPRdAEZOh1HtJD8KH3%2FfLytDM%2BV32ipPLFUUlATBk0lnGlpBMD9R0MgCy%2F0Bt2MFw%2B6%2ByQJ6NrlnSU%2FBuj9QCq2pZfzdP8yS4t53zFzVPgRKNQiegUPeOcWg4%2BTYPBfrfSLuAgHMZDkrJaMTlMXeSkxnOymF75mwNjaLwoevYKqqW%2F6mDPN%2B%2FhauNXgQWvQqhtxPxjOPFvarcFhP43lTf2oY7JzK2TLvw9AW168lYrIs9L500mJeaUCa5PtQvapwN59WJ2UG0YK3rpXLg3QfGHY%2FZt6OF5Z0cSK3pS3bbvQWWwk1pA3lfrANQ080WFIpzRaApZ51cnJ74yAtQb5%2BE8LYUse98f6vcHDqffPZLtUFjHsNvWVnI2n9CKs%2By6WR4kech5GK85Wwkv6Qsh7TjBhLsWlxuGazSSbJPPPCogvlfjlYQDDGUqdqw9GfjvDRT%2BW5E%2BaR37%2BauDmioZPKuxsjyAGQBqolNCDIkW6CtF6VGCjmV%2FaDO3AFeGrdLa%2FCYNLNdTHIc4mc1XlvYoQseflt%2B6pBxfdWckChsIDIsXl0fJ%2FuAwN2gSOvEiEWL4M1nnLkH5DhJc%2FSQ3547MjnKGxmnfsU%2FtADGH%2FO%2BEYDknpaDnZXDz2bBIC05BSAT6%2Fteb2pv85CtenkhqrQIpN%2FxGqwR5YdpVfQWup15P%2FnWB0zMSM2S7HtBzdWTpHw4jk6EIkFoYQFjBHUul9sKq8rZZ0bVLWfzJY1ZRUNcQd3ifC3QBF%2FBHR%2F5cT2v%2BZRIjRNv1D%2BZJEcVx1lROKBXD8LT4B2%2FZ5eMUcfqODeevR4%2B9tG44mUI77a%2BJQ95WXjNcRVVmpCE62v%2FilYKjlgt5iDEdK%2FakJmht06vG%2FgMWPAEvR9eLgEAOcEQcI7T4sRE59Wd8dAM1vAq24z%2FHyGNp96LrliLwtIVK%2BhHVHkiinyeCecXg5OxELmnDEfnGFOXY0Gie9Iv1zAF8oVTf99Zlu%2BTfT7oB7AizJ5BN20Q9JKDdIE3WstID8Dm6yG9PRhGa6nZYU10MojVdeFoe%2BZPJuuCKYVHy5VkWr6GUkaue1gA74SrcdXF%2BwiA1xlvawgcmBkxTrLywN618YGp0vxFONEh9fwRxT%2FujHuZyZOXSh%2FkBY3Kk2WuXwV94VqcJ7a%2FrV53igu05rVH2aPc2M0%2B0ZKfqfV2lEPXelPwL8Eb9%2Ffk%2Bnj4vyvnQzf4BNrNxXaAIkJ%2Be2o4B1TNOl96s9lZX2baCyviwihu%2B5BWBG%2FUZ7esnfIenUyL7FSHPub8LmeT%2FLuo8%2BfnBUUpzegbMx02blp745UzfwKIzpxWVKVeDfI%2BXXpMAOFR1DUgEosJ3O8MeN7U0ccZUrQ%2BJd6axQ1n2Ws,4,1,2,2,0,#446287032,Samsung,NA,NA
19, Auriculares Inalámbricos Tws16 Bluetooth Iph/android Ebuy ,50,NA,"
			
				Nuevo
			
			
				
					 - 
				
				18
				vendidos
			
		",(3 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 9944
		
		 sin interés
		
	

	
		",44,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/EASYBUYSHOP,https://articulo.mercadolibre.com.uy/MLU-456715106-auriculares-inalambricos-tws16-bluetooth-iphandroid-ebuy-_JM,NA,NA,NA,NA,NA,#456715106,NA,NA,NA
20, Auriculares Inalambricos Bluetooth Tipo AirPods iPhone Febo ,710,NA,"
			
				Nuevo
			
			
				
					 - 
				
				32
				vendidos
			
		",(99967 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3944
		
		 sin interés
		
	

	
		",44,NA,Envío a todo el país,NA,NA,4.0,49,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-456789089-auriculares-inalambricos-bluetooth-tipo-airpods-iphone-febo-_JM,20,16,9,1,3,#456789089,Apple,AirPods,NA
21, Auriculares Bluetooth Stereo Manos Libres Wireless Magnetico ,380,NA,"
			
				Nuevo
			
			
				
					 - 
				
				181
				vendidos
			
		",(5000 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2111
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,4.1,28,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-450505995-auriculares-bluetooth-stereo-manos-libres-wireless-magnetico-_JM,14,7,4,2,1,#450505995,NA,NA,NA
22, Auriculares Bluetooth Manos Libres Envio Gratis. ,390,NA,"
			
				Nuevo
			
			
				
					 - 
				
				63
				vendidos
			
		",(117 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2167
		
		 sin interés
		
	

	
		",67,NA,Envío gratis a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/VENTASUY+IMPORTACIONES,https://articulo.mercadolibre.com.uy/MLU-457117278-auriculares-bluetooth-manos-libres-envio-gratis-_JM,3,1,0,0,0,#457117278,Supreme,BT 10,NA
23, Auriculares Manos Libres Bluetooth Inalambricos Calidad Sony ,417,NA,"
			
				Nuevo
			
			
				
					 - 
				
				29
				vendidos
			
		",(71 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2317
		
		 sin interés
		
	

	
		",17,NA,Envío a todo el país,NA,NA,4.0,1,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-453667507-auriculares-manos-libres-bluetooth-inalambricos-calidad-sony-_JM,NA,NA,NA,NA,NA,#453667507,NA,NA,Con Vincha
24, Auriculares Bluetooth Deportivos Manos Libres Con Cuello Loi ,447,NA,"
			
			
				
				27
				vendidos
			
		",(998 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2483
		
		 sin interés
		
	

	
		",83,NA,Envío a todo el país,NA,NA,5.0,3,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462689492-auriculares-bluetooth-deportivos-manos-libres-con-cuello-loi-_JM,3,0,0,0,0,#462689492,NA,NA,Sin Vincha
25, Auriculares Inalámbricos Stereo Bluetooth Manos Libres Rojo ,299,NA,"
			
			
				
				91
				vendidos
			
		",(24 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1661
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,3.8,11,http://perfil.mercadolibre.com.uy/MLCENTERUY?brandId=511,https://articulo.mercadolibre.com.uy/MLU-445603224-auriculares-inalambricos-stereo-bluetooth-manos-libres-rojo-_JM,5,2,1,3,0,#445603224,NA,NA,NA
26, Base De Carga Para Auriculares Bluetooth Inalambricos I7s ,270,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(10 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1500
		
		 sin interés
		
	

	
		",00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-463183960-base-de-carga-para-auriculares-bluetooth-inalambricos-i7s-_JM,NA,NA,NA,NA,NA,#463183960,Apple,NA,NA
27, Auricular Vincha Sport Bluetooth Pc Celular Auriculares ,380,NA,"
			
				Nuevo
			
			
				
					 - 
				
				27
				vendidos
			
		",(1121 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2111
		
		 sin interés
		
	

	
		",11,NA,Entrega a acordar con el vendedor,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/LSTURUGUAY,https://articulo.mercadolibre.com.uy/MLU-455655455-auricular-vincha-sport-bluetooth-pc-celular-auriculares-_JM,3,1,0,0,0,#455655455,NA,NA,Con Vincha
28, Auriculares Bluetooth Simil AirPods iPhone + Caja I9s-tws ® ,1190,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(5000 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 6611
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-462391301-auriculares-bluetooth-simil-airpods-iphone-caja-i9s-tws--_JM,NA,NA,NA,NA,NA,#462391301,NA,NA,NA
29, Auricular Bluetooth Manos Libres ,160,NA,"
			
				Nuevo
			
			
				
					 - 
				
				36
				vendidos
			
		",(64 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 889
		
		 sin interés
		
	

	
		",89,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/DISCBOX,https://articulo.mercadolibre.com.uy/MLU-462802945-auricular-bluetooth-manos-libres-_JM,NA,NA,NA,NA,NA,#462802945,NA,NA,NA
30, Auriculares Inalámbricos AirPods Apple En Stock Garantía ,319,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(8 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 63446
		
		 sin interés
		
	

	
		",46,NA,Envío gratis a todo el país,NA,NA,4.0,49,http://perfil.mercadolibre.com.uy/RAMAN2013,https://articulo.mercadolibre.com.uy/MLU-461567729-auriculares-inalambricos-airpods-apple-en-stock-garantia-_JM,20,16,9,1,3,#461567729,Apple,AirPods,NA
31, Huawei P30 Lite 6' 128/4gb+ Funda+ Auriculares + Lámina ! Pm ,389,NA,"
			
				Nuevo
			
			
				
					 - 
				
				108
				vendidos
			
		",(50 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 77368
		
		 sin interés
		
	

	
		",68,NA,Envío a todo el país,NA,NA,4.7,49,http://perfil.mercadolibre.com.uy/PRECIOSMIAMI,https://articulo.mercadolibre.com.uy/MLU-461685314-huawei-p30-lite-6-1284gb-funda-auriculares-lamina-pm-_JM,36,13,0,0,0,#461685314,Huawei,P30 lite Dual SIM,NA
32, Auriculares Inalámbricos Aiwa Aw2 Pro Bluetooth Amv ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(10 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7757
		
		 sin interés
		
	

	
		",57,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-459601662-auriculares-inalambricos-aiwa-aw2-pro-bluetooth-amv-_JM,NA,NA,NA,NA,NA,#459601662,NA,NA,Con Vincha
33, Auricular Bluetooth Mini Sport Manos Libre Auto Running S530 ,499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(6 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2772
		
		 sin interés
		
	

	
		",72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-462252840-auricular-bluetooth-mini-sport-manos-libre-auto-running-s530-_JM,NA,NA,NA,NA,NA,#462252840,NA,NA,NA
34, Auriculares Samsung Galaxy Buds 2019 Bluetooth Futuro21 Dimm ,195,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(4 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 38783
		
		 sin interés
		
	

	
		",83,NA,Envío a todo el país,NA,NA,4.7,6,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-463176507-auriculares-samsung-galaxy-buds-2019-bluetooth-futuro21-dimm-_JM,5,0,1,0,0,#463176507,Samsung,Buds,In-ear
