search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Formato,Modelo alfanumérico
1, Kit 2 Fone De Ouvido Bluetooth 4.1 Mini Portátil Chamada Mús ,23,NA,4071,869,4x,5.85,NA,Envio para todo o país,NA,NA,3.4,89,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1132266958-fones-de-ouvido-sem-fio-bluetooth-i7s-tws-_JM,32,20,10,7,20,#1132266958,AQ Shopping,NA,NA,NA,NA
2, Fone De Ouvido Jbl E25bt Preto Bluetooth Original 12x ,25,NA,2201,260,5x,5.07,NA,Envio para todo o país,NA,NA,3.4,29,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1068034831-fone-ouvido-bluetooth-i7s-42-par-tws-sem-fio-case-base-_JM,11,5,5,1,7,#1068034831,Universal,NA,NA,NA,NA
3, Fones De Ouvido Xiaomi Redmi Airdots Bluetooth 5.0 No Brasil ,115,148,9289,687,12x,9.58,NA,NA,NA,NA,4.8,689,https://perfil.mercadolivre.com.br/LOYALMALLBR?brandId=2069,https://produto.mercadolivre.com.br/MLB-1218445107-fone-de-ouvido-bluetooth-xiaomi-redmi-airdots-_JM,571,85,21,3,9,#1218445107,Xiaomi,Mi,Redmi  Airdots,In-ear,NA
4, Headphone Bluetooth Fone De Ouvido Usb Micro Sd Rádio Fm B01 ,189,NA,870,45,12x,18.06,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,256,https://perfil.mercadolivre.com.br/PONTOCERTOELETRO,https://produto.mercadolivre.com.br/MLB-1166049389-fone-de-ouvido-jbl-e25bt-preto-bluetooth-original-12x-_JM,186,42,18,4,6,#1166049389,JBL,E-Series,JBL E25BT,Ear-Buds,E25BT
5, Fone Ouvido Bluetooth Sem Fio Chamada Micro Sd Fm P2 Mp3 Cel ,45,NA,4612,197,6x,8.49,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,250,https://perfil.mercadolivre.com.br/123+COMPROU,https://produto.mercadolivre.com.br/MLB-751234756-headphone-bluetooth-fone-de-ouvido-usb-micro-sd-radio-fm-b01-_JM,152,52,21,12,13,#751234756,Importado,NA,Headphone,Headset,NA
6, Fone D Ouvido Bluetooth 503 Mp3 Micro Sd Sem Fio ,32,NA,7700,4,6x,6.10,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,355,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1169578355-fone-ouvido-bluetooth-sem-fio-chamada-micro-sd-fm-p2-mp3-cel-_JM,318,21,10,0,6,#1169578355,B05 Over-Ear,Bluetooth,B05,Over-ear,B05 Over-Ear
7, Fone De Ouvido Edifier W800bt Bluetooth - Nota Fiscal E Gtia ,35,NA,574,17,6x,6.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,23,https://perfil.mercadolivre.com.br/LS.EXPRESS,https://produto.mercadolivre.com.br/MLB-776010335-fone-d-ouvido-bluetooth-503-mp3-micro-sd-sem-fio-_JM,13,4,6,0,0,#776010335,Importado,Bh503,Mini Bh503,In-ear,Mini Bh503
8, Fone Jbl Bluetooth Tune 600 Bt Nc Cancela Ruido T600btnc +nf ,419,NA,73,80,12x,40.05,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/CITRON+INSTRUMENTOSMUSICAIS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=4dR8nfUd01qy%2Br60f4RmPl8f9EC2kRpQ5KlzOu%2BYgCVK58KWMZxByP%2FKiqbvoxmuL313UX93W7v3dk95mTiIE6TQzhAC7R7K1DqfA56sOciMxMXgVy2yQG13wDfLVbv%2BahcOAHcCYkCDva6Wna7mhB696pH88pByaFsEeOYjPI6Cb4R8q8RKF3xsQEossKLRQe6ZxG6hhCp08lf13p6Sl7hU1c464UCZO3mwggtF6I%2FjFbjpaeE1BvoNyKtzDUrRqpAwyNSVI70o%2FcLt3DecBnOE5bUG7ngQtWJVc36PqF4%2FTHWNYH6T2Sr3X5sKWwkppqen2NyYqB%2BBM4c4hOjetVNP1ir6QiyVQ9yFSEtkMQldYnlYhovlpyyoWNxtqZYpN6EMdzOMB0pNT8rNc7qLEq5d6OFQRQS%2BwABvfDfRGEoOxaABhiS2ckfbb7pcTTaGNO56g9xpSOnY4Sf8tSpuHSiOwC4eja6hNE%2Bxqsv0mFGT%2FmIDQ7Jyl0Quhz3TbFYGUBCt1F0FoSJ1AX1VpWANXaRt8YDaDQzIaaANlqSdlZVKBq7w0ZXUGWrdfoZ4GsS4BrXArnnSAVMvPm2Gswpp1PBizWYsZCrcPCKzjBfk3FdW1mPeAgPiNWRlxM6H279TpM0vwMoEr3j0h7CmAoT9DUKNvRiZvA7yvxyxV3V%2BFBh5WmzP14x7VDMRubzsl0ly7xkTKWmPBc4cMSnVR41sOJZwhskLkXD0qudbASeKz7MQIDoNgcSeebuzULI2pmLXmSaYsDRTKAKjYjKLTRY%2Bc8cw5Z1yLPSR%2Bom4WRmJRTW7p5nIEwb8agSvxV8I%2FHj%2BMF3%2BWlkem0kPTpbgmSlHtqrQkMPHfCq13JadkTRwk7wNX1YyQgtNQOHYLi7leig83pE3pK5dhUNf%2Fsi%2FrHMUA%2B0R1WY8IfB4feAA%2BcnmXwMzYU7vbfXtquB3N1Yyun%2BryBtTrphnmfYzr9lNL890M5t0oUjyGFJJrPKx94Maic0Zz9Jx9wB9e9mbrvqKO%2FJCy20bW6M3e3mpJ6%2FceG6EPg8MTItafwpPvKG1fHR3GKNrYJDtJ7%2F7nVB%2BzA5S1QkeBriFsAlkaZMQEWJgMA61HbP%2FORUGIHtksFWqrCoRuDkZpGLpxdkFCN5xqaUoZSaCW1dLcok53GaaqOQaW%2F0PdDVf89wrIcYOzrXucY1KkLP8Nf9XirTDGjgA950yjzINOuKAepB3WEuS652Of6txqFEots0jucVwuYFWfQPclFQ9Ydi6wWYfr4IFDmwAUS3VGOpL%2BKKZFkKgMQd1ZzMNYMXZpTqlowvSwRWxSwqF004UNUSiTqQjYCfnqwbks5j8oIO5K2ARGwN1Trxe5JUYgEcmgb3i8ZEG7nCDQLc%2FCwtn5sh7tpj7RbOnDTxy%2BWDBSZ2y7e%2FvNWzwFGBFHpWHRc87Khz29tISYxOhp2HfLPt0Q2kgbJMB6XX9ufzRljfcjHuH2ZWqyU9cYWff4A3TsyStgqQqVWtwsKDYwyYaku%2BdZeYvKnjAtvtoB3wMDFrvry%2BRf6aS6CResFfEZOpMeNbOhNbNkfaHwKpmdorQHJrBiUlJpgBrRoSZtTaLrYXcUFYnxuEqOFZ2brZmT1wmGlSj2F040McmiD9rSfU%3D,3,0,0,0,0,#1144325385,JBL,TUNE600BTNCWHT,Tune 600 BTNC,Ear-Buds,TUNE600BTNCWHT
9, Fone Ouvido Bluetooth Sem Fio Headphone Rock In Rio 100% Nf ,250,NA,1850,121,12x,20.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,1025,https://perfil.mercadolivre.com.br/RCKAUDIO,https://produto.mercadolivre.com.br/MLB-1054567240-fone-de-ouvido-edifier-w800bt-bluetooth-nota-fiscal-e-gtia-_JM,861,129,29,3,3,#1054567240,Edifier,W,W800BT,Over-ear,NA
10, Fone De Ouvido Flexi Sport Bluetooth Preto Multilaser Ph181 ,21,NA,24009,3906,4x,5.94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,816,https://perfil.mercadolivre.com.br/BETINHO+ELETRO,https://produto.mercadolivre.com.br/MLB-832062116-mini-fone-de-ouvido-s530-v41-sem-fio-bluetooth-universal-_JM,364,167,131,60,94,#832062116,Universal,NA,S530,NA,NA
