search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
1, Capinha Capa Silicone C/ Logo iPhone 6s 7 8 Plus X Xr Xsmax ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				987
				vendidos
			
		",(4480 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 566
		
		 sem juros
		
	

	
		",66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,13,https://perfil.mercadolivre.com.br/MALE2382936,https://produto.mercadolivre.com.br/MLB-1248683581-capinha-capa-silicone-c-logo-iphone-6s-7-8-plus-x-xr-xsmax-_JM?searchVariation=38604797226,10,2,1,0,0,#1248683581,Apple,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Silicone,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Apple Case,Silicone e microfibra(camurça),NA
2, Capa Capinha Ultra Fina Fosca iPhone 6s Plus 7 8 Plus Novo ,32,NA,"
			
				Novo
			
			
				
					 - 
				
				424
				vendidos
			
		",(799 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,7,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://produto.mercadolivre.com.br/MLB-1246923437-capinha-capa-case-silicone-iphone-7-plus-8-plus-aveludada-_JM,7,0,0,0,0,#1246923437,Apple,iphone7 plus  iphone 8 plus,Silicone,iPhone,Silicone,Silicone- Aveludada,NA
3, Capa Capinha Magnetica Luxo iPhone 7 8 Plus X Xs Xr Xs Max ,14,NA,"
			
				Novo
			
			
				
					 - 
				
				105
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 760
		
		 sem juros
		
	

	
		",60,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/MAITE_26,https://produto.mercadolivre.com.br/MLB-1205102371-capinha-casca-de-ovo-ultra-fina-iphone-7-8-plus-x-pelicula-_JM?searchVariation=34807626231,NA,NA,NA,NA,NA,#1205102371,Apple,"Iphone 7, 8, 7Plus, 8Plus e X",Ipremium,Slim Transparente,Slim Transparente,TPU/Policarbonato,NA
4, Capinha Ultra Fina Fosca iPhone 6 6s Plus 7 Plus 8 Luxo Capa ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				219
				vendidos
			
		",(281 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 580
		
		 sem juros
		
	

	
		",80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,9,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539317-capinha-silicone-aveludado-iphone-8-plus-verde-agua-_JM,8,1,0,0,0,#1165539317,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
5, Capa Anti Impacto + Película Gel P iPhone 5 6 7 8 10 X Xs Xr ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				98
				vendidos
			
		",(402 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 580
		
		 sem juros
		
	

	
		",80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165536270-capa-case-capinha-silicone-aveludado-iphone-8-plus-branco-_JM,NA,NA,NA,NA,NA,#1165536270,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
6, Capa Capinha Anti Impacto 4em1 iPhone 6 7 8 Plus Xr X Xs Max ,54,NA,"
			
				Novo
			
			
				
					 - 
				
				496
				vendidos
			
		",(7487 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,13,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1213994623-capa-capinha-magnetica-luxo-iphone-7-8-plus-x-xs-xr-xs-max-_JM?searchVariation=38590025464,12,0,0,1,0,#1213994623,Apple,iphone,jk capas,Magnética,capa protetor,metal e vidro,NA
7, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8 Plus Xs Xr Max ,10,NA,"
			
				Novo
			
			
				
					 - 
				
				45
				vendidos
			
		",(3816 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 558
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CIBRATEL+PARTS,https://produto.mercadolivre.com.br/MLB-1238584972-capinha-anti-queda-silicone-resistent-iphone-xs-7-8-plus-xr-_JM?searchVariation=37808370147,NA,NA,NA,NA,NA,#1238584972,Apple,iPhone 7 8 X XR XS XS Max,Apple,Anti Impacto,Anti Shock,Silicone,NA
8, Capinha iPhone 8 Plus Apple 5.5 Poleg. Silicone Case Lacrada ,43,NA,"
			
				Novo
			
			
				
					 - 
				
				66
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 721
		
		 sem juros
		
	

	
		",21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/VITRINEDOSIMPORTADOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=%2Fbn%2FecdTztkYybCEhS87v7JWWIdwppxYZkMgyT9KVnpwGdV9TjhRby9MBYFXO8fVo8IoUEIqA9gID6ZlPGBSeJHfz2lSkkEKX7bdlv%2BMSBRQ5LAl%2BKje4aeinSc7lvo%2F%2BNx5%2FGETem6IA9vX4tPnLM8boeZT5HEfJyUBcWTt77fQ1V6A8upbC%2BB4zZFL9tZwu6CIzPvLkqytvVFhhiiXPWegq4RcgXBEXNrqwhECJIqpWb5pekyGvu4CVWE9vLZ0QrLkSKkqV32HC549Qs%2FYtylBuh3EMidCj2QwzRcLqYlzZczaZRr8jNQeoxPpT%2BQlnEhr1ki0MW%2F1o%2F7QIy5bp%2FsT6o1c%2FFeoD2hPR4iBHnmieqTbl5JiTKmPgqKxbEalsDFKYpvk2IgEGJKY5lePlHRa6NtnEVJuLEC7UJCZC9%2BXg3wllZlfrZAcyvzP9y7KI6Y2La9ZfV6H%2BjyLlkJDty9dBVjL8bK%2FYsu7r%2FthTBctMgwNIf6TK9kOTHun%2BFsiVV0%2BExRS1cu0jBv8RzDWbuRBLxzp6RqAi2k%2FDtNSzDvamTlAX%2FPSZz0TOoe0aKSiGcbvtj9FQr%2BCGox%2BDWrtsgIHB%2BmknC%2BgPLf6zrugrAYWKhrcAMcB92Chit7KBFEzlfH1pAgN3PXJ5yt4ZvOWsOzwwZwmO5UxfxVOUZwt8z7Q8%2F4ySv5y46tOZ%2B1dO3SfKeNVq7Shck1rowTOI6ZFvNS7lt%2Fo4ANvsp1MQCILV6WtKzWIs%2BiYbYqdQNxo9gwsRkepwmL0qBsWmw5S%2FXH4CULhFJngHQ0JJtYBLKkBbV8rAby5FGBPwXGg%2BWES1WfucKf%2F3OGC2FDPQxmLj5%2B15P3vSYNB6aUM%2B9oj8wADtJNSLnvHrnO74MjoD1cmDWwdW%2FrZ860o%2B6WmFRAUdEb1d6Q7wPagjQOLGqOJL9l3fFNASQGG90OeN6bxd0xojmj033ZOg6tipENmRx75gMobIbHW9Tou19kwc0bdJfu8ptCm7HIdstyB4%2BvnEstSo%2FT9wpbMoDyPXUaXiaVBBAAUScEmyjqTg6mgFXcCoX5vF9dc6pLofGpEaQuGTkcCA%2FjnIWgGiCWQuvamPbfsNiXejHM7%2F00vCU0KyEkGEMgmUs0sV1GPS8SbwsJbHBdj6shgivt43sVVRECP9Cp44aqY9VFdKvZBcFvgQKWsjrwavddrYRnypPe%2BrJI9sGvwkiCoiU3F%2Frx19%2BECqBoantSMBfY0Enqc7irFbU4kD4Y6h5eeOXppVuMrsTRKFuXEI8Jd4c6E2sqIYxf8MDu6aViAzwPJeT8T2cI02gv76lJcKdmAMI14hChO5nKWqfWxVBAWhr1OMWRIPTKl0H8Ns9tCak%2F1XeLSz%2BjnaWYseu5DgCLlI9wMALr%2ByIwV11FpnmuCKQ2N4q4IsbYc%2BHwh%2FniKI%2Bp3wrpySUwWn8Z5qRu4nBRtKdbskQrj0xkbKfcd3d1UyNx4q4nf%2FaMHGqcw6J2xek%2F3Gyo6GL%2FEUVh0kynDHgusP9Zyq8N3bmH9iJ7w83mQ%2BrZKmOfipLAhqJXsLs5x9iiXZKe1IChtfNs5%2B1Gf04Moi99NFsom0m4W7hhSnFelnG747vtv%2BG8DPaJnQeeLUtmnxmM%3D,NA,NA,NA,NA,NA,#959015003,Apple,iPhone 8 Plus,Apple Inc.,Silicone Case,Silicone,Silicone,NA
9, Capinha Silicone Aveludado iPhone 8 Plus Verde Agua ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				46
				vendidos
			
		",(454 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 580
		
		 sem juros
		
	

	
		",80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165542688-capa-case-capinha-silicone-aveludado-iphone-8-plus-preto-_JM,NA,NA,NA,NA,NA,#1165542688,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
10, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8plus X Xr Xs Max ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				300
				vendidos
			
		",(9825 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,9,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1197368219-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8-plus-xs-xr-max-_JM?searchVariation=34356084379,9,0,0,0,0,#1197368219,iPhone,iphone,jk capas,ultra fina fosca,capa protetor,TPU/Policarbonato,NA
