search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2229
				vendidos
			
		",(159 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,70,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM,53,11,4,0,2,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
2, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				759
				vendidos
			
		",(307 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,13,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293,12,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
3, Funda Rigida Transparente Antigolpe iPhone 5 6s 7 8 Plus X ,910,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1804
				vendidos
			
		",(497 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,123,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-666368423-funda-rigida-antigolpe-iphone-6s-7-8-plus-xs-max-xr-glass-_JM?searchVariation=34624942900,83,25,7,3,5,#666368423,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus X, Xs, Xs Max, Xr",Sin Marca,Fusion,Bumper,Acrílico
4, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				709
				vendidos
			
		",(26 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,25,https://perfil.mercadolibre.com.ar/GRUPO+TTB.S.R.L.,https://articulo.mercadolibre.com.ar/MLA-746999903-funda-super-anti-golpe-reforzada-iphone-x-6-7-plus-5-se-x-_JM?searchVariation=36479608137,19,4,1,1,0,#746999903,Apple,iPhone X 6 7 8 PLUS,TTG,iPhone X 6 7 8 PLUS,Air,Acrílico
5, Funda Super Anti Golpe Reforzada iPhone X 6 7 Plus 5 Se X ,1253,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1047
				vendidos
			
		",(348 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,55,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129973,46,6,3,0,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
6, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,813,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1345
				vendidos
			
		",(181 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,56,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-741182860-funda-metalica-magnetica-vidrio-iphone-x-xs-max-8-7-6-plus-_JM?searchVariation=36653627402,33,5,1,5,12,#741182860,Apple,Iphone X;Iphone Xs Max; Iphone 7; Iphone 8; Iphone 7 plus; Iphone 8 plus; Iphone 6; Iphone 6 Plus; Iphone Xr,Norcel,Magnetica,Bumper,TPU/Policarbonato
7, Funda Tpu Slim iPhone 6s 7 8 Plus X Xr Xs Max + Templado ,400,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1440
				vendidos
			
		",(9008 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,38,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://articulo.mercadolibre.com.ar/MLA-687478565-funda-silicona-premium-iphone-8-7-8-plus-vidrio-templado-_JM,27,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
8, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,400,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1440
				vendidos
			
		",(9008 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,38,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=%2Bx%2Fk4GGlbWnMquSTofY5xmVLDAM8XSbbVOvHfgG25LaZ7AUEiTtmwBhLd3bBEb9dpYqOgaNnHqhoaE7tTWcOnDs%2F3W%2FoVJ2O0Maa1bkOpUPuO%2BBHPLNPVhR3nSwXAbW6mJmn70w8xW%2FX9P4247Kg5PCb7nWwvUytSWnWpgRStsdorLrNz7cICt8DHtDtVpJxqxDt7T0c%2Fs44yfUnU2QsdI2Iwij9Xb9AkhQ1T6wHIm2WrHWMjf3pzBraqDEtDVSTE6DGqWwMHR9yiyPlsuBEfgLfWzDPytb1r4PFoCmSE6I7dVQxSM5%2FLguiDwP7g4xL%2FBsJ8id2x9o6yOvXg%2BbzDZZbak65PAfkqkNtiOeGeIBuCB%2BIM4J%2FIIMLGuEe9OL3fBkIp1JoN9gseCv%2BOIJ8i94SulajXKcjMXO7ryF8sSSj9M%2F%2FTaWtC%2Bx0wz%2FoYEi6nx%2BUJdT7DsIGyvbFXZzonbofAw%2Bo2yV1jx2TxoQanGHpFAAZl34N6F1mjcoZLTa5u1Fr7nXuboTp0JqcF%2Fbm0DWsZ%2FX1UscAIxbc6%2Fwm9gQpoMju5JDrzBcdg8wapXsx%2FvM94bxeXfqX4lZR%2BXOiuBnFYiXSYtLaA0dmcbcZACDkYhKaK38F7itDdJJwJr8KiG3eQn3EfiYPGaQ8LtrPl%2BdtTfUJAjq3aiilVmAAc40U9CAnLcZ8XL1fLcHiWPTzB3L1tg6QtnCBGbvje%2BGZFkG6DdS4dGGvcbQWR2EoUCLhaF5h%2B9%2Bs7ny6EIPCNLF8ks8wV3lDgWvcQErvd0fWK6PDihg2MR6dOZGRv8FUJTsjCy4OGqtzIj7G2wx8u%2Bp4RSzMqRbCP4dvxuLhkL%2BCHvVZ8E8ti5xahlt3SxpjFtJDd2UfQlHfb5nuMPohNHsxAC%2BOQekVMjigRy9O9KNwkP5mikk8eyp87DYHc1pYDSzWquRy4A1vSkS7%2Fa9PLqgSZqAkR3LxLTdCbNch6gai4hXOnykueUvd%2FtzuUXKECZW6rAjOYMH6EP6TlZ9Idd1JaGXJlhWDp0uCVwJOK6yAY5vPhmZpZOar%2BduOKA9uHRR2zA8OLd%2BbHawra%2FFnczKtP02GFXA0xsBkfU4u0vIUA1dpXmoit%2F9WIig5vHVFEUIAJ%2BPUgUbxVsTiH3FXwOoGUVE%2FyoXXi8Xz7Ms9MI%2FaYEnYb3CkAzpBdcTtIHdJXCc7F7e%2FiEEviQC8KrAnK9zCofFDHH4v80%2FMmZCiigUWw24Y4Q0lLFqy4Zq9kglekjymn%2FVugEVdPZJZmJf%2BrvJaC595eeNkLhRPgJRbqQkBHtpKY9nNKV6MIruqekgqf2csYcoU062qncfzYg8JVi5G1LzrL%2FKTlcRuje2VE%2BcGVpgpiexXvLButolZqtLrqCtHK8Iku5V06VyrNgXC6jwa8p8f2w50dmskFKxk%2Fet0hjM9qkVKkN6SCUcojTzJuL7mqJmjwMu7AsSaoJ9iQAS7ltvnYnAYUIRew13KHtRC0bOsXUUtzA1VOikxLjzlbMl%2F%2FDatg7hSQMBk1OADAA8kQB%2Bn3yp7BwfT0JkaN8vxX0TcOn9Jc6DCvywq0UQitMymEGuFxwjt5qDUMQKMUVw3uRJBbB0CVdAPgePSRXfyh1OiKoWPw%2BNOtZqkmEAHIUUB2YWQ%2B8r%2FPPbpH7aO7sTSC1%2BynXGX14Y67h%2FYf8gKDzVVDDbFyKXpCPtKfPXC7zTE0LqNMHLRTtzo5hYCYw%2Bz11LeHZuDwUagEcg7xeq72GmFQd6ehvZSSDRvRQYq47OvFgxaFieW8jxN6BWN1eamf8eJKjX0KsaEqO8Ih6IVuovZ7D4SJxXT8XQwgTcMZQ%3D%3D,27,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
9, Funda Ringke Original iPhone X Xs 7 8 Plus Max+vidrio+envio ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				442
				vendidos
			
		",(76 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-686264793-funda-silicone-case-iphone-8-7-plus-5s-se-6-6s-original-_JM,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
10, Funda Rigida Antigolpe iPhone 6s 7 8 Plus Xs Max Xr + Glass ,1413,NA,"
			
				Nuevo
			
			
				
					 - 
				
				428
				vendidos
			
		",(249 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,21,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-749127423-funda-ringke-original-iphone-x-xs-7-8-plus-maxvidrioenvio-_JM?searchVariation=32500157139,20,1,0,0,0,#749127423,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
