search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Material,Fabricante,Tipo de funda
1, Funda iPhone 5|6|7|8|plus|x|xs|xr|xs Max Airbag Transparente ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5866
				vendidos
			
		",(21 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,261,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-582143415-funda-iphone-5678plusxxsxrxs-max-airbag-transparente-_JM?searchVariation=17472366030,225,26,4,2,4,#582143415,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU,BMX,NA
2, Protector Funda Case Uso Rudo iPhone 5 6 7 8 X Xs Xr Xs Max ,250,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1869
				vendidos
			
		",(258 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1389
		
		 sin intereses
		
	

	
		",89,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,62,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-653278098-protector-funda-case-uso-rudo-iphone-5-6-7-8-x-xs-xr-xs-max-_JM?searchVariation=30591645308,47,10,3,2,0,#653278098,iPhone,iPhone 5 5s se 6 6s 7 8 PLUS X XR Xs MAX,OEM,Oem,Plástico,OEM,uso rudo
3, Protector Funda iPhone 7 8 7 Plus 8 Plus X Xs Nuevo Uso Rudo ,250,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1873
				vendidos
			
		",(143 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1389
		
		 sin intereses
		
	

	
		",89,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,54,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-637771698-protector-funda-iphone-7-8-7-plus-8-plus-x-xs-nuevo-uso-rudo-_JM?searchVariation=26411510022,41,9,2,1,1,#637771698,Apple,iPhone 5 5s se 6 6s 7 8 PLUS X XR Xs MAX,RAMEER,2018,Plástico,OEM,USO RUDO
4, Funda Ultra Slim Transparente iPhone 6 7 8 Plus X Max +mica ,239,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1256
				vendidos
			
		",(46 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1328
		
		 sin intereses
		
	

	
		",28,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,36,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-651098477-funda-ultra-slim-transparente-iphone-6-7-8-plus-x-max-mica-_JM?searchVariation=32254386866,24,7,1,0,4,#651098477,Apple,6 6s 7 8 Plus X Xs Max Xr,Gurio,Ultra Thin,TPU,Apple,Protector
5, Funda Ultra Slim Silicon iPhone 6 7 8 | Plus X Xr Xs Max ,219,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1939
				vendidos
			
		",(81 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1217
		
		 sin intereses
		
	

	
		",17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,63,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-618319522-funda-ultra-slim-silicon-iphone-6-7-8-plus-x-xr-xs-max-_JM?searchVariation=32254069859,46,11,4,0,2,#618319522,Apple,iPhone,Apple,Apple,Silicona,Apple,Protector
6, Funda Lujo Cromo 3 En 1 iPhone X 8 7 6 Plus 6s 5 Se ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6396
				vendidos
			
		",(89 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,347,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-577013572-funda-lujo-cromo-3-en-1-iphone-x-8-7-6-plus-6s-5-se-_JM?searchVariation=27291824497,234,61,31,11,10,#577013572,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / Xs / XR / XS Max,3 EN 1,Funda 3 en 1 Lujosa,Plástico,Apple,Funda Protectora de Lujo
7, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2430
				vendidos
			
		",(21 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,81,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-623748083-funda-tipo-piel-leather-case-iphone-6-7-8-plus-x-max-xr-mic-_JM?searchVariation=32254170142,71,9,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,TPU,NA,Protector
8," Funda 360 iPhone 6, 6 Plus, 7, 7 Plus, 8, 8 Plus X + Cristal ",189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5208
				vendidos
			
		",(54 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,319,https://perfil.mercadolibre.com.mx/VIGU+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=51bUWdvdvEd76eVIT2hoOWkNgkYf06SF%2FbFkbyprEzCKMz7KkR9cXjWH8AylU%2F3rqWaBgA88pR4JC5ZpzH5RxPCiyRaIBCC0barBA8LD3u3s8xQw9OL9zmU2LLUkfbvixkPMm%2B1RL6B%2BgSb27ulCcUe4LMEDAWpiaeJOT0OYZF84LM5Z4nqCUxLTVFpe279QS4ruaasTI1Tu7ugBXUHKqWSQ5ukwuuM%2FP3mZoUaKrO7i%2BAX1Qyn1fpgvNg3Q9XO8a8c7ZKfxhI%2F9qD4tRocOGcc1cYKZnRV%2Bu3Hfw5uXYPJW1KhkAUr9pAcYguHRWOUx3Sz%2Barktsln1wKmSHjVaziNzevOeyyu7YlPm1r%2ByfWUYHpfgdtdB2wcXZQUJccV7h1F0S6%2Bhn%2FtRLE7pf7PJYDQjn3wPQqWSE7PHZRnYFw6P99K%2B3cePrZHnOgXJKxQ%2FDsUIa2pry17YsOpbDquJ9PrMNbpTd%2FI72FmFID3uVHEZlDvKRCM%2Fd7BNHU1TpKrjmoZYQnq%2BHagmtsxomVhR2w9kl05jVhQ1dlyjvDDwlWzDGe9jFghK4r8BLIF5uPTC8DZa1RLXelPSYcCF5PFygsZgTruFkootEPtilp7laMZWKFdPpiWxzwDLyLu1NBJBPvpS36Qrili8xF4KcQ01Gl5fcY1jnxjnhl0KFUiTIiNNoqtxXu3CjhVOBPmsBCT8xeytvh5qyGyAcNKxoJpufLq1LOol9IwumurWARNZWgoBEOX3DQJohjhaDbYiV%2FijJIRETn5DvhTq53Mi4r312CF4aql659%2FCIPNt1FtYCBPqw%2F%2FudXzLa9yLiDBNEmyYRibEHlQPFfO%2FqOXPfMkdiJWoyoY0i6R5lwBSfZ52a%2B9OZW1CPMJdKaOccHD7oRVGDVp2zv53uCTu5%2FpvArmXj0N0UgnfGKGmbr%2F5GhvSLk3hHHD9xvyKaoVwTEvgxgwX5vE4i4iPwjSF3eBhiPh6Kx2rCc9KwVXOIjtOdFxxi89EH53j9fTGjKzYnpxctN0OnNANvkuyiXzLH4hs3%2F5Gs1SYdaZHX3pXpldyJwOlHchV6a59x6xKV5Ss4H75rrX6ajZGShZqyHXrhVBGs04j0hkSeTbA%2BpvYsB%2F84TaXO4Pitttsu2JtmLVG3NPXhIAMO3lStSY7sJr%2Bs3N5rAaszKCiqfDqJBcaiKtgCx3t%2BGFdiumlYI%2FmYicfG1RzQqRa4MGBnWdXiq2IsAQlPVYhFwP%2BxkgxRtAETTFmElz7kAE9c4PGrOXOI%2FGIqiiu3sxDX9%2BW1500vIieuVc1M3AGqa8JDPYxrEfO%2Ft5dDJ9P3snaV2Mrx7CQIX7hj9fmV%2Bt6VOpj08x3PbD6FVr5WqBXMbUONbdpZQg9odF3off6jeP3S6O1AdnWMkh2dBGgXuXkHgo0xgpsLi9KulLhMF%2FJtdbag1i%2F%2B4YnWkTaLUe7uFowO%2FWunQgMzoDdiIhMg91SO9dWAEjI41qQb8zk4gQ5a1SG4aT91OIf34JodgDnvGezkbHBkX%2BvaJMUjE5C8c8GK1GRu7LMqh9W9jlpwBmnjlJT34728sLs4iEEcdeMWO2Zss606aMlCoiX6OHQYEWXEi2RrDe5%2Bh4CUy5oFu0CXMeEir%2FaghVwHipIi6N%2Blu3uZLBVA3624f0UExzo7Y7MeTDaaNsvC30toPsUlMlXfO%2F2nH6d1RFOoq3QdPQG4YheqZ%2BVEJav7pFdD55RuYDDg4ymd%2FRfwFhoECEZV8C8f%2Fxwj1wPng%3D%3D,231,55,16,8,9,#588207953,Apple,iPhone,360,360°,Plástico,VIGU,360
9, Funda Rigida Transparente iPhone 5|6|7|8|plus|x|xs|xr|xsmax ,79,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2701
				vendidos
			
		",(300 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 439
		
		 sin intereses
		
	

	
		",39,NA,Envío,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,15,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-621037271-funda-rigida-transparente-iphone-5678plusxxsxrxsmax-_JM?searchVariation=23558966100,12,2,0,1,0,#621037271,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU/Policarbonato,BMX,NA
10, Silicon Case Protector iPhone Varios Colores Y Modelos ,203,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1065
				vendidos
			
		",(31 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1132
		
		 sin intereses
		
	

	
		",32,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,32,https://perfil.mercadolibre.com.mx/CELLKING21,https://articulo.mercadolibre.com.mx/MLM-671538364-silicon-case-protector-iphone-varios-colores-y-modelos-_JM?searchVariation=34395449953,27,5,0,0,0,#671538364,Apple iPhone,iphone 6 / 6 plus / 6S/ 6S plus / 7 / 7 plus / 8 / 8 plus / X / XS / XR / XS MAX,Apple,Silicon Case,Silicone / microfibra interior,NA,Liquid silicone
