search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,599,NA,2145,243,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,69,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM,53,10,4,0,2,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
2, Funda Rigida Antigolpe iPhone 6s 7 8 Plus Xs Max Xr + Glass ,740,NA,1771,515,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,121,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-666368423-funda-rigida-antigolpe-iphone-6s-7-8-plus-xs-max-xr-glass-_JM?searchVariation=34624942900,81,25,7,3,5,#666368423,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus X, Xs, Xs Max, Xr",Sin Marca,Fusion,Bumper,Acrílico
3, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,971,1029,1013,2,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,52,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129944,43,6,3,0,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
4, Funda Super Anti Golpe Reforzada iPhone X 6 7 Plus 5 Se X ,139,NA,667,41,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,25,https://perfil.mercadolibre.com.ar/GRUPO+TTB.S.R.L.,https://articulo.mercadolibre.com.ar/MLA-746999903-funda-super-anti-golpe-reforzada-iphone-x-6-7-plus-5-se-x-_JM?searchVariation=36479608137,19,4,1,1,0,#746999903,Apple,iPhone X 6 7 8 PLUS,TTG,iPhone X 6 7 8 PLUS,Air,Acrílico
5, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,699,NA,729,337,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,13,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293,12,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
6, Funda Metalica Magnetica Vidrio iPhone X Xs Max 8 7 6 Plus ,622,659,1330,226,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.9,52,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-741182860-funda-metalica-magnetica-vidrio-iphone-x-xs-max-8-7-6-plus-_JM?searchVariation=36653627402,33,4,1,3,11,#741182860,Apple,Iphone X;Iphone Xs Max; Iphone 7; Iphone 8; Iphone 7 plus; Iphone 8 plus; Iphone 6; Iphone 6 Plus; Iphone Xr,Norcel,Magnetica,Bumper,TPU/Policarbonato
7, Funda Ringke Original iPhone X Xs 7 8 Plus Max+vidrio+envio ,1122,1189,410,270,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,21,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-749127423-funda-ringke-original-iphone-x-xs-7-8-plus-maxvidrioenvio-_JM?searchVariation=32500157139,20,1,0,0,0,#749127423,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
8, Funda 360 Sin Vidrio iPhone X 5 Se 6s 6 7 8 Plus ,179,NA,1952,22,6 cuotas sin interés,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,133,https://perfil.mercadolibre.com.ar/MEGASTATIONSRL,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=SOxQVS1PnvehY7IyFBugoG0QBfyAZ6j7dxfuFhzxsCmSzAhpLFwkOp9LBVSk7LaGl5EIihF5S%2F9KctCJn7Tl5KqVBonHopXgq24niD4k6GLd3E4%2BXKpWESYGAvmFMM3gm8syQ8PrY4rVpWT5uMCMV2%2BlfM%2BpQjKc2DKqP5yBb2iwBv6lgSKzZko19izDgA7dQ%2BZXIdJ%2FA6eL3CTnkF6XJsfMcz6tiobdQFBU82ktnCB2TRTEMlprP2dBpnRfl9r3K322S%2F3Xw5ryHbQDL9tK%2Fkbh9Tandcyy65QrkOyWfAhEYbkVkeHp3yTNdAiU1EWSKMCxKXrHEqx1pLWGU6JKUtt86f6z6u9g6uK4S743zXF7t8iNorgo%2BHGChtLvZSNQL7v%2FCK%2FJLrmeG1pDk72WZL40JV4JPqH8xk93pVjLRoG4uq3ozmG%2BBbaaCeMPQ3ds6%2FYS4pCycCN33m1VoJNTf0z%2FCZz0O4OjsUc7xw9XHClrHcPA3lXngfr6cYAecS4V7Ml8gaoC1hM5dTHhkuSLqz9lLhiopXFjJUjAdHJ21HVuCxDAwIPbgyOGYq9yZD41bTZOgr7hrU3kzfNLzCRnjeQgwwBzCAld7ZKPsAgk8j7fl0FmKI80gKbdrc1p7WZz8evEdjkYGEwy9C%2FYn0irpAzB6g3u%2BJH5TuP%2Bdc5Kk%2BSA6D6fov2ZP9DsMrKXK2JQEI0XpWjbC4xZmxVqyFSDQaSjqE%2FH6tzdE9jtwaQ89yTzIk9kBGL1Wx00IPYK0bQm8GpjYxe2bwoULJn3y%2BkWEoQXn%2FqhNuw1OeIEQ3fYIvhuPsb7ZId0xjuouWuiELX2%2F%2FEUmkOlNc6xL0JOJYUdY3QP0zrlWRqMYtoXK%2FUvNOw0hiJe5LtSOrL34aSFT0Gp0N7ZM0KrYAp8%2Bpoj1D7r3LO8AdBwnA6urnFJsducHz6cOsmWZLVunVWGb71tLkk8rAHGhzKGPe0fP2J4LMBW9uqAWmCTjXmGmXWRz91UP%2FrzIkTO0fFxn%2BQ8Ns2tmNICcHM26jmiI87IQZKmClI8YRpoBNJmed%2B4VR%2BxsJ3RJ%2FiEKkTuoejv1L%2FIZb45GyTJAHyHmoFR7alNL9ynWOfZD%2F7Q%2BrxLSl6cVpalz29KgaHSMfx%2FmmU81SCWWPdQ73tMVaoIKHfScIIGlkTajpd0yPWf8yp0XXpk1xjynilmJEzqwzgQ5lXlWY3j06oPXZjxvNRhhJCrDeeFlbnw%2FhjbqtnD5vmQwk4FSGX8ICCciciWznMkXySuySb8oBYE6lx9VHrWyc41DRn%2B5nm7rb6Fa1guLBMU1s9eX5%2FUpC734Jokk00vnSjNaFI%2Bx5lmIUShxsLrlqj%2FO2qkFzTt67IRfh0BB974mifw74xjuuCgWXIOIOd3askxgT6n3n%2BZmNAnKQJfWrDxEB22EVC%2BJalLcMtPndrdCHhvA68l1H3nsjqO%2BBnvTLyq%2FcFR09jPfB8NThi1P2wAmYp5%2BtxWZeK1qNgerOlvXquXuX%2FZsHbPF6M1gDrErzsTu%2FLOJReFa8shjuUT7WlgGHRUCc0FG1A9N41xt9omm%2F9XGhZAGg02vEHxdXclIY1bI59fLRW2a0l5OTt1nxdU5oLEH5UmYb68pE6uRQEo5kIafh2NWwSWEVGzB6iYHJtB5cqOT%2FkGuqU440xDdKTMvCkHmKtYsvnpUp2zLNkLKzqFhtXwMSx3CoujLTdDP2NpShthT8WHTzdgpb09nmL6vJTBC03d2d%2FYXlksxvvzq5wI6VFVy%2FiMz9ZoedtdHE%2BC1zpzFOb1DELRAJqzHmWZle1GgZYN3eW0Z%2FR6Tks%3D,73,33,13,4,10,#620135816,Apple,Apple Iphone 5 5S SE 6 6S 6 Plus 6S Plus 7 7 Plus 8 8 Plus,Megastation,360°,360,Acrílico Sin Vidrio templado
9, Funda Tpu Slim iPhone 6s 7 8 Plus X Xr Xs Max + Templado ,520,NA,616,823,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4,23,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-636606079-funda-tpu-slim-iphone-6s-7-8-plus-x-xr-xs-max-templado-_JM?searchVariation=28306700078,11,7,2,1,2,#636606079,Apple,"iphone 6, 6s, 6 plus, 6s plus, 7, 7 plus, 8, 8 plus, X, Xs, Xr, Xs Max",Sin Marca,TPU,Silicona,Silicona
10, Funda Silicona Premium iPhone 8 7 8 Plus + Vidrio Templado ,400,NA,1437,9011,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,37,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://articulo.mercadolibre.com.ar/MLA-687478565-funda-silicona-premium-iphone-8-7-8-plus-vidrio-templado-_JM,26,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
11, Funda Silicona Silicone Case iPhone 7 8 Plus X Original ,502,NA,1005,328,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,23,https://perfil.mercadolibre.com.ar/TECHYOK,https://articulo.mercadolibre.com.ar/MLA-699391515-funda-silicona-silicone-case-iphone-7-8-plus-x-original-_JM,18,4,1,0,0,#699391515,Apple,7 8 Plus X,Apple,7 8  Plus X,Silicona,Silicona
12, Funda Tpu Rigida Antigolpe iPhone 6s 7 8 Plus X Xs Max Xr ,332,350,519,626,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,18,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-666413028-funda-tpu-rigida-antigolpe-iphone-6s-7-8-plus-x-xs-max-xr-_JM?searchVariation=34620834049,17,0,1,0,0,#666413028,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus X, Xs, Xs Max, Xr",Sin Marca,Fusion,Bumper,TPU/Policarbonato
13, Funda 360 Luxury Para iPhone 6 6s Plus 7 8 Plus Proteccion ,311,329,993,179,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,72,https://perfil.mercadolibre.com.ar/NORCEL01,https://articulo.mercadolibre.com.ar/MLA-639436171-funda-360-luxury-para-iphone-6-6s-plus-7-8-plus-proteccion-_JM?searchVariation=33766198741,57,13,2,0,0,#639436171,Apple,Iphone 6; Iphone 6 plus; Iphone 7; Iphone 7 plus,Norcel,360 LUXURY,Plastico Duro,TPU/Policarbonato
14, Funda iPhone 7/8 & 7/8 Plus Ringke Original Onyx ,649,NA,14,9,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1,https://perfil.mercadolibre.com.ar/COSASLINDAS-,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=QB4qeRkU4k%2BzjOanJsfM3KV%2BUqTKWNrhmPsySjQslLPZbHmJvb%2BeMX3JnZ%2BWzYxaqh7Ndi1Uo%2FI3Kl9RFGRuO6xM4MKKp9NWOTzC5%2FKr2SwUSrJ3OpYeudjRzwwJ0S21FC24JDkvDzTSAEvl9Vb1SeWTusqW7yOBH8qsei2ixUmCntJiVweEqz5SaGzqFps%2B91JY1X5t5oUvqbO44FWNOpYQ9p72vjbcMyxyRFsFCUpmQrOn2swy6UBEo1FuJ3T7laQZakcvRYR%2Fb9so3V2yPNyR2LZTMLvBWtIPyrKWfnJOdLARqAGXguyCBujig6lVAZiagPQko3n0GY%2FdHRC6qHF6BISTW6574mCqCYEZnEM1pt%2F9Pj0EWZc%2BjgYJb%2BrBEl%2BuQISWvyNizUsmkp1%2FzlfTGt0upTv8MPKChovKfSSsI2zUDUBHShnFsVK97%2FkaMAUHfpyOyfzKRYKXeK6t0oOBUzYpiRNYe8PytG3eVxj6b9cm6ynBKFLWthuhlqhFeS7jvyeHYbsq4Z5Ekuw9OFS3o6mePN%2Bqg8aPYtNWSDgWN%2BBnYtG77DOynnIuOPChElB8SI4%2FHyrwYFSjF1Vxbvi284IBqBnhcmYOBsUngcswEqCQfuHeZwrMMxJ1o6M3b0g6tfG2QR%2BJXCMYK61FCayxDzw6ZMmRvDijfNakAXQ3iUwefqI6%2Bt5Qgs0xh53BPrBaR7Gmn7sO3OO51uWq5kJMG39lrjOes8ukgSsX12bEMNWySSP3U0gX1BVwe%2F1woN%2FFl7Ef%2F7O77wJeZnuIctlcuCx6KdCaEeVJub4oa5X0C7419tfmh5XPC%2FrWuhvD3IjrPbDGBI3escG9LAgRU2FY39TSZz7Azm0ucc75TVIL%2Fv%2FQT61Qlk7JSjcqFA3n%2FUiE3I5nvgcpSujtWwJw1s5yGviq7ix8%2FVZE1pdRBl542agg3CAPg2uDh1u35LLkH0FhBgV7eRZfJkzVT0aVQLHaJ%2BZqI93VtqChVIeYO4juzIUjZFobSH1jSV5KyqgF6roO9l3qMhXQ%2Bj0GufU%2B8qQJHSwcKqNCWHgCL5jfxT%2BhB%2FQj39Bgjjl43QNmEwKWaOWMOO9vo0NWZUIjSgQxMtpF%2FVm4AOqt7V8bbC0uWZgHZI6PhWs3iwtVtYjB3wAOXraT9oQttd%2BYA0xd6fRWwnR9Za68zBcm2h001uGoQawjkrnhiA%2Fv%2BL7eo3lAKyMq33YPw8Dk1mTHnvJiS8qB%2B0GQ4XE0J3TEz29XZPtBnb1Mmxq0x3iEf38pGG1P06Ati3WH2gU5KCi66FV%2FRCaZnPPh91WgVad%2BGkXgolyAJ9EnKsPkRd%2BN1Eo%2BrP0A%2F7jfPHty2Bz4qEwPO2N5iY%2FFKrH6hgs616hF%2BYq5eGNF0i%2FdRSrOH%2BMXrm%2FIKBIGLpB37%2BjEcGlMNdI0apxN55KmWNbh3U1XA9VIXblj05dNgoef22KgWBYKViTIwgAUuo4lz7XBqM0rOqgjATFintBSVku2IuNJQ7V5oYvMUdCE1PWQby0NhdK0GkPA2E3lO%2BNzk3zM6hhdMesnQvq1wQvMV31apT0QRbdJntyqm8Dz74rmbXQlJZpvv44LmOmB5WgvTuSXlz5c%2Ftcng7tBKWx8gCVL7j37qe7gAM2AOl2FAAITBZvpI8ZwVYYR9%2FI0ovVolXcwLAb7DwHGHWFEZKP5qAI%2BkBksTl3WGGLKAOcD%2BJNPzsCEIPH07r4Zul%2B4VUs8y7xoc2GWZF%2Fq9ytcYgFhYoubqiC3morTnUTv3tVuQNF2PcklmRdvTDuHDXgJL8YTq67ZuqhicsPewtdzHCLjNSI%3D,0,0,0,0,0,#733730756,Apple,Iphone 7 & 7 Plus,Ringke,Onyx,Polipropileno,Acrílico
15, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,599,NA,418,100,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-686264793-funda-silicone-case-iphone-8-7-plus-5s-se-6-6s-original-_JM,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
16, Funda Ringke Fusion Original iPhone X Xs 8 7 Plus Antigolpe ,726,770,346,431,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,12,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298684-funda-ringke-fusion-original-iphone-x-xs-8-7-plus-antigolpe-_JM?searchVariation=32500121155,11,1,0,0,0,#711298684,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
17, Funda Cafele Original Tpu Slim iPhone 6s 7 8 Plus Xs Max Xr ,670,NA,1803,237,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,183,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-640386439-funda-cafele-original-tpu-slim-iphone-6s-7-8-plus-xs-max-xr-_JM?searchVariation=29041938955,102,39,19,10,13,#640386439,Apple,"iphone 6, 6plus, 7 y 7 plus, 8, 8 plus, X, Xs, Xs Max, Xr",Cafele,Tpu Slim,Tpu Slim,Gel
18, Funda Magnetica Metalica iPhone 7 8 Plus Xs Max Xr Baseglass ,617,650,232,179,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,9,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-745476453-funda-magnetica-metalica-iphone-7-8-plus-xs-max-xr-baseglass-_JM?searchVariation=31080576366,6,1,2,0,0,#745476453,Apple,"iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, iPhone Xs, Xs Max, Xr",Sin Marca,Magnetica Metalica,Magnetica Metalica,Aluminio
19, Funda Tpu Rigida Antigolpe iPhone 6s 7 8 Plus X Xs Max Xr ,620,NA,153,661,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,6,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-666367720-funda-tpu-rigida-antigolpe-iphone-6s-7-8-plus-x-xs-max-xr-_JM?searchVariation=34622412465,6,0,0,0,0,#666367720,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus X, Xs, Xs Max, Xr",Sin Marca,Fusion,Silicona,Silicona
20, Funda Ringke Max iPhone 8 & 8 Plus + Vidrio Templado ,725,NA,17,8,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/COSASLINDAS-,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=Ej3OAkcu2gNsSfKVbk%2Fw5FtX%2FQrJ3D76Vb7CnvneEvwDwms%2BYZ4wylWrZb01eg7p9DTwe%2FB7HRdhIGT9GCOSCdbUMl%2FJkAiqmbDQCaheTHWUIFS4w2PJLmPOQ4uTY64d3vrqDLf1QczfwzvMsVzA2Z5E79jpigJv03fyJONTz6ZD1%2B1j0Jxj4vU6a9Ub8aS3XBippENXtIHY3soBJWvCKf4AUUP7XHXHXQNvhgA4iOMEx9%2BMr5cLVWgDNeHX8bKWwHfva85ISbjyf2BNUAvFE28Gncvt4078dGOwB1bXGaG1JwKttJ8ZPKssbEImoH4gFshUW1RGdzQO9Ll8VUVFDQ8qbZJefUgpPDLQd79%2FPCjdEWUv6an3Wb3KpUykgYBCo0PoF0xruxCiNPlkoWq9xUIAfiEo2wuHRuFbkAkI057djPA6JEN8jsk3EYD5IcbNvexfm0ASFdxJr6AJbOTth3zzYgIQ%2BN6eMw2J5aeFxMAaYg5r8jLfE4bv57Gngo42bQLNhDhrDsWCYdxt6rulY8L2S8LBdSk7aNQ04ONrerGpPjIWO%2BniX3axVmhNrjoxyymHqGOHX89TWoShU54ktVSgBKW3IrkHfdH3xEWLkdvYzzPfLIV3FLf0QF1zmSKFXZPJ5BKO542C4Dt2CY5%2FBLvLWmE95rPh7Ej722zhBfZqvw2vHQuOF9MFMA5%2BWK3rHt22ZY0rCeF7HAETcjm0mqHyjNRrtMMcvgBJG9p%2FCWDR0LiDzj%2FD2C8i%2FuU7PGcLd%2B3vPGE9bNF4YZa%2FfCxJzAY9lX7SWceUGV%2BipU3kuurHWxxqrBnMWvkrNTS49otS6s9m6oWyclBFS5psR%2Bagn5ALjvKer092uIXimB8nnitrB6L%2BpFU17f%2BY2jA8iOXBSL1Qox955%2Bgc2eKtTF140i%2BAXiZxskToUteaZX4IaCFZHNHGE5inhvQA%2BVs68OmnwW3bPV%2FC%2FvDVm54BEIRqUpvmJobpydCIASuRt8L89oput99hi%2FRytJ3FnH3SFELUastrj2QVurH%2BTf3EI6ubTPuHnBq0ALFHbrq99iu9KXZvCSp61UoRDlXBsB4JLArvQts%2BtPT2sif%2F9jAap68Gdyo%2FRSLbvnQcbF63alTBmj8%2BY0cW8Hl0JH5%2FJ%2FEDyw8UDHAQPllNQOK67QbVgkhuwmzwOlZae4V0DL%2Bi0R1xEjKRGT9QZf3KshjRh5vKNxvx7qaU1CNl1Nu0D6s3HWfpM4%2FXk2XRQPRrn5DtJqkwILJxVC8eyRYgm%2FzScMdd3n2%2BUDAEwV%2Bg4agxUMlcOeXl9pPKSrGl9fZzScEa%2FGU7GhREw00RO7qLiZt6FAkKW7Hm%2FKEJzcN0826HtSm9Oin78WBo4gYfFW42lSQdfE1vIeXLWtUmD7FWD05o2u6qM3e7DAl3w86dRb912ySj3kbnI0NAFu2j2Z19d5wla5amw3vayFOJCn5OGcRLHlaMlTdG1CFWCciHqTIzAdnFpqXLrNsIB0JOWPGOghvI3VlLAIuLtnvcCSznZNH0dp%2FKkRB62IMjrgev7%2FCj8wfHGwKT4g01Kw2EX7M9HN%2B%2BcLziKKNq5Cih0ICoht46idBnStf2xEIz6A2dvNPkjxATogwb33rFkT0TwP06iSrHfmqoAtztHXHapGskbhzj1MlkCmL4Fou%2F0oEG0i6CdeXYS5o0uWxiSe2KXm2ccDCxtZFCrLOqNZCLkyijB2VinAGMgEindx8iTHGzx0Z1XUNtRA%2Byr%2FAWPcjTl9zPKzjPZGtEAHNj37SaSoBjHKN%2BTJgeemoG7qf7hsun39jAkJfKMcqmGBCzTz9P,NA,NA,NA,NA,NA,#713897368,Apple,Iphone 8 & 8 PLus,Ringke,Max,NA,Acrílico
21, Funda Cafele Tpu Slim Para iPhone X 7 8 Plus Xs Max Xr Wow! ,415,439,1155,3,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,63,https://perfil.mercadolibre.com.ar/NORCEL01,https://articulo.mercadolibre.com.ar/MLA-692079495-funda-cafele-tpu-slim-para-iphone-x-7-8-plus-xs-max-xr-wow-_JM?searchVariation=29449780908,48,12,2,0,1,#692079495,Apple,Iphone 8; Iphone 8 plus; Iphone 7; Iphone 7 plus; Iphone X; Iphone Xs; Iphone Xs Max; Iphone XR,CAFELE,TPU,Rugerizada,TPU/Policarbonato
22, Funda Marmol iPhone 6 S 7 8 Plus Xs Max Proteccion Tpu Flex ,363,385,209,184,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,6,https://perfil.mercadolibre.com.ar/NORCEL01,https://articulo.mercadolibre.com.ar/MLA-754756123-funda-marmol-iphone-6-s-7-8-plus-xs-max-proteccion-tpu-flex-_JM?searchVariation=29066340868,6,0,0,0,0,#754756123,Apple,Iphone 6; Iphone 6 plus; Iphone 7; Iphone 7 plus; iPHONE 8; IPHONE 8 Plus; Iphone X; Iphone XS Max; XR,Norcel,Marmol,Flexible,TPU/Policarbonato
23, Funda Cafele Super Fina Slim P/ iPhone X 7 8 Plus Xs Max Xr ,363,385,211,14,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,4,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-756243896-funda-cafele-super-fina-slim-p-iphone-x-7-8-plus-xs-max-xr-_JM?searchVariation=36656772950,3,1,0,0,0,#756243896,Apple,Iphone 8; Iphone 8 plus; Iphone 7; Iphone 7 plus; Iphone X; Iphone Xs; Iphone Xs Max; Iphone XR,CAFELE,Super Fina,Rugerizada,TPU/Policarbonato
24, Funda Rigida Transparente Antigolpe iPhone 5 6s 7 8 Plus X ,499,NA,105,37,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,3,https://perfil.mercadolibre.com.ar/CLUBDELCELUOFICIAL,https://articulo.mercadolibre.com.ar/MLA-721627899-funda-rigida-transparente-antigolpe-iphone-5-6s-7-8-plus-x-_JM?searchVariation=34805249032,3,0,0,0,0,#721627899,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus X",OEM,Fusion,Acrilico Reforzada,TPU/Policarbonato
25, Funda Cafele Tpu Slim iPhone 6s 7 8 Plus X Xs Max + Glass 5d ,999,NA,203,226,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,20,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-714609040-funda-cafele-tpu-slim-iphone-6s-7-8-plus-x-xs-max-glass-5d-_JM?searchVariation=29057070704,18,1,1,0,0,#714609040,Apple,"iPhone 6/6s, iPhone 6/6s Plus, iPhone 7, iPhone 7 plus, iPhone 8, iPhone 8 plus, iPhone X 10",Cafele,TPU,TPU (Silicona Flexible),TPU/Policarbonato
26, Funda Metalica Magnetica Vidrio iPhone X Xsmax 7 8 6 Plus ,622,659,259,226,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,8,https://perfil.mercadolibre.com.ar/NORCEL01,https://articulo.mercadolibre.com.ar/MLA-665943616-funda-metalica-magnetica-vidrio-iphone-x-xsmax-7-8-6-plus-_JM?searchVariation=28794239910,3,2,2,0,1,#665943616,Apple,Iphone X; Iphone Xs max; Iphone 7; Iphone 8; Iphone 7 plus; Iphone 8 plus; Iphone 6s; Iphone 6s plus; Iphone XR,Norcel,Magnetica,Bumper,TPU/Policarbonato
