search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Marca del celular,Tipo de funda
1, Mophie Funda Bateria Juice Pack Para iPhone 8/7 Plus Negro ,47.99,69.990,1,2,6,7.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-475910245-mophie-funda-bateria-juice-pack-para-iphone-87-plus-negro-_JM,NA,NA,NA,NA,NA,#475910245,Mophie,NA,NA
2, Tech 21 Funda Dura iPhone 8/7 Plus Evoke Transparente/azul ,23.99,NA,1,9,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-496719646-tech-21-funda-dura-iphone-87-plus-evoke-transparenteazul-_JM,NA,NA,NA,NA,NA,#496719646,Tech 21,Apple,Carcasa
3, Carcasa Apple Silicona Original 6 / 7 Y 7 Plus / 8 Y 8 Plus ,7.8,NA,269,72,12,650,NA,Envío a todo el país,NA,NA,4.8,17,https://perfil.mercadolibre.cl/CELLBOX.CL,https://articulo.mercadolibre.cl/MLC-454645969-carcasa-apple-silicona-original-6-7-y-7-plus-8-y-8-plus-_JM?searchVariation=36229993361,16,0,0,0,1,#454645969,Apple,Apple,Carcasa
4, Carcasas Colores iPhone Silicona 6/7/8/x/xs/xr/plus ,6.99,NA,80,52,12,582,NA,Envío a todo el país,NA,NA,5,5,https://perfil.mercadolibre.cl/BANANATIENDA,https://articulo.mercadolibre.cl/MLC-492059051-carcasas-colores-iphone-silicona-678xxsxrplus-_JM?searchVariation=39967227028,5,0,0,0,0,#492059051,Silicone,Apple,Carcasa
5, iPhone 5 5s 6 6s 7 8 Plus Carcasa 360 Slim Gkk | Kyrios ,7.99,NA,83,4,12,666,NA,Envío a todo el país,NA,NA,4.8,6,https://perfil.mercadolibre.cl/TIENDA+KYRIOS,https://articulo.mercadolibre.cl/MLC-473097419-iphone-5-5s-6-6s-7-8-plus-carcasa-360-slim-gkk-kyrios-_JM?searchVariation=41301697027,5,1,0,0,0,#473097419,GKK,Apple,Carcasa
6, Carcasa Rock Ultra Delgada iPhone 6/7/8/x/xs/plus ,8.99,NA,361,158,12,749,NA,Envío a todo el país,NA,NA,4.7,30,https://perfil.mercadolibre.cl/BANANATIENDA,https://articulo.mercadolibre.cl/MLC-452176797-carcasa-rock-ultra-delgada-iphone-678xxsplus-_JM,27,1,0,1,1,#452176797,Rock,Apple,Carcasa
7, Carcasas Apple Cuero iPhone 6 6 Plus 6s Plus 7 8 7 8 Plus ,7.99,NA,610,4,6,1.332,NA,Envío a todo el país,NA,NA,4.3,42,https://perfil.mercadolibre.cl/SMARTBUYCHILE,https://articulo.mercadolibre.cl/MLC-434288453-carcasas-apple-cuero-iphone-6-6-plus-6s-plus-7-8-7-8-plus-_JM?searchVariation=35810579020,26,8,4,3,1,#434288453,Apple,Apple,Carcasa
8, Apple iPhone Xr 64gb 4g Plus Banda28 Mica Funda -phone Store ,649.99,749.990,7,893,6,108.332,NA,Envío gratis a todo el país,NA,NA,4.9,17,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-471445619-apple-iphone-xr-64gb-4g-plus-banda28-mica-funda-phone-store-_JM,15,2,0,0,0,#471445619,Apple,NA,NA
9, Carcasa Magnética iPhone 6 6s 6 Plus 7 8 8 Plus X | Digitek ,9.99,NA,30,70,6,1.665,NA,Envío a todo el país,NA,NA,4,1,https://perfil.mercadolibre.cl/DIGITEK.CL,https://articulo.mercadolibre.cl/MLC-489124640-carcasa-magnetica-iphone-6-6s-6-plus-7-8-8-plus-x-digitek-_JM,0,1,0,0,0,#489124640,NA,Apple,Carcasa
10, Carcasas Apple Cuero iPhone 6 / 6 Plus 7 7 Plus 8 Y 8 Plus ,8.99,NA,134,373,12,749,NA,Envío a todo el país,NA,NA,4.3,8,https://perfil.mercadolibre.cl/CELLBOX.CL,https://articulo.mercadolibre.cl/MLC-455131366-carcasas-apple-cuero-iphone-6-6-plus-7-7-plus-8-y-8-plus-_JM?searchVariation=36233406122,5,2,0,0,1,#455131366,Apple,Apple,Carcasa
11, Power Case Bateria Externa Funda 5000mah iPhone 6 7 8 Plus ,14.99,NA,25,75,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-471415131-power-case-bateria-externa-funda-5000mah-iphone-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#471415131,NA,NA,NA
12, Carcasa + Soporte Dragon Ball iPhone X 6 7 8 Plus Xs Max ,7.99,NA,18,4,12,666,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALIZADORA+REGALOCO,https://articulo.mercadolibre.cl/MLC-475108196-carcasa-soporte-dragon-ball-iphone-x-6-7-8-plus-xs-max-_JM,NA,NA,NA,NA,NA,#475108196,NA,Apple,Carcasa
13, Carcasa Logo Apple iPhone 7 Plus / 8 Plus + Lamina De Vidrio ,9.99,NA,13,37,12,832,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/CARCASASPUNTOCL,https://articulo.mercadolibre.cl/MLC-477968233-carcasa-logo-apple-iphone-7-plus-8-plus-lamina-de-vidrio-_JM,1,0,0,0,0,#477968233,NA,Apple,Carcasa
14, Carcasa Apple Silicona Original 6 / 7 Y 7 Plus / 8 Y 8 Plus ,7.8,NA,269,72,12,650,NA,Envío a todo el país,NA,NA,4.8,17,https://perfil.mercadolibre.cl/CELLBOX.CL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=BxTtYX%2FouCcGKEYvUujF%2BeU9du%2FVrBl40M2hboCpZ4g64VYWAZuyIP4ILxlLO5uMluYRCIdWLZ%2BS%2BsZyLi8HnrrUtIvOGONpspygW%2FeT5MKugpFjdiAmLIL8NtSPn71hqmQwLCiebiyORjYZE5Yr2KIqbb%2FDdpiCdP%2Bf3t6wSSBXcqiKWpC%2FBg4Z8MspPE%2FpjFvIyJMepqLgGc%2F2YK7C8MToGdUoQBS%2Fw73%2B7V6zwhwZtUPCzLZbvUbYLA6FeyBqfH7uH1Zl6SZfv0%2BA4ONXqBVJ6WvdaBl%2BNuAxrDjDnFk8YRVv6BHr%2FpCvecFrPZRBIrFbe6qddeHdhYcVjd9JuJKmheqWq%2Bk7gv9JOseAqJeNlzJxpd3kGBy99J4H1f8KfQKsueNlSBx95t2JTv0kpIRXaz39QOWD%2Fy2H%2FfUmEa4NCsacLsY%2FF4OrAa5sZ%2FxYwFq%2BCDk5KdzMt5pP%2F0AecGPePqqaJM51ffnlDexSgJx%2B211EReGy3Z2DWLQNw16fMpkIxANTqXDh%2BQnhH7hkiXspO81P3XPWv8HkfH%2BK12YAPUrRj9sDvvq%2FPI0Bx37LiMgv1Rdq3L34iyONkE6zEfhH2fe8SGSsiSoct1j5QHxhTg76nCXDNnxBGQWPS4%2BiscLIbYNtMzyretYI1VN%2B46Pwz5O1vg8lUALBsRg0dCSnM%2F95pEGrCHhk807NA1nMcNG9p7zoQNqBwfo6%2FMe28mF1XwcaRrUpcYWRPwCCNDNNC6raziIqEHkT5w7JKTO%2F6owpMTlxij5ZGF0ZwFW3wKMQMHhWB4S%2FDW7xQk7sB3rKsiEApJ%2BvOznWRFmOaBoANrUZeoO1qqVHou6uWiHA7heSkxWRelR%2FYolECS4xmqzuS2arZOv1qhBLVe0cDJXmprjTWQXAkZJGTtjLt0jlt0WuT0iv28rC0ecmEX88pj5Xmk9lRTNdu6hEFF0dcItww%2FO94o9l%2FBWcxP90cHO5b6%2BslQUkTiN8kbOV%2BmqAunTw0mVMvnJ8s%2BE9Q4Vc%2FfvgGTKgFYoHowT%2FdZf9FKuD8N6pyit%2FK9u4ndlDuZutTbeO%2FjodFo3QmPi1cPTHe9fbtCuyjG%2BiOJ82rF4pVcJ9idkKJ0oD8O%2BViSkyMCPRajSjzTzEFWiEY4cbtxB4Wg5Ep3BQCGRG69TAyn8OiE08h9jJHU7IvgFQdjAwmXiWB%2BISmRsv0qqTtUA8cXeU8IVHAuL0Z%2Bulp2tBSltxFCct26fI%2FhF3veKS35AAi7bgVuHe7hSOlxGXopQGcXDZSp02vGeWZtC1%2FMmIttX4hpqv2THE9Ycb4iYjoJvAnsRbAaNLHevJmQ0bSnC14P63YGSVpyEGRs959j7CTCYrsw73a6GxiUmPpJDjfd9jQoKRnSh3HYFn%2BKmFbQ7L7O12GQJjEvcscFEfPQNSIfkUykvMtpQiIKAAyfL2VhXh2QSP8VAf5bvmtTH6UVqbYZflc%2Fnobqx30SThhOV7Ge7jlQh%2FTqBYGwkwaR53Z7kE21xe%2BOf%2FddCiRMe3b9F%2BexyMxaYYG21qNkMHvvANrGpZRkZoLiD%2FQuZt3FBgPBr8yw%3D%3D,16,0,0,0,1,#454645969,Apple,Apple,Carcasa
15, iPhone 7 / 8 / 7 Plus / 8 Plus Carcasa Magnética | Kyrios ,11.99,NA,35,2,12,999,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/TIENDA+KYRIOS,https://articulo.mercadolibre.cl/MLC-470386540-iphone-7-8-7-plus-8-plus-carcasa-magnetica-kyrios-_JM?searchVariation=37721968573,1,0,0,0,0,#470386540,LUPHIE,Apple,Carcasa
16, Carcasa Original Ipaky 360º iPhone 8 Plus + Vidrio Templado ,13.99,NA,3011,4,6,2.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MONKEYCOLOR,https://articulo.mercadolibre.cl/MLC-451130493-carcasa-original-ipaky-360-iphone-8-plus-vidrio-templado-_JM,NA,NA,NA,NA,NA,#451130493,Genérico,Apple,Carcasa
17, Carcasa Love Mei iPhone 7 8 X Y 7 8 Plus - Tecnostrike ,20.99,22.990,332,6,6,3.498,NA,Envío gratis a todo el país,NA,NA,4.1,13,https://perfil.mercadolibre.cl/TECNOSTRIKE,https://articulo.mercadolibre.cl/MLC-435358128-carcasa-love-mei-iphone-7-8-x-y-7-8-plus-tecnostrike-_JM?searchVariation=41841315657,8,1,1,3,0,#435358128,LOVE MEI,Apple,Carcasa
18, Carcasas Colores iPhone Silicona 6/7/8/x/xs/xr/plus ,6.99,NA,80,215,12,582,NA,Envío a todo el país,NA,NA,5,5,https://perfil.mercadolibre.cl/BANANATIENDA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=XeYwiEPWcmHFghk5EvrgPxxNz7jfiGO7GKTBXNVMKWBG9OV2o8hXCqXPSdA6ZfJsqAlp8YYZXQ%2FwQoK%2BRMSE%2F4DbVqLnEPeM8UH7NSe2ShxLBxI5jSMuHUx%2BfGhpERd19d8zqu0OwQajFnt24dfeCo8aSVIUPBAZSi9I7%2BGB5Coz0M0D4hUXvlmcmCp0TL%2ByL9CWnmtxXL2lE5K1NgiRI%2BEjME5eUufjzDnIMRJrwy6LJBxFw1wzNF2UKSvb99ju03oUtxO90rfSbntoZczmIRYHmx1M0%2B8uM0Q63q10eAZoSAIId2Z%2B3T%2BPEW7Xfpdcw63vL1L3VQlnfr%2BkGxcD2MM%2BWlEN2ciDYQP%2B22Y92Vi2uAddU9xmixrSgY%2FVPf18HpNIRnidIIjquOpJVh4GaNWtHmN9pg0jClY%2B7JJI1VIMRHxglMmC9n23d4OWlOyOcOeLbawIVazIphh%2FrgUuSbFhvhFIpuvb5VK%2BnoOTLQ3SnSCqInr9uhjMIU1mvQbNDqeANhye3jYpe%2Brxgp18Mt8%2Fjl6B73P9VhUKGA2ifk44FYwNirH%2B28ig88NQ%2FYOnA2VWOHJkvD6kIAlNqobbUte73sG67GDR2VZbn8MxZqZh5CWeYDYA6Blpq%2FZGTqZp4uUVVOGtrIbWTROu7jpky92OUXuX7sBmU855bNPkdOugzqixioavq67b9pB7IMDmiFwh4%2F%2BNtbQ7OHosrp%2Bl%2BU2EpiwHZkYIcmTAZHUhHIoSTrqeAFzjL3Le4cpqZPj3dQeStyyE48cyXPwrMypbKPGAfr25r7L5bxTgXtGPzmrSczrpczMwuD6yPuFL94H7Tbpbjp9xTX3DrrKCN3IkQYvEFkcuPzXQDYLiVQafmpyRKm6kSnJ6zvSVZuOYvmDA1wj7ot3AODvUUp%2BBcjOY8xqj1rUrF6whwhIScAEKLYg2lVK97TODuqX7pilHgVOjx4K5FUlXMkQe%2Bo%2BERanGikennuG0hdgaoezg9eiyxEr0R7Qn%2BtiyHcMPLhWUW9nNcCsXdXqZVIy%2BzjaMtfJGdkpvxOoo%2BeIGYT3Pv8mYfAbDhIgWVuzkNTBWvfX3UeRUT12vueYjWmZRbp3Cg3Oo33wJJTPjId00cybRvc26fHbyDTUwqPb4CfZRyaOOZlyZeJ9mcxL3%2BRQevAe2lM1jgxvh7MZVjJdh3V9ddodr2O3akOS4TM0cDCj5LQqtSqLgjVfFukgFKFQpKqh6KVmvgSSNz586bhLXWh8GLF1s7ZENIWfrL%2Fjg6CuywJO9d2WQcauEIHWJpxSmSFeWMdkdOTHQ%2F9Ojff2ps7r3QG0JALDGI%2FTT8BObpZLfY5sBmS9toC530%2BX%2F727Of%2B24O4huKEhvxINeoH1YDKm5D2crKEZR6tuUACpWHEHTIUpxO8gKEJL%2BClW7EWJAjcvEIKhoAnYRvkK2Y3MgKFCGTOx38BbQzGcDCVGsuIszK%2FA3%2BEGkhnrYLG2Ji1lHOLNw5l96muIejPnUvhEVPdm7EyUSBoIpbkUdAQGjHjNHzgONmCOcV47irbJouQHcu12XB3prh5%2F3,5,0,0,0,0,#492059051,Silicone,Apple,Carcasa
19, Carcasa Transparente Reforzada Para iPhone 8 Plus Miaustore ,1.99,NA,26,9,12,166,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MIAUSTORE.CL,https://articulo.mercadolibre.cl/MLC-453525745-carcasa-transparente-reforzada-para-iphone-8-plus-miaustore-_JM,1,0,0,0,0,#453525745,NA,Apple,Carcasa
20, Carcasa Antigolpes Metal R-just Classic iPhone Xr ,19.99,NA,7,2,12,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ARAGUISS,https://articulo.mercadolibre.cl/MLC-489269436-carcasa-antigolpes-metal-r-just-classic-iphone-xr-_JM,NA,NA,NA,NA,NA,#489269436,r-just,Apple,Carcasa
21, Carcasa 360° iPhone 8 Plus 7 Plus + Lámina Negro 3 En 1 ,9.995,NA,36,3,6,1.666,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452824745-carcasa-360-iphone-8-plus-7-plus-lamina-negro-3-en-1-_JM,1,0,0,0,0,#452824745,NA,Apple,Carcasa
22, Carcasa 360° iPhone 8 7 Plus + Vidrio Templado Rojo 3 En 1 ,9.995,NA,10,6,6,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452825550-carcasa-360-iphone-8-7-plus-vidrio-templado-rojo-3-en-1-_JM,NA,NA,NA,NA,NA,#452825550,NA,NA,NA
23, iPhone 7 / 8 / Plus Carcasa Silicona Platered Esr | Kyrios ,7.99,NA,9,4,12,666,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDA+KYRIOS,https://articulo.mercadolibre.cl/MLC-448592292-iphone-7-8-plus-carcasa-silicona-platered-esr-kyrios-_JM?searchVariation=41543798622,NA,NA,NA,NA,NA,#448592292,ESR,Apple,Carcasa
24, Carcasa Cuero Hanman Billetera iPhone 6 7 8 / Plus + Colores ,15.99,NA,45,123,12,1.332,NA,Envío a todo el país,NA,NA,4.4,5,https://perfil.mercadolibre.cl/SMARTBUYCHILE,https://articulo.mercadolibre.cl/MLC-448901342-carcasa-cuero-hanman-billetera-iphone-6-7-8-plus-colores-_JM?searchVariation=35452869692,4,0,0,1,0,#448901342,Hanman,Apple,Carcasa
25, Carcasa Silicona iPhone 7 / 7 Plus / 8 / 8 Plus ,7.99,NA,39,8,12,666,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS.ELECTRONICAS.ONLINE,https://articulo.mercadolibre.cl/MLC-465068263-carcasa-silicona-iphone-7-7-plus-8-8-plus-_JM,NA,NA,NA,NA,NA,#465068263,Baseus,Apple,Carcasa
26, iPhone 6 / 7 / 8 / Plus Carcasa Magnética Premium | Kyrios ,11.99,NA,12,14,12,999,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDA+KYRIOS,https://articulo.mercadolibre.cl/MLC-464042219-iphone-6-7-8-plus-carcasa-magnetica-premium-kyrios-_JM?searchVariation=41533249095,NA,NA,NA,NA,NA,#464042219,BOTYE,Apple,Carcasa
27, Carcasa Tpu Militar Táctica Camuflaje iPhone X 6 7 8 Plus ,5.99,NA,5,9,12,499,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALIZADORA+REGALOCO,https://articulo.mercadolibre.cl/MLC-474169702-carcasa-tpu-militar-tactica-camuflaje-iphone-x-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#474169702,NA,Apple,Carcasa
28, Apple iPhone 7/8 Plus Tpu Premium Nillkin - Webphone ,7.99,NA,5,3,12,666,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/WEBPHONESPA,https://articulo.mercadolibre.cl/MLC-468866299-apple-iphone-78-plus-tpu-premium-nillkin-webphone-_JM,NA,NA,NA,NA,NA,#468866299,Nillkin,Apple,Carcasa
29, Carcasa iPhone 7/8 Plus 360° Vidrio Templado Negro Baseus ,9.99,NA,4,3,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BERRIAKLTDA,https://articulo.mercadolibre.cl/MLC-482951470-carcasa-iphone-78-plus-360-vidrio-templado-negro-baseus-_JM,NA,NA,NA,NA,NA,#482951470,Baseus,Apple,Carcasa
30, Funda Brazo Celular Teléfono Brazalete Iphonegalaxy S8 Plus ,1.99,2.786,20,80,12,166,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FORCECL,https://articulo.mercadolibre.cl/MLC-458986521-funda-brazo-celular-telefono-brazalete-iphonegalaxy-s8-plus-_JM,NA,NA,NA,NA,NA,#458986521,NA,Apple,Brazalete
