search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Material,Fabricante,Tipo de funda
11, Funda Rigida Transparente iPhone 5|6|7|8|plus|x|xs|xr|xs Max ,169,NA,1208,23,18 meses,9.39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,48,https://perfil.mercadolibre.com.mx/BROXYMEXICO,https://articulo.mercadolibre.com.mx/MLM-609084509-funda-rigida-transparente-iphone-5678plusxxsxrxs-max-_JM?searchVariation=22511225405,46,1,1,0,0,#609084509,Apple,iPhone,BMX,iPhone XS MAX | XR | XS | X | PLUS | 8 | 7 | 6 | SE | 5,TPU/Policarbonato,BMX,NA
12," Funda Ultra 360 Uso Rudo iPhone 6, 7, 8, X, Xs , Xr, Xs Max ",269,NA,1171,85,12 meses,26.57,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,40,https://perfil.mercadolibre.com.mx/K-SES,https://articulo.mercadolibre.com.mx/MLM-576747555-funda-ultra-360-uso-rudo-iphone-6-7-8-x-xs-xr-xs-max-_JM?searchVariation=28388099331,36,1,1,2,0,#576747555,Apple,"iPhone 6, 6s, 6 Plus, 6s Plus, 7, 7 Plus, 8, 8 Plus, X, Xs, Xr, Xs Max",Genérico,360°,TPU/Policarbonato,NA,Uso rudo
13," Protector Case 360 Uso Rudo iPhone Xs, Xs, Xr,x,7,8, Plus ",279,NA,1246,179,18 meses,15.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,30,https://perfil.mercadolibre.com.mx/PANDARA+MX,https://articulo.mercadolibre.com.mx/MLM-621894881-protector-case-360-uso-rudo-iphone-xs-xs-xrx78-plus-_JM?searchVariation=40463453220,25,2,1,1,1,#621894881,Apple,"IPhone XS, XS max, XR, X, 6, 6s, 7, 8plus y normal",Case,Uso rudo 360 grados tipo SURVIVOR,TPU/Policarbonato,case mobile case,Transparente tipo SURVIVOR
14, Funda Ultra Slim Silicon iPhone 6 7 8 | Plus X Xr Xs Max ,219,NA,1904,396,18 meses,12.17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,62,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=V6Tn9vGJ4KAduIkA45%2B9h37YFSN5Xy3LlOYBfelYzUchi1FxxM%2Famk1Eod%2BaVcgjdVtitwhHimcMLbeYXx8wI%2FAt0%2BMAbmXMvKdv1uSrJfEzTQk8B4jZnX2liKOeOPsHpkp4UZMmlP0XOAxl4buKAur%2F6lTD8wZwRrnPS41I1fAix8S6adxv%2F21f%2BmOEUmDIu3mjiY2bM4KF2iVKJYAd842oGIuFgakeGRpoPBD%2B6q7l8hBQKhRpM4YLpzCS3QV3F1TJzc8IEMAweN2vbICxkM5ek%2BCIBcXeLz2bwON4vSnGPoiPBReqLIeQNbcNAPERCYVwPgRqc7C1CjiXWLNtom1X9jbU7ajIpZ0SX9sYCrlPzRy6RuDj%2BnXvaIxw1lUhljvvf9AbkNvvtwXsN%2FKcsAiNWpl4qh2UCOm4TTvQLTc3m62gBO0FoPjVTKSivHH7QVnnCHJG4ELmV0wqCsGn2dogwu8eXs0w2tUTf1nDBw6HYW3t76UxAwJcUIhZMzgC80gtNMH3GliK8JdYR%2F7UAoBlPyYAdrfc42DhkLE%2FjLj96tnrdFCcYehssDGpiDoHoYeZwSw7TqlrqRg%2FPrioddziy9Fw9m8jARqH1jbQ1gPv3R7u98CMSetcbI%2FoCcBe7Tg7BqXpCmxeG7o3AIadjBa6ohbZ%2BbfJubYASetuXXgNFShHWcRnmZnnsNoYLT%2BPyLYUMgLCsIYZCgM3AXdzsXRa6IYIiKLXvDAF1GreJQXzaCZs6T0k%2BwHVe9v8%2Ba8cl8CRCKjG8aD7vo6yjJtiovAHni2Fmdj0gFGI0lsjizNe0O8lXNPBirxmybwyQq%2B2NBLxafliujWF%2B%2B3h6g%2Bg3vJl5bF2lUocZga%2BQ1vo%2BpBYSa%2BvRUUkMDE2YCDPwPu6t%2FX%2BKoN3%2F10fKM23nPwfflEuMyCp9S%2B1MgaqM%2F1tlm5wGue6xEfoyZazT7Qd4cKVcpLn9O4SSxPIHfYW3jeoE6cWPgrjSb4%2BQf3%2FdWpkwaxYxPJ%2Fl0NHNaYEQYcxlFy3Y67tSe6CHXMcwa5l5Pg%2FLnheyU4xS50UiJ%2Bwx2CpBiVWpJR3nd8KeSGaI9og%2Bb%2F2aj5YLgpLuFbHH7AZYgebmx19A1zwku5FNLoN%2FvXCFc7%2F17hMJlg0DBbafZwJwDJaxfiujSMRu27Jpv1LjC50UEbSDYFJcjk1756OGgoFN0tAIe1jjUbIGu3T08CjkLnSypuAz9CmJenvZjK5wFbP3v1ZFetZWk68dS1Rn2OwlEVvmAEc6V%2FVnClm3SGUuF0KMJaFgDUob13EUCWY0%2FVGwY9PFbrbizWOcY0hIYL1CcfpyLaTdMCqwhb3R%2FXiFXTXWKanUOrj3AoyvDyrcsi2c4T3%2FRbh9pqow%2FHAHqd6FOZnL6AyeYaUzPDob5Ix7EItp%2FdYtLV09zUfqt5bERhWVgc7iMvWzLt1LL9N5QzJesLdl%2B5%2FR1%2BTpcI15hrIniDV5slLgGYA308wMN%2B58paFn3wHKqcK6GZT%2B%2BTxPF5m4%2FMyJVW8SWUuJ7RGyggdxUFkBwDQ1GPxfc%2FJXqke3VZy%2BACuK%2BYyAaJRDJK80OUDVn5ez5MALbXEvFJF0tO131jlKYSwFTrL%2F96VqG99lPu2uT3PhEEwIYdaG8pAsAY%2F9Icl6lcdY5M3IK8q%2BQn4rnyKk6Hdy5ciA6ByOj9rWvoZ7r%2BFmXTIELMhRMfGKoJRmZZKBLy9a2Dt8%2BaqE6kC%2B9amADynAXEyxPbgLMdS9EC824VtSDsuNZsK6g%3D%3D,45,11,4,0,2,#618319522,Apple,iPhone,Apple,Apple,Silicona,Apple,Protector
15, Case Funda Armor iPhone 6 6s 7+ 8 Plus Survivor Uso Rudo ,569,599,1893,156,18 meses,31.61,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,117,https://perfil.mercadolibre.com.mx/SHOP_ORIGINALS,https://articulo.mercadolibre.com.mx/MLM-610263453-case-funda-armor-iphone-6-6s-7-8-plus-survivor-uso-rudo-_JM?searchVariation=19674345908,92,18,4,0,3,#610263453,Apple,iPhone,Armor,Heavy Duty,Aluminio,Armor,Heavy Duty
16," Original Lunatik Funda Tactica Ip 8 8 +, 7 7 Plus, 6s, 6s+ X ",399,NA,1309,312,18 meses,22.17,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,67,https://perfil.mercadolibre.com.mx/PROSU+ELECTRONICOS,https://articulo.mercadolibre.com.mx/MLM-613297531-original-lunatik-funda-tactica-ip-8-8-7-7-plus-6s-6s-x-_JM?searchVariation=20818423518,56,9,1,0,1,#613297531,NA,"8, 8 +, 7 7 Plus, 6s, 6s+ X","NA",Lunatik,Aluminio,LUNATIK,lunatik
17, Mica + Funda Contra Golpes iPhone 6 7 8 Plus X Xs Max Xr ,219,NA,1132,168,18 meses,12.17,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,42,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-623749350-mica-funda-contra-golpes-iphone-6-7-8-plus-x-xs-max-xr-_JM?searchVariation=32254235791,36,3,2,0,1,#623749350,Apple,iPhone,NA,Slim Contra Golpes,TPU,Apple,Protector
18, Protector Funda 360 iPhone 5 6 6 Plus 7 7 Plus 8 8 Plus Y X ,199,NA,4734,30,18 meses,11.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,295,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-567216493-protector-funda-360-iphone-5-6-6-plus-7-7-plus-8-8-plus-y-x-_JM?searchVariation=21340038287,188,54,34,11,8,#567216493,Apple iphone,IPHONE 5 5s SE 6 6s 7 8 X Xs XR Xs max PLUS,360 oem,360 total,Acrílico,OEM,360
19, Funda Protector Slim Lujo iPhone 6 6s 7 8 Plus X Xs ,179,NA,888,59,18 meses,9.94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,26,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-670962507-funda-protector-slim-lujo-iphone-6-6s-7-8-plus-x-xs-_JM?searchVariation=34293895131,20,4,2,0,0,#670962507,Apple,iPhone,Auto Focus,Auto Focus,Acrílico,NA,Protector
20, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,2406,23,18 meses,14.94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,81,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=sHmTlCLXidh0xBEKRvfdjvbvR9gFOuJQBkM4YttbYQ6eotOFNHHYqFxP6ENpiT0kVlREP8IbqpmZA69K8bIZZt0jqSKsbtRTXcxp7gumSoAKDy54FJBo5Jri65U2kGyOqitBUDNzGFeAA1ReoOq6B4eUdx%2B6U0vpH3Qtc9dHhWjLhnA%2FZUCaTssPlX6pomtpHb3XBbeFD8TGPAi1zAnaGxWSQlr6T9FudNo4XzFpZTcuoaMMWQM7yv10hqC3gOHjF6j8HKSiLK9CDDVPX22OgN9JYmgUnvCehUfeIv0nWCPK8Gzu0mFhTe0sj%2FuizLOSOwFgFrD9okYKeVF5xP%2F2%2Fk79Zuk2J8GKR6CUvZPhG5LmpAfs%2Bm0D8h0ZnAi0ozmJonD5GZGPzma%2FSbf1zlNpR98snK2YsdfU0dLJfib9CbaBcIC2MsHxIA5K3KrdtkzX3653Xi9EIRqmqpsGTShbUbHdpDcdEJby30SG4sFfPCrqbXarwBGFnIt5duzEhL%2FAajo4Sp42NWnZ3waFlp88Ujoi%2FZSTSILq9oIwP9QzwKAnrSkQ5UkOizk8zLojXTJBGGhLQk3av0sArFPVxd4tmnyg4vlap9kl4UNC7JaNOFpT%2FquDjY9bMBtPMf%2Fz3YgT4hTRldXdxul8oFd87cLIvdV6p%2FP8ggeYpcVyc6k6lmPhMKKtqzBGHYhNhuxNJoOWZZ4WUmW1oSArAXXHejFwy5sy5UEFl8hpWFRP%2FtmrtccFhyRo4m9cjvILr1sYQgC0z19khkYHWK5L1CPX0NtLGpE38zxk5yVF8Ky6EYONoYjo98GezjIpgTvCIEsOIC%2F71LmrBNKK5Q63hWl2fo9GWX%2BEzwZ00o%2FGiuPF1cLCv0rKaiuJAYm%2FcqQUc72edU2ZJDrLphjjG0khlt%2FZunU%2BO5JG3rfz6W%2BkFo%2FhIpNWgjhSCsFMZKrLnl%2B66Y9swOFnuy%2BJ4lnYErB8ThOZihXDNVdbRAe515MpJJEGBSDMl0WW7kROLVsKtRGvU6pfZYtWaEenQBpV1BgR6Ou%2F4UkMt5pp9f85y1u6Drx5bg0Jgu1s6V7etRmO3a0lxLab%2FiN%2BBxt%2F%2F34EjSHaEDnm3VN2PE0hDCzE8QwZB7y8KCxL%2FMHI2ewn6An3tB%2FDDbEG0sRlL%2BaMrJnM%2BsG6ZU8pGGB2hkEbQSNtn9ThpuXPOtL2iOYLxEypbGjcn9u1%2FrfgulHgzZy4qPxI6I%2Bvw9JBEZ7AxYlEi3KDq1dDmLjSrTpfK883zUYc8r36qIqLyzw2TXgcTILnJhxmMTWRDueX6haDdX7SGATtGFz2zTtWg6ydwXf0A10tOPdCa3n49G1h5kSjFcvKBf8eLltnMXmTEqfp7TkDBtT4GD%2BSFjeYU2ui04Xjy%2Fcsbylfct%2BH6RKPrpfZodz2TAQYUdcQi%2BAF7g9qltdWJvCFn%2B490QhSuV2JZ9No2SUDrg%2BDoKYgvsjraTtlsa9n%2FaF%2FxRvl21DUkFftOEk3rWKvIEfDr4GQJvRxqGbbDXZY3cadFPdpOZb%2B6DIqVvtxK3hyzDJrawXQwaP5OHCFwX3Vy87pkz8g3A61xXxZHLsc0Gm%2BNKXxygzqfzQc3%2FTQzZiR17%2BQ%2BEz1XKp3iMTQm%2F5mW3tR7%2Bj3CjEGeWhEzWKKUR2HbDlDloX%2BdaYG7rVlP6UWlr4sCrC%2BfNt%2By%2FWuOiTQbrIPksPKLBLBr1U%2Fm2QerdnN50qJWnZk2OnHkMdYUjPZTEsVoZx4HXHOIQQaS5%2FrK00GD1g7%2FYLD,71,9,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,TPU,NA,Protector
21, Protector 360 iPhone 5 5s Se 6 6s 7 8 Plus X Flexible ,199,NA,1642,130,18 meses,11.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,67,https://perfil.mercadolibre.com.mx/ROBERT+CG8,https://articulo.mercadolibre.com.mx/MLM-597243279-protector-360-iphone-5-5s-se-6-6s-7-8-plus-x-flexible-_JM?searchVariation=21358423507,52,11,3,0,1,#597243279,Apple,iPhone 5 5s se 6 6s 7 8 PLUS X XR Xs MAX,360,iPhone,Silicona,INNOVACEL,360
22, Case Funda Magnetica Aluminio iPhone X Xr Xs Max 6 7 8 Plus ,279,NA,1228,98,18 meses,15.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,3.7,29,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-599328986-case-funda-magnetica-aluminio-iphone-x-xr-xs-max-6-7-8-plus-_JM?searchVariation=31761977872,14,5,2,3,5,#599328986,Apple,iPhone,Apple,Magnetic-Adsorption,Aluminio y Cristal,Varios,Magnética
23, Mica + Funda Protector 2n1 iPhone 6 7 8 Plus X Xs Max Xr ,249,NA,485,74,18 meses,13.83,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,11,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-667132542-mica-funda-protector-2n1-iphone-6-7-8-plus-x-xs-max-xr-_JM?searchVariation=33590590371,7,3,0,1,0,#667132542,iPhone,6 6s 7 8 Plus X Xs Max Xr,NA,2n1,Silicon,NA,2n1
24, Funda iPhone 6 6s 7 8 Plus X Xs Max Xr Case Silicon Protecto ,219,NA,2775,386,18 meses,12.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,75,https://perfil.mercadolibre.com.mx/TECNO+INSIDE,https://articulo.mercadolibre.com.mx/MLM-611043624-funda-iphone-6-6s-7-8-plus-x-xs-max-xr-case-silicon-protecto-_JM?searchVariation=28802182017,59,13,2,0,1,#611043624,Apple,iphone  6 6s 7 8 7 plus 8 plus X y Xs Xr,OEM,Silicon,Silicona,gi,NA
25, Funda Protector Magnetica Aluminio iPhone 6 7 8 Plus X Xs Xr ,299,NA,3171,6421,12 meses,29.54,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,83,https://perfil.mercadolibre.com.mx/TKPARTES,https://articulo.mercadolibre.com.mx/MLM-643886960-funda-protector-magnetica-aluminio-iphone-6-7-8-plus-x-xs-xr-_JM?searchVariation=29377347947,56,9,4,4,10,#643886960,Apple,iphone 6 | 7 | 8 | plus | X Xs,GEN,Imantado,Aluminio,GEN,Bumper Metálico con Vidrio 9H en la partes trasera. (No tiene cristal frontal)
26, Funda Armadura 360 Uso Rudo iPhone Y Samsung ,289,NA,725,15,18 meses,16.06,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,3.8,16,https://perfil.mercadolibre.com.mx/IBUMPER+VERACRUZ,https://articulo.mercadolibre.com.mx/MLM-650291597-funda-armadura-360-uso-rudo-iphone-y-samsung-_JM?searchVariation=31613620371,7,4,2,0,3,#650291597,iPhone/Samsung,6/6s/6plus/6sPlus/7/7Plus/8/8Plus/X/Xs/XR/XsMax,iBumper Ver,Funda Armadura 360 Uso Rudo Iphone,Híbrido de Goma con TPU de alto impacto.,NA,Funda Armadura 360 Uso Rudo
27, Case Gameboy 36 Juegos Con Mario Bros iPhone Del 6 Al Xsmax ,449,NA,2060,8,18 meses,24.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,73,https://perfil.mercadolibre.com.mx/TAXIDIAMX,https://articulo.mercadolibre.com.mx/MLM-639404634-case-gameboy-36-juegos-con-mario-bros-iphone-del-6-al-xsmax-_JM?searchVariation=27164195373,60,8,3,1,1,#639404634,Apple,Iphone,Apple,Iphone,Plástico,"NA",Case Videojuego
28," Funda 360 iPhone 6, 6 Plus, 7, 7 Plus, 8, 8 Plus X + Cristal ",189,NA,5174,73,18 meses,10.50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,319,https://perfil.mercadolibre.com.mx/VIGU+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-588207953-funda-360-iphone-6-6-plus-7-7-plus-8-8-plus-x-cristal-_JM?searchVariation=32729163908,231,55,16,8,9,#588207953,Apple,iPhone,360,360°,Plástico,VIGU,360
29, Funda Premium Cristal 9h Phone Xs Max X Xs 6/7/8plus Slim ,299,NA,1174,22,18 meses,16.61,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,46,https://perfil.mercadolibre.com.mx/MLMSHOP,https://articulo.mercadolibre.com.mx/MLM-615868778-funda-premium-cristal-9h-phone-xs-max-x-xs-678plus-slim-_JM?searchVariation=28335439580,42,2,0,0,2,#615868778,Apple,IPHONE,Apple,Iphone 6 6p 7 7p 8 8p,NA,NA,GLASS CASE
