search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Material,Marca,Modelo
206," Funda iPhone 7 Plus, Estuche Para iPhone 8 Plus, Gview Funda ",1347,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7483
		
		 sin interés
		
	

	
		",83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457511372-funda-iphone-7-plus-estuche-para-iphone-8-plus-gview-funda-_JM,NA,NA,NA,NA,NA,#457511372,Apple,Acrílico,Gview,WIRELESS_ACCESSORY
207, Funda iPhone 7plus 8plus Con Soporte - Usacases 2017 Slim Fi ,953,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 5294
		
		 sin interés
		
	

	
		",94,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457707199-funda-iphone-7plus-8plus-con-soporte-usacases-2017-slim-fi-_JM,NA,NA,NA,NA,NA,#457707199,Apple,TPU,USAcases,B077C7FKGX
208, Funda De Batería iPhone 8 Plus / 7 Plus / Juboty 4200mah Fun ,1708,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 9489
		
		 sin interés
		
	

	
		",89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457802806-funda-de-bateria-iphone-8-plus-7-plus-juboty-4200mah-fun-_JM,NA,NA,NA,NA,NA,#457802806,NA,NA,Apple,WIRELESS_ACCESSORY
209," Funda iPhone 8 Plus, iPhone 7 Plus Funda, Jwest Marble Impre ",787,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 4372
		
		 sin interés
		
	

	
		",72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457692876-funda-iphone-8-plus-iphone-7-plus-funda-jwest-marble-impre-_JM,NA,NA,NA,NA,NA,#457692876,Apple,Silicona,J.west,J-I7P-370-05
210," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Mármol Opal, Funda ",960,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 5333
		
		 sin interés
		
	

	
		",33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457706456-funda-iphone-7-plus-funda-iphone-8-plus-marmol-opal-funda-_JM,NA,NA,NA,NA,NA,#457706456,NA,NA,Apple,iPhone 8 Plus
211," [actualizado] Funda De Batería Para iPhone 8 Plus / 7 Plus, ",2089,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 11606
		
		 sin interés
		
	

	
		",06,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457843713-actualizado-funda-de-bateria-para-iphone-8-plus-7-plus-_JM,NA,NA,NA,NA,NA,#457843713,NA,NA,Apple,TPU 7P Ear-B
212, Protector Funda iPhone 8 7 Plus J Graffiti Verde ,349,NA,"
			
				Nuevo
			
			
		",(4 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1939
		
		 sin interés
		
	

	
		",39,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450316885-protector-funda-iphone-8-7-plus-j-graffiti-verde-_JM,NA,NA,NA,NA,NA,#450316885,Apple,NA,Apple,NA
213, Protector Funda iPhone 8 7 Plus J Graffiti Verde ,1391,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7728
		
		 sin interés
		
	

	
		",28,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457758234-funda-cartera-tannc-abatible-de-cuero-piphone-7-plus8-plus-_JM,NA,NA,NA,NA,NA,#457758234,Apple,NA,TANNC,TC-US16005-1040-11
214, Funda Cartera Tannc Abatible De Cuero P/iPhone 7 Plus/8 Plus ,349,NA,"
			
				Nuevo
			
			
		",(3 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1939
		
		 sin interés
		
	

	
		",39,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449536989-estuche-funda-iphone-8-7-plus-filp-disenos-protector-_JM,NA,NA,NA,NA,NA,#449536989,Apple,NA,NA,NA
215, Estuche Funda iPhone 8 7 Plus Filp Diseños Protector ,1979,NA,NA,(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 10994
		
		 sin interés
		
	

	
		",94,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456532321-funda-rigida-de-goma-para-iphone-8-plus-55-2017-hybrid-arm-_JM,NA,NA,NA,NA,NA,#456532321,Apple,NA,NA,NA
216, Funda Rígida De Goma Para iPhone 8 Plus 5.5 2017 Hybrid Arm ,540,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3000
		
		 sin interés
		
	

	
		",00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MALDONADO1054,https://articulo.mercadolibre.com.uy/MLU-459768227-funda-protector-iphone-78-plus-_JM,NA,NA,NA,NA,NA,#459768227,Apple,Goma,NA,NA
217," Funda ,protector iPhone 7/8 Plus ",199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				68
				vendidos
			
		",(7 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1106
		
		 sin interés
		
	

	
		",06,NA,Entrega a acordar con el vendedor,NA,NA,3.0,1,http://perfil.mercadolibre.com.uy/PREMUM_CASES_UY,https://articulo.mercadolibre.com.uy/MLU-450857249-funda-protectora-case-iphone-7-plus-8-plus-super-fino-_JM,NA,NA,NA,NA,NA,#450857249,Apple,NA,NA,NA
218, Funda Protectora Case iPhone 7 Plus - 8 Plus Super Fino!!! ,199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(10 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1106
		
		 sin interés
		
	

	
		",06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450233260-protector-funda-iphone-8-7-plus-silicona-banana-carcasa-_JM,NA,NA,NA,NA,NA,#450233260,Apple,Silicona,Apple,NA
219, Protector Funda iPhone 8 7 Plus Silicona Banana Carcasa ,808,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 4489
		
		 sin interés
		
	

	
		",89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457691852-iphone-8-plus-funda-iphone-7-plus-funda-jwest-rose-gold-ge-_JM,NA,NA,NA,NA,NA,#457691852,Apple,NA,J.west,J-I7P-370-03
220," iPhone 8 Plus Funda, iPhone 7 Plus Funda, Jwest Rose Gold Ge ",1328,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7378
		
		 sin interés
		
	

	
		",78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457790659-funda-de-silicona-para-iphone-8-plus-iphone-7-plus-funda-de-_JM,NA,NA,NA,NA,NA,#457790659,Apple,Silicona,Miracase,QD6KG8Y385001
221," Funda De Silicona Para iPhone 8 Plus, iPhone 7 Plus Funda De ",249,NA,"
			
				Nuevo
			
			
				
					 - 
				
				40
				vendidos
			
		",(50 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1383
		
		 sin interés
		
	

	
		",83,NA,Envío a todo el país,NA,NA,4.5,4,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-444386648-protector-super-armor-tech-iphone-7-plus-8-plus-xr-colores-_JM,3,0,1,0,0,#444386648,Apple,TPU,NA,NA
222, Protector Super Armor Tech iPhone 7 Plus 8 Plus Xr Colores ,790,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 4389
		
		 sin interés
		
	

	
		",89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-452731922-funda-con-bateria-emergencia-power-bank-iphone-8-7-plus--_JM,NA,NA,NA,NA,NA,#452731922,NA,NA,NA,NA
223, Funda Con Bateria Emergencia Power Bank iPhone 8 7 Plus ® ,690,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3833
		
		 sin interés
		
	

	
		",33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-464433238-funda-case-silicona-original-iphone-8-8-plus-envio-en-el-dia-_JM,NA,NA,NA,NA,NA,#464433238,Apple,Silicona,NA,NA
224, Funda Case Silicona Original iPhone 8 8 Plus Envio En El Dia ,399,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2217
		
		 sin interés
		
	

	
		",17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448554646-protector-funda-iphone-8-plus-7-plus-afelpado-conejo-_JM,NA,NA,NA,NA,NA,#448554646,Apple,NA,Apple,NA
225, Protector Funda iPhone 8 Plus 7 Plus Afelpado Conejo ,420,NA,"
			
				Nuevo
			
			
		",(50 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2333
		
		 sin interés
		
	

	
		",33,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PLAZATECHURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464883949-funda-case-protector-apple-iphone-8-plus-varios-colores-_JM?searchVariation=40498591073,NA,NA,NA,NA,NA,#464883949,Apple,NA,Apple,NA
226, Protector Tough Armor iPhone 7 8 7 8 Plus + Vidrio Case ,190,NA,"
			
				Nuevo
			
			
				
					 - 
				
				35
				vendidos
			
		",(5 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1056
		
		 sin interés
		
	

	
		",56,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/KING-SALE,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=28Js%2FLojvin%2FaVT3iMS33CJBBnM6Ie7%2F9QgMgPJ%2BynrxQLbduEsSvJuMqUQBxjD%2Bgv82zGDW9XBsEfkFdQbmTGIrk%2FserMGY4c2fm1Fqt3GCjgdsdtHExaGVvm7soWS22jfJ0PbpfFYW7zXAdjgAP9n7WyshgRiYaEhQ6WnUy0JIxetTosnZcWBRH8eZQqS5DGFGXAfHYiaet50PSSHPbhJPlApMlSipBjRBNqevTkquJ4O2BTcT3sPH8CfOLPaRGAL%2B1jrB2mH%2Fsyyyh9jhIQj2QIk%2Fa1uZV9yq2gvhA4Z%2F9ZeRRH4yLKwTGKL0s4Pk0c%2FDm%2BDzYtpFf%2Fdo0s%2Bd0tYWmkt0sp4nMM28xPKacip%2BhsxnWszonpgj4KBAkJVdF4aSQ0ytMYfSFIfw8s2g9N9RYJcjHRZs5bS2WvLefHGsuJHD4bNYIrKmWfXpZaF0tTVSScdQ6rZu7qdW8K4BnDoU0Ju%2Bv1ThUv%2BrP4V4rh2CC%2Fnqr87O%2B5ZfwrOl8nZFuxVddVlegdKdi0GHCWlyVvBedE7VfRJ08AYG1Vwem7aZq0K57d3slS6beDWYlRd2DCEURII80LBCGHpfltDADD4dwEQl1tG2fYm2PDE%2BNQyA40%2F0NKV4g34YtrfJaVRDGdectSSfSvk%2FVdeZCJp0KBd1JouebmfqYg8t4rkjWsX2FfxPk5nY3uPy1wF6M5xFw3DaiPHGDC2QAUewsdJ0jxxjbnKA5HuPx%2BhGs5PYyD47HLl3Sm8wTeBN8p1FL3W8iGaEuQAAsAc1yAvybD6n%2Bt501DvVvAhb6EDfVPcW0acogrpQ3YPYPQJ7XRngsbagA%2BjmVQmf4fJ5NPn3MYHI078GESZTAqA0I%2FAzvieCUgZCFgYBepFj8GFzmcNV3Fj0wv0iPazaPUNbO3GyPyOB3IAbcp%2BMGGebVTDIHVLpLb3cTLxF0E%2BzEDOFLUZ6kV9N%2BjGXNH3h4LAgGrHYJBgdlyO1A%2B4Fl9JA8U2S0w6V6QbN1uAN2atFdMVYAOpfjguyDVqeLDzUVwHiC1dAsl2itWLtX9yUDnEwBkk2Y6MgdnzhFCZeSQJo5QYuG%2Fsn9InMgiV2By0FZVFAv4oTKUedhezP9%2FcV6hTwVsaAORtPxaK%2Fc%2F8aQkqvuPNW9tGvHArj0xH1UknNQvJ65URUIhNuskPrEf%2F13sytJBBjK6GlQas9yosGGfgfgobZBGsRrR66dKjWWchru1TtsaCtuLE5FMGKoZHyFhFAIELM39klGVusBi%2FtGXvPb4EOUWE5%2BRH9fmHjWhUxi7olabSNdLS9%2B8QwWhe%2BQqZ0Z9jTgk4IvpUkPBW62MWIiYpIJttNPt0AI8AohnOpl4cB10oWRTBUBX8RD0su2z57rNLkXKBUPzxuu%2BZL00jFkkSV8Wb8WSkzqvrLtYjH1SYyy%2BIdTtq3CUTbzz4cYxf4Osa6mJ3K3enXh1anZB9cuH3Z2CrWzRCcuCsOIf%2FSyE%2Bidlu8VOy5U6QYZK1ymaMQc%2B5K%2B3R%2FJrMyRkL3LPAK8QsBleW9XCn1bDU4L1FEn2C1ARpi%2FZ0zd0ePHAEj2BTW%2BtRaaeHsBoOKs15AEKlSiW8p72ybU0YalegbtMtt%2FF6eya17szLH%2FAhGQaG8HTAsmJ9D7WEmT1NhHzUtHf1NKH6Ldm%2BdoFW8%2B5OsIrg4w1IEPqufPsgsxsPGszNzdD85UcZZnYcmXrvhJGzHVYAcDLEOqoLbHv%2B1bgYk9%2Boa%2FZcWoIAn%2FBGPi0AIAVie%2FWX6ksA%3D,NA,NA,NA,NA,NA,#443492218,Apple,NA,NA,NA
227, Funda Case Protector Apple iPhone 8 Plus Varios Colores ,199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(8 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1106
		
		 sin interés
		
	

	
		",06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449414152-protector-funda-iphone-8-7-plus-squishy-gata-rayas-_JM,NA,NA,NA,NA,NA,#449414152,Apple,TPU,Apple,NA
228, Protector Funda iPhone 8 7 Plus Squishy Gata Rayas ,350,NA,"
			
				Nuevo
			
			
		",(2 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1944
		
		 sin interés
		
	

	
		",44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450412305-protector-funda-iphone-8-7-plus-6-6s-pantera-carcasa-_JM,NA,NA,NA,NA,NA,#450412305,Apple,Silicona,NA,NA
229, Protector Funda iPhone 8 7 Plus 6 6s Pantera Carcasa ,916,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 5089
		
		 sin interés
		
	

	
		",89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457702290-funda-iphone-7-plus-funda-iphone-8-plus-opal-marble-golden-_JM,NA,NA,NA,NA,NA,#457702290,Apple,Silicona,VIVIBIN,iphone 7 plus case/iphone 8 plus ca
