search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
1, Capinha Capa Silicone C/ Logo iPhone 6s 7 8 Plus X Xr Xsmax ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				991
				vendidos
			
		",(4480 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 566
		
		 sem juros
		
	

	
		",66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,13,https://perfil.mercadolivre.com.br/MALE2382936,https://produto.mercadolivre.com.br/MLB-1248683581-capinha-capa-silicone-c-logo-iphone-6s-7-8-plus-x-xr-xsmax-_JM?searchVariation=38604797244,10,2,1,0,0,#1248683581,Apple,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Silicone,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Apple Case,Silicone e microfibra(camurça),NA
2, Capa Capinha Ultra Fina Fosca iPhone 6s Plus 7 8 Plus Novo ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				871
				vendidos
			
		",(112 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 572
		
		 sem juros
		
	

	
		",72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,17,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026051169-capa-capinha-ultra-fina-fosca-iphone-6s-plus-7-8-plus-novo-_JM?searchVariation=33828135574,11,4,0,0,2,#1026051169,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
3, Capa Capinha Magnetica Luxo iPhone 7 8 Plus X Xs Xr Xs Max ,54,NA,"
			
				Novo
			
			
				
					 - 
				
				497
				vendidos
			
		",(7487 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,13,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1213994623-capa-capinha-magnetica-luxo-iphone-7-8-plus-x-xs-xr-xs-max-_JM?searchVariation=38590025464,12,0,0,1,0,#1213994623,Apple,iphone,jk capas,Magnética,capa protetor,metal e vidro,NA
4, Capinha Ultra Fina Fosca iPhone 6 6s Plus 7 Plus 8 Luxo Capa ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				501
				vendidos
			
		",(120 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 572
		
		 sem juros
		
	

	
		",72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,11,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026034649-capinha-ultra-fina-fosca-iphone-6-6s-plus-7-plus-8-luxo-capa-_JM?searchVariation=33827713956,8,2,1,0,0,#1026034649,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
5, Capa Anti Impacto + Película Gel P iPhone 5 6 7 8 10 X Xs Xr ,16,NA,"
			
				Novo
			
			
				
					 - 
				
				988
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 565
		
		 sem juros
		
	

	
		",65,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,29,https://perfil.mercadolivre.com.br/NOMOTEC,https://produto.mercadolivre.com.br/MLB-1047628140-capa-anti-impacto-pelicula-gel-p-iphone-5-6-7-8-10-x-xs-xr-_JM?searchVariation=36089029726,21,5,2,0,1,#1047628140,Apple,Iphone,HR,TPU,Capinha de silicone,Silicone,NA
6, Capa Capinha Anti Impacto 4em1 iPhone 6 7 8 Plus Xr X Xs Max ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				280
				vendidos
			
		",(16478 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 833
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,15,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1210095124-capa-capinha-anti-impacto-4em1-iphone-6-7-8-plus-xr-x-xs-max-_JM?searchVariation=35219107406,12,2,1,0,0,#1210095124,Apple,IPHONE,JK CAPAS,CAPA 4 EM 1 ANTI IMPACTO,CAPA PROTETOR,TPU/Policarbonato,NA
7, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8 Plus Xs Xr Max ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				300
				vendidos
			
		",(9825 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,9,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1197368219-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8-plus-xs-xr-max-_JM?searchVariation=34356084379,9,0,0,0,0,#1197368219,iPhone,iphone,jk capas,ultra fina fosca,capa protetor,TPU/Policarbonato,NA
8, Capinha iPhone 8 Plus Apple 5.5 Poleg. Silicone Case Lacrada ,43,NA,"
			
				Novo
			
			
				
					 - 
				
				66
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 721
		
		 sem juros
		
	

	
		",21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/VITRINEDOSIMPORTADOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=nMw3sBudLWT00iYKOaPvlris2x%2BQ5VSb78agOe1hX15T7mwVd8YldUVWyiVBa1l0V52sEaThE9t9jAlUKHn4%2F625KgJUyUo4nifXnvCKUsvHwFn%2FIKrDzazQrnX%2FE5LMlWR2wbdXTTQOl%2FfhAAB0nmnznuyJGhpBWCd%2BLlJtn94vZPZbiRgvgaTK1ciqpj%2B3ktXvj55mdnRmcWmAYkuAwTIBrmZdHpZILi2WgsmNsMs00PlfIEFf6eCsrQ6gADRslnPA6IUDZVmv52Z3Xlwflm0SszciASphpnzaNJ5tKiciH1%2BU%2B7Y0LQ3lKi1NK9NQCYPafm8DMU8nFEbAuifT1u%2F517Ez7f2dpxNGBgPSOB%2BoU3efLl1ZidlWDhKS0cgL9NINc1imkMttPo0WMQcdUDHkSrNGvQhljgBD7yPd2qtREBeoNTL%2FeqcGz93TsErCI%2FubdNhVfDX2Fe9d9gZJGAL0fr0sgX5T%2FgYujxCnsSrQh0jESczV6OBH6Mb%2F%2Fc3TjRbSioCc1PZuHGYu6IdjEQ6%2Bo%2BqzC8%2FWPObkD9WSHIg9kbbmqAWQpvML%2BSEWpXbak7NJVoXsO1iFRO7pPskL9dDEnTHBExrk09K4JJ%2B7Ilum5C9eODusoifEVKYRCbUX1wurpGCUR%2FHpgtLUqLdHgSdG%2BAPdWRVtKPGya0QgZAC20ekveJnQBc6nqui1Yk0FolvCzRQbUh%2BEnjU95QVWrCZMcQaQuq%2BVygxF6zSs4VMZswfihEEeLJYC6wwit3RrSlOc8TDnl1vw6OtT%2BHS8XaDZnd15KV55dKlnJ7E6imXyxafYhsutruAYyBzg0WPl%2F9aPhqG1pQblf%2FOgmYEae9YwjJhGJBRDtE0Ac9LuIuAZdHtJ%2FoPx1EykSZjZlwmsMZNX1NLIMeQOf2J6p%2BUqxHV6U7nA7ApDHpjEyxczuIqgfrF4S1mYDiddouFk2QkVmeljll%2BX1z%2B16H8Vi3TlzdncnbZ%2FxW0KapS2LlhTwdMJO69Lmo9NDjZoGAgW7s8sMnZMyVP%2F3ax5b6Rdv7gyYTnuwoKS%2FjSIaio%2B0U7OhqXYt4JtiXutvN7vtHOFr%2Bj32UZdmJI9MoH2LHBd%2F1uyGLjSyKM4ZTLn43%2FxX7vLISPtx69gZ3kFtM%2FVG85PuogyLCgmA3sO19tkJmZN7LDsyCBz3l4qbW5YTB9X9SE%2FTlBMVHNM%2F0CVQGSiReWcWKpHBIEjVfcQyPv0Ak8PeSHz29l060OaFm2Rcq58knRR%2Bjg3NsmIEJBNzQBEiOQ8EQPUg45OfHAgn0H9jnj1VVWpJmOr%2F8AbzZEyDLo2%2B7uXaO9KSM%2BOfDhcUVWzyqwgd1Xp4j0YugwvD8okdUEiLV2SI3sLbEI2XqSKjVfrenrwmSTawzSi9Ckbj%2BQnfpzT2ZHdC%2Bdw%2FWqBBY0ang9Lptte2gPPLSBH%2Be4WYjkKR7qcatdE%2B%2FVB1NlySDmySyN7Hi0vyRU4KGCd6OFrcifrk9IhDn1Z0TnRRor4sHndn9OL3K2RWYHjrTMz249dr1GCoLQDht%2FkxjrI3aVELsIKgQKD7NGnwrM%2F9PdA1Gvbp4K4x252TcJYEKm5q1JnMUoG61s%3D,NA,NA,NA,NA,NA,#959015003,Apple,iPhone 8 Plus,Apple Inc.,Silicone Case,Silicone,Silicone,NA
9, Capinha Silicone Aveludado iPhone 8 Plus Verde Agua ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				220
				vendidos
			
		",(280 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 580
		
		 sem juros
		
	

	
		",80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,9,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539317-capinha-silicone-aveludado-iphone-8-plus-verde-agua-_JM,8,1,0,0,0,#1165539317,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
10, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8plus X Xr Xs Max ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				5670
				vendidos
			
		",(20801 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,499,https://perfil.mercadolivre.com.br/JKCAPAS,https://produto.mercadolivre.com.br/MLB-682539065-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8plus-x-xr-xs-max-_JM?searchVariation=22563854146,400,60,25,11,3,#682539065,Apple,IPHONE,JK CAPAS,ULTRA FINA,CAPA PROTETOR,TPU,NA
