search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,599,NA,2243,145,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,70,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM,53,11,4,0,2,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
2, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,699,NA,767,299,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,14,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293,13,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
3, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,599,NA,445,73,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-686264793-funda-silicone-case-iphone-8-7-plus-5s-se-6-6s-original-_JM,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
4, Funda Silicona Premium iPhone 8 7 8 Plus + Vidrio Templado ,630,NA,629,810,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,26,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-636606079-funda-tpu-slim-iphone-6s-7-8-plus-x-xr-xs-max-templado-_JM?searchVariation=28306700119,13,8,2,1,2,#636606079,Apple,"iphone 6, 6s, 6 plus, 6s plus, 7, 7 plus, 8, 8 plus, X, Xs, Xr, Xs Max",Sin Marca,TPU,Silicona,Silicona
5, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,1253,NA,1052,340,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,55,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129984,46,6,3,0,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
6, Funda Metalica Magnetica Vidrio iPhone X Xs Max 8 7 6 Plus ,1413,NA,432,245,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,21,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-749127423-funda-ringke-original-iphone-x-xs-7-8-plus-maxvidrioenvio-_JM?searchVariation=32500157139,20,1,0,0,0,#749127423,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
7, Funda Ringke Original iPhone X Xs 7 8 Plus Max+vidrio+envio ,860,NA,1815,226,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,183,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-640386439-funda-cafele-original-tpu-slim-iphone-6s-7-8-plus-xs-max-xr-_JM?searchVariation=19538549421,102,39,19,10,13,#640386439,Apple,"iphone 6, 6plus, 7 y 7 plus, 8, 8 plus, X, Xs, Xs Max, Xr",Cafele,Tpu Slim,Tpu Slim,Gel
8, Funda Walden® Madera Real Bamboo iPhone 7 / 8 Apple Eco Classic Original ,1090,NA,68,30,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,4,https://perfil.mercadolibre.com.ar/WALDENSTORE,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=8C01Psl6lG3p6Mtx1uACLVXTBL5K1OoqSO3oIs4xVsv1NaaMd4TSw0H0jNFUAMkEjUFt9jR%2FiqwIKv286Xc5ZudKiKhqnuxZsS8fOnJE6cfo%2BV6IYFyn2VllQ0EvxtOx3URHK9aDnEULB2zPmjG0oXL1chFytVw3CFqNKUsku63EP0SNQ4hv3gcTiBFcE5Tjok%2BAhG8O72ODtSeRmb4qzuPFjgpm7qzmrpaVY05lpqdDn0iJcwUfoovSf5pwIJaHOvIZ%2BkZW2JO0uHnHKewxxCt59ilvsDSzdOqnVFjavDqNQw4XAkfvUbl00t4mU%2BZ96T8efw0CnASJvkOXOkn8MGXAy7fxbvMOzI01hwpTlq3zAX4xHUjHwaz4rygrPpilka872z5hNUKBemo7p%2Bg7RxKjGCINksTROGWfao9E%2BE%2F9tt%2BN%2FixfEJiRxCyzX%2BcM9ti%2FOtXBTCtTslvgwI7p%2BugnkRtcBaQ1nURNGAXN3bPWmmPMv1pAKWQRs15Pl5yolmZBop5HQExT3UiDKL0nzsq04i2pSdGfqgg4i8U3EP5731rc9EpnSmmzL7ML%2Fg8WCmSlgSwqqgN%2BHzV9yV%2BOabBj5QkmOSysfJqf4fVmQcntZA3Et9QBkyYkikCBwsQYzLo2unz1g4PT%2FTaCIHPq08GU7Qifm5sVQsxk2%2BYtykl1n5wlQRkBuLP4%2BaPWP1D6J9prTaJTuy5S%2FlvnNYZ5jc5Xr9W%2BevDwNAWgsVBhN8BPNozyieTtzhNPqthUwU3aO%2FNRyt5ilBsZjCvocOvK%2FFTh7afiwb2diYgUgLpjYI22kjyTkLcFqiNlOh4T%2FGDa0wmdtI%2FbgGS3vfTYuaqxdgWhbBaHYoNfNOrnpq80hNWGSzbtpPQ2QZhLEnUbVaBgVVXTcl3TP%2F2EYxLhwMYtJqWnO5epVl05NhxH50JOPyHFlhTtwOAWUh9sNTemmo94bwDo64k9cBmr4TMaaq3r1tpmDwzFv%2BZXoWJ3B4FzwUUAAXMCAVF6YQjKpi6tvr1OZbHPVKw0heejVS0N%2FVCHhC7Da8K6%2Ft1s%2FBiu%2Blk1WaY3MMd%2BvQpRvuXsdHsvrfblfdPZV3CqNrT6JUR9KImu9blXD48XIVfuBnqI0jiht1i%2BmSjWWiIua%2BY0Fxqs0iHi3HEP%2Fhkknkb3JVTmEbKCXIZaE7PH5x7rfnVpgaAeinsx%2FInQOdfyVs9%2Ft%2BH8q8Sux4cq4bQkoUKZjnq7XPfP9wtIOFFjvc4AOmmXryQ5i78XVqvYEJpFo0keSha8LyNFx%2BrgKPRIqCYoh%2FlgP7Z8ZYuyM6W%2FJtwdPDkxw9%2Bjeca1xEHaNIIT8jhP9MoyebEH0WYhv%2B1%2BIBlVXzAX1r7JepNZ2PTDFjVGUlLnAHHrU0MSitZtJpweSChJbpU5pz6b4MmUX0n6D0GNwfBYB%2BF%2FXk6xVjjOx13KH7hbvkUmsN683SaW%2FaU6lxAvxNnvDFyD6ErW%2FoikEbH6EYOzQc%2FKMYu9rcmYcU46wbLPkWMiyndo5nKbwD2rI%2Bdp4BcxBKjoL4QIUup8nVkfX%2FNmwcTFMqKrfoW9pCTDd4XUhHApJ5sx5TXq4nNNWQeEWC1NApqu3ycqHgjvdmJ9myFFD3W2i8wfy1h8nFaB978GFlWpguqf0T0gWwX64iWFmeaaWeY%3D,3,1,0,0,0,#611405697,Apple,iPhone 7 / iPhone 8,Walden,Eco Classic,Back Cover,Madera
9, Funda Tpu Slim iPhone 6s 7 8 Plus X Xr Xs Max + Templado ,1799,NA,43,164,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/PUNTO_+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-702174797-funda-cargadora-power-case-iphone-5-se-iphone-x-xr-xs-max-_JM,1,1,0,0,0,#702174797,NA,NA,NA,NA,NA,Policarbonato
10, Funda iPhone 8 Plus 7 Plus Apple Original Silicona Soft ,400,NA,1440,9008,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,38,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://articulo.mercadolibre.com.ar/MLA-687478565-funda-silicona-premium-iphone-8-7-8-plus-vidrio-templado-_JM,27,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
