search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material,Fabricante
1, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2522
				vendidos
			
		",(79 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,84,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-623748083-funda-tipo-piel-leather-case-iphone-6-7-8-plus-x-max-xr-mic-_JM?searchVariation=32254170260,74,9,1,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,Protector,TPU,NA
2, Funda Lujo Cromo 3 En 1 iPhone X 8 7 6 Plus 6s 5 Se ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6500
				vendidos
			
		",(57 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,350,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-577013572-funda-lujo-cromo-3-en-1-iphone-x-8-7-6-plus-6s-5-se-_JM,237,61,31,11,10,#577013572,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / Xs / XR / XS Max,3 EN 1,Funda 3 en 1 Lujosa,Funda Protectora de Lujo,Plástico,Apple
3, Funda 360 Lujo Espejo iPhone X 8 7 6 Plus 6s Se 5s 5 + Mica ,189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2825
				vendidos
			
		",(31 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,103,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-605956130-funda-360-lujo-espejo-iphone-x-8-7-6-plus-6s-se-5s-5-mica-_JM?searchVariation=27291542355,76,12,7,4,4,#605956130,Apple,iPhone 5 / 5s / SE / 6 / 6s / 7 / 6 Plus / 6s Plus / 7 Plus / 8 / 8 Plus,360° Espejo,Funda Protector 360°,Funda Protectora,Aluminio,Apple
4, Celular Apple iPhone 8 64gb Liberado + Audifonos + Funda ,"9,999",NA,"
			
				Nuevo
			
			
				
					 - 
				
				194
				vendidos
			
		",(34 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 55550
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,107,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-644856769-celular-apple-iphone-8-64gb-liberado-audifonos-funda-_JM?searchVariation=30987052344,88,13,3,0,3,#644856769,NA,NA,NA,NA,NA,NA,NA
5, Funda 360 iPhone X 8 7 6 Plus 6s 5s Se + Cristal ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4019
				vendidos
			
		",(58 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,222,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-580652933-funda-360-iphone-x-8-7-6-plus-6s-5s-se-cristal-_JM?searchVariation=27291722345,135,38,17,12,20,#580652933,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,Funda 360°,Protector 360º,Funda Protectora 360°,Plástico,Apple
6, Celular Original iPhone 8 Plus 64gb + Funda + Audifonos ,"13,899",NA,"
			
				Nuevo
			
			
				
					 - 
				
				126
				vendidos
			
		",(18 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 77217
		
		 sin intereses
		
	

	
		",17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,126,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-660440827-celular-original-iphone-8-plus-64gb-funda-audifonos-_JM?searchVariation=31858499423,103,13,2,0,8,#660440827,NA,NA,NA,NA,NA,NA,NA
7, Funda 360 Bicolor iPhone X 8 7 6 Plus 6s Se 5 + Mica ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2072
				vendidos
			
		",(48 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,102,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-604203954-funda-360-bicolor-iphone-x-8-7-6-plus-6s-se-5-mica-_JM,65,18,9,3,7,#604203954,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,360° Bicolor,Protector 360º,Funda Protectora 360°,Plástico,Apple
8," Funda 360 iPhone 6, 6 Plus, 7, 7 Plus, 8, 8 Plus X + Cristal ",189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5253
				vendidos
			
		",(37 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,319,https://perfil.mercadolibre.com.mx/VIGU+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=a3wfPsRNIvWM6dd2JSJrjIV8G8%2FlOBRtKkDy45aU%2F1yVGbu7t%2FC%2B0T%2B25EbEUYrLmRQNEB2kKokNRfzfxbM75L4AzY20cyuIrdDMXSZ%2F5hfzJH4s1As3IVJ%2F383A25kuMWsTJU86VLcq1vqIvy%2FT%2Fx%2BRcCKVpnm%2Fww8O4R8tsoeFhP%2BEp5KEtUPoC%2FFAEDcffqmKbnWwLoyYHQdaI%2Btm801kwYwRFpNInVZGKn65%2B1iEBXR%2FfWr5PEv2iYsRzW9YeP4EVxe37adXVh1NJNFNea4HPRsOvCE1h5HtgmE686%2BuCSr0O0uVI9k3lHAjiDnrZwcZvot0iP4lIMdy0bw1lanDfrqpX6Nh1211rPV1FdKgeFSxz4Qcgng2IWxcKA%2BV9wGePAFlbCbVkXQPJi%2FT0pnTCWSw%2FFi92Uc%2Fjks%2BFZ6g8uRbao%2B5Zr8hjX%2Bvg42v5fQKkdPfkWP4GcAG%2Btlub9UlCwxM%2ByW7H3qhvLwkuvv8io2cRggSGgdczde5URFCwxU6sP%2FSGBMR5SbrbX6%2BBHzIiNnjxyr6JqOcITOvWjLahjipMFmi5eMgs5qvbwO%2FKSdxYeoJp1Rqzm%2FsZnj8VfXpeL%2B3td0WovmUvZ4trjLt4izn84fAzaadBpRVzGC%2B%2FTWLCwYdU1GInDVfAoS9w3WfENXgy5RNJIxcSGYZkFEU6R8fj0FFigy%2BA2YYdssS3cnIj1imNQaQ9lteUz%2F4X345Okr6J5SpaeQjH5X6Em4xy4mfanC9Z40QnGvvrxI2s0IQYEwRHVlzrHi%2FaJcaADy%2BwmnKGpg1d0ZASvmJaViF1Wn%2F%2FETpNsaRItHvP6sk3zPLNulvhJJGG6xph2hZdrqPxWCIlfK4YF32bUNueRWbYl5BIexTt3yH%2BB%2BnC2BtzlfsBP68wVRCCfrJX28qLIV2gkCFBebJ0mRAK3WlvD9mX0eoq9%2BPHUaSYymDFckDse42G9g3WtbM9rXAVamo1LJVu5jLUFY%2BNtr10VU3mFAKP7Ny1LSJbWpdQF8vFge%2BPd%2FsVLILZgN4hr47w%2FZnU%2FlVesbHaXDloUaHviZQYoLap%2BH2sB5j2R0KkU886ZR7SNgyH4p90MbMnryNi4k4Y5NOwKOUYTF47cjvSc%2Bxa4%2BI6mquSLCY0HjPX3kXI%2FQXvuO5q1VRJYV0%2FSGyOhqeOfmFjSS6E63qCc3LRnmFBgVgIPGO%2FHtsjn%2BsXSFoQ8iIZkyvo1iP2AvKvkKlmpD7SzMk148fV9TwagIoSasV38XFRmmUGzmO8pbCvsdEL9Azfl%2FjGkbfw%2Bs2tB0fnMFumrnxILZYbrOLOrzJ9iZ7vgUGWiQXy9nYbiZy5N9S6%2FPF0ItKJbDHJab7oAIqxJqCcPsuE8GJ4fBwK25KxyEH5MRRC3hrrMRYob%2F7LnmaIy%2FV09Ufd%2BHEBAEUWohZNFUJd3DThDxi2%2BRql2KUTMgfgwUP0unUYRwwNncwaj29qIRDOm5PSKdwVfvETOQ47PcXw1sAo90xP8IYPIfoAAzUS5qe4Teuemru7NbYRWrb15v32mnC9suc7rf70%2FoSjU6LkK35wl2DjFfoGDqlGXr1t2zjO0Ze16UTTnjMUecika63c%2F1mSc%2BdEZi5hEZeRHg9972ebDW8dkmHKnX26YWPyCun57RsVHaG9dzIUWRyiaI2t0NsalrGth0RDyAm60WrYif1KNKnlwdh%2FZYAvw%3D%3D,231,55,16,8,9,#588207953,Apple,iPhone,360,360°,360,Plástico,VIGU
9," Funda Case Magica De Moda iPhone 8, 8 +, 7 7 Plus, 6s, 6s+ X ",85,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1524
				vendidos
			
		",(129 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 472
		
		 sin intereses
		
	

	
		",72,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,64,https://perfil.mercadolibre.com.mx/PROSU+ELECTRONICOS,https://articulo.mercadolibre.com.mx/MLM-607286668-funda-case-magica-de-moda-iphone-8-8-7-7-plus-6s-6s-x-_JM?searchVariation=19237535867,48,10,2,1,3,#607286668,NA,"IPHONE 7, IPHONE 7 PLUS, IPHONE 6, 6 PLUS,  6S, 6S PLUS",s/n,iPhone,Magica,Plástico,S/N
10," Funda 360 iPhone 6, 6 Plus, 7, 7 Plus, 8, 8 Plus X + Cristal ",189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5253
				vendidos
			
		",(37 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,319,https://perfil.mercadolibre.com.mx/VIGU+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-588207953-funda-360-iphone-6-6-plus-7-7-plus-8-8-plus-x-cristal-_JM?searchVariation=32729163913,231,55,16,8,9,#588207953,Apple,iPhone,360,360°,360,Plástico,VIGU
