search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo
1, Afeitadora Eléctrica Philips Aquatouch S5050/04 Uso Humedo ,46.99,51.990,184,13,6,7.832,NA,Envío gratis a todo el país,NA,NA,4.6,12,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437626159-afeitadora-electrica-philips-aquatouch-s505004-uso-humedo-_JM,7,5,0,0,0,#437626159,NA,NA
2, Afeitadora Eléctrica Philips Pt860/14 Uso En Seco C/s Cable ,41.99,NA,89,18,6,6.998,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437624808-afeitadora-electrica-philips-pt86014-uso-en-seco-cs-cable-_JM,4,0,0,0,0,#437624808,NA,NA
3, Afeitadora Eléctrica Philips S1030/04 Humedo Seco Recargable ,26.99,NA,25,11,6,4.498,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-484825685-afeitadora-electrica-philips-s103004-humedo-seco-recargable-_JM,3,0,0,0,0,#484825685,Philips,S1030/04
4, Afeitadora Eléctrica Philips Shaver 9000 S9161/42 Uso Humedo ,129.99,179.990,9,9,6,21.665,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437627489-afeitadora-electrica-philips-shaver-9000-s916142-uso-humedo-_JM,1,0,0,0,0,#437627489,NA,NA
5, Maquina De Afeitar Electrica Depiladora Corta Vello ,7.99,NA,24,99993,12,666,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/MULTISHOPVIRTUAL23,https://articulo.mercadolibre.cl/MLC-479673735-maquina-de-afeitar-electrica-depiladora-corta-vello-_JM,2,0,0,0,0,#479673735,NA,NA
6, Afeitadora Eléctrica Philips Shaver 7000 S7310/12 Uso Humedo ,112.99,NA,38,4,6,18.832,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437626987-afeitadora-electrica-philips-shaver-7000-s731012-uso-humedo-_JM,3,0,0,0,0,#437626987,NA,NA
7, Afeitadora Eléctrica Nikai Trimmer Cortadora De Pelo / Soul ,8.59,NA,11,99988,6,1.432,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECHNO+SOULESS,https://articulo.mercadolibre.cl/MLC-462723995-afeitadora-electrica-nikai-trimmer-cortadora-de-pelo-soul-_JM,NA,NA,NA,NA,NA,#462723995,NA,NA
8, Maquina De Afeitar Portátil Recargable Eléctrica ,14.99,NA,27,8,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COSMETICAVAL,https://articulo.mercadolibre.cl/MLC-466729445-maquina-de-afeitar-portatil-recargable-electrica-_JM,NA,NA,NA,NA,NA,#466729445,NA,NA
9, Maquina De Afeitar Eléctrica ,12.99,NA,47,153,6,2.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MISNOVEDADES2,https://articulo.mercadolibre.cl/MLC-475494849-maquina-de-afeitar-electrica-_JM,NA,NA,NA,NA,NA,#475494849,NA,NA
10, Afeitadora Philips Eléctrica Shaver 3000 Hq6904 ,25.99,NA,15,2,12,2.166,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/AROMATIZANTES+CHILE,https://articulo.mercadolibre.cl/MLC-472989478-afeitadora-philips-electrica-shaver-3000-hq6904-_JM,2,0,0,0,0,#472989478,NA,NA
11, Pack 2 Máquina De Afeitar Eléctrica Envio Gratis ,26.99,NA,20,180,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MISNOVEDADES2,https://articulo.mercadolibre.cl/MLC-474246398-pack-2-maquina-de-afeitar-electrica-envio-gratis-_JM,NA,NA,NA,NA,NA,#474246398,NA,NA
12, Afeitadora Portatil Electrica Auto Cargador Usb 12v 24v ,8.99,NA,2,998,6,1.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPORTADORATECNOPRO,https://articulo.mercadolibre.cl/MLC-466269905-afeitadora-portatil-electrica-auto-cargador-usb-12v-24v-_JM,NA,NA,NA,NA,NA,#466269905,NA,NA
13, Afeitadora Eléctrica Philips Aquatouch S5070/04 Uso Humedo ,54.99,NA,21,12,6,9.165,NA,Envío gratis a todo el país,NA,NA,3,1,https://perfil.mercadolibre.cl/TC-TIENDAS-CL?brandId=97,https://articulo.mercadolibre.cl/MLC-437626489-afeitadora-electrica-philips-aquatouch-s507004-uso-humedo-_JM,0,0,1,0,0,#437626489,NA,NA
