search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
1, Capinha Armor Para iPhone 8 Plus - Gorila Shield ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				740
				vendidos
			
		",(115 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 572
		
		 sem juros
		
	

	
		",72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,12,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026051169-capa-capinha-ultra-fina-fosca-iphone-6s-plus-7-8-plus-novo-_JM?searchVariation=33828135574,8,2,0,0,2,#1026051169,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
2, Capinha Capa Silicone C/ Logo iPhone 6s 7 8 Plus X Xr Xsmax ,14,NA,"
			
				Novo
			
			
				
					 - 
				
				807
				vendidos
			
		",(18 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 750
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,25,https://perfil.mercadolivre.com.br/NOMOTEC,https://produto.mercadolivre.com.br/MLB-1047628140-capa-anti-impacto-pelicula-gel-p-iphone-5-6-7-8-10-x-xs-xr-_JM?searchVariation=36089029726,19,4,2,0,0,#1047628140,Apple,Iphone,HR,TPU,Capinha de silicone,Silicone,NA
3, Capinha Casca De Ovo Ultra Fina iPhone 7 8 Plus X + Pelicula ,8,NA,"
			
				Novo
			
			
				
					 - 
				
				1638
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		1x 
		
			
				R$ 889
		
		 sem juros
		
	

	
		",89,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,40,https://perfil.mercadolivre.com.br/TECMODENA,https://produto.mercadolivre.com.br/MLB-1047637856-capa-anti-impacto-queda-iphone-5-se-6-6s-7-8-plus-xs-max-xr-_JM?searchVariation=26827628457,29,3,3,4,1,#1047637856,Apple,Escolher no anúncio.,HR,TPU,Capinha,Silicone,NA
4, Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Lacrada ,10,NA,"
			
				Novo
			
			
				
					 - 
				
				241
				vendidos
			
		",(18 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,5,https://perfil.mercadolivre.com.br/TECMODENA,https://produto.mercadolivre.com.br/MLB-1230329082-capa-anti-impacto-p-iphone-6-7-8-10-x-xs-xr-pelicula-vidro-_JM?searchVariation=37033346817,4,1,0,0,0,#1230329082,Apple,Escolher no anúncio.,HR,TPU,Capinha,Silicone,NA
5, Capinha Capa Case Silicone iPhone 7 / 8 Lacrada Aveludada ,6,NA,"
			
				Novo
			
			
				
					 - 
				
				1085
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		1x 
		
			
				R$ 600
		
		 sem juros
		
	

	
		",00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,58,https://perfil.mercadolivre.com.br/NOMOTEC,https://produto.mercadolivre.com.br/MLB-1046394380-capinha-capa-anti-impacto-iphone-5-se-6-7-8-plus-x-10-xs-xr-_JM?searchVariation=26819105297,45,6,4,1,2,#1046394380,Apple,Escolha o modelo no anúncio,H+,"6, 7, 8 ou 10",Capinha,Silicone,NA
6, Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Lacrada ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				404
				vendidos
			
		",(4490 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 566
		
		 sem juros
		
	

	
		",66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,6,https://perfil.mercadolivre.com.br/MALE2382936,https://produto.mercadolivre.com.br/MLB-1248683581-capinha-capa-silicone-c-logo-iphone-6s-7-8-plus-x-xr-xsmax-_JM?searchVariation=38604797244,6,0,0,0,0,#1248683581,Apple,7 8 Plus,Silicone,Protetora,Apple Case,Silicone e microfibra(camurça),NA
7, Capa Case Capinha Silicone Aveludado iPhone 8 Preto ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				249
				vendidos
			
		",(10974 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,5,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1197368219-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8-plus-xs-xr-max-_JM?searchVariation=34356084379,5,0,0,0,0,#1197368219,iPhone,iphone,jk capas,ultra fina fosca,capa protetor,TPU/Policarbonato,NA
8, Capinha Anti Queda Silicone Resistent iPhone Xs 7 8 Plus Xr ,31,32,"
			
				Novo
			
			
				
					 - 
				
				177
				vendidos
			
		",(898 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 522
		
		 sem juros
		
	

	
		",22,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=bviDcjRTiaTA2jTQvH1FlrNNfx%2BdI1SeLolQZljmWQM%2Fd7MzgqLVonq%2BNlEWvw2zh1ye4vv2nnqjKaV%2FmyzMeKL%2B6ieXCoM1pIDFfLG%2F1tvAmIYEHrTxsPM4znse6nWGumctWAqljuu0xNxJGbPDuCBrDG34DPsVWjPq9XisQyk%2BTzLF3CeziTDdROeVqoAt7uACVcX7%2FDIagqH58Knefx9L11QLP5mPvNHrSTcoC7C4yJnPUZzwUUajWh6cElF1M9omMnGIVD28p6N7glIuFgJ8m89pgDosopbiIBlwIO7oIyceiETlgggsGRM08cXEfRstbFmAvyb5umfCUlNlFQe65667Xmx5QEWyBdU41gfwoEOdybNeDye7MRZHwhcjtSXECe0prsQcg4T8STUo0RnsNOLUwuMvUyFntA97kkQtodA%2FBMtWo7hf8%2FspaTDgacYfHEUcwPzhNgLmoa5E%2BrJYzw3xBdGdo25WBPcYlkc03ztnNjPbqTbb8V9lnB9zddeZfjGgPzVnwPEtooW%2BMYF%2FVVZHBD2x1oxJv14amxJkhreX%2FcMFP2MYnW1WA5UGKt%2BQhUVXAScV%2B%2FPt9SgzKl%2B9sY5UK6uaX5GWM%2Br9skZbhEUmYrMsWHxQLXU2bdOohQp1uTNCM%2BhPp7%2Bh9yNpyCOtJcwpydLTBR5EWfyWUzjbeH8NuQvvNmf9bA%2FqzwNz3%2Fz9oPP8XW%2FiLTJISZPVXnDnzE6Ld8vVnHniXZwhEmXNe0BXgphljxN9KCmIcHhyGuIjoUuQ5k5psMHhN9A2G5w2tRwUh5biliNRN1clDffgrdo3bNUYIl6M63SUd2%2FoH25gTLH6pq9Drik9FlX26SfUlvkwHQm42NmkUfh10Y%2FiEsekmVInkW8D6lF7jFUdjvm22L0UBoyJLp9execA6M3l22UmjH7gyQUMPRmAQfZMnd4AJ%2Fs4x180wNfFaUoVX6V7enrb7%2FKT%2FE47c37FDWvcfIGmPoJ9DGRiKhsLRF4bLUpS%2F3DDqInhX1FcSe1CYufoduUvIU1J%2FmbqYF3NMTyj9jB227SRHPEYbV4YhnQaRoRNnsVhZopuyu%2F8LFykf0dx6LpRJu2R19e625U98NywJ7uZphdG7jHGknGoSCo2ajViriPRobk%2F1UJtRI6j3HnCBmwgvhRdC9f27wz9iEIoNgAbJHQDBcBcbU5A6xYmEipo1EJIfaQWwHev1fVuQFRHdsQ68Neg%2Bc4dSRZTIMhES1%2B5yR6EuOGS5KAqpfCdh0wXsr%2FAAN8vIOqOR0umrGtw6ZCSLmM8qadAYKMwUUDvZq3qVanlL802Nn4%2Bcf7xR27dHL6hSNVqQV7R8iYWuEtu%2BIRafsBKrGHJAN8CqDOeeFPpWtzFZc6bWXMYEsROJoM13Jn6lglMV2WZUMNI9bdp%2BrLzIL3NyLxD4xeq5rSw7c%2BEHRiCnTxg%2FI7snPwiE1qbSGChqriiBvQqPowIggdNAq%2B4TbnHKwtaTFdCYBuiTmCv3vNu4mAM0%2FMmVIIb0jqYJBldJMFS5K%2FWzci%2BtZwybNBAMJgSiRdGtV9E3Wd9FmqCWXGbrcoWF1Bf8tD4ttMIpfe7c5EmfsE%3D,NA,NA,NA,NA,NA,#1246923437,Apple,iphone7 plus  iphone 8 plus,Apple,iPhone,Apple Original,Silicone- Aveludada,NA
9, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8 Plus Xs Xr Max ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				166
				vendidos
			
		",(27636 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 833
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,9,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1210095124-capa-capinha-anti-impacto-4em1-iphone-6-7-8-plus-xr-x-xs-max-_JM?searchVariation=35219107399,8,0,1,0,0,#1210095124,Apple,IPHONE,JK CAPAS,CAPA 4 EM 1 ANTI IMPACTO,CAPA PROTETOR,TPU/Policarbonato,NA
10, Capinha Silicone Aveludado iPhone 8 Plus Verde Agua ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				178
				vendidos
			
		",(322 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 580
		
		 sem juros
		
	

	
		",80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,6,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539317-capinha-silicone-aveludado-iphone-8-plus-verde-agua-_JM,5,1,0,0,0,#1165539317,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
