search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material,Fabricante
11, Funda 360 Bicolor iPhone X 8 7 6 Plus 6s Se 5 + Mica ,169,NA,1985,25,18 meses,9.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,99,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-604203954-funda-360-bicolor-iphone-x-8-7-6-plus-6s-se-5-mica-_JM,65,18,7,3,6,#604203954,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,360° Bicolor,Protector 360º,Funda Protectora 360°,Plástico,Apple
12," Funda Case 360° iPhone 8, 8 Plus, 7, 7 Plus, 6, 6s, 6+, X ",189,NA,1734,219,18 meses,10.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,68,https://perfil.mercadolibre.com.mx/PISITOU+TEAM,https://articulo.mercadolibre.com.mx/MLM-590869446-funda-case-360-iphone-8-8-plus-7-7-plus-6-6s-6-x-_JM?searchVariation=21075473391,47,10,6,2,3,#590869446,Apple,"IPHONE 7, IPHONE 7 PLUS",360,iPhone,FUNDA CASE BUMPER,Plástico,IPHONE
13, Funda Uso Rudo Antigolpes Camuflaje iPhone 5 6s 7 7+ 8 8+ X ,219,NA,255,88,18 meses,12.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,10,https://perfil.mercadolibre.com.mx/NETONBOX,https://articulo.mercadolibre.com.mx/MLM-650104729-funda-uso-rudo-antigolpes-camuflaje-iphone-5-6s-7-7-8-8-x-_JM?searchVariation=34880612172,8,2,0,0,0,#650104729,Apple,iPhone X / 7 / 7 Plus / 8 / 8 Plus / 6 /6s / 6 Plus / 5 / 5s / SE,NETONBOX,Militar Camuflado,Uso Rudo Antigolpes Flexble y Rigida,Plástico,NETONBOX
14," Funda 360 iPhone 6, 6 Plus, 7, 7 Plus, 8, 8 Plus X + Cristal ",49,NA,399,1347,18 meses,2.72,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,27,https://perfil.mercadolibre.com.mx/PROSU+ELECTRONICOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=finwUDdLujM3acwYw2ApEZRP0h41secQAFHBe08Bvrp6KYVfCQQfNBfpUrcW%2FIMZe86ITmB0BYfx74%2FAqkZyAwTMAb119qMN24GnrbKvc5RtAL81%2BjLyfqcsMITxydkxcrWqEEMHNkWyEivE6Z0a1q8KclXuz5lymTGwGlkLWYAxQzyrls8RDotU3pIOeqLuETRyfQRMTbkoUTBLvL4fXfAY%2BpyRwj55VtjMe2ZQN5uD8JjJjS8OWcqppVUuU2c5IVeK4xiTykDJTWEWqY39KoREBa3wpoQpX8kx4rYIrKxBjqWjGSjTyvO6B6EFyAhd%2BrR1Z8qy%2FuEcylW6Yd5qW9toAzgznPi5Dpg7yOd0EMUTQkHvfAMvN%2BaqEyiOXQz4wNSRy1Lj2fR8h7gZpZf0xf%2Fv6OPeO9JT0IOZeSpquKq7SxDv6i6%2Fv0yb6sFYoSfPCa9WpeQwPJUyP2c3SqkNUDvzoftah93JUyqN2IjcI2WjLp%2B%2BunQjbBLkO5kVq%2FFq92kS15Wm3tAsHaDghb20BaaUi54x%2FLKApjc70PUF%2F5ioO2WaN9sTRiZvKOp3UZ0mEUnaDiGgoXwIrJlR%2BFeBECEd3zyibyCWr%2BYODFuAZWE8ei4Rr49HqEe8kAjr8q%2BkgtUGQqSBcHpYAmp1NcjTIMwrw9bRE2smkdwtMv2KLDN8puv9oqnwcWf%2FFgkBns5p1mKKdIdZ58vPIho1UGzGafQescJPyu6CPjIKUigRl2a6tqzf%2FEw2u35rCLPVtgdVNlLA4uMg4aZzQxf7jUrE0ydWqPVDtN7YKxhBq3aGSIvJ6MlYQ4aTyXHA8OWDfrLYUu7XjzEJ6WEBLMKbwJfYHE9Stlbys%2BJMqqtDtwU1B2PPtFDxAJq2SXS6cxE87EBJpZdUYEVwkdHPNpLq%2BJ%2FkRiKdWpsYR0s0QLyzaj454j1%2BiHIb8Oonv9Jpk6FpsFBsQo4OCEaXndeVe%2BYZH4SI1StgMf68I3w%2FIJyv70awqXdcSFdhDff8UKmcIT1bUX6vAlOvw6bjAptYflu2ZuQ8RlFe8AMX8ef1ZpXkuqk2OgT4U%2BcSHgIu8xXd%2BWBMZIkjPyofVy3%2Bb32n6vVh6qJKpI7iAUNWVknSRrb6YCSt5DkZE1u9FrRfQ7W5%2Fydl5VKROwYK7lsHmTxh%2FRmlj5Bu%2Fh3qruGSgMaRzHXzzFPsY9svC6BKCVkWemGuNLCqiopfs%2BGPFwl4dnVUiEZnIp785bKLDsLJaQFu1ELcU1N0XyjMCCAg1%2B0E34YZnErD4pzajhhM%2ByqeT1d%2FKL5a7uYNvQi6MXsDBpzTD1UoRWhGliPJR4h%2Ftm%2FsBZjRaqxrbElJRJmr1oyihAYei5MTkMPCktreBTJnBhr%2BH9PPtr%2Fg7ubtFjXAkxq2Ozb7tNYRjA0DO94R4XtdOi7A1vJv6CnnMjt3AdVjP23672R1%2BF7NRTQ8awTpDXeuWaI49%2FfAoGftmoSiHKa3Nuoa0A59HmRVHoCld5oArH%2FGVpeCd2cPjuD8cMvE85jpXddizWSuTBDMjOZuwm1zCCFlCWuVthIvkcG8cbhIuyzpMWXwE2XdVvqntqnVIWPxw6SHomNinm37FIbgcREcIRjhpUefri%2BguAwyZ0L%2F3J%2F%2FDQsmYA2NOQJeZQfgeGRAZ4EOzJi4roK7BSWhUfGp7USw55IzmWadzj89dfYeE92QQMAjM7iCMcwx2K7ZYgcd9Y5sLhQmpZClPbnQuHnI0Ik9zYJmvk4FqHESRsWzrzNfLyOhI6FDTAYppcWmkK243s5EnOgQFSXrENX41hFX,22,3,0,2,0,#607256963,Apple,IPHONE,s/n,s/n,Plastico,Silicona,s/n
15, Funda Marmol Arcoiris Sujetador iPhone 6 7 8 Plus Xr Xs Max ,330,NA,869,25,18 meses,18.33,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,22,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-639416252-funda-marmol-arcoiris-sujetador-iphone-6-7-8-plus-xr-xs-max-_JM?searchVariation=32687942246,19,3,0,0,0,#639416252,Apple,iPhone 6 6s 7 8 Plus X XS XR XS MAX,iPhoneMX,marmol soporte arcoiris sock sujetador tornasol galaxia marble negra blanca lila morada dama caballero niño niña mujer hombre love amor pop pareja novios,Case Protector Resistente,Goma Dura,NA
16, Airbag Espejo Anti Caidas iPhone 6 7 8 Plus X Xr Xs Max Goma ,250,NA,386,34,18 meses,13.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,13,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-664085234-airbag-espejo-anti-caidas-iphone-6-7-8-plus-x-xr-xs-max-goma-_JM?searchVariation=32842632270,10,1,1,1,0,#664085234,Apple,iPhone 6 6s 7 8 Plus X XR XS Max,IphoneMx,Case Espejo Anti Caidas air bag esquinas reforzadas anti crack shock proof shockproof air bag bolsas de aire anti estrellado resistente uso rudo duro fuerte caballero hombre mujer dama transparente niña,Case Protector Bumper Funda,Goma Dura Flexible,NA
17, Funda Homero Simpson iPhone 5 5s Se 6 6s 7 8 Plus X ,150,NA,1850,1562,12 meses,14.82,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,120,https://perfil.mercadolibre.com.mx/UNIVERSO.EN.LINEA,https://articulo.mercadolibre.com.mx/MLM-565235374-funda-homero-simpson-iphone-5-5s-se-6-6s-7-8-plus-x-_JM,85,21,6,6,2,#565235374,Apple,iPhone,Apple,"Iphone 5, 5s, Se 6, 6s, 7, 7 Plus",NA,TPU/Policarbonato,Funda Homero Simpson
18, Fundas Y Cristal Templado Por Mayoreo ,20,NA,1157,477,18 meses,1.11,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SHOP-TECHLIFE,https://articulo.mercadolibre.com.mx/MLM-646406677-fundas-y-cristal-templado-por-mayoreo-_JM,NA,NA,NA,NA,NA,#646406677,Apple,Iphone 8 | 7 | 6 | SE | 5s,Shock-Proof Suit,Gorilla Bumper Armor Case + Glass Protector,Glass Protector,Plástico,Apple
19, Protector Transparente Tpu Celular 6s 7 6+ 5se 7+ 5c 8+ X ,129,NA,1437,253,12 meses,12.74,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,79,https://perfil.mercadolibre.com.mx/GLOBA_CORP,https://articulo.mercadolibre.com.mx/MLM-564820657-protector-transparente-tpu-celular-6s-7-6-5se-7-5c-8-x-_JM,56,20,1,1,1,#564820657,Apple,iphone,TPU,Ultra Slim,tpu,Acrílico,CHINA
20, Funda Uso Rudo Antigolpes Camuflaje iPhone 5 6s 7 7+ 8 8+ X ,299,NA,57,5,12 meses,29.54,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/DEWESI_OFICIALES?brandId=938,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=ZitISwpn4%2FOOo61mT6dHJAzx1m%2B08mMgGkwMn9xyjKjeNX6gJNCOBW%2Fj2IORR07XJxjvzx8Nv6u9g%2F5KewcesZ97q7fPR915BPowwQx4UKoIUEYFLdeFmksOmhSAKLENpsniNlHavpQpuXAFLmr64l7duyZNTPykS3zZx7teNiGFkxH5f8NGlVJs1lTnoPNUDn9X8xdh3TB02ml92sADV1okdebx3ZDbG59IX4zaMZgC7Mi0HwGVrVd5xS9ZZM462s66JG6H3vkCWqMBKnPXLXRkY3abgPwiqd%2FBDb4uG%2Bcj5ukKB%2FbvxPKuSfJDLMmNBGOq5FPjy0wQxeVYl%2FOHUBPnHZruEYGV9%2BiyXlLk2YXLy8FEgHtdjeGGo9cdIZ0nvfWnLZYRg5GBKJiyJFr4n861Z%2Fzh%2Bv5P%2Fda2hIduvgnLElvh2iA%2FC3JCI%2FpXEB5FD5yTdep%2B3nnRGgmXxtrbngUqgezDn%2FqSlGQXCE3QU6Zo%2BcvpWGVOVjPYM2jL2y4AceZaBmpqBjjc66O9kt1Ik2oElDhZh3wIEPUkiG1S0Ca2i64t1lYN1QxYKpgBgqtKQPTXTn%2FR8hclcZmJRfkpuTBrUoExHpbuIgaULA7Ph1BWYSzChQrLDJ7n5ZT9zIsPMgBTo1L6S%2FdF6UCsTA2ZmWV5TzPm%2Baa7w8cPiiwCHVfBpI%2FShELFSaAa2Yjy0Zy5L%2FIIeP2jNpCmk7UP4UGzlDXIuEDwglv0Bb3zG1glG8eDKsA7Xo68QDsCQvSMtAWaRkhlmmRsRc1VBt9AEgfZRJ8uMJTYwjJG78UK0oSPSYk3x56Wuf7Tttcc6neeohl1isxR%2B5qaOXhAfuIPawqzzKI6Lyqp2PwgIllF6FQATPJARa7HaT7kp7zaiQ%2FgGrnkekmN87JinVTLOVfc%2BoXDZsMuDY6vWr4wc69Ise3pk2v2xzYRfJYO0yXsgabjL7somSMMfuUR1WSQV%2FRVlc3MmM2gC%2FC%2BU6ihf7fm2POOvO%2Byaysxzv2PKG96bG07USQMoaYD9MFCvJGU0THCv6xwcpfvuBIK6qpppiH4aONWNPg7yHl0W3qYSiCoU%2FaLZaJioJbZqc2QQv4QmWJUX7%2Ff4s898wLLX3%2FCH2FQzEN%2Bb4qL9ZNiVt9kO8zEDWcMdjUoEosIyBHK9CXrWbZ1hg0JmGQPQbEV8UbHjM6rq%2B8sHUvhkK2Ac6JHItGtqtH%2Fi4BDIKRslj8AIn8tE3mUiNAQ5bw%2BlR%2FdtgvAMZugInV5MJfNGDmthShdlS275icKmMkMfpsUYM6qDlHjySDOCi7Y51sQERARhV6vcWWzqDnBccy%2Fh14VqD61Ovo%2Biy4Gfxl4I9fr6KUvhJtscJ%2BB1oOXLYJ5Beg60wkmoN4k6IlI7AqduNE28n14yiaO4o%2BU8OYkzTy0GN7VN6F30KJiThXSHv4OCjpAWWSocJY4XukmV%2FBfmmbP0SFANCgJzTmhegrVW%2BJJAKlYPSqElTx5fvLvlFRilOUa%2BB%2BvhYQ2S2kAK56CIFuR1EO2FiQD26e%2B4%2FizXVI1IeHRjg5Zi%2FwfWKPqbkmahbwn6nmBg1zFi9whtywmK9WJ69UdGGfz9K4gl4x8mZi20gMRfhZSG878nmdvo0iwEeEXQHcFsxFtEKj0RmiXeCpML%2BJg%2Fnk7LnV8F2h2t5CE04ijT1E0wOSctBZmeqSPFSH%2F3bmj6xJfYIn2Y4dVbKRve3ly%2Fl5fgTV9WsUYTmDdKLSCYJGFpAZ7HHqxGNxAxd%2FDTZbKPBrpvU1L3K2N4BD6VBBp%2BWLwmUf9orS5ZMsbmdQFIBpp,2,0,0,0,0,#592289250,Apple,iPhone 7,Nillkin,Fusion,Rigida,Plástico,Nillkin
21, Funda Marmol Sujetador Pompon iPhone 6 7 8 Plus X Xr Xs Max ,350,NA,438,16,18 meses,19.44,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,10,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-664915099-funda-marmol-sujetador-pompon-iphone-6-7-8-plus-x-xr-xs-max-_JM,8,0,0,1,1,#664915099,Apple,iPhone 6 6s 7 8 Plus X XR XS MAX,iPhoneMX,Marmol con Pop Sujetador de Diamantes y Correa colguije Pon Pon Pom Pom Peluche Piel piedras arcoiris diamante sujetador tornasol galaxia marble negra blanca sock lila morada dama caballero niño niña mujer hombre love chupon mayoreo lote negocio promocion,Case Protector bumper piedras,Goma Rigida Brillosa,NA
22," Funda Case 360 ° iPhone 8, 8 Plus, 7, 7 Plus + Vidrio 9 H ",149,NA,579,72,18 meses,8.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,30,https://perfil.mercadolibre.com.mx/PILILASTEAM,https://articulo.mercadolibre.com.mx/MLM-606306839-funda-case-360-iphone-8-8-plus-7-7-plus-vidrio-9-h-_JM?searchVariation=33466514147,24,2,3,1,0,#606306839,Apple,"IPHONE 7, IPHONE 7 PLUS",360,iPhone,360,Plástico,IPHONE
23, Case Protección Tpu 360 iPhone 5 6 Plus 7 Plus 8 8 Plus Full ,59,NA,400,740,18 meses,3.28,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,17,https://perfil.mercadolibre.com.mx/UNIVERSO.EN.LINEA,https://articulo.mercadolibre.com.mx/MLM-571110042-case-proteccion-tpu-360-iphone-5-6-plus-7-plus-8-8-plus-full-_JM,14,1,2,0,0,#571110042,Apple,iPhone,Universo en Linea,Funda tpu 360,Tpu,TPU,China
24, Funda Bateria iPhone Xs Max | Xr | X | Xs ,699,NA,246,43,18 meses,38.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,10,https://perfil.mercadolibre.com.mx/BRANDTRENDY,https://articulo.mercadolibre.com.mx/MLM-628895724-funda-bateria-iphone-xs-max-xr-x-xs-_JM?searchVariation=31511971256,10,0,0,0,0,#628895724,Apple,iPhone 8 | 7 | 6 | Normal Y Plus,Brandtrendy,Battery Case Millie,Funda bateria,Plástico,USAMS
25," Funda Bumper Survivor iPhone 8, 8 Plus, 7 / 7 Plus, 6, 6+ ",568,598,2064,134,18 meses,31.56,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,197,https://perfil.mercadolibre.com.mx/PISITOU+TEAM,https://articulo.mercadolibre.com.mx/MLM-570541469-funda-bumper-survivor-iphone-8-8-plus-7-7-plus-6-6-_JM?searchVariation=19639165853,142,38,8,4,5,#570541469,Apple,"IPHONE 7 Y IPHONE 7 PLUS, IPHONE 6,6PLUS, 6S, 6S PLUS",PARA IPHONE,"IPHONE X, 8, 8 PLUS, 7  Y IPHONE 7 PLUS, 6, 6 PLUS, 6S. 6S PLUS",SURVIVOR,Aluminio,PARA IPHONE
26, Case Diamantes Con Pop Pompon iPhone 5 6 7 8 Plus Xr Xs Max ,396,NA,318,32,18 meses,22.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,5,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-673557025-case-diamantes-con-pop-pompon-iphone-5-6-7-8-plus-xr-xs-max-_JM,4,1,0,0,0,#673557025,Apple,iPhone 5 / 5s / SE / 5C / 6 / 6s / 6 Plus / 6s Plus / 8 / 7 / 8 Plus / 7 Plus / X / XS / XR / XS Max Sujetador,iPhoneMX,Diamantes Relieve goma transparente 3d Pop Sujetador Correa colguije Pon Pom Peluche Piel piedras arcoiris diamante marmol tornasol galaxia negra blanca sock lila dama caballero niño niña mujer hombre love chupon mayoreo lote negocio promocion triangulo,Funda Bumper Case Protector,"Goma Dura con colgante para cuello, colguije con peluche para mano y sujetador pop de diamantes brillos",NA
