search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material,Fabricante
1, Funda iPhone 6s 7 8 8 Plus Leather Piel Pu + Mica 9h Aurum ,239,NA,"
			
			
				
				2177
				vendidos
			
		",(14 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1328
		
		 sin intereses
		
	

	
		",28,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,152,https://perfil.mercadolibre.com.mx/AURUM+79?brandId=2277,https://articulo.mercadolibre.com.mx/MLM-568002496-funda-iphone-6s-7-8-8-plus-leather-piel-pu-mica-9h-aurum-_JM?searchVariation=39646910919,105,20,15,5,7,#568002496,Apple,"IPHONE 7/8 , 7 /8 PLUS",Apple,Leather Case,Piel Sintetica,Piel,IP
2, Funda Case Marca Ringke Rigida Para iPhone 7 / 8 Bumper . Shock Absorption Technology ,219,NA,"
			
			
				
				295
				vendidos
			
		",(12 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 2164
		
		 sin intereses
		
	

	
		",64,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,27,https://perfil.mercadolibre.com.mx/RINGKE.MX?brandId=873,https://articulo.mercadolibre.com.mx/MLM-566187365-funda-case-marca-ringke-rigida-para-iphone-7-8-bumper-shock-absorption-technology-_JM,23,3,0,1,0,#566187365,Apple,iphone 7 / iphone 8,Ringke,Fusion,Alta resistencia,POLIMERO HIBRIDO ALTA RESISTENCIA,REARTH RINGKE
3, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2561
				vendidos
			
		",(81 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,86,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-623748083-funda-tipo-piel-leather-case-iphone-6-7-8-plus-x-max-xr-mic-_JM?searchVariation=32254170260,75,9,2,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,Protector,TPU,NA
4," Funda 360 iPhone 6, 6 Plus, 7, 7 Plus, 8, 8 Plus X + Cristal ",189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5273
				vendidos
			
		",(28 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,321,https://perfil.mercadolibre.com.mx/VIGU+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-588207953-funda-360-iphone-6-6-plus-7-7-plus-8-8-plus-x-cristal-_JM?searchVariation=32729163913,231,55,18,8,9,#588207953,Apple,iPhone,360,360°,360,Plástico,VIGU
5, Funda Lujo Cromo 3 En 1 iPhone X 8 7 6 Plus 6s 5 Se ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6559
				vendidos
			
		",(37 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 939
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,349,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-577013572-funda-lujo-cromo-3-en-1-iphone-x-8-7-6-plus-6s-5-se-_JM,236,61,31,11,10,#577013572,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / Xs / XR / XS Max,3 EN 1,Funda 3 en 1 Lujosa,Funda Protectora de Lujo,Plástico,Apple
6, Funda iPhone X Xs Max iPhone 8 Plus iPhone 7 Plus 6 Plus ,129,170,"
			
				Nuevo
			
			
				
					 - 
				
				486
				vendidos
			
		",(139 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 718
		
		 sin intereses
		
	

	
		",18,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,21,https://perfil.mercadolibre.com.mx/IMPOR.MEX,https://articulo.mercadolibre.com.mx/MLM-566115766-funda-iphone-x-xs-max-iphone-8-plus-iphone-7-plus-6-plus-_JM?searchVariation=24517211188,14,3,3,1,0,#566115766,Apple,iPhone,Genérico,Trasera,Delgada,Silicona,Apple
7, Funda Universal Para Ejercicio Brazo Deportivo Correr Gym iPhone Galaxy Huawei Xiaomi Redmi Lg Moto Samsung Xperia Htc ,200,NA,"
			
				Nuevo
			
			
				
					 - 
				
				653
				vendidos
			
		",(140 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1111
		
		 sin intereses
		
	

	
		",11,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,15,https://perfil.mercadolibre.com.mx/IPHONE+MX,https://articulo.mercadolibre.com.mx/MLM-641222385-funda-universal-para-ejercicio-brazo-deportivo-correr-gym-iphone-galaxy-huawei-xiaomi-redmi-lg-moto-samsung-xperia-htc-_JM?searchVariation=33938134997,8,5,1,1,0,#641222385,Apple,iPhone 4 5 5S SE 6S 5C 6 7 8 Plus X XR XS Max Galaxy S2 S3 S4 S5 S6 S7 Edge S8 Plus S9 Note 2 3 4 5 6 7 8 9 J1 J2 J3 J4 J5 J6 J7 J8 J9 A1 A2 A3 A4 A5 A6 A7 A8 A9 2016 2017 2018 Grand Prime Moto G G2 G3 G4 G5 Stylus LG PRO LITE HUAWEI P20 MATE 20 PRO S10 +,iPhoneMX,GYM Brazalete correr deportes bici bicicleta maraton 21k 42k 10k 5k ejercicio pesas musica banda sport gym atleta velcro para celular universal gimnasio mp3 cel deporte extremo porta deportivo lote mayoreo negocio hombre mujer dama caballero prime y9 2019,bumper case protector funda,elastico con plastico neopreno y velcro,NA
8, Funda Tipo Piel Leather Case iPhone 6 7 8 Plus X Max Xr +mic ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2561
				vendidos
			
		",(72 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1494
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,86,https://perfil.mercadolibre.com.mx/LH+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=WzjZThlqHZSmmQcAi9Qgw7Z03W%2BhF%2FK0%2F0EYEcGuuPt%2F4sURd6t5MygPNbhOVpgOIHnzMJuO6HSiJ9Sr%2BNannO3SAd7VRmgvr63kSp9d9ZrbdyNxhUZe3nguPruPob0aC9GOLEHR6Hd%2FeCwjprjrCLedW9J8vcJ5HJ33%2BuLa94cNbZMPupYMyLavxhc%2FzPhFtdAN1EJfebsRSkQ7KUviqNG3J2sksXzdU44Wjz%2F6CEVYCRk3I7HfJi5f9bcOsO1%2BTOOYInKeZZhXq0%2BPICrb4YSgzzNTHs2s5rAPr454FbwEdW7NgRBu0vNstor8Zdrgnb6oLyHPLRfxb1MdsPgB0VB8VFUWZjToEiR%2FbEk4e%2BKa%2FWuD%2F8BfCXj2dYVSto2JBCp%2B8DTw3PIljfy1nC7EGqQlX1WB06%2F%2FVg9WalOBtKjKE9VA1YfEQiMS2R%2F12JZ8iznu0Vmyc6EafRthPzmBzU77YYpS924Nmw1QAcPYaN3NzbHxoEOXtQ7Sg9hDbAsu621pFs30u8zyiU%2BqZAte7zljCfMfHjHJX9eGDoWPZUEDATxK2xVgOGjNy%2BigP51TGRGLrWrjdr8OHRjENzi1LmgmIE6ugAa4PxI22di65KKLi%2BVoaLQt1oaJwiK%2B1ew7CPwkfENT%2BiAsMFNkPXcL3nL8xO9cA8nKRLSx%2BXTDnvAKVn9Ch7hrPrlsSlVdt2FG1BVoXhnIGJCR1W7kQv7QaViYr3QH8%2FbfimSvNGs5Zgc9Ep14mDIai%2Fg0ncJcgplmtUuJGfhVr9ve%2Fs38fYjdbvNgCSb67qhTZlQCnW6YSFHPNzGYFPHS%2BnXIMC5CC8qAB2WIgpJIHhKBHEbK5JRyu3k3jp6u%2BKFk5kj2bBHjd2CRWzwdWwjNDOvEISl3Chqgm5r0FIiVZukhfNdUWyPJX8WV%2FNMdefhDqLMD8qM9sXQMX%2FRjNfhiDjSs8YTA%2BVIqTHvgth4U21pP1fmYFI23GS37e6wRduYE5xeInUxXASNADLIHGYVfb1HBYuPdIjIGs2TYJ63NLNJiSokhiejjLkvGcRV%2BZ0dHXdbhRUwvOiC2R0ZBMxD%2BcdRjF%2FClGU%2Bt6c%2FF1wJ%2BQ6sxaLwXjFfk6A%2FUbbmqypIZMkVbkCfrQrP7BxOIHMouCSgVavhu9OpnZSlj51IlYtNE2idET5c9UddSYBKz%2F9IRQB68eFWCt4R5iH%2BSfRRUxPVSmBTMYLu5X4W7hEsi0Z2hAuUfl9ccrA9faHbDc14TWPYokQbaLO6t6Kn81fqHNzOw0zgkV7GOoJ43OlIG%2FJ0ocBqLb0Vts9MU0mxJYboVSrgmKHPhuB5K%2FXHcrMcUBojLd2DOsBM5nRYwhRmBxdWuN2v8v%2B2QHDcwsfgixK0ZlwT9tkuMYcL15ZXgcNkzzMyz3rTyI5SqLaT5Lv4BxA3r4%2BiJmHI2RlJzJYt3QRqk0V3zBGglDUENYujmcwAEQN%2FTLo6qQuk60NQMdP7CCKg52Mx%2BDxZL12nca1H7QghOSkL29rfTwVnqmuEZL%2BVt%2FesSmz4rmw1TqAJU0GABgDWQsDVsakvpmjgYlf%2FXJ%2FtUCELEjtHw0wzL3ffXrQAIaVkzRmCfKz%2BHQgCaRtHP6DXPb6e7lRCKW2OBZ2I%2FKqCy4gJ%2BQp7EYlBP6ZA3oXHKR7%2Byp9RJJ6xil7f4VYX6WyQTROh%2FN45acEy8M2BqTjef50Yip9ANTEUM8Ek%3D,75,9,2,0,0,#623748083,Apple,6 6s 6 plus 6s plus 7 7 plus 8 8 plus X Xs Xs max Xr,Mikki,Business Leather,Protector,TPU,NA
9, Funda Protector Case R-just Batman Original De Aluminio ,449,NA,"
			
				Nuevo
			
			
				
					 - 
				
				103
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 4436
		
		 sin intereses
		
	

	
		",36,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,5.0,6,https://perfil.mercadolibre.com.mx/TECNOLOCK,https://articulo.mercadolibre.com.mx/MLM-689155990-funda-protector-case-r-just-batman-original-de-aluminio-_JM,6,0,0,0,0,#689155990,Samsung,S10,R JUST,1,CASE,Aluminio,NA
10," Funda Lujo iPhone 6, 6 Plus, 7, 7 Plus,8, 8 Plus, X+ Cristal ",189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				972
				vendidos
			
		",(57 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,52,https://perfil.mercadolibre.com.mx/VIGU+ACCESORIOS,https://articulo.mercadolibre.com.mx/MLM-595379740-funda-lujo-iphone-6-6-plus-7-7-plus8-8-plus-x-cristal-_JM,37,6,5,1,3,#595379740,Apple,iPhone,Lujo,Lujo,Lujo,Plástico,VIGU
