search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,699,NA,786,280,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,14,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293,13,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
2, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,599,NA,2264,124,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,70,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM,53,11,4,0,2,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
3, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,599,NA,451,67,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-686264793-funda-silicone-case-iphone-8-7-plus-5s-se-6-6s-original-_JM,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
4, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,1253,NA,1066,318,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,56,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129984,46,6,3,1,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
5, Funda Silicona Premium iPhone 8 7 8 Plus + Vidrio Templado ,1413,NA,439,229,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,21,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-749127423-funda-ringke-original-iphone-x-xs-7-8-plus-maxvidrioenvio-_JM?searchVariation=32500157139,20,1,0,0,0,#749127423,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
6, Funda Metalica Magnetica Vidrio iPhone X Xs Max 8 7 6 Plus ,630,NA,634,805,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,27,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-636606079-funda-tpu-slim-iphone-6s-7-8-plus-x-xr-xs-max-templado-_JM?searchVariation=28306700119,14,8,2,1,2,#636606079,Apple,"iphone 6, 6s, 6 plus, 6s plus, 7, 7 plus, 8, 8 plus, X, Xs, Xr, Xs Max",Sin Marca,TPU,Silicona,Silicona
7, Funda Ringke Original iPhone X Xs 7 8 Plus Max+vidrio+envio ,1799,NA,45,162,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/PUNTO_+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-702174797-funda-cargadora-power-case-iphone-5-se-iphone-x-xr-xs-max-_JM,1,1,0,0,0,#702174797,NA,NA,NA,NA,NA,Policarbonato
8, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,599,NA,451,67,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=8KBzZTKEvXzD%2Fq0z%2FnurTFM1oiELEEP7ys0uZW8Kf9kplEQIGgUY9n0WPDGjm95YxuxKsy0vE6S5Zra78KJGhVaEI%2FQVk0aMZv3hc%2F2XlHcNJmD1F0Jopn8nDz4W1BVG3sqoCNrSbdXyQr6Nlzh4gd%2F8tL46zYNlgplfDACPDQVE7HCI01Nf%2F4ueDc%2BBg6QoqwlHlCZ%2FmXLT8GStGpbpt9kLLYNmyflYXNKyV9XrZYJ%2FlOL5CNlStICuTgdDQMOkdHqoSr2QeItbomuwCtuMMNnDZKBdKLiAdwc4rQkgD6sxzK%2B33%2FcJZR5VoEBnWplGdXElzq%2BCmNYy9TM6bs4uvKEqZLd7QVI3j%2FFCveiuFBOhvXIIR2FbNRCfREC44MWwgP15gAPFOAaLBGasP5V%2F8cPaco3FTzaq%2FcMrh%2BF61MAjZ6a3i2rbzmpEATBfE1R6aP2%2FGaATI2o8Ko8LedBYkz0B%2FJRm0jTkHK7hdAAvR3xCvSsML%2BKXns%2FvErhhbRZwl4bIFcyMKFbr41NLeEGvuNCafb9EPNV0kjz48mFEIdizpvzXP%2FcEi4mv2p2tLGTaEsBOfPPhFkgWJkrHiudbvbkIXbhOZAJSIaOy04x5obFC5NDBAgXfdMEfL7v35l%2FNBWXZEyYkAg38eJTVaZHw1jjXIODlUOFuMse8bAhICvcSDhEiZMxnLGreKGAEV366zip3ykDRe6lRxa7FeLlKjgDHPXYDgoHP8YIOTYs2HAmmQlmeypRaoXQEqFrB15tyuXJx8UtGMQsVu2EWmN0ERieER2Ya8mkHDSdXLGgQ1bXdvxborabGvrjkLOhyc9f8e3AN5SH4rqCY1H1PSLPvnYWwsyaoeaib8bymX6EBZKfU2yJv8gevk9P%2Bv%2FKpbsKuUeuA4y%2Bo2VzaolDTCI%2FcTEOOivT%2FVaMcngA8T88ZpAtCcPAXT0867NUVWn4%2FDJcuZaD%2BJCS%2B5zjhvf7tPR9yqNXlbk7KBcUozB1z3sQ3tFUGCAi29Yv9yEieEcQ7O%2BYqJxs4DGiSG5M1OPQxhy1C94JTHmy3rKc7aR4e22VxCGn4byOzEHZ%2FzomSYQquUvD3jhHRckITHcDW5dTHtATt8RASJEbLHu8Ve23kJneJsOls03CSLg2iJ14rKBAw7Vtiivq2%2BSxAURcWRcsfyonhedNTUQPlN4VZeElXSIvCIuL2RwlvP8HD%2FpI6hYrlK%2Fd%2BE0X4KyLbmN37xZioHjKS1KgscsQ1EacVGsgwI5TE0l757lyQv1ULn6tjUkLhplRLJxOnt3N74oRefA3W212ZspS4Q3RkSNKmfs4OAXJxxAIKKNI%2BrZT2UayOsfEseRkXd61UcYh%2B00CNQ1lR72C6ZHiGAdWZHc0uVRK3RvPiVL0sT3uP35aMBt3i1C4AA%2FJ3iJ3626E5TTwQ5N%2FFjbKwtIf3Wv3k9aB8QILvEdE36lQ18KGDjqJzE2zSdbOjmBS17KVwppomKgxKVfP7eL4Mefo1F7yw6KP0LKZOLhUP0%2FHQ%2F345bnqB7NB2N%2BdBfHbNIF6lz2pc9mQsH8eNCZAtRL9A1j7%2Bj%2FwS9InFpH0zF6dLFGB8G6jtX%2F6zN0LvyWRtXaF%2BF9w4yqLe4TUVqF2C%2BPMAjVqAQmduff6JoT6kU6M05w%3D%3D,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
9, Funda iPhone 8 Plus 7 Plus Apple Original Silicona Soft ,480,NA,142,97,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3,6,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-684168699-funda-tpu-slim-transparente-iphone-6s-7-8-plus-x-xr-xs-max-_JM?searchVariation=28306508103,2,0,1,2,1,#684168699,Apple,"iphone 6, 6s, 6 plus, 6s plus, 7, 7 plus, 8, 8 plus, X, Xs, Xr, Xs Max",Sin Marca,TPU,Silicona,Silicona
10, Funda Tpu Slim iPhone 6s 7 8 Plus X Xr Xs Max + Templado ,499,NA,2081,551,12 cuotas,NA,NA,Envío a todo el país,NA,NA,4.2,64,https://perfil.mercadolibre.com.ar/CRAZYSTATION,https://articulo.mercadolibre.com.ar/MLA-636490800-funda-iphone-8-7-apple-original-case-silicona-soft-sucursal-_JM,33,19,9,0,3,#636490800,Apple,8G / 7G,Apple,Silicone Case,Bumper,Silicona
