search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
1, Capinha Capa Silicone C/ Logo iPhone 6s 7 8 Plus X Xr Xsmax ,90,NA,15,9986,12x,7.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GORILASHIELD.COM.BR?brandId=1976,https://produto.mercadolivre.com.br/MLB-911931350-capinha-armor-para-iphone-8-plus-gorila-shield-_JM,NA,NA,NA,NA,NA,#911931350,Apple,iPhone 8 Plus,Gorila Shield,iPhone 8 Plus,Anti Impacto,Poliuretano,NA
2, Capa Capinha Ultra Fina Fosca iPhone 6s Plus 7 8 Plus Novo ,33,NA,791,4485,6x,5.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,12,https://perfil.mercadolivre.com.br/MALE2382936,https://produto.mercadolivre.com.br/MLB-1248683581-capinha-capa-silicone-c-logo-iphone-6s-7-8-plus-x-xr-xsmax-_JM?searchVariation=38604797244,9,2,1,0,0,#1248683581,Apple,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Silicone,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Apple Case,Silicone e microfibra(camurça),NA
3, Capa Anti Impacto + Película Gel P iPhone 5 6 7 8 10 X Xs Xr ,32,NA,352,830,6x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,6,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://produto.mercadolivre.com.br/MLB-1246923437-capinha-capa-case-silicone-iphone-7-plus-8-plus-aveludada-_JM,6,0,0,0,0,#1246923437,Apple,iphone7 plus  iphone 8 plus,Silicone,iPhone,Silicone,Silicone- Aveludada,NA
4, Capa Capinha Magnetica Luxo iPhone 7 8 Plus X Xs Xr Xs Max ,14,NA,103,9,2x,7.60,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/MAITE_26,https://produto.mercadolivre.com.br/MLB-1205102371-capinha-casca-de-ovo-ultra-fina-iphone-7-8-plus-x-pelicula-_JM?searchVariation=34807626240,1,0,0,0,0,#1205102371,Apple,"Iphone 7, 8, 7Plus, 8Plus e X",Ipremium,Slim Transparente,Slim Transparente,TPU/Policarbonato,NA
5, Capinha Ultra Fina Fosca iPhone 6 6s Plus 7 Plus 8 Luxo Capa ,29,NA,168,332,5x,5.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165543047-capa-case-capinha-silicone-aveludado-iphone-8-preto-_JM,6,1,0,0,0,#1165543047,Apple,Iphone 8,Apple,iPhone 8,Silicone,Silicone,NA
6, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8 Plus Xs Xr Max ,47,NA,16,24,6x,7.83,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/WESLEYRODRIGUESDESOUZAMELO,https://produto.mercadolivre.com.br/MLB-1288403466-capa-capinha-case-magnetica-iphone-6-7-8-plus-x-xr-xs-xs-max-_JM?searchVariation=41418396367,NA,NA,NA,NA,NA,#1288403466,Apple,Iphone,Reobote,Magnetica Iphone,magnetica,Alumínio e Vidro aeroespacial,NA
7, Capinha Silicone Aveludado iPhone 8 Plus Verde Agua ,10,NA,36,3825,2x,5.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CIBRATEL+PARTS,https://produto.mercadolivre.com.br/MLB-1238584972-capinha-anti-queda-silicone-resistent-iphone-xs-7-8-plus-xr-_JM?searchVariation=37808370199,NA,NA,NA,NA,NA,#1238584972,Apple,iPhone 7 8 X XR XS XS Max,Apple,Anti Impacto,Anti Shock,Silicone,NA
8, Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Aveludada ,32,NA,352,830,6x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,6,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=9ao3BN6JCsccsqQQ2orih1IGpL1h844OSi3m36bd2bKP3zoHgXgKqzYYC9nYvdaOoyyOJyCYjFskjV4df07FpbJRqyBRIu0PXbq1JDCFx5PUU5mSIvgTVDqfTLqb8EP5cWNPoABSK5xL009yQaUNrcO4rV0jmkT9xyqUVhvaf34d%2FG3W%2FKOshWT9VLrwS8eIMDYBRvkhYuAiiqJiqGgjwKsNYNTo5Cev1wwj2lHHieZ8HECopWbpDh0NdFHzTlMBanFyIhWEsLiaS2qwi3nlWLabX2Xzfv6DhiR%2FKTSmu%2FjKvP3HHu7OU%2FfHuUgXOJ3iO2F80aikyf5sSiNSng2b0iroyoZRF2Wez9cAPRoz6lmnADt79IXATX1m4w9q5%2BMxQpYgfnA9snd0xqFRhkHpNMUX3AouXIiQwycQuKqiLkbB6pyWevO2qF5kdRzF8PoatpiNbooRaVb7qmehg3J1Cc3Bw4NOoHChNsYvoOWlUSqcwbWa1ni1deV7gBbGOgO74YA4LM5qLY%2BcbZJYYMbdHBNrQKHL8V%2B09HkmkBmrbt6EOGbZNVdMg94KtS6xCHiCCb141UqgGDmTQ1FdMzr%2FmoIHSFIqvCjZWV8mG%2FpvbtIoYB741R%2B2YqH01TmQOvU7slbFU81ZrZOpbSFLBQriiT2hOH0VMXpQnqLkj6MsH2YRMpQQZnvR01LyOGtadttsGa7hxs6iOGoQTaxsYR4xmOZjQleRb%2BT15boAgrmoCL6bLA6lzjKQRT2LooGycpeAd4rGqW67LdYs22znhGAIvlM6RTJFHIUvD6wDx8WcBx27ZMfx7bk8wAC92hcspAjVBXHbi9hMFG64u1E0%2Bn6RCYkIHLSIfdP37o22CQtUzdFpOMRaD%2FqX41ToFvHeAEma%2FTieAsnSwm3h38xe2X8Atw1ML6hrZsWTsLwy14VL8zQfQq%2FDVskFnow5za89qyWNCBdpexjyQXfhVZgkkJPUE2dhzQ1%2FM9ZIEbzqgXM3eoqI6sjDc%2BXTel%2FkUSsTWZYCixZ5QC%2B83lKkoA03oWLQxwSoMudkxCG7jPCrMjT%2BlTN24%2B2XC%2Fh9qdsrCQD4YmM3rocyJnSsT08hpQHhcDnILWA%2F3ehVIW3Rrld7cFahtbq7Hp7No73loaMWnEnNnTTtG0k6oHvZ3%2FW%2F%2FJvbQNKXemrEm7O18d747TK14oDE2LBnrEZvOMc%2Fi9V%2BrT7NtPC73mbAD%2BuVSiacotgoiaEscRlKwBFj9Tfm8DE9YIa4etQeabBhcdZL69fexfekr40zIWV14KRjMn2NS4ZyqnwEo20qfqcVGPCuwYFIGrKDS5S37O22grpkC0bVjbGzi72lIe52T1qYIucGW8vh%2FdDDLejAcaZHvZt8CZqJ%2BeCjepkHc%2BZUCEY80QGoqHQYLIFVchHnSNQzlAgv5ump7l4S8Cu3SdkpKgwd6EIQkvj5hPRRZJQ8rL5bimJfV57NWGwkVvwpgo5C8Ee%2F1cajVa4F7waiuR4MyJxuRCJwb7UjeMVPJ7NH2RrCTkzPhCgizeXFTZjB4WxgY3RcMtdgCVMoma%2Bc681iikTYNVl6IYZTU9DbrGrx8h21m2wYDVdl,6,0,0,0,0,#1246923437,Apple,iphone7 plus  iphone 8 plus,Silicone,iPhone,Silicone,Silicone- Aveludada,NA
9, Capa Capinha Anti Impacto 4em1 iPhone 6 7 8 Plus Xr X Xs Max ,29,NA,211,289,5x,5.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,8,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539317-capinha-silicone-aveludado-iphone-8-plus-verde-agua-_JM,7,1,0,0,0,#1165539317,NA,NA,NA,NA,NA,NA,NA
10, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8plus X Xr Xs Max ,29,NA,9,15,5x,5.98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CAPINHASMARTPHONE,https://produto.mercadolivre.com.br/MLB-1226176353-capa-capinha-anti-impacto-shock-borda-reforcada-iphone-8-_JM,NA,NA,NA,NA,NA,#1226176353,Apple,iPhone 8,HRBO,Anti-impacto,Bumper,Silicone TPU,NA
