search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material,Fabricante
1606, Funda Contra Agua Redpepper Apple iPhone 8 Azul ,399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 3942
		
		 sin intereses
		
	

	
		",42,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/ALLMOBILE+STORE,https://articulo.mercadolibre.com.mx/MLM-627253287-funda-contra-agua-redpepper-apple-iphone-8-azul-_JM,NA,NA,NA,NA,NA,#627253287,Apple,Iphone 8,Redpepper,iPhone 8,NA,Plástico,Redpepper
1607, Funda iPhone 7 8 X Xs X-doria Defense Shield Series ,"1,190",NA,"
			
				Nuevo
			
			
		",(9 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 6611
		
		 sin intereses
		
	

	
		",11,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/GEEK+MRL,https://articulo.mercadolibre.com.mx/MLM-658343896-funda-iphone-7-8-x-xs-x-doria-defense-shield-series-_JM?searchVariation=31363895984,NA,NA,NA,NA,NA,#658343896,iPhone,7 / 8 / X / Xs,X-Doria,Defense Shield Series Case,Protección de grado militar,TPU/Policarbonato,X-Doria
1608, Funda Celular Jordan iPhone 8 Plus ,350,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1944
		
		 sin intereses
		
	

	
		",44,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/HERNANDEZE8997,https://articulo.mercadolibre.com.mx/MLM-654540574-funda-celular-jordan-iphone-8-plus-_JM?searchVariation=30468418223,NA,NA,NA,NA,NA,#654540574,iPhone,8 PLUS,JORAN,Jordan,CASE,Silicona,CHINA
1609, Funda Diseño Gatita Blanca Negro iPhone 7 Plus iPhone 8 Plus ,189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/TRICHE+BOUTIQUE,https://articulo.mercadolibre.com.mx/MLM-610738103-funda-diseno-gatita-blanca-negro-iphone-7-plus-iphone-8-plus-_JM?searchVariation=19788295550,NA,NA,NA,NA,NA,#610738103,Apple,iPhone 7 Plus / iPhone 8 Plus,Triche,Gatita,Silicona,Silicona,Triche
1610, Funda iPhone 8 Plus De Piel De Cocodrilo Original Ermoint ,629,NA,"
			
				Nuevo
			
			
		",(1 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3494
		
		 sin intereses
		
	

	
		",94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/ERMOINT,https://articulo.mercadolibre.com.mx/MLM-681470748-funda-iphone-8-plus-de-piel-de-cocodrilo-original-ermoint-_JM?searchVariation=36662851643,NA,NA,NA,NA,NA,#681470748,Apple,"iphone  7,8 plus",Ermoint,"iphone 7,8 plus","iphone x ,xs",lomo caiman,NA
1611," Funda, Protector Para iPhone Kate Spade 100% Original ",670,NA,"
			
				Nuevo
			
			
		",(1 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 6619
		
		 sin intereses
		
	

	
		",19,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/HDCL7823728,https://articulo.mercadolibre.com.mx/MLM-687854535-funda-protector-para-iphone-kate-spade-100-original-_JM,NA,NA,NA,NA,NA,#687854535,iPhone,8 PLUS / 7 PLUS / 6s PLUS/ 6 PLUS,Kate Spade,NA,NA,Plástico,NA
1612, Funda Supcase Compatible I Phone 8 plus Anti Golpe/ Rayadura ,799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(3 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 4439
		
		 sin intereses
		
	

	
		",39,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/IMPOREX+M%C3%89XICO,https://articulo.mercadolibre.com.mx/MLM-648884959-funda-supcase-compatible-i-phone-8plus-anti-golpe-rayadura-_JM?searchVariation=32926906224,NA,NA,NA,NA,NA,#648884959,Apple,Iphone 7 Plus/ Iphone 8 Plus,SUPCASE,SUP-iPhone8Plus-Unicorn-Frost/Clear,Funda / Case,TPU / PC,Unicorn
1613, Funda / Case Piña Goma Liquida iPhone 7 iPhone 8 ,299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 2954
		
		 sin intereses
		
	

	
		",54,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CATYPM,https://articulo.mercadolibre.com.mx/MLM-600535557-funda-case-pina-goma-liquida-iphone-7-iphone-8-_JM?searchVariation=32807670481,NA,NA,NA,NA,NA,#600535557,Apple,iPhone,sin marca,iPhone,silicon,Gel,NA
1614, Carcasa Personalizada iPhone Case Funda Uso Rudo Naruto ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(8 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3328
		
		 sin intereses
		
	

	
		",28,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/PROTECTTIO,https://articulo.mercadolibre.com.mx/MLM-667560182-carcasa-personalizada-iphone-case-funda-uso-rudo-naruto-_JM,NA,NA,NA,NA,NA,#667560182,Apple,iPhone,Protecttio,XSMax XR XS X 8P 8 7P 7 SE 6SP 6S 5S,Uso Rudo,Plástico,NA
1615," iPhone 8 Plus Funda De Cartera, iPhone 7 Plus Funda Con Sopo ","1,027",NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(20 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 5709
		
		 sin intereses
		
	

	
		",09,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/FASTIMPORTUSAMX,https://articulo.mercadolibre.com.mx/MLM-608371372-iphone-8-plus-funda-de-cartera-iphone-7-plus-funda-con-sopo-_JM,NA,NA,NA,NA,NA,#608371372,NA,NA,ZVE,HT-I7P-PU-ZIP-ROS-GOL,NA,NA,NA
1615," iPhone 8 Plus Funda De Cartera, iPhone 7 Plus Funda Con Sopo ","1,027",NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(20 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 5709
		
		 sin intereses
		
	

	
		",42,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/FASTIMPORTUSAMX,https://articulo.mercadolibre.com.mx/MLM-608371372-iphone-8-plus-funda-de-cartera-iphone-7-plus-funda-con-sopo-_JM,NA,NA,NA,NA,NA,#608371372,NA,NA,ZVE,HT-I7P-PU-ZIP-ROS-GOL,NA,NA,NA
1616, Funda iPhone 8 Plus 7 Plus De Mujer Con Flores Anti Golpe ,549,NA,"
			
				Nuevo
			
			
		",(1000 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/GEEK+MRL,https://articulo.mercadolibre.com.mx/MLM-666379008-funda-iphone-8-plus-7-plus-de-mujer-con-flores-anti-golpe-_JM?searchVariation=33419976813,NA,NA,NA,NA,NA,#666379008,Apple,iPhone 7 Plus / 8 Plus,GVIEWIN,Flores naranja,TPU Anti choque,TPU,NA
1617, Funda Kate Spade iPhone 8 Plus/7plus/6plus/6splus ,840,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		18 meses de
		
			
				$ 4667
		
		 sin intereses
		
	

	
		",67,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/212+FITCLUB,https://articulo.mercadolibre.com.mx/MLM-619514720-funda-kate-spade-iphone-8-plus7plus6plus6splus-_JM,NA,NA,NA,NA,NA,#619514720,NA,NA,NA,NA,NA,Resina especial resistente,NA
1618, Funda Para iPhone Regalo Para Papá A 2-md3 ,199,NA,"
			
				Nuevo
			
			
		",(5 disponibles),"
	
		
			
		
		12 meses de
		
			
				$ 1966
		
		 sin intereses
		
	

	
		",66,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/EG+MEXICO,https://articulo.mercadolibre.com.mx/MLM-663318784-funda-para-iphone-regalo-para-papa-a-2-md3-_JM?searchVariation=32613811668,NA,NA,NA,NA,NA,#663318784,iPhone,iPhone 7 Plus,Dad,FU-18002-MD3,NA,TPU/Policarbonato,NA
1619, Funda iPhone Camara Vintage Xsm Xr Xs X 8p 8 7p 7 Se 6p 6 5s ,549,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(10 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 3050
		
		 sin intereses
		
	

	
		",50,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/PROTECTTIO,https://articulo.mercadolibre.com.mx/MLM-586727673-funda-iphone-camara-vintage-xsm-xr-xs-x-8p-8-7p-7-se-6p-6-5s-_JM,NA,NA,NA,NA,NA,#586727673,Apple,iPhone,Protecttio,XSM XR XS X 8P 8 7P 7 SE 6P 6 5S,Doble capa protectora Uso Rudo,Plástico y TPU,Protecttio
1620, Funda Botarga Diseño Baymax iPhone 7 Plus iPhone 8 Plus ,189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1050
		
		 sin intereses
		
	

	
		",50,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/TRICHE+BOUTIQUE,https://articulo.mercadolibre.com.mx/MLM-602563122-funda-botarga-diseno-baymax-iphone-7-plus-iphone-8-plus-_JM?searchVariation=18565932615,NA,NA,NA,NA,NA,#602563122,Apple,iPhone 7 Plus / iPhone 8 Plus,Triche,Baymax,NA,Silicona,Triche
1621, iPhone 8 Plus Funda Impacto Aro Y Con Iman Para Base Coche ,375,NA,"
			
				Nuevo
			
			
		",(1 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 2083
		
		 sin intereses
		
	

	
		",83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/THEBESTPARTSREPAIRYOURCELL8,https://articulo.mercadolibre.com.mx/MLM-659224582-iphone-8-plus-funda-impacto-aro-y-con-iman-para-base-coche-_JM,NA,NA,NA,NA,NA,#659224582,iPhone,8 PLUS,ULAK,TRASERA CON IMAN,TRASERA,TPU/Policarbonato,ULAK
1622, Funda De Silicon iPhone 7 8 + Mica Cristal +envio Dhl ,250,NA,"
			
				Nuevo
			
			
		",(3 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1389
		
		 sin intereses
		
	

	
		",89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MXGADGETSTRC,https://articulo.mercadolibre.com.mx/MLM-636948700-funda-de-silicon-iphone-7-8-mica-cristal-envio-dhl-_JM,NA,NA,NA,NA,NA,#636948700,Apple,IPHONE 7 / IPHONE 8,ELX,SILICON COVER,ANTI IMPACTOS,Silicona,IPHONE
1623, Funda iPhone 8 Plus / 7 Plus Spigen Thin Fit 100% Original ,299,NA,"
			
				Nuevo
			
			
		",(1 disponibles),"
	
		
			
		
		18 meses de
		
			
				$ 1661
		
		 sin intereses
		
	

	
		",61,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/GADGETLAND.GDL,https://articulo.mercadolibre.com.mx/MLM-647072757-funda-iphone-8-plus-7-plus-spigen-thin-fit-100-original-_JM?searchVariation=28568659337,NA,NA,NA,NA,NA,#647072757,Apple,iPhone 8 Plus / 7 Plus,Spigen,Thin Fit,Rigida,Plástico,Spigen
