search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Modelo
1, Funda Forro Protector 360 Gkk Estuche 3 En 1 iPhone 8 ,27.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.325
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CAROLINA.CASTRO68,https://articulo.mercadolibre.com.co/MCO-516343803-funda-forro-protector-360-gkk-estuche-3-en-1-iphone-8-_JM#position=1&type=item&tracking_id=9716a66b-0658-47b0-8e3a-0206b3be148c,NA,NA,NA,NA,NA,#516343803,NA,NA,NA
2, iPhone 8 Plus 7 Plus Funda De Silicona Transparente ,9.400,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(16 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 261
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/APRECIOSDEREMATE,https://articulo.mercadolibre.com.co/MCO-525740005-iphone-8-plus-7-plus-funda-de-silicona-transparente-_JM#position=2&type=item&tracking_id=9716a66b-0658-47b0-8e3a-0206b3be148c,NA,NA,NA,NA,NA,#525740005,NA,NA,NA
3, Carcasa Funda Estuche iPhone ,19.999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.667
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MLOKEDO,https://articulo.mercadolibre.com.co/MCO-517962345-carcasa-funda-estuche-iphone-_JM?searchVariation=40002255587#position=3&type=item&tracking_id=9716a66b-0658-47b0-8e3a-0206b3be148c,NA,NA,NA,NA,NA,#517962345,iPhone,NA,NA
4, Spigen Tough Armor [2nd Generation] Funda iPhone 8 Plus ,119.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 9.992
			
		
		 sin interés
		
	

	
		",NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-463250747-spigen-tough-armor-2nd-generation-funda-iphone-8-plus-_JM#position=4&type=item&tracking_id=9716a66b-0658-47b0-8e3a-0206b3be148c,NA,NA,NA,NA,NA,#463250747,NA,NA,NA
5," Forro Estuche Protector Funda iPhone 8, Solo Rosado ",16.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		36 cuotas de
		
			
				$ 472
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/WL+INVERSIONES,https://articulo.mercadolibre.com.co/MCO-472579934-forro-estuche-protector-funda-iphone-8-solo-rosado-_JM#position=5&type=item&tracking_id=9716a66b-0658-47b0-8e3a-0206b3be148c,NA,NA,NA,NA,NA,#472579934,NA,NA,NA
6, Funda Sumergible /iPhone 8/7plus/ 6 Plus /8/7/6/6s/universal ,34.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				17
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 972
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/NEXOSGROUP2010,https://articulo.mercadolibre.com.co/MCO-447917005-funda-sumergible-iphone-87plus-6-plus-8766suniversal-_JM#position=6&type=item&tracking_id=9716a66b-0658-47b0-8e3a-0206b3be148c,NA,NA,NA,NA,NA,#447917005,NA,NA,NA
7, Vidrio Cristal Trasero Repuesto iPhone 8 Plus 100% Original ,89.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(25 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 2.497
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/IWORLDSERVICE,https://articulo.mercadolibre.com.co/MCO-465277145-vidrio-cristal-trasero-repuesto-iphone-8-plus-100-original-_JM#position=7&type=item&tracking_id=9716a66b-0658-47b0-8e3a-0206b3be148c,NA,NA,NA,NA,NA,#465277145,NA,APLE,CRIREP8P
8, Estuche Funda Bumper Protector iPhone 8 / 8 Plus Negro ,35.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				39
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 972
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/KLIDAD+OFICIAL,https://articulo.mercadolibre.com.co/MCO-524696672-estuche-funda-bumper-protector-iphone-8-8-plus-negro-_JM?searchVariation=40859589966#position=8&type=item&tracking_id=9716a66b-0658-47b0-8e3a-0206b3be148c,NA,NA,NA,NA,NA,#524696672,NA,NA,NA
9, Vidrio Cristal Trasero Repuesto iPhone 8 100% Original ,79.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(15 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 2.222
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,2.0,1,https://perfil.mercadolibre.com.co/IWORLDSERVICE,https://articulo.mercadolibre.com.co/MCO-465277106-vidrio-cristal-trasero-repuesto-iphone-8-100-original-_JM#position=9&type=item&tracking_id=9716a66b-0658-47b0-8e3a-0206b3be148c,NA,NA,NA,NA,NA,#465277106,NA,APLE,CRIREP8
10, Funda Iluv Para iPhone 8 Y 7 Plus Crystal Ring Transparente ,47.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		36 cuotas de
		
			
				$ 1.306
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ANROHEZ,https://articulo.mercadolibre.com.co/MCO-518742210-funda-iluv-para-iphone-8-y-7-plus-crystal-ring-transparente-_JM#position=10&type=item&tracking_id=9716a66b-0658-47b0-8e3a-0206b3be148c,NA,NA,NA,NA,NA,#518742210,NA,NA,NA
