search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,599,NA,2324,64,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,72,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM#position=1&type=item&tracking_id=d8338b47-e900-4cc0-865f-da56a0701cbc,54,12,4,0,2,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
2, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,699,NA,831,235,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,15,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293#position=2&type=item&tracking_id=d8338b47-e900-4cc0-865f-da56a0701cbc,14,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
3, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,1253,NA,1090,622,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,56,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129984#position=3&type=item&tracking_id=d8338b47-e900-4cc0-865f-da56a0701cbc,46,6,3,1,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
4, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,599,NA,468,50,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-686264793-funda-silicone-case-iphone-8-7-plus-5s-se-6-6s-original-_JM#position=4&type=item&tracking_id=d8338b47-e900-4cc0-865f-da56a0701cbc,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
5, Funda Ringke Original iPhone X Xs 7 8 Plus Max+vidrio+envio ,1413,NA,447,454,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,21,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-749127423-funda-ringke-original-iphone-x-xs-7-8-plus-maxvidrioenvio-_JM?searchVariation=32500157139#position=5&type=item&tracking_id=d8338b47-e900-4cc0-865f-da56a0701cbc,20,1,0,0,0,#749127423,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
6, Funda Metalica Magnetica Vidrio iPhone X Xs Max 8 7 6 Plus ,813,NA,1364,207,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.7,59,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-741182860-funda-metalica-magnetica-vidrio-iphone-x-xs-max-8-7-6-plus-_JM?searchVariation=36653627535#position=6&type=item&tracking_id=d8338b47-e900-4cc0-865f-da56a0701cbc,34,5,1,6,13,#741182860,Apple,Iphone X;Iphone Xs Max; Iphone 7; Iphone 8; Iphone 7 plus; Iphone 8 plus; Iphone 6; Iphone 6 Plus; Iphone Xr,Norcel,Magnetica,Bumper,TPU/Policarbonato
7, Funda iPhone 8 Plus 7 Plus Apple Original Silicona Soft ,499,NA,5147,411,12 cuotas,NA,NA,Envío a todo el país,NA,NA,4.6,199,https://perfil.mercadolibre.com.ar/CRAZYSTATION,https://articulo.mercadolibre.com.ar/MLA-655324667-funda-iphone-8-plus-7-plus-apple-original-silicona-soft-_JM#position=7&type=item&tracking_id=d8338b47-e900-4cc0-865f-da56a0701cbc,148,29,15,4,3,#655324667,Apple,8 Plus / 7 Plus,Apple,Silicone Case,Bumper,Silicona
8, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,599,NA,468,50,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=i1PE%2FVgkP6zpIeq0uQjA2frPFrF2%2F7t4JO9Nan4ykfWMCIHNoro2MJYMNZjigNRXY8LD0B%2BCJGBKbo2brSe4HaSFjHBAlcK3e9wDck0cAqNXnFNvFRlnnaaZjsVTNK8DXSamV%2FdNxaccvrhQ78m%2BxkeiRgwizWg2apo1h729iofuSvAZScqnn3L2JTPzguONv6WheVpLGLIseLUrzMl5%2Bxq%2BqTEDGx2i%2BBWy8IUQANjAwxdmtSAauo66TTQbuSV2ufFqXHU27P%2Fm2P3ChmUUfwxBGVc231sEj8N3sS9RRZF%2FOuNg5x0dC2QClC2D2%2FzgABtEED6aFM1h3LhKOxRbbCfgPC0vA7xtWM%2F2XbbLNsSUoBBtPptH%2FJwqfNi9E%2B6IfMZMa0uFlrUVYC2T0GyNe3pXLnJDTJD8T6T2lWNW%2Ft8G1nhAriLFc0sP0RG8NnrQQkbJNKYqRu7rPaHs2MTZ5hC7wRiZdYVfPpJCEbiztFGrD%2B%2B73ZiBdQc7gJMiRnytyD1ybZAL4eXFCPFwtmOW0VH%2B7Q9UXy790PzggDRbt5EedmQiAGI%2FANVlFvtaKAiqCa4c6tQZhn2fMJR9eNuqu%2B%2BHIGsw0k5f5rxnfZVZKIq0CXGbXGLxQr5%2F2yl9j4xwA1jb%2FgL0O%2BnE4XegvEDPfp9xm%2BVYR7eG4bzddLVuFYqplUfKA1Q9ER4J%2F9ILactenLhoB1im2us3ddXtDTBZwozqXg92Tyu4lerbq5W7NFoqAFnLdk3eGioMQUKWFaqt2xrYMeUhuLXJUHjOr%2B%2BNuhKOgPhfjt9QuNpxjRwZ6Lw0E%2BOhfvMsy6%2FKc9uWANYgbuC%2FxHPiY1KdKGp55VxPJv1JZXNvifSqYlYwgd5Gqco3luhp93I8WiUccaim6OUlUoul3gVSDBDkicwB4ubc6H1KPUbSLpS%2B%2Fq8T50b06n8MdQo%2BkfVB9oIOB%2FKtSoA8fjn7Ax6cBuw0%2FXvpn8rBpAtRooq3JyFYKdK1q49Bqrt82VUTuuCKxqQTViOOPnmZ5Ije%2Fdf5e9R9aPStEKdlCP7MAEdtBjbTEza5%2Bg20dfoMIWxFaGkrEzmIcuaQA5sMzI1zeNFvqsMonEXqhNbTqzkuahQ8UPOCXPGq%2BPKD1MuSbHofWGdff7gUOlEIQykllU38ABzS67hJkV0SKufXapS%2FYUKDSZI6IoTlQ3ENRzBrZgDdBsyx0oK8SXSNd41bzrKpU%2Bdir1zIA2USYD3ELlWrnyssewo6Uj05CI5kQ2a1gwwAmvXuqWGIbHHLlSt6oLQsD4ptEDkqutleg8UhgMsBzwEB%2Be8FqWTukebpWUUKf485i41VfpI4a%2F0aiICaiRw0AFRJ6znnGuYAnrfXwpfOwVZw4siI9t9LzDAOR6%2FfxuaL5%2B%2FcOdC%2BP5Mzs9s%2FPtIj4ERm8hoFS9%2F4BfADbQvjH%2Bb2CPl2PXXWVrZA%2BCXOanxeM%2FK2ySM5Q0aYgOaI1Y7cpzLphM9HCGBNvzcZfrmSbOzf06jcxSCApG4%2BRe%2FnoFq6J38NftTAqcBqeVUqBApXwj1FXzeKudKK%2FHGEBVJ1shL4DUbdJlpuWp9XCu8S4aMbm0vqsJlRpvgWPxB9VP62R5Ee9%2Bu%2BxQULqLpXVh7Wr2k%2FbrsTt5FkengajC8kfdFtK2w7sYf4KEuYPK%2FpF8adhLF2neVC8seLZL7D9GkdjWXEnUiRYQETc57QCEFuWv%2FioGnhX2OKEF8I2EmOS77rmhsjIHLtJFs1%2FXyGJq%2FrD6nL,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
9, Funda Tpu Slim iPhone 6s 7 8 Plus X Xr Xs Max + Templado ,630,NA,644,795,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,27,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-636606079-funda-tpu-slim-iphone-6s-7-8-plus-x-xr-xs-max-templado-_JM?searchVariation=28306700119#position=9&type=item&tracking_id=d8338b47-e900-4cc0-865f-da56a0701cbc,14,8,2,1,2,#636606079,Apple,"iphone 6, 6s, 6 plus, 6s plus, 7, 7 plus, 8, 8 plus, X, Xs, Xr, Xs Max",Sin Marca,TPU,Silicona,Silicona
10, Funda iPhone 8 7 Apple Original Case Silicona Soft Sucursal ,499,NA,2088,544,12 cuotas,NA,NA,Envío a todo el país,NA,NA,4.2,64,https://perfil.mercadolibre.com.ar/CRAZYSTATION,https://articulo.mercadolibre.com.ar/MLA-636490800-funda-iphone-8-7-apple-original-case-silicona-soft-sucursal-_JM#position=10&type=item&tracking_id=d8338b47-e900-4cc0-865f-da56a0701cbc,33,19,9,0,3,#636490800,Apple,8G / 7G,Apple,Silicone Case,Bumper,Silicona
