search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
1, Capinha Capa Silicone C/ Logo iPhone 6s 7 8 Plus X Xr Xsmax ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				1197
				vendidos
			
		",(4479 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 566
		
		 sem juros
		
	

	
		",66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,19,https://perfil.mercadolivre.com.br/MALE2382936,https://produto.mercadolivre.com.br/MLB-1248683581-capinha-capa-silicone-c-logo-iphone-6s-7-8-plus-x-xr-xsmax-_JM?searchVariation=38604797244#position=1&type=item&tracking_id=bc8e887d-d49b-456e-bd01-637dfd29cb74,15,3,1,0,0,#1248683581,Apple,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Silicone,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Apple Case,Silicone e microfibra(camurça),NA
2, Capa Capinha Ultra Fina Fosca iPhone 6s Plus 7 8 Plus Novo ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				910
				vendidos
			
		",(107 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 572
		
		 sem juros
		
	

	
		",72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,18,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026051169-capa-capinha-ultra-fina-fosca-iphone-6s-plus-7-8-plus-novo-_JM?searchVariation=33828135574#position=2&type=item&tracking_id=bc8e887d-d49b-456e-bd01-637dfd29cb74,12,4,0,0,2,#1026051169,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
3, Capa Capinha Magnetica Luxo iPhone 7 8 Plus X Xs Xr Xs Max ,54,NA,"
			
				Novo
			
			
				
					 - 
				
				552
				vendidos
			
		",(7457 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,13,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1213994623-capa-capinha-magnetica-luxo-iphone-7-8-plus-x-xs-xr-xs-max-_JM?searchVariation=38590025464#position=3&type=item&tracking_id=bc8e887d-d49b-456e-bd01-637dfd29cb74,12,0,0,1,0,#1213994623,Apple,iphone,jk capas,Magnética,capa protetor,metal e vidro,NA
4, Capa Capinha Anti Impacto 4em1 iPhone 6 7 8 Plus Xr X Xs Max ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				317
				vendidos
			
		",(17555 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 833
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,17,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1210095124-capa-capinha-anti-impacto-4em1-iphone-6-7-8-plus-xr-x-xs-max-_JM?searchVariation=35219107399#position=4&type=item&tracking_id=bc8e887d-d49b-456e-bd01-637dfd29cb74,13,3,1,0,0,#1210095124,NA,NA,NA,NA,NA,NA,NA
5, Capinha Ultra Fina Fosca iPhone 6 6s Plus 7 Plus 8 Luxo Capa ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				551
				vendidos
			
		",(79 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 572
		
		 sem juros
		
	

	
		",72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,12,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026034649-capinha-ultra-fina-fosca-iphone-6-6s-plus-7-plus-8-luxo-capa-_JM?searchVariation=33827713956#position=5&type=item&tracking_id=bc8e887d-d49b-456e-bd01-637dfd29cb74,8,2,2,0,0,#1026034649,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
6, Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Aveludada ,32,NA,"
			
				Novo
			
			
				
					 - 
				
				536
				vendidos
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,11,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://produto.mercadolivre.com.br/MLB-1246923437-capinha-capa-case-silicone-iphone-7-plus-8-plus-aveludada-_JM#position=6&type=item&tracking_id=bc8e887d-d49b-456e-bd01-637dfd29cb74,11,0,0,0,0,#1246923437,Apple,iphone7 plus  iphone 8 plus,Silicone,iPhone,Silicone,Silicone- Aveludada,NA
7, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8plus X Xr Xs Max ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				5708
				vendidos
			
		",(20795 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,502,https://perfil.mercadolivre.com.br/JKCAPAS,https://produto.mercadolivre.com.br/MLB-682539065-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8plus-x-xr-xs-max-_JM?searchVariation=22563854146#position=7&type=item&tracking_id=bc8e887d-d49b-456e-bd01-637dfd29cb74,402,60,25,11,4,#682539065,Apple,IPHONE,JK CAPAS,ULTRA FINA,CAPA PROTETOR,TPU,NA
8," Capinha Case Anti Impacto Shock Silicone + Película De Vidro iPhone 7, 8, 7 Plus, 8 Plus E X Promoção Frete Grátis ",57,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 580
		
		 sem juros
		
	

	
		",80,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ZETSTORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=rkwMDNLjPwnIKFdSs%2FXeAgQ%2FGrR8N7wAIOLqTjeDrkSRISu2zjACoNqDSbUDBUWyKhGWUapikCRWDqm72yBcJ00bz3fRfbUxYYMLp4MRS6CmFJzA2lTHhMMFMZLiUQ6JX%2BR7A%2BEajSE2P3njWjWJbxfnMdlx8N3VKIIpJhuc2mrGlFAjvmO%2Bhl2MPh9SyxiDEiEiA6c%2BIuIZYOua09My9P%2FiQ%2FCu2mSkSA0KHDaCtOYCb6zvRYU%2Bb4tLoLGG9K2o1G991LmIhBluo4myP063z6FSf7lhrXoyoWeZb9sZvpmC5xhEv9nov9M328CjWABH1MU%2B2RJk8AKynwPqzgvpQFd2IkEKq8u9qiJJHE05D9aOlRbQXwWzBv8lA8GTzUhFj2PO2Qjx3%2Fg5c9OJSLzym7JdzFa1Ck%2BS5843HceCIsQhs3Kg6MAtOiaEK2ta4uVe5BAD3%2B3YhPMrZ3CzL%2FwBaUBR53K0%2F2T7abxkaHsM00YwxLYIcBUWElftsJg5nY9B2oK7s5fke2fcyuZEXZWDe8x4MInxMGylHVhT5AdgazhZt2fFrA4nQRb9H2vDnjrjeHpmfjtIZcqe0%2FRURNrU4iObx5XRNNaKaPoxq0JJEjnAX4FURdyEbK8WamU%2Bxf2gsYnhUJCcD7M76sgjFQjav%2F6gIWbHNiaebV8jIcbbhDJg5oc7ABym9Lvv%2Fycxl%2FCrPl7vPVxTD37zFh%2BffsgRS6l79ZRg6L%2FUiD68Vrn2NMshzMBtJAgrwzHOXz7KaON9pWtJMUmIbU8jDSx9Qe1pj4nwzXYaWehMdSHhAPq%2FzHUO8RmUDB0Ki%2FYHTYQjRGBYiAuPnQFObi4RogdvNpFLMYvdT8Uh5gk5GDGzN67xqHb9%2B2YEx6hvIiFiTD7rCpROfpsn%2BUse6rWSktAnEhP71oqs14fu8a7DHUHkUKrF%2FbriPg5Srundy1KxsNhPw01nMyH24VmcVUvv%2BVcSxXSb0AfvH5pSaZHaChll2JL4fqQfi4VSALrKLjRRo62Wcaspyzsi%2BvdmNgIRffH84ppVtRhZM3UtfYqHYSyST2sv2cV1L5RWJFmnzFKsPWGRftv9jv27HUW15GkA7okvnPDV2Hh3kW6ccEv3acZw4u7eg2jmyMQdhLlMhOSX7exkxg%2B6bJ10Yq2jB4C1o%2FunuR3GRtOuJfrdRdMF%2FVTy4gWu7hLH%2B6yS%2FToOugqVs%2FdGoGcOYs3TlRSZnQAyQrccVtQ4Bwojq8ontXNuOga6bM6I%2F%2FEzv%2B00k%2BeEnjbxEDv1%2B5u9u7qKWO3nMw6oYQLNKW3b3tP%2F92mJG%2FWLfMCfgpWv%2FVYYAdDtpjmeuBxpKRgTSVynmlCuvs0AGrl3r2PqVtnJyBg7vvv2OChy8lh8TR8XMfJ29UDIOFc6hOBA%2BTLkWYHEuY%2Fm9lMui4rAi1z1aaus5xbunJw1oWpThSUrvuZLlCe2j6kK4rQG5HMCF7pYzlWjPwWnaTCRjmbeuS3fTPZcNbFWBr3a4wlU0n2LlHJNT4GaNnqi%2F%2FZHzRf0akFz18%2FSA0QzQ3OPI%2BsBcmj4dTdv1ymp6KDo94bhWglhZkVhWGsMz7j8q1%2B7POBrmYALVan9ksPLjg8xmvyOI8QJsuPdBcWqXF8mcorEhkH1HILRBuhV1YU8gbkaxMb3Rf6sZiZYKwTaWGBOfWMRQwBdfhAKh5FGslbieyaj6ncuCJfzS3EL07e7%2B5lE1CwiDdSJU7RwY4xYTAFvLKjYas6%2F%2F%2BsucVA5TKx5Ko82tZrpnp3tgQrZ9osNZg%3D%3D,NA,NA,NA,NA,NA,#1302422997,Apple,"Iphone 7, 8, 7 Plus, 8 Plus e X",Zet Store,Anti Impacto,Anti Shock,Silicone,NA
9, Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8 Plus Xs Xr Max ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				313
				vendidos
			
		",(9813 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,9,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1197368219-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8-plus-xs-xr-max-_JM?searchVariation=34356084379#position=9&type=item&tracking_id=bc8e887d-d49b-456e-bd01-637dfd29cb74,9,0,0,0,0,#1197368219,iPhone,iphone,jk capas,ultra fina fosca,capa protetor,TPU/Policarbonato,NA
10, Capinha Silicone Aveludado iPhone 8 Plus Verde Agua ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				233
				vendidos
			
		",(267 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 580
		
		 sem juros
		
	

	
		",80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,10,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539317-capinha-silicone-aveludado-iphone-8-plus-verde-agua-_JM#position=10&type=item&tracking_id=bc8e887d-d49b-456e-bd01-637dfd29cb74,9,1,0,0,0,#1165539317,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
