search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Formato
1, Auriculares Bluetooth In Ear Instto Insun X S iPhone Android ,3699,5549,"
			
			
				
				763
				vendidos
			
		",(151 disponibles),6 cuotas sin interés,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,265,https://perfil.mercadolibre.com.ar/TIENDAS+ELECTROSHOWS?brandId=1507,https://articulo.mercadolibre.com.ar/MLA-754700205-auriculares-bluetooth-in-ear-instto-insun-x-s-iphone-android-_JM,155,68,25,11,6,#754700205,Instto,INSUN,InSun X,Insun XS,In-ear
2, Auricular Bluetooth Gadnic Inalambrico 3.0 Musica Celular ,1399,2100,"
			
			
				
				1522
				vendidos
			
		",(8348 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,303,https://perfil.mercadolibre.com.ar/SALES+COM?brandId=945,https://articulo.mercadolibre.com.ar/MLA-647289957-auricular-bluetooth-gadnic-inalambrico-30-musica-celular-_JM,219,46,24,6,8,#647289957,Gadnic,NA,T11,NA,Over-ear
3, Auriculares Bluetooth In Ear Inalambrico Recargable + Envio ,749,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1589
				vendidos
			
		",(394 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,40,https://perfil.mercadolibre.com.ar/TPSHOP_BAIRES,https://articulo.mercadolibre.com.ar/MLA-762067402-auriculares-bluetooth-in-ear-inalambrico-recargable-envio-_JM,20,9,7,2,2,#762067402,TWS,Earpod,I7s,3,In-ear
4, Auriculares Bluetooth Inalambrico I7s iPhone Android AirPods ,649,NA,"
			
				Nuevo
			
			
				
					 - 
				
				422
				vendidos
			
		",(85 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,159,https://perfil.mercadolibre.com.ar/READYGOWEB,https://articulo.mercadolibre.com.ar/MLA-736879465-auriculares-bluetooth-inalambrico-i7s-iphone-android-airpods-_JM,89,36,15,8,11,#736879465,Apple,NA,EarPods,MMEF2,In-ear
5, Auriculares Inalambricos Bluetooth 5.0 I7s Tws In Ear ,578,697,"
			
				Nuevo
			
			
				
					 - 
				
				497
				vendidos
			
		",(166 disponibles),6 cuotas sin interés,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,4,https://perfil.mercadolibre.com.ar/TPSHOP_BAIRES,https://articulo.mercadolibre.com.ar/MLA-777161733-auriculares-bluetooth-in-ear-inalambrico-i7s-earpods-2019-_JM,1,2,1,0,0,#777161733,TWS,Earpod,I7s,3,In-ear
6, Auriculares Bluetooth In Ear Inalambrico Recargable + Envio ,1699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				881
				vendidos
			
		",(18 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,71,https://perfil.mercadolibre.com.ar/JAZAKSHOP.COM,https://articulo.mercadolibre.com.ar/MLA-672953659-auriculares-bluetooth-inalambricos-in-ear-twins-microfono-k2-_JM,38,17,7,2,7,#672953659,True Wirless,Auriculares Bluetooth,K2,NA,In-ear
7, Auriculares Bluetooth Deportivo Inalambrico Samsung iPhone ,249,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1978
				vendidos
			
		",(382 disponibles),6 cuotas sin interés,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,52,https://perfil.mercadolibre.com.ar/QUIEROESO+YA,https://articulo.mercadolibre.com.ar/MLA-705185832-auriculares-bluetooth-deportivo-inalambrico-samsung-iphone-_JM,27,12,4,7,2,#705185832,Quiero eso ya,Bluetooth,QUIERO ESO YA,NA,Ear-Buds
8, Auriculares Bluetooth In Ear Inalambrico I7s Earpods 2019 ,749,NA,"
			
				Nuevo
			
			
				
					 - 
				
				450
				vendidos
			
		",(323 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,22,https://perfil.mercadolibre.com.ar/BIADAR+SA.,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=1GTIY6pm4j1O1wodZheKjnLVehfrWXrEwRw6uDQXQ6nTRP4OO6SMox999zXm3umBJSq%2FXFtjZUnxYI9OEKFxmKqnnO%2BEXtXlQ%2FsE47E1oDEm1qDbsqNlvKOz0uY48dmxZ3GVPCMJMhGRw%2FXtNobAi%2BtNZKfwj76zKBD1Jqzk49MwRR%2BK3hKEQm9wmkIIaUMbCFKYRMyOdD4Xxp1ew%2Bv9jgmBfkCXvyrtjZQaytU9p9WzFDXMKokNHutdm00TuqOshtOskP%2Fr0OcEEj%2BJWqXubRtq8pwHeUtFva%2B7uqf8gnVppXuf3fKqwhR7c67tOtE5JudrxF%2Be2ohzlMaJiUY9y8q3%2BCBoO%2FWNp3raruEIzQFhy2y9Q%2FxCX0kmejNdmXzBG714bX2z3pCXG34RfVp7QgWbGQh5O4AmEB0XNcQGwI3ioxwqgwXEolpN6LdcTJ5bbPoH9KhWtHdn%2Bnq9Z9MpBg3eGuuN9PCwd0Et0UFZgRy%2BFdv1zhLIUm4UWDjMIz91uABZstvdhvnobzTA6uOiq%2BgxZcxhpSR8aXQg7ilBYulStuTc8%2BqguZpWorZ8qEtL4QvWofZxTzK1B%2Fe3971w%2BSZPutSAOBwr8zCxFncRvC90Y2KCiP1xdA0USVTpHNwPB%2BYN203ecYsLdlP8GokXpK28CcDNBgFY1Go0VBJBzGu8bG48ikjzw7DvQZyE1%2B4q%2BC9c8AgdBMl9LnEQPRtvx8a7acq7wATwGANh7TwyfCRwiQIc0cnBVTPwEgm2wWmRm4hkJ1dg2k2rPy%2FX0xLOMDFPZdb%2Bkz8ljoxLIHOrSRrrXbyLClDqaxbMoUdya%2BO4mxkGExMWNpOfX%2Fmc%2BLCEyEzF4tSmzSmgzyhihWOLL38%2BP13i0BdRYDOe4X3k06Rl6RITNP63l7heNhCjUciMoYAzPA9rrMog1vvjyKMDHztCGQ5J0feTTNrcA33UCSNxfs8C6bpmS%2FsFmcgpiYfFaea7d5BDNFdipL5GEzeHC3%2F6LfolTpj9gSoDRIIwK03V%2BNLvI5sjV0oDdGxB1yDbLCr9AV%2FETZOjuRSl5ydA929hGgB5akxLAlFra%2BlNDQRjb8GLNvJnuc9m%2BPLT3LM3mzd%2BH8cOmLBLkco0pmemy8lWkyx5lvuBGZb1XwSUteFl5YelBAVvPhzaanb0TwKoaNlOcwd5%2FkEWve35bM03CL1N8iLE%2BGo2vd%2FX75UEq3gKNC%2B0tGnYQjjS%2FZ4HMWhloIfWZnM8SLyJegG%2BspiwIX7Lt2WOV4A2S3K%2FiQDked85A8KiERn8JspIp6y1XXlJ%2Fbmo7065mBIy0oO1uACmtf70nrjml92s9cJDUemBSuObjq80DnFwtUOh97ESo0qZthRkJGVCHE487ulHYfQlV11ql2tHjshBn4mUOIF%2FiZrqieTF597qCJ8sYf77ukSoxU55hmEtIUYxLyQWZd0hYWvKYSLuy%2F0AhbjX6b%2FGQEt7iczO%2FjeHM%2FGhaEd8DkpEKI3Haonfx3jH3EoURKOKpLFQ3TEF9nhK44%2FrX43fRs5qCR3ivHRXykcwJQc9whnf76bIOzqJ0%2B11oYUaJ427VD6h%2F7WEBf4kZjqmQRskITaBt%2BMiwqI4y8Jesl2dkzJXYitRGZce%2FEnWxlwfag%3D%3D,12,2,4,0,4,#777151109,TWS,airpod,I7s,NA,In-ear
9, Auricular Bluetooth Xiaomi Redmi Airdots Wireless ,1362,1570,"
			
				Nuevo
			
			
				
					 - 
				
				370
				vendidos
			
		",(440 disponibles),6 cuotas sin interés,NA,NA,NA,NA,NA,4.5,144,https://perfil.mercadolibre.com.ar/FACILIDADAR,https://articulo.mercadolibre.com.ar/MLA-787855253-auricular-bluetooth-xiaomi-redmi-airdots-wireless-_JM,98,34,6,3,3,#787855253,Xiaomi,Mi,AirDots,NA,In-ear
10, Auriculares Bluetooth Inalambricos In Ear Twins Microfono K2 ,2699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				318
				vendidos
			
		",(682 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,144,https://perfil.mercadolibre.com.ar/NICTOM-TECH,https://articulo.mercadolibre.com.ar/MLA-790706831-auricular-bluetooth-xiaomi-redmi-airdots-manos-libres-tws-_JM,98,34,6,3,3,#790706831,Xiaomi,REDMI,AirDots,NA,In-ear
11, Auricular Bluetooth Mini Manos Libres iPhone Android Running ,299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				595
				vendidos
			
		",(562 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.6,15,https://perfil.mercadolibre.com.ar/UNIVERSALSHOPS,https://articulo.mercadolibre.com.ar/MLA-749501381-auricular-bluetooth-mini-manos-libres-iphone-android-running-_JM,7,1,3,2,2,#749501381,Universal,In Ear,S530,S530,Mini  bluetooth
12, Sony Mdr Xb650bt Auriculares Bluetooth Extra Bass Sueltos ,327,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3178
				vendidos
			
		",(884 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.6,150,https://perfil.mercadolibre.com.ar/OPORTUNIDADESVIP,https://articulo.mercadolibre.com.ar/MLA-623392121-auricular-bluetooth-nuquero-ideal-para-correr-manos-libres-_JM,63,27,22,18,20,#623392121,Genérico,NA,Base,NA,Headset
13, Auricular Bluetooth Vincha Micro Sd Radio Fm Inalambrico P47 ,719,799,"
			
				Nuevo
			
			
				
					 - 
				
				3469
				vendidos
			
		",(48 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,267,https://perfil.mercadolibre.com.ar/JAZAKSHOP.COM,https://articulo.mercadolibre.com.ar/MLA-672953591-auriculares-bluetooth-celular-inalambrico-deportivos-in-ear-_JM,174,55,29,3,6,#672953591,Mobile Phone,Auriculares Bluetooth,Q10 - Waterproof,Q10,Clip-ear
14," Auricular Bluetooth Nuquero, Ideal Para Correr, Manos Libres ",435,NA,"
			
				Nuevo
			
			
				
					 - 
				
				184
				vendidos
			
		",(116 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/JBD-HITECH,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=O%2BeBKAbNTmYAMPxZ0HbMgJjuAi69UblfOAhMt4oKPKtbfWaefMygvE9Qx7gvZvh8%2F4g6SfFWxN16DnImkDa5qPg2naYVGsngDXEbsa0UHAqYCkA8hCZqh63MPi7lT%2BOb7Bu0y65IU5gHZ9jgfkvdREIuWP1kTBc9yxI%2FD1sWwLBQ2dEDfjyo1xrda1hsR3vUxFEdkJG86x%2Fg4fJtEruAJIbkoukOAnYdM5yQYWART1tA9zXtCatNg25Nd0j4LJQVu5ArrlpJUhXPtLLL%2FVbU%2FLS1BbxwOWwPTmVX1uwrHVUXybvTnYedPq%2Ff5ir05Pw8YHVxzUnH5sA6iqTCzcM8pKvFv44ZKm0FYtaT33TpAzC%2F97HfU%2BgguIW%2B%2BM7lgwM1bTHpNbWlymxyE5VCWFa4Pm260DDRdLCbaH6dgB%2BjcGW3X077Ief9Kz3YuJhn%2FveUn0G5qaHhClNkWs2CDR55GUPc9gSY35xmoKJ1wjfunkxXoJGWB%2FHVOaPthvR%2FxlsDUrTurTC5%2F2LAr2BgUbCcSVcPyM85YwV2ri48EWP65SFpQZ0BnmLyCHIfXNp0f7ygTII4RIi0qUeX4Wn8RLgnLoZGB9byt0f2xYXasHbromIs9BThlQI8cx3lL8c5tPE1uwL25neIZjE%2Fg5Uesfe0FKrO4AlwVaXmtR%2F67GzIrBy%2BREoHh2Pa7qSEvqfHuZaVq%2BRWEr1OFyEIIWeEjaANCRcTTCsrMYxGq0WikyomdBrV7JM5UICPc5R8geAxoBaHKB5nwBshQdcJiC0jFs5K7EOtFTFUplHO1l%2BEJVIWTjBAxIlt%2FPKfKBqRwDCUsxCQRgABJOavxZVb4oapYmDQdDosGQW8sKpehCtN1UzKl1rwDRzFKZlRcXI694GNb8WBQzx9wQ2Jt3Gk8CXfGoGET2W3rsgonZi6GXhlAmUbUP%2ByDrfrUJQK4deYUiR9%2FhdTKbga8R2rLfIWQaPFssFSeJIdcaHYx%2Fh6yGVlf8kDLuoD8MhIhmJkxkAjNVa4gdvg%2FtixndU3qfIt%2FBKlHdtCsoQYsgJ4cMImx5MCY9ewrjxEqrBxliiWRPFYiWAQPLaCgie1AIQX9GjCqVbuJd8GPj5FHkZ2Y9YTw6S9OyT7sXJn7%2F9t8csHlxBhY%2BZUh%2FRxmgZua%2BBuHx5FoH1dWztU8zNCFk5ly93yNMnBKCvRYlCosNFxAk0S3gSbizscaylyOvkMY3ekjEMahym3wUBq0xVh5jAdka9BmyyeVHXiYMsopBpbtV4cRUgpikkWdTWCRLW6eBq1yx2r1gHqG9fYKW%2FoR4rX%2F%2BA4%2BVOPnNrF0nPglZ6KgNBK2zFoFjGoB5TBhAmNeXvR6hJoMymEZ5QTaOiuaAr6cLgvHWC3dS7Uu8BnDlWp5vcweWROOs9XYfUeKKATon%2FGvuGvivo3Tyt7H4lqJNaUVfhKuuwZVpD9Bafs%2BfBtrXN11h4wp%2BgdYgG1UafuYadTKk4hM%2BW0TDHXCPYnQtwvxTdbCwghlRoO%2BkK7PDX4It0Q62U85RdXKyuY50Gc1S%2FkG%2BVfns%2BBdy1nrxlwP1q%2FRUJS5mSCXmUlVxsrKSq8%2F2npldFQ%2Fic4IkccQYIauX4QcLmqvIhyces5XE2a%2Bcq%2BTIyNrryQqgGHCJE%3D,NA,NA,NA,NA,NA,#803080043,TWS,Earpod,I7s,3,In-ear
15, Auriculares Bluetooth In Ear Inalambrico Con Base Recargable ,845,890,"
			
				Nuevo
			
			
				
					 - 
				
				2871
				vendidos
			
		",(181 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,111,https://perfil.mercadolibre.com.ar/SYSIMPORTACIONESS,https://articulo.mercadolibre.com.ar/MLA-735692134-auriculares-inalambricos-bluetooth-50-i7s-tws-in-ear-_JM,55,26,15,2,13,#735692134,TWS,Earphone,I7S,I7s,In-ear
16, Auricular Bluetooth Xiaomi Redmi Airdots Manos Libres Tws ,2799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				261
				vendidos
			
		",(13 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,144,https://perfil.mercadolibre.com.ar/SELFIE+TECH,https://articulo.mercadolibre.com.ar/MLA-674442510-xiaomi-auriculares-inalambricos-bluetooth-redmi-airdots-tws-_JM,98,34,6,3,3,#674442510,Xiaomi,Airdots,Redmi Airdots,Mi Airdots,In-ear
