search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Color,Marca,Modelo,Material
11, Case iPhone 7/8 / 7/8 Plus X De Cuero Louis Vuitton Y Gucci ,65,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(492 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/MALUPHONE,https://articulo.mercadolibre.com.pe/MPE-433215134-case-iphone-78-78-plus-x-de-cuero-louis-vuitton-y-gucci-_JM?searchVariation=40515285935#position=11&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#433215134,Apple,NA,NA,NA,Cuero
12," Case Funda Anti Golpe Caída iPhone 6, 6+, 7/8, 7/8 Plus, X ",34,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(46 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RODRI+STORE01,https://articulo.mercadolibre.com.pe/MPE-432630035-case-funda-anti-golpe-caida-iphone-6-6-78-78-plus-x-_JM#position=12&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#432630035,Apple,NA,NA,NA,TPU
13, Case Delgado Mate Para iPhone X Xr Xs Max 7 8 Plus Protector ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(94 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435989675-case-delgado-mate-para-iphone-x-xr-xs-max-7-8-plus-protector-_JM#position=13&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#435989675,Apple,Negro,NA,NA,NA
14, iPhone Case Fibra Carbono 8 7 Plus X Protector Funda Cover ,24,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(15 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TIENDAEXPRESS.PE,https://articulo.mercadolibre.com.pe/MPE-433924614-iphone-case-fibra-carbono-8-7-plus-x-protector-funda-cover-_JM#position=14&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#433924614,Apple,NA,NA,NA,NA
15, iPhone 8 Plus Billetera Funda De Phone iPhone 7 Plus Funda X ,147,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(11 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436462758-iphone-8-plus-billetera-funda-de-phone-iphone-7-plus-funda-x-_JM#position=15&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#436462758,Apple,Red,XRPOW,NA,Cuero
16, Lunatik iPhone 5/6/6s 7/7plus 8/8plus Armadura De Aluminio ,125,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALBERTOPP75,https://articulo.mercadolibre.com.pe/MPE-428313439-lunatik-iphone-566s-77plus-88plus-armadura-de-aluminio-_JM#position=16&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#428313439,Apple,Negro,NA,NA,Aluminio
17, Rock Case Funda Protector Moc Series iPhone 7 / 8plus ,50,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(29 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-430286444-rock-case-funda-protector-moc-series-iphone-7-8plus-_JM#position=17&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#430286444,Apple,Roja,NA,NA,NA
18, Protector Case Funda De Silicona iPhone 6/6s 7/8 Plus ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SERGIOAMARANTOPEREA,https://articulo.mercadolibre.com.pe/MPE-431846795-protector-case-funda-de-silicona-iphone-66s-78-plus-_JM#position=18&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#431846795,Apple,NA,NA,NA,NA
19, Case Consola Retro Games iPhone 6s 7 8 Plus Xs Funda Juegos ,54,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TIENDAEXPRESS.PE,https://articulo.mercadolibre.com.pe/MPE-431938397-case-consola-retro-games-iphone-6s-7-8-plus-xs-funda-juegos-_JM#position=19&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#431938397,Apple,NA,NA,NA,NA
20, Funda Case Protector Marmol Laut iPhone 8+ 7+ 8 Plus 7 Plus ,80,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MVH+STORE,https://articulo.mercadolibre.com.pe/MPE-430059713-funda-case-protector-marmol-laut-iphone-8-7-8-plus-7-plus-_JM#position=20&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#430059713,Apple,NA,NA,NA,NA
21, Funda iPhone 5s/se/6/6plus/7/7plus/8/8plus Luxury Case ,45,NA,"
			
				Nuevo
			
			
				
					 - 
				
				15
				vendidos
			
		",(47 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-428375700-funda-iphone-5sse66plus77plus88plus-luxury-case-_JM#position=21&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#428375700,Apple,Rosa dorado,NA,NA,NA
22, Funda Case Protector Antigolpes iPhone 6 7 Y 8 Plus 3 Piezas ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-429706820-funda-case-protector-antigolpes-iphone-6-7-y-8-plus-3-piezas-_JM#position=22&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#429706820,Apple,NA,NA,NA,NA
23, Funda Cases Protector 360 + Mica De Vidrio iPhone 8 & 8 Plus ,45,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ASMOBILEACCESORIES,https://articulo.mercadolibre.com.pe/MPE-432015260-funda-cases-protector-360-mica-de-vidrio-iphone-8-8-plus-_JM#position=23&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#432015260,Apple,NA,NA,NA,NA
24, Funda iPhone Case 5s/se/6/6plus/7/7plus/8/8plus Multi Case ,40,NA,"
			
				Nuevo
			
			
				
					 - 
				
				36
				vendidos
			
		",(38 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430509893-funda-iphone-case-5sse66plus77plus88plus-multi-case-_JM#position=24&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#430509893,Apple,Roja,NA,NA,NA
25, Funda Case Bumper Aluminio Espejo iPhone 5 6 7 8 Plus ,35,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(94 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPUNTOPE,https://articulo.mercadolibre.com.pe/MPE-423672540-funda-case-bumper-aluminio-espejo-iphone-5-6-7-8-plus-_JM#position=25&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#423672540,Apple,NA,NA,NA,NA
26, Case iPhone X Xs Max Xr 7 8 10 Plus + Gancho Y Mica Supcase ,129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(98 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990497-case-iphone-x-xs-max-xr-7-8-10-plus-gancho-y-mica-supcase-_JM#position=26&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#435990497,Apple,NA,NA,NA,NA
27, Case iPhone 5 5s Se 8 7 Y Plus Súper Protector 360° Supcase ,129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(98 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990424-case-iphone-5-5s-se-8-7-y-plus-super-protector-360-supcase-_JM#position=27&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#435990424,Apple,Negro,NA,NA,NA
28, Case iPhone X Xs 7 8 5s Plus Max Xr + Mica Supcase Original ,129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(98 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435989860-case-iphone-x-xs-7-8-5s-plus-max-xr-mica-supcase-original-_JM#position=28&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#435989860,Apple,NA,NA,NA,NA
29, Protector Case Ringke Fusión Bumper iPhone X 7 8 Y Plus ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				63
				vendidos
			
		",(189 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,2,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-421426418-protector-case-ringke-fusion-bumper-iphone-x-7-8-y-plus-_JM#position=29&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#421426418,Apple,NA,Ringke,Fusion,NA
30, Case Slim Tpu Transparente Marca Nillkin iPhone 7 / 8 Plus ,25,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(28 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-432175719-case-slim-tpu-transparente-marca-nillkin-iphone-7-8-plus-_JM#position=30&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#432175719,Apple,NA,Nillkin,NA,NA
31, Case Funda Protector Spigen iPhone X 7 8 Y Plus Original Usa ,89,99,"
			
				Nuevo
			
			
				
					 - 
				
				217
				vendidos
			
		",(37 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.4,7,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-421175972-case-funda-protector-spigen-iphone-x-7-8-y-plus-original-usa-_JM#position=31&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,4,2,1,0,0,#421175972,Apple,NA,NA,NA,NA
32, Estuche Cuero Correa Samsung iPhone X Xs 7 Plus 8 Luxmo ,30,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(28 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-434092787-estuche-cuero-correa-samsung-iphone-x-xs-7-plus-8-luxmo-_JM#position=32&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#434092787,Samsung,NA,Samsung,NA,Cuero
33, Funda Case iPhone 6 7 8 Plus X Xs Max Xr Otterbox Defender ,60,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-434433295-funda-case-iphone-6-7-8-plus-x-xs-max-xr-otterbox-defender-_JM#position=33&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#434433295,Apple,NA,OtterBox,Defender,NA
34, Case iPhone 7 6 Plus Galaxy Note 9 8 S9 C/ Vidrio Funda Usa ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(97 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-432123028-case-iphone-7-6-plus-galaxy-note-9-8-s9-c-vidrio-funda-usa-_JM#position=34&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#432123028,Apple,NA,NA,NA,NA
35, Case Funda Resistente Color Camaleón Para iPhone 8 Y 7 Plus ,49,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/YAJOMATECH,https://articulo.mercadolibre.com.pe/MPE-434939764-case-funda-resistente-color-camaleon-para-iphone-8-y-7-plus-_JM#position=35&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#434939764,Apple,Verde,Apple,Case color Camaleon,NA
36, Case iPhone 7 Plus 7+ 7 8 8+ Funda Cover Extrema Thor Metal ,130,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-421670783-case-iphone-7-plus-7-7-8-8-funda-cover-extrema-thor-metal-_JM#position=36&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#421670783,Apple,NA,NA,NA,NA
37," Case Funda iPhone 6s, 7, 8,7 Plus, 8 Plus,x,xs, Xr Y Xs Max ",55,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GHINEXS,https://articulo.mercadolibre.com.pe/MPE-436695527-case-funda-iphone-6s-7-87-plus-8-plusxxs-xr-y-xs-max-_JM#position=37&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#436695527,Apple,NA,NA,NA,NA
38, Funda Con Tapa Cuero Genuino Para iPhone 8 Plus Y 7 Plus ,109,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/YAJOMATECH,https://articulo.mercadolibre.com.pe/MPE-429033178-funda-con-tapa-cuero-genuino-para-iphone-8-plus-y-7-plus-_JM#position=38&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#429033178,Apple,NA,icarer,Flip Cover Curvo Cuero Genuino,Cuero
39, Case Funda Original Jelly iPhone 7plus / 8 Plus / 6 Plus ,28,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-435783718-case-funda-original-jelly-iphone-7plus-8-plus-6-plus-_JM#position=39&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#435783718,Apple,NA,NA,NA,NA
40, Funda De Mickey Mouse Para iPhone 7 Plus Y 8 Plus ,50,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REVOLUTION.STAR,https://articulo.mercadolibre.com.pe/MPE-436464787-funda-de-mickey-mouse-para-iphone-7-plus-y-8-plus-_JM#position=40&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#436464787,Apple,NA,NA,NA,Cuero
41, Case Armor Protector Funda Soporte iPhone 5 6 7 8 Plus ,49,NA,"
			
				Nuevo
			
			
		",(50 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOBITECH.PE,https://articulo.mercadolibre.com.pe/MPE-432409559-case-armor-protector-funda-soporte-iphone-5-6-7-8-plus-_JM#position=41&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#432409559,Apple,NA,NA,NA,NA
42, Case Mate Funda Case Cuero Genuino iPhone X Xs 8 7 6 6s Plus ,149,NA,"
			
				Nuevo
			
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-436147670-case-mate-funda-case-cuero-genuino-iphone-x-xs-8-7-6-6s-plus-_JM#position=42&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#436147670,Apple,Black,NA,NA,Cuero
43," Case Funda Protector iPhone 7, 8, 7/8 Plus, X, Xs Y Xr ",35,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GHINEXS,https://articulo.mercadolibre.com.pe/MPE-435296680-case-funda-protector-iphone-7-8-78-plus-x-xs-y-xr-_JM#position=43&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#435296680,Apple,NA,NA,NA,NA
44," Case Funda Protector Silicona iPhone 6s Plus, 7plus, 8 Plus ",25,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(8 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-434564795-case-funda-protector-silicona-iphone-6s-plus-7plus-8-plus-_JM#position=44&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#434564795,Apple,NA,NA,NA,NA
45, Case iPhone 8 7 Plus Supcase Funda Gancho Armor Anti Shock ,159,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(23 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-421249696-case-iphone-8-7-plus-supcase-funda-gancho-armor-anti-shock-_JM#position=45&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#421249696,NA,NA,NA,NA,NA
46, Funda Soporte Case Protector iPhone 7 Plus - 8 Plus ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(7 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TEVEN255,https://articulo.mercadolibre.com.pe/MPE-422461248-funda-soporte-case-protector-iphone-7-plus-8-plus-_JM#position=46&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#422461248,Apple,NA,NA,NA,NA
47, Funda Case iPhone 8 Plus Brilla Con Led Flash Luz Blanca ,40,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DETALLESMYAPE,https://articulo.mercadolibre.com.pe/MPE-432765700-funda-case-iphone-8-plus-brilla-con-led-flash-luz-blanca-_JM#position=47&type=item&tracking_id=7bd7e242-693c-4205-be19-8be711f0b043,NA,NA,NA,NA,NA,#432765700,Apple,NA,NA,NA,NA
