search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
11, Capa Capinha Anti Impacto 4em1 iPhone 6 7 8 Plus Xr X Xs Max ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				192
				vendidos
			
		",(308 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 580
		
		 sem juros
		
	

	
		",80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539317-capinha-silicone-aveludado-iphone-8-plus-verde-agua-_JM,6,1,0,0,0,#1165539317,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
12, Capa Capinha Case Magnetica iPhone 6 7 8 Plus X Xr Xs Xs Max ,16,NA,"
			
				Novo
			
			
				
					 - 
				
				287
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 563
		
		 sem juros
		
	

	
		",63,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,4,https://perfil.mercadolivre.com.br/TECMODENA,https://produto.mercadolivre.com.br/MLB-1056485759-capa-anti-impacto-p-iphone-5-6-7-8-10-x-xs-xr-pel-gel-_JM?searchVariation=26828489024,4,0,0,0,0,#1056485759,Apple,Escolher no anúncio.,H+,TPU,capinha de silicone,Silicone,NA
13, Capa Case Capinha Silicone Aveludado iPhone 8 Plus Branco ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				5583
				vendidos
			
		",(40375 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,496,https://perfil.mercadolivre.com.br/JKCAPAS,https://produto.mercadolivre.com.br/MLB-682539065-capa-capinha-ultra-fina-fosca-iphone-x-5s-se-6s-plus-7-8plus-_JM?searchVariation=22563854091,397,60,25,11,3,#682539065,Apple,IPHONE,JK CAPAS,ULTRA FINA,CAPA PROTETOR,TPU,NA
14, Capa Anti Impacto + Película Gel P iPhone 5 6 7 8 10 X Xs Xr ,47,NA,"
			
				Novo
			
			
		",(170 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 783
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/WESLEYRODRIGUESDESOUZAMELO,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=24i4V%2BTHuxR3zL5NmI2hgLlwcbSvdFawDOCeDPVlwp87mD81wx7o83CLc6VBesRQBqRfe7DoJCNciNs404w47HJsqUqYMz4AdWRIRISktJmXRn9WBq%2Ff7SUxmm2SCBkh3z3mfpBLE%2FWkwxBeL7YHXUF5w4W0goFqCkXn%2F9Lg666%2FOhZvUZKtC8lbMGs57nUC5QE%2F2OZ%2FxrJ2MQNWHQTyVoPrw4gaFRyI9fDgHwGlGa1N%2FWkTN4qg%2BYKJpYhvVmIVJsxOC8hpZZZtd5We2nnwL%2BPFW2V%2FXc5pisgA2Hq14fxdWdEzC0UWtwg8IF4c66yc0xOn5p%2BnMnn3UyDcYRr69mPaiRJnw9%2BS1xLtyjh4%2Bz5qg2iNlfa8RG%2B5FJw4U7C9A4x1XaBiRf4eSIxYNJHFTm6eMgXGHIumKxwpgtGHZ0uwVhUceLBVy9lezct2gfVlFH0AGZTdAbmEDC7Rq6MiReLnZpRY7xINt47B7BMwt58Nj39m%2FFYNvSdzyaiVpN%2FUiGJo2T9vey1A8I8p%2BYRd3B7ZaWJ1%2FSDPUFUTS6x5GP54cv3%2FZHsEWkj1Fjw0c15cFb7zjItLOcEGF4fgER%2FOMZQnus0cueqzIh6vouOmn6YDfPG28DPTcbq4aY5mZm4cPL6N%2BY8WwNUDVcWLfCK2x8qKKbyuWj0bPW%2Fqg15fyN7iCQQe%2BaNaFxSk0ESYIYtx1IpsHysuKqg%2BmG459%2B52njL5c40NEQoskXx81qjGZhJanREe4LJN2KsObsdfwnIkmSDWbPjD%2BFQ1HZEKLiJwEgBsJWILpjbU%2FyjX9tv0s9q%2B0Xaz7tkEO2uYUg3tdkpSosTqPX3kxnbTG9FDrjz1PlFVed%2Bp43k1OJz0G5gOCU6pBnsMqx0NALhb2eA9kTTl4egaO9A0hyVe0R7%2FyUyJq8jiy0RCucu66ZerLUGFI08kFKX4N7w1ayVAwGeCNhxLZizDIEMAlc3oc8FGuARWIe59wWkWrImXRqgZYAKlejrpHQFePsESY5uqwOUYr6JW7eeby5yNDqnJAVWt%2Bkhu8e7RWsmpZSS9Lhu51InXqGjZJZCiJdFXT8Fhjz%2FJQQ7BEcKROIVLfD8svpOv7Y%2FJbSr%2BdpF1KpOFQHv8iQ9NU75MHTD15v0PFFD1wj9uPmFeispvSrrZBRryYDGQ2HlL5cMx47FswdrYJFTN9imfyiJECrf7SAZHWtWkoJOCQutMEO5MmCrfptOM0m25wiSnisHfxGRMKdbrCufCuMGI541NBeAZh26LLPkhha6AvSpvxtDqujbb0gHhLUPiEDhPWGNJgFZAL5A%2B82zt1i3gmPD98JRhqjazVNDsIai3ex1iX3NA7wIT0kDg%2FCwdmleqm6ZK1%2Bk%2Fmrpb3W91w7sX9diE%2BRFO%2BWIb6bXzYlsSK8dDxWfsnkxFpwfRZ5Ha3f6OVVMwKBw%2FESqF9whphNfZ5JwBTuSwt9EQhx0BvzfnzoPgEGhRpXDJDv6qDTZ43F0%2BhnuwTgJ9SuFBkEb4E07Pvdh3LBWWATs9X4NxoVhJGEU7IWLdlGb9qSXL7XpoObhUHDc26jWfUC7dfB45p1ob%2FLuEK%2BGeOxBkj4y3UsIAa9jmDM5fU4Y%2FE1NtXHHxhoFqKAsTEQGjKg%3D%3D,NA,NA,NA,NA,NA,#1288403466,Apple,Iphone,Reobote,Magnetica Iphone,magnetica,Alumínio e Vidro aeroespacial,NA
15, Capinha Case Ultra-fina Transp Tpu iPhone 6 7 8 Plus X Xr ,19,NA,"
			
				Novo
			
			
				
					 - 
				
				682
				vendidos
			
		",(942 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 666
		
		 sem juros
		
	

	
		",66,NA,Envio para todo o país,NA,NA,4.1,28,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-709855452-capinha-case-capa-iphone-4-5-5s-se-6-6s-7-8-7-plus-coracoes-_JM?searchVariation=20025292856,18,3,2,2,3,#709855452,Apple,Iphone,Marketmix1,Silicone,Silicone,Silicone,NA
16, Capinha iPhone 7 8 X Xr Xs Max Case Ultra-fina Transparente ,9,NA,"
			
				Novo
			
			
				
					 - 
				
				1112
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		1x 
		
			
				R$ 999
		
		 sem juros
		
	

	
		",99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,59,https://perfil.mercadolivre.com.br/NOMOTEC,https://produto.mercadolivre.com.br/MLB-1046394380-capinha-capa-anti-impacto-iphone-5-se-6-7-8-plus-x-10-xs-xr-_JM?searchVariation=26818765734,46,6,4,1,2,#1046394380,Apple,Escolha o modelo no anúncio,H+,"6, 7, 8 ou 10",Capinha,Silicone,NA
17, Capa Capinha Case Flip Magnética iPhone 8 Plus ,32,NA,"
			
				Novo
			
			
				
					 - 
				
				240
				vendidos
			
		",(876 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://produto.mercadolivre.com.br/MLB-1246923437-capinha-capa-case-silicone-iphone-7-plus-8-plus-lacrada-_JM,3,0,0,0,0,#1246923437,Apple,iphone7 plus  iphone 8 plus,Silicone,iPhone,Silicone,Silicone- Aveludada,NA
18, Capinha Silicone Aveludado iPhone 8 Plus Amarelo ,57,NA,"
			
				Novo
			
			
				
					 - 
				
				603
				vendidos
			
		",(1272 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 580
		
		 sem juros
		
	

	
		",80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,26,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-687097200-capa-capinha-case-magnetica-iphone-6-7-8-7-plus-8-plus-x-xs-_JM?searchVariation=27812486572,15,3,3,2,3,#687097200,Apple,Iphone,Marketmix1,Magnetica,Silicone,Emborrachada,NA
19, Capinha Casca De Ovo Ultra Fina iPhone 5 6 7 8 Plus +p Vidro ,79,NA,"
			
				Novo
			
			
				
					 - 
				
				433
				vendidos
			
		",(100 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 667
		
		 sem juros
		
	

	
		",67,NA,Envio,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,10,https://perfil.mercadolivre.com.br/EXTREME.DEAL,https://produto.mercadolivre.com.br/MLB-684436481-capa-capinha-case-a-prova-de-agua-areia-iphone-6-7-8-x-plus-_JM?searchVariation=23382066511,7,1,0,1,1,#684436481,Apple,Iphone 6 6s 7 7 Plus,Extreme.Deal,A prova de Agua,A prova de Agua,Silicone,NA
20, Capinha Anti Queda Silicone iPhone X Xs Xr Max 5 6 7 8 Plus ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				328
				vendidos
			
		",(455 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 582
		
		 sem juros
		
	

	
		",82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,16,https://perfil.mercadolivre.com.br/AQUITEMDETUDO16,https://produto.mercadolivre.com.br/MLB-835972839-capa-capinha-case-rosa-de-iphone-7-feminina-_JM?searchVariation=25908148601,10,1,1,0,4,#835972839,Apple,7,Apple,"7""",Silicone,Silicone,NA
21, Capa Capinha Magnetica Luxo iPhone 7 8 Plus X Xs Xr Xs Max ,16,NA,"
			
				Novo
			
			
				
					 - 
				
				96
				vendidos
			
		",(411 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 599
		
		 sem juros
		
	

	
		",99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAISVARIEDADESHOP,https://produto.mercadolivre.com.br/MLB-1157073729-capinha-anti-queda-silicone-resistent-iphone-xs-7-8-plus-xr-_JM?searchVariation=31302197409,NA,NA,NA,NA,NA,#1157073729,Apple,iPhone 7 8 X XR XS XS Max,MAISVARIEDADESHOP,Anti Impacto,Anti Shock,Silicone,NA
22, Capinha Silicone Aveludado iPhone 8 Plus Rosa ,54,NA,"
			
				Novo
			
			
				
					 - 
				
				199
				vendidos
			
		",(7650 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.7,6,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1213999114-capa-capinha-magnetica-premium-iphone-7-8-plus-x-xs-xr-xsmax-_JM?searchVariation=37715721002,3,0,1,2,0,#1213999114,Apple,iphone,jk capas,Magnética,capa protetor,metal e vidro,NA
23, Capa Capinha Ultra Fina Fosca iPhone 6s Plus 7 8 Plus Novo ,48,NA,"
			
				Novo
			
			
				
					 - 
				
				87
				vendidos
			
		",(831 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 811
		
		 sem juros
		
	

	
		",11,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/KARMINPARTS2003,https://produto.mercadolivre.com.br/MLB-1214046247-capa-capinha-case-flip-magnetica-iphone-8-plus-_JM?searchVariation=35503300510,NA,NA,NA,NA,NA,#1214046247,Apple,iPhone 8 Plus,000,Magnético,Flip Magnético,TPU/Policarbonato,NA
24, Capinha Com Foto Personalizada iPhone 8 Plus ,17,NA,"
			
				Novo
			
			
				
					 - 
				
				1173
				vendidos
			
		",(882 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 637
		
		 sem juros
		
	

	
		",37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,33,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-689234987-capinha-anti-queda-silicone-iphone-x-xs-xr-max-5-se-6s-7-8-p-_JM?searchVariation=21674208427,25,4,2,1,1,#689234987,Apple,Iphone,Marketmix1,Silicone,Anti impacto,Silicone,NA
25, Capa Case Capinha Silicone Aveludado iPhone 8 Plus Preto ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				75
				vendidos
			
		",(425 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 580
		
		 sem juros
		
	

	
		",80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165536270-capa-case-capinha-silicone-aveludado-iphone-8-plus-branco-_JM,NA,NA,NA,NA,NA,#1165536270,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
26, Capa Case Capinha Silicone Aveludado iPhone 8 Plus Vermelho ,20,NA,"
			
				Novo
			
			
				
					 - 
				
				203
				vendidos
			
		",(59 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 525
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/PRESENTES4ALL,https://produto.mercadolivre.com.br/MLB-828466878-capa-capinha-ultra-fina-fosca-iphone-x-5s-se-6s-plus-7-8plus-_JM?searchVariation=32338006784,NA,NA,NA,NA,NA,#828466878,Apple,iPhone 7 Plus,Apple,iPhone,traseira,TPU,NA
27, Capinha Silicone Aveludado iPhone 8 Plus Azul Marinho ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				2198
				vendidos
			
		",(3702 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 575
		
		 sem juros
		
	

	
		",75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,98,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-686071680-capa-capinha-iphone-xs-x-xr-6-6s-7-8-plus-max-anti-impacto-_JM?searchVariation=20023563955,77,10,6,1,4,#686071680,Apple,Iphone 5s/se/6/6s/7/Plus/X,Marketmix1,Anti Impacto,Anti Impacto,Silicone,NA
28, Capinha Ultra Fina Fosca iPhone 6 6s Plus 7 Plus 8 Luxo Capa ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				50
				vendidos
			
		",(8866 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 833
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1204440894-capa-capinha-anti-impacto-luxo-iphone-6-7-8-plus-x-xr-xs-max-_JM?searchVariation=34758789527,NA,NA,NA,NA,NA,#1204440894,Apple,iphone,gkk,capa 360,capa protetor,TPU/Policarbonato,NA
29, Capa Capinha Ultra Fina Fosca iPhone X 5s Se 6s Plus 7 8plus ,14,NA,"
			
				Novo
			
			
				
					 - 
				
				86
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 760
		
		 sem juros
		
	

	
		",60,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/MAITE_26,https://produto.mercadolivre.com.br/MLB-1205102371-capinha-casca-de-ovo-ultra-fina-iphone-7-8-plus-x-pelicula-_JM?searchVariation=34807626231,NA,NA,NA,NA,NA,#1205102371,Apple,"Iphone 7, 8, 7Plus, 8Plus e X",Ipremium,Slim Transparente,Slim Transparente,TPU/Policarbonato,NA
30, Capa Anti Impacto P/ iPhone 5 6 7 8 10 X Xs Xr + Pel. Gel ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				57
				vendidos
			
		",(443 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 580
		
		 sem juros
		
	

	
		",80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165536360-capinha-silicone-aveludado-iphone-8-plus-amarelo-_JM,NA,NA,NA,NA,NA,#1165536360,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
