search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de filtros del parlante,Conectores de entrada,Peso,Potencia de salida (RMS),Color
11," Barra Sonido Bluetooth Led 10w Usb, Fm, Sd 40cm Pantalla ",54.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				84
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 4.582
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.4,7,https://perfil.mercadolibre.com.co/VENTASBOGOTAOFICIAL,https://articulo.mercadolibre.com.co/MCO-463493504-barra-sonido-bluetooth-led-10w-usb-fm-sd-40cm-pantalla-_JM,4,2,1,0,0,#463493504,NA,NA,NA,NA,NA,NA,10 W,NA
12, Barra Sonido Bocina 41 Cm Bluetooth Parlante 10w Usb Fm + Ob ,49.900,99.900,"
			
				Nuevo
			
			
				
					 - 
				
				71
				vendidos
			
		",(35 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.386
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,5.0,1,https://perfil.mercadolibre.com.co/COLOMBIADECOMPRASTV,https://articulo.mercadolibre.com.co/MCO-466300063-barra-sonido-bocina-41-cm-bluetooth-parlante-10w-usb-fm-ob-_JM,NA,NA,NA,NA,NA,#466300063,NA,NA,NA,NA,NA,NA,10 W,NA
13, Parlante Altavoz Portatil Charge 3+/10w Fm Bluetooth Sd Usb ,69.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				135
				vendidos
			
		",(7 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.944
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,14,https://perfil.mercadolibre.com.co/TITAN+ELECTRONIC,https://articulo.mercadolibre.com.co/MCO-464734363-parlante-altavoz-portatil-charge-310w-fm-bluetooth-sd-usb-_JM,12,0,2,0,0,#464734363,NA,NA,NA,Activo,NA,NA,10 W,NA
14, Parlante Radio Reloj Brightside Despertador - Alta Calidad ,65.900,NA,"
			
			
				
				55
				vendidos
			
		",(26 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 5.492
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,3.8,4,https://perfil.mercadolibre.com.co/INNOVATECHCOSAS?brandId=627,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=qnd0wqErCK2TpWIkPdyBBwdBeFP6HzLa3bpFOZQVpoc6I1hTaZt9eer3%2F1XQvi6M9CCt%2FZi2CKVMYnpT2s2PxPSvEfqgQHP3UOJJVlgc3Ju8WrF4eRfg8bu5aSqnR8GQ7nRIkrsQjXBwcsHYgn8nBSIlSFK5QenWbwnspnO9bpuHHK1zoflAc21CrgD6dWknPrvQW%2F1awMu3AJg2FOgr0JwmLe0jJQoW6KjTQVo%2FalFealCRGwmGDg05ckCthxOTpPHHgUw9hMISKxPZwRhF0eM7NQ2WYBmvrvLWhDt%2FGQvqrAD4Q3UG4obJlYzIpijC7WKSOMOhsPXABzpBzeljw71Dq%2BLLmisZSYVrlr%2FyNZQEuwrE%2FxGfMt2Yxxu88Akv7ake3zyeIn9R0f%2BoNdR%2Bw22i5y2gfhd1KftqT5q6Ib78oHfhvRSVQDyS8l8n%2B0C4vegWEGYTb92DsJClbuh3vSS1v19BD4mXGGqrAhj8fOb3bRfxe%2FlB1o2Ms0ab6HePDPBHgi2CbGnQ5udbw7AE0So2E0viPpFFK8vX%2Fw2BIm3cQPpi0%2BNpGlXqn2HCqNPqrDvz26yJQBHPnHAdNQTRa7fNIrA8Uq5kVUdQGbNgwQrQUJUi7jlyRxBMy%2FDFiwta2sqZiRf86xyAhCEclQtZvFUDUn3iLtCgSfBMSs3qNE3g9lVZJLSBcdTtHu3hjOOqpa41U2zWhO7cg0zfZRf4jFcntQ6SdcAJEIHFEIS%2F6QI7rkAf3%2BlW8Zfftu3xrQhSRuYyTzkAvTVUrU8%2BnJ1S4WiQ4j1KNYt0b5Ii%2FWYfFYjVcCGOM7RhLG6lE1xTI%2BLbH5Ri9V%2BpJPc1fCKwBIjdwgfBBSf3MGuJJiL4tTM%2BaV5RA%2BwA%2BLQ%2B0TCe%2FWMOKdCPpqvvhgrwEEU5m3tUlIsrljguin9rUgbRjrd9OIgqesczx0m2UixEYubQMLhgtXVnKyhupwJebmePGIRrolnUgin7m2QldW6ToErYdGaF5x1fakJFuTT3mAeLd1euAVNnpggiESNMmDWgHpspf0soNBh%2FhhEHsfbtv6ZTgJqxbLiOsgBdCCxkodZmsf7GPIO5vzHKaAqwXszLqP6trbF2ayWkSWqAv63loizHSVyYz3Je0fVttZTxuoiLwDdkmts0uHOisuwumU%2FeKzaBkrL0xhqZ0fHeNXBR7acLnvtpIZdvZnnkdcfDgtdvGR3elJLdVbIYIAja%2FjbtQTFKNcRJYmLDqDz3IPubpQ5IyLbRjSr3LBpQVYT%2B6q8tT86x%2B7d0L1eMw9b6q8OVIfow1KAsjTYDJwMWSGnpnBuaZxKfMX6q%2FiGYTu7mB6f8c14uTQoRyZqqtp26WMROqtBoH0%2FBkeke74e%2FrIFBAWq%2BODTuSSfI9WFodFwzizlX46JVxc3kdd98NqbJYH3BpmhKV5zFIwqVttCSuxCYNH7DN1rfERwp3He6FnA4MCx7Ei7ZfaeufIvgf8hYgi5DUu%2FR2V0uQisa94pbt9Od7%2BzwcBt2fUnBFwC35lQ9IXGtvGhwcB9pGT4vYNdxyvE3VJHNZucNaW%2BvsGT2co%2Bjwsmk%2FhxfRrA7qa4aNWhumFZGkO0UeBuKAI7Fm1yRnb4gI6ZDzfBIO6zd7Wc2o2oWlUiuLTE%3D,2,1,0,0,1,#507364129,Brightiside,NA,BSSP-001,Activo,NA,NA,10 W,NA
15, Parlante Portable Jbl Flip 4 Negro Original Negro ,309.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				265
				vendidos
			
		",(11 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 8.608
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,61,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-459246938-parlante-portable-jbl-flip-4-negro-original-negro-_JM,57,4,0,0,0,#459246938,JBL,Flip Series,Flip 4,Activo,NA,NA,16 W,NA
16, Cabina Sonivox 1455 De 400w Bluetooth Fm Microfono Karaoke ,157.800,NA,"
			
				Nuevo
			
			
				
					 - 
				
				65
				vendidos
			
		",(35 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 4.383
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,8,https://perfil.mercadolibre.com.co/ALI-BAG,https://articulo.mercadolibre.com.co/MCO-473630611-cabina-sonivox-1455-de-400w-bluetooth-fm-microfono-karaoke-_JM,8,0,0,0,0,#473630611,Sonivox,NA,NA,NA,NA,3.5 kg,NA,NA
17, Micrófono Karaoke Q7 - Bluetooth Parlante Portatil + Estuch ,41.900,59.900,"
			
				Nuevo
			
			
				
					 - 
				
				594
				vendidos
			
		",(38 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.164
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.5,39,https://perfil.mercadolibre.com.co/ARTICULOSALTAGAMA,https://articulo.mercadolibre.com.co/MCO-455787971-microfono-karaoke-q7-bluetooth-parlante-portatil-estuch-_JM,27,8,2,0,2,#455787971,NA,NA,NA,NA,NA,NA,NA,NA
18, Mega Barra De Sonido Bluetooth Smart Tv 1 Metro Ws-1523 ,159.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		36 cuotas de
		
			
				$ 4.442
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/VIRTUALSTORE.CO,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=LO4Pj9cGAO6rcjIdPGsIEEdgtVpOBFuf3xkwmMvlu0Ui8hZHlI8OiLt8GlxQvY4E%2B8iAIrXDT0tIikrzlfl4QV0uGaY1Ry8dhUbUcV3nDEqe%2FD2WM8INTVe1pbagKNGPEoJI3oHt%2FE72tpCEQoKY54HNnhQBK23SMOjKX7MhiNYJAHtRitTIKNobHCXW%2BZ7m7QG8OL0CaVFqeRRSGULxw%2BNWtC9yEBVQ3d%2BsODAkBas4QnTI9DGGSknJfPSw7GYn0jGrioNCQky9mq6U3VcEqOwxk4NdHHYj4cZK6BkNvc3FHH2oPvvLxmemdlhEoYniXrcskTDjYGoSpfamdJKxL9OMLf2XzOdkvcXcRY5FjAwf3FFKH9%2F9%2FwYFPiCH68C78GrTvQ5NnGj8MNOtkOr98m0JgHtXfjd3YzL2loc1vF5%2FjBnjckRs%2FvVImsONNUe0K3pi0HsfstYdLQIkdrpr0W7fHxMBauAlVlviFgHA9OZuh2UTTEBwzS%2BJ%2FC771QDkSeD9D9SoAvw%2FYqkCNFIEsD7DuHo0NHaLYwc12RUagY4p5r%2FcfPFfARHqwAtH15uruAw2G7oKlOJmu3JPp9v0XwwPyDt8tVY68i0pF3gWUJUMeW8qMmHp347%2FZb6ib3e6jdZFBIFcz9wawf22p9QrW8RUPWtHnAuKbC8nfx7nlDNHblOwXZ9HXjO%2BeRBNmyFjiqq%2FlqQkpCHI24MfpSW4n53xAeAjplAB8h8md%2FK60XblkrnSlhI4n5isjS2b9j4CgJx4ujC2K56zgt4WpMs02cYf%2FwCSbEN6EoGwX6fRVEhjH%2BElh%2FlKUR8jaiW8i2aEdHwQSMzZaZLEd46LNHG0RyBDT%2Br1BEgkhtRJQpRRinA4Zo90Lr8bfO0oxUhlVb5m9SBFQ9rcbsjgtdURKiq2EhijMPDgRran34%2FPo1W35OJq54epEEskZDr%2BSSY%2BamYXcX%2FqOsNnz9jpMJPnT%2Bprbvxem1iDPAf%2BOAt2dw%2Bw7tvsa%2BLvrYZ65nEKuOCsW9Y66gK2aX1KuS52OJZnBA8fj0R%2F%2Bq6k1fjgYbE4DUKhwqmI9TCGT8630XUPrGYw5e9WC3xAorLMOdZQI9OUk69SIJZjlaL4uoSxaypfdrmpAxqGWL%2F1P4hSapqrQ1E%2FB6bWjAvanaUxMbpuPDl6gze3YMLRBrAePZm0XCC1pUxL5GhpCsaNEu97UCE4M0qnKfBoaS5JP8zFaD4cUse02AoDDsALKu2XNZ4Kcnx6JOYQMBExuGsMF4Gu3XwS%2BeprjGm50vSN1MKtial73NMy4ZZJiYc3oozllnD37clSBXbUjh1tq08%2Bs4wy5%2FGaRKNIy%2F92l7NaERkhIeuW9pKV4SfPgmiFvfQ9Bz7fzyYls0qF4p3E0AJRkRAncm%2BW7vIG5vz7Zt9tkp%2BK%2FP%2FrF2MlOunIJzqbANNd3vX22F94r6V0q4MDlREi%2BeXP2gLFQAkKC5gdUfAxuZVm6ZSrOuyW7rg7V9cfL%2F3cLZ%2FNxSKUJ4UsWpE5J%2F%2BGc2DpY12sHG8%2BSgTDooRRbCAbNNWEVMGMxEOY2rT8HcHnDDWJOnRRUF23s3Uy%2BwxGsryyTk3bpGVHl9eHQMCgI1SCmU8hHZBvsur8SKW6Zajs%2Fb2BIaO1sQ%3D%3D,NA,NA,NA,NA,NA,#504910104,NA,NA,NA,NA,USB,NA,NA,NA
19, Parlante Para Bicicleta Con Bluetooth Linterna Power Bank ,60.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				70
				vendidos
			
		",(84 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.667
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.8,9,https://perfil.mercadolibre.com.co/ARTICULOSALTAGAMA,https://articulo.mercadolibre.com.co/MCO-460990959-parlante-para-bicicleta-con-bluetooth-linterna-power-bank-_JM,7,2,0,0,0,#460990959,Mymobile,NA,S1,NA,NA,NA,5 W,NA
20, Parlante Portable Jbl Flip 4 12 Horas Sumergible Original ,309.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				121
				vendidos
			
		",(15 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 8.608
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,36,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-467204584-parlante-portable-jbl-flip-4-12-horas-sumergible-original-_JM,32,4,0,0,0,#467204584,JBL,NA,Flip 4,NA,NA,515 g,NA,Agua
21, Parlante Bluetooth Mini Speaker Carrito ,11.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				126
				vendidos
			
		",(22 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 917
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,3.0,4,https://perfil.mercadolibre.com.co/TITAN+ELECTRONIC,https://articulo.mercadolibre.com.co/MCO-452425686-parlante-bluetooth-mini-speaker-carrito-_JM,0,2,1,0,1,#452425686,speaker carrito,NA,NA,Pasivo,NA,NA,3 W,NA
22," Cabina Sonido Bluetooth Portátil, Usb, Sd, Radio Fm + Obseq ",89.900,149.900,"
			
				Nuevo
			
			
				
					 - 
				
				43
				vendidos
			
		",(57 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 2.497
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,1,https://perfil.mercadolibre.com.co/COLOMBIADECOMPRASTV,https://articulo.mercadolibre.com.co/MCO-474103710-cabina-sonido-bluetooth-portatil-usb-sd-radio-fm-obseq-_JM,NA,NA,NA,NA,NA,#474103710,NA,NA,NA,NA,NA,NA,NA,NA
23," Logitech Z607, Altavoces 5.1 Sonido Envolvente Con Bluetooth ",299.900,349.900,"
			
			
				
				60
				vendidos
			
		",(7 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 8.331
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TIENDA.OFICIAL?brandId=151,https://articulo.mercadolibre.com.co/MCO-509252426-logitech-z607-altavoces-51-sonido-envolvente-con-bluetooth-_JM,NA,NA,NA,NA,NA,#509252426,Logitech,NA,NA,NA,RCA,NA,NA,NA
24," Barra Sonido Bluetooth 40cm Pantalla Led 10w Usb, Fm, Sd + O ",59.900,99.900,"
			
				Nuevo
			
			
				
					 - 
				
				359
				vendidos
			
		",(58 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.664
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.6,64,https://perfil.mercadolibre.com.co/COLOMBIADECOMPRASTV,https://articulo.mercadolibre.com.co/MCO-445897812-barra-sonido-bluetooth-40cm-pantalla-led-10w-usb-fm-sd-o-_JM,47,11,4,2,0,#445897812,NA,NA,NA,NA,NA,NA,10 W,Rojo
25, Parlante Jbl Charge 4 Bluetooth Sumergible 100% Original ,464.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				51
				vendidos
			
		",(24 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 12.889
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,72,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-492301475-parlante-jbl-charge-4-bluetooth-sumergible-100-original-_JM,65,5,2,0,0,#492301475,JBL,NA,Charge 4,Activo,NA,2.13 lb,30 W,NA
26," Avantree Cyclone, Parlante Bluetooth Nfc Para Bicicleta Ipx4 ",139.900,NA,"
			
			
				
				25
				vendidos
			
		",(13 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.886
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,2,https://perfil.mercadolibre.com.co/TIENDA.OFICIAL?brandId=692,https://articulo.mercadolibre.com.co/MCO-508730175-avantree-cyclone-parlante-bluetooth-nfc-para-bicicleta-ipx4-_JM,NA,NA,NA,NA,NA,#508730175,Avantree,NA,Cyclone,NA,NA,NA,10 W,NA
27, Parlante Bluetooth 308 Radio Fm Micro Sd Usb Promoción ,29.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				295
				vendidos
			
		",(129 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.492
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.7,9,https://perfil.mercadolibre.com.co/ALI-BAG,https://articulo.mercadolibre.com.co/MCO-451708942-parlante-bluetooth-308-radio-fm-micro-sd-usb-promocion-_JM,7,1,1,0,0,#451708942,NA,NA,NA,NA,NA,NA,NA,Roja
28, Parlante Jbl Go Bluetooth Portatil ,85.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				134
				vendidos
			
		",(30 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 2.361
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,7,https://perfil.mercadolibre.com.co/ELECTROCOMPRASONLINE,https://articulo.mercadolibre.com.co/MCO-476961874-parlante-jbl-go-bluetooth-portatil-_JM,6,1,0,0,0,#476961874,JBL,NA,GO,Pasivo,NA,NA,3 W,NA
29, Cabina Parlante Portátil Recargable Bluetooth Usb Sd Fm ,133.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				102
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.719
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,14,https://perfil.mercadolibre.com.co/NYJTRADING,https://articulo.mercadolibre.com.co/MCO-469799043-cabina-parlante-portatil-recargable-bluetooth-usb-sd-fm-_JM,11,3,0,0,0,#469799043,NA,NA,NA,NA,NA,NA,NA,NA
30, Parlante Jbl Xtreme 2 Bluetooth Sumergible Original Negro ,909.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				39
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 25.275
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,5,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-476474580-parlante-jbl-xtreme-2-bluetooth-sumergible-original-negro-_JM,5,0,0,0,0,#476474580,JBL,NA,Xtreme,Pasivo,NA,2393 g,40 W,Agua
31, Parlante Bluetooth Con Linterna Bicicleta Luz Led Zealot S1 ,54.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				59
				vendidos
			
		",(55 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.525
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,5.0,1,https://perfil.mercadolibre.com.co/ANFA3099594,https://articulo.mercadolibre.com.co/MCO-506311073-parlante-bluetooth-con-linterna-bicicleta-luz-led-zealot-s1-_JM,NA,NA,NA,NA,NA,#506311073,Zealot,NA,NA,NA,NA,NA,NA,NA
32," Barra Sonido Bluetooth 40cm Parlante 12w, Usb, Sd ",59.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				171
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 4.992
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.6,13,https://perfil.mercadolibre.com.co/COMPRASDE+VERDAD,https://articulo.mercadolibre.com.co/MCO-453077096-barra-sonido-bluetooth-40cm-parlante-12w-usb-sd-_JM,11,0,1,1,0,#453077096,NA,NA,NA,NA,NA,NA,12 W,NA
33, Parlante Jbl Charge 4 Bluetooth Sumergible 100% Original Az ,469.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				34
				vendidos
			
		",(20 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 13.053
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,72,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-492298927-parlante-jbl-charge-4-bluetooth-sumergible-100-original-az-_JM,65,5,2,0,0,#492298927,JBL,NA,Charge 4,Activo,NA,2.13 lb,30 W,NA
34, Bombillo Luz Led Multicolor Bluetooth Parlante Control ,27.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				30
				vendidos
			
		",(11 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.325
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,5.0,1,https://perfil.mercadolibre.com.co/MUNDONOVEDAD.CO,https://articulo.mercadolibre.com.co/MCO-507384295-bombillo-luz-led-multicolor-bluetooth-parlante-control-_JM,NA,NA,NA,NA,NA,#507384295,NA,NA,NA,NA,NA,NA,NA,NA
