search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,499,NA,1725,663,12 cuotas,NA,Envío,NA,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,288,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM?searchVariation=34571117688,207,54,19,4,4,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
2, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,399,NA,5045,513,12 cuotas,NA,Envío a todo el país,NA,NA,NA,4.6,197,https://perfil.mercadolibre.com.ar/CRAZYSTATION,https://articulo.mercadolibre.com.ar/MLA-655324667-funda-iphone-8-plus-7-plus-apple-original-silicona-soft-_JM,147,28,15,4,3,#655324667,Apple,8 Plus / 7 Plus,Apple,Silicone Case,Bumper,Silicona
3, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,549,NA,492,574,12 cuotas,NA,Envío,NA,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293,8,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
4, Funda Ringke Original iPhone X Xs 7 8 Plus Max+vidrio+envio ,400,NA,1419,9029,12 cuotas,NA,Envío,NA,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,37,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://articulo.mercadolibre.com.ar/MLA-687478565-funda-silicona-premium-iphone-8-7-8-plus-vidrio-templado-_JM,26,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
5, Funda Tpu Slim iPhone 6s 7 8 Plus X Xr Xs Max + Templado ,971,1029,824,170,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,42,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129935,35,5,2,0,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
6, Funda Cafele Tpu Slim Para iPhone X 7 8 Plus Xs Max Xr Wow! ,399,NA,1991,641,12 cuotas,NA,Envío a todo el país,NA,NA,NA,4.2,61,https://perfil.mercadolibre.com.ar/CRAZYSTATION,https://articulo.mercadolibre.com.ar/MLA-636490800-funda-iphone-8-7-apple-original-case-silicona-soft-4-locales-_JM,32,17,9,0,3,#636490800,Apple,8G / 7G,Apple,Silicone Case,Bumper,Silicona
7, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,622,659,1183,83,12 cuotas,NA,Envío,NA,Devolución gratis,Tenés 30 días desde que lo recibís,4,43,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-741182860-funda-metalica-magnetica-vidrio-iphone-x-xs-max-8-7-6-plus-_JM?searchVariation=36653627535,28,4,1,3,7,#741182860,Apple,Iphone X;Iphone Xs Max; Iphone 7; Iphone 8; Iphone 7 plus; Iphone 8 plus; Iphone 6; Iphone 6 Plus; Iphone Xr,Norcel,Magnetica,Bumper,TPU/Policarbonato
8, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,1122,1189,302,202,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,15,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-749127423-funda-ringke-original-iphone-x-xs-7-8-plus-maxvidrioenvio-_JM?searchVariation=32500157139,14,1,0,0,0,#749127423,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
9, Funda iPhone 8 7 Apple Original Case Silicona Soft 4 Locales ,520,NA,542,897,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4,21,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-636606079-funda-tpu-slim-iphone-6s-7-8-plus-x-xr-xs-max-templado-_JM?searchVariation=28306700119,10,7,1,1,2,#636606079,Apple,"iphone 6, 6s, 6 plus, 6s plus, 7, 7 plus, 8, 8 plus, X, Xs, Xr, Xs Max",Sin Marca,TPU,Silicona,Silicona
10, Funda Ringke Fusion Original iPhone X Xs 8 7 Plus Antigolpe ,489,NA,290,228,12 cuotas,NA,Envío,NA,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,288,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-686264793-funda-silicone-case-iphone-8-7-plus-5s-se-6-6s-original-_JM?searchVariation=35012531983,207,54,19,4,4,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
