search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material
1, Funda Silicone Case 5s Se 6 6s 7 Plus iPhone 8 Plus Original ,499,NA,2057,331,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,68,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-689528238-funda-silicone-case-5s-se-6-6s-7-plus-iphone-8-plus-original-_JM,52,10,4,0,2,#689528238,Apple,Iphone,Apple,Silicone Case,Silicone case,Silicona
2, Funda Silicone Case iPhone 8 6s 7 Plus Se + Vidrio Templado ,599,NA,689,377,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,12,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-722492563-funda-silicone-case-iphone-8-6s-7-plus-se-vidrio-templado-_JM?searchVariation=34039427293,11,1,0,0,0,#722492563,Apple,Ihone 6s 7 8 Plus,Apple,Silicone Case,Silicone Case,Silicona
3, Funda Ringke Original iPhone X Xs Max 7 8 Plus Xr +envio ,971,1029,975,12,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,49,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-711298702-funda-ringke-original-iphone-x-xs-max-7-8-plus-xr-envio-_JM?searchVariation=32500129944,41,6,2,0,0,#711298702,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
4, Funda Ringke Original iPhone X Xs 7 8 Plus Max+vidrio+envio ,1122,1189,389,303,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,19,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-749127423-funda-ringke-original-iphone-x-xs-7-8-plus-maxvidrioenvio-_JM?searchVariation=32500157139,18,1,0,0,0,#749127423,Apple,IPHONE 7; 7 PLUS; 8; 8 PLUS; X; XS; XS MAX; XR,Ringke,Fusion,Rugerizada,Acrílico
5, Funda Silicone Case iPhone 8 7 Plus 5s Se 6 6s Original ,499,NA,402,116,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/REMOTODOMICILIO,https://articulo.mercadolibre.com.ar/MLA-686264793-funda-silicone-case-iphone-8-7-plus-5s-se-6-6s-original-_JM,7,2,0,0,0,#686264793,Apple,Iphone 7 8 y Plus,Apple,Silicone Case,Silicone Case,Silicona
6, Funda Metalica Magnetica Vidrio iPhone X Xs Max 8 7 6 Plus ,622,659,1313,154,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.9,51,https://perfil.mercadolibre.com.ar/NORCEL_CABA,https://articulo.mercadolibre.com.ar/MLA-741182860-funda-metalica-magnetica-vidrio-iphone-x-xs-max-8-7-6-plus-_JM?searchVariation=36653627535,33,4,1,3,10,#741182860,Apple,Iphone X;Iphone Xs Max; Iphone 7; Iphone 8; Iphone 7 plus; Iphone 8 plus; Iphone 6; Iphone 6 Plus; Iphone Xr,Norcel,Magnetica,Bumper,TPU/Policarbonato
7, Funda iPhone 8 Plus 7 Plus Apple Original Silicona Soft ,450,NA,5114,444,12 cuotas,NA,NA,Envío a todo el país,NA,NA,4.6,198,https://perfil.mercadolibre.com.ar/CRAZYSTATION,https://articulo.mercadolibre.com.ar/MLA-655324667-funda-iphone-8-plus-7-plus-apple-original-silicona-soft-_JM,147,29,15,4,3,#655324667,Apple,8 Plus / 7 Plus,Apple,Silicone Case,Bumper,Silicona
8, Funda Ringke Original Fusion iPhone 8 / iPhone 8 Plus ,590,NA,158,5,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,8,https://perfil.mercadolibre.com.ar/COSASLINDAS-,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=3vVAP%2BhXYruOaVCo9qntmeGGTWfBrWxYUmGVHm2zswqjyjUI9AuRKkf2QfQPL0PKZ7yVXSgo%2Fh4NjlycRnhJ8CMOWJHjhlhZ1vTH5fs89ST7uKTQNrvw4874B6xyIfG1EETWzAlN4HxdDWSSs07DnY9XW2qKqDzhI4IH5rSOch%2BpGdyWPTLIElU%2FEccY0aQhSXH76wR4KWxxXdyc4KNSySk%2FWlVljpyHtI3n3aJbTSoaLAkLqieZRyzwyFdMTar%2FRUMdF1jFNnrst1POoigpGM1MIzb07sfRJVumMDIVMF27w9bLKmEVOVfWHwdWLWF4e9FwpZc%2Fb3j8W66mmjfE3LEY5bJd%2F1P5riZQJvl%2BChm229YAURSPv9VpOnwQdVJwgtj8zWXnE9nVfzdNCCiq7Vvi4cNwSLIKmtbuFpL5lPcAGTo%2BtBt9MsnPKrkkp4mtZjZhvniD7Cni4CpZFERlRr1Z9tsYCIhOFJm2lrBAp9ppxS8GYUY%2FOq6csPbG3XdCxViPnn994z8gJnn1xOKSxLwN5qRnIdXXQqiKBnKPlR7voUWUgqQn3TeYQszVtukkjaO8SDG15qsL6zv0CVju8D211atfScKFVfDWxIUlAAfHK14Gvwge9k%2BtXOYKiRjbrmF8TK%2BdtsC99OuX%2BsmRlJ6xP0W6D0y9dCDYuDSHNPx2QFDUHVtqzuaqTU%2BGaWX5fWCKyUHDiT1OFZvE0wExvBn30OnaOu7a%2FX10tneVmPtaYa9B0H1YHAsmi4ripf7n89bFdrwNn2TQOrNqPZUugQTjk02gPkBHL95c9zaoFSR0B8Zp0e4Wbge6qSxGcAYzDKZsj96NOZMBveeGY3rFCwqj1V0AXFC2h87Gxob%2B%2B6Aenr9PoqinoAHutrcNyF%2F1ZbBkwje8K8ia9DpxZVBnBZTKFWjo8r1LH%2FY5Sws8ArZcQUrjPX2SzR3W4WOc3%2F%2BYBoyJHqzSO%2FWDIaXQMfGC1YPEUx7t2rOk3G7mfk8mLdk9jdZ3CkqU9PDXExkQ8tfS%2F7L7kt0z%2BFI11ZxDu%2FOC31LmWYJZ1hMzaSyLECdNwlVi9a%2BdnDSyqtsPJS0wDP3v0vBxzlU6DKnHUPn2oXzrgxArSP0o3%2Bf4K1aa%2FPxhx5jgxC88bK6TAgs9YVk%2FIV%2BooFJ0jTRDCtDfSmq1MwTbnC34e%2B%2BOTfKDSEjaQUxvZUBGM%2BpOd1bmMRP0BPSwJEaOHJgYJiE6jYsrhaBe8pkJ5sO6EslmIP%2Bkg6p3LRdm3%2B4J%2FZgWzfsoNVh7h1YtUmJAIma28ScqTjUeUpQu3O35uxHc6d%2FlPQRvNt4m5QswLTg0k6zg9xoLdazo%2FzEfusJj3sW0h12kcLHRHcy2kfZvnlPo4FpYKfrmUuckAselLHivnkjC1drhPlgs%2FRS9wwG7v8flApF%2Ffg3VkpyjIC6xpUblVWsTYFpgP035npEDp7LI6xbRof9JqZpHRi%2BptZzUGhfEIQgpnBvSOuK1g5%2BF13D4eoO5knFTImoEVOCABSns20TCBta1Nagm8NXy5VFrZHF7y7x5ygmelUecFxPdVjFzVQSkHoVq1%2FgVg%2FULKHPWmEnWXd%2FNFISVBKwp4lv4Vo1ZQ%2B6bnOlcLbMLT4CLqr205BCBnCIxtpWgbQ%3D%3D,7,1,0,0,0,#683722939,Apple,Iphone 8 y 8 plus,Ringke,Fusion,Polipropileno,Silicona
9, Funda Silicona Premium iPhone 8 7 8 Plus + Vidrio Templado ,400,NA,1436,9012,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,37,https://perfil.mercadolibre.com.ar/GENERACIONUNO,https://articulo.mercadolibre.com.ar/MLA-687478565-funda-silicona-premium-iphone-8-7-8-plus-vidrio-templado-_JM,26,10,1,0,0,#687478565,Apple,"Iphone 7, Iphone 7 Plus, Iphone 8, Iphone 8 Plus",Soul | West,Cover,Silicone,Silicona
10, Funda Tpu Slim iPhone 6s 7 8 Plus X Xr Xs Max + Templado ,520,NA,605,834,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4,22,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-636606079-funda-tpu-slim-iphone-6s-7-8-plus-x-xr-xs-max-templado-_JM?searchVariation=28306700119,10,7,2,1,2,#636606079,Apple,"iphone 6, 6s, 6 plus, 6s plus, 7, 7 plus, 8, 8 plus, X, Xs, Xr, Xs Max",Sin Marca,TPU,Silicona,Silicona
