search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material,Cor
1,Capa Capinha Ultra Fina Fosca iPhone 6s Plus 7 8 Plus Novo,22,NA,802,102,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,14,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026051169-capa-capinha-ultra-fina-fosca-iphone-6s-plus-7-8-plus-novo-_JM?searchVariation=33828135574,9,3,0,0,2,#1026051169,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
2,Capa Anti Impacto + Película Gel P iPhone 5 6 7 8 10 X Xs Xr,15,NA,887,19,3x,5.29,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,26,https://perfil.mercadolivre.com.br/NOMOTEC,https://produto.mercadolivre.com.br/MLB-1047628140-capa-anti-impacto-pelicula-gel-p-iphone-5-6-7-8-10-x-xs-xr-_JM?searchVariation=36089029726,20,4,2,0,0,#1047628140,Apple,Iphone,HR,TPU,Capinha de silicone,Silicone,NA
3,Capa Anti Impacto P iPhone 6 7 8 10 X Xs Xr + Película Vidro,10,NA,390,19,2x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,6,https://perfil.mercadolivre.com.br/TECMODENA,https://produto.mercadolivre.com.br/MLB-1230329082-capa-anti-impacto-p-iphone-6-7-8-10-x-xs-xr-pelicula-vidro-_JM?searchVariation=37033346817,4,2,0,0,0,#1230329082,Apple,Escolher no anúncio.,HR,TPU,Capinha,Silicone,NA
4,Capinha Capa Silicone C/ Logo iPhone 6s 7 8 Plus X Xr Xsmax,33,NA,625,4485,6x,5.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,9,https://perfil.mercadolivre.com.br/MALE2382936,https://produto.mercadolivre.com.br/MLB-1248683581-capinha-capa-silicone-c-logo-iphone-6s-7-8-plus-x-xr-xsmax-_JM?searchVariation=38604797244,6,2,1,0,0,#1248683581,Apple,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Silicone,iPhone 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X / XR / XS / XS Max,Apple Case,Silicone e microfibra(camurça),NA
5,Capa Capinha Anti Impacto 4em1 iPhone 6 7 8 Plus Xr X Xs Max,49,NA,214,27596,6x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,12,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1210095124-capa-capinha-anti-impacto-4em1-iphone-6-7-8-plus-xr-x-xs-max-_JM?searchVariation=35219107399,10,1,1,0,0,#1210095124,Apple,IPHONE,JK CAPAS,CAPA 4 EM 1 ANTI IMPACTO,CAPA PROTETOR,TPU/Policarbonato,NA
6,Capinha Ultra Fina Fosca iPhone 6 6s Plus 7 Plus 8 Luxo Capa,22,NA,403,109,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,8,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1026034649-capinha-ultra-fina-fosca-iphone-6-6s-plus-7-plus-8-luxo-capa-_JM?searchVariation=33827713956,5,2,1,0,0,#1026034649,Apple,Iphone,Bumper,Silicone,Slim,Silicone,NA
7,Capa Capinha Ultra Fina Fosca iPhone 5 6 7 8 Plus Xs Xr Max,35,NA,268,10959,6x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,9,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1197368219-capa-capinha-ultra-fina-fosca-iphone-5-6-7-8-plus-xs-xr-max-_JM?searchVariation=34356084379,9,0,0,0,0,#1197368219,iPhone,iphone,jk capas,ultra fina fosca,capa protetor,TPU/Policarbonato,NA
8,Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Lacrada,32,NA,278,867,6x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,4,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=4nJsRkg6zqgGUWn%2FqkRsxCOO3NhwZ%2BiSMWy7y40Npqp%2Bs%2B6PsvPw%2Fd93CzLTuGOPFJQjrC%2Bq9n6d8%2F2LQwx8pgCnq7USKkPsjA60xl8e2RgUJ4faFpeBVqFiMbPZoQSmZSxUxzKZlGaUIYSkcNvE2wPSUzyJb%2BOwEJs5vbiG77IAkWeIGt8ai6VNzrlVPRsCLXIzX1pXjNC3sgFaiE5Slv6A2THqeL6idK2poxoAChL9mYIyjHTdI6UwhwiMreQK9C9v9pV4WKYS4vbopquszAK2O9JVyzxuXDCcU19KYWe%2FR7ULEA6vGk%2BRuwgrn3dN1NPz5VOcKEUF9aWR9hISCE49voSGbMIdwwiMokOp41dClMPyixyF0ckITlmYVtzVeeg94eOzOWM8QgFFmuJ%2F4vZZ4h469O7NAPtGDWBd9wQtzC0tuWtT313FINLoTK2gIslnLss786gNyezTnFbmdXmL5Pf68s%2BNa%2BS5hr%2B7QZJZYWioA%2F9CoiTdxapr2W9ad%2BFj2Yv2kH0FEtq2ORQVHalz4aNX1CqKlZipx5%2FxmFINlF66YVEqwWufVyIzMRn4ykmgCQm%2BteYzIrtWYJQTdZv4itL4L2MqFA2z7uTQZHVSuTlETTBWgaltAAQn8QBqy%2BJ%2FGkvIGM%2BFxWyuWTPTTbG3JCLSuOWhDmnKlOrJOFwXCZB4wvqgTgoe23ylXErZJBJ9d6U%2FHaoLf3jL51E3WJjSXxBQDVIGzG5NLq5NJWIqshz7ZfF%2FJZlJdot26bkMVorfA2ogJETEqX4kYEXAPtVjouiE9099h4wSyaV1R%2FaNcjRefTahTvsK0y6WwU8h9C8eDHLpDfRnn%2BDqsdPkHXVmhN99dqpRlZlzE3k3hZdxpBv87h%2FY%2FApHNsfNjkur8GIW%2BUfc%2BVyAnW39DzC2UJcOwhg2I5oDFKSNrkMniKUA7NSTo5%2BJNHbEr9Ru4CADF5UHDT54b4M2pbJaIh0GMcPudr6mCS84oZ8EaQtp0lD6M2qqxahBvsrr0aDExY704ZX8wueThqy9Ju1G9Q829r4dwVFOIW5v0yDHU7X2AQ1adOn55srobaMMtFU56ZkNEma9dbw6HeWdJPkqt2nBjKGEOS5Dd7yP8MMgcyzrIS%2BjvHE9VwNvovVISvdukJlfSII1wvEv2CV1veb6oktY4SrDjnSgKJsy4qJm5Uis%2B0CL6Gl5qR%2Fn%2F6c%2BkjJ4za5qmKtIF5zvx4H3NpPiuh4alH3PDpqfJrCXBIs8KZFrcRdjgp%2F6oFiRnQ4LtARs0duVkDbyZeZE08gsYD1WPvLalhHlKpaijPVLuU%2FZftI118RiEKS%2FWCoI3WbDl2qd%2Br9HA5apekiISB6mstrh1rX8WOw7TooiNdL7bnZMMo8fTQT8aJYAQlUSgTSEHNy0PxvqWWLnJd7kSo1u5Wl1m0diDDYB49Si8lXNEi2ZpWdHxufP%2Bv7tszism4h39XNLhpVRb5SEcqTHzE9OOUACj6djM4QUu6kfU%2Bckkmfi%2FsDpS0KXWWRx8kUrfaeG%2B%2FjzjM1uY3usGE6CR8WjbE6Q9eYwpvkjaymwghjUreF75FKwo%2FslphlKdNYMTRQqMsM%3D,4,0,0,0,0,#1246923437,Apple,iphone7 plus  iphone 8 plus,Silicone,iPhone,Silicone,Silicone- Aveludada,NA
9,Capa Capinha Magnetica Luxo iPhone 7 8 Plus X Xs Xr Xs Max,54,NA,382,7554,10x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,10,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1213994623-capa-capinha-magnetica-luxo-iphone-7-8-plus-x-xs-xr-xs-max-_JM?searchVariation=38590025464,10,0,0,0,0,#1213994623,Apple,iphone,jk capas,Magnética,capa protetor,metal e vidro,NA
10,Capinha Silicone Aveludado iPhone 8 Plus Verde Agua,29,NA,195,305,5x,5.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539317-capinha-silicone-aveludado-iphone-8-plus-verde-agua-_JM,6,1,0,0,0,#1165539317,Apple,Iphone 8 Plus,Apple,iPhone 8 Plus,Silicone,Silicone,NA
