search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Peso,Línea,Tipo
14, Casco Moto Shoei Rf-1000 Talla S ,395.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 32.917
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ICT-4-YOU,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=rmdftmiPUFNen%2BqF0TXO2wywm6ymR0bff9bEhqvv2WOc1iRWJjKS1fKFjWEYNC8nxO85ldAu8RRuc6OlK7eOYxck08LF8VqsMYYwUws3LNSjGPnqwOWp8u8WhLIE9oFEu2AQ%2FcAG9UWf9iSlH95JW5TUHfUeKw9HkaJtixaR0QHtLHo3U1jO0fDKC8YTPBmNNMC%2BfoNkB7C6zBuwvJW%2FF1Z1QsmC4uXoL%2Fdyp7YofekxPBvfEIxZliE%2F5MGrKeoCR%2FlNZN3CxfUSkDHf2QI9NvqqbC7LCchtCOCCydueTjIwwSBlWq1A1nSO6hJPjRu8S2HRHXRurb78HwS5D%2BghcH6NAvQnY30Oq7X%2BxMkJaPJuA%2BxZ%2FayuXD3SHJ0jTSHARsWEn03zhhD6GxJz3g9ymIGKxyrKhd32MG3OhgTtEUPhokMousK1hckgAeYVks822RhGkZ3xe9rlhPO0cxTrW3r7BKkM7yu4ckNqsvXUpNetTGdBAQW9W6VVdLpVzXccCBgm1d%2FK1PKtaLumDOaTeT0JyryVFfZmIaewRYZx%2F6r4GeRBpuFbPUT12yOkmQmUXjMswf025lAu3x%2FSZeDcYqIc%2Bq9S2DGH01FuHbn6jPMnxpld7baTiuotjO8eX981xaDGADW1QbFuc3l9xyc5fAGSqmwYXOrTHJnHtF2tXW7HPU8AFbbkFs60iy1KHQ3rKOKCTsKslUaRT6d9SameW85Id9SOg%2FRrw51yuIF9bADqTvmGDpZ6Z1mGLZqFrp31eCZ17S2iHfGW2r9kajR6gi4z2u0M03WGwBToDyUjrN8zCdTS%2FyCq1WIy5DFwNgRjj6kDqA2jESPDVWnH9JqU39qiWRRjnj7twDqtNeQfr%2BAYaTmHj%2BaGO1UItHNddzQqdsImyRKuN0I%2FTgCK9UTLDhdL78QeauPAy5AuhLvCr7POfAh2Xwlen%2F1vSOpPbEikEo5WMZX1vUE2uqkUtJzWw%2B0afCsN%2FWxeQK%2Bj68DWYf0EiIj9fi6XrAC11kAR%2FuTXc4M9zKVxIAxkvH1lsJN4m5IBGD%2Buzo0ZK%2FEEOSTOgh5As3aEtk0I4%2FIhwSCqeaWHA0Uz9N82wiqm03HJfFaDQuYI80nfjlYJJOG%2BrU%2FbJyducH9S3HypRZenSN%2BuwYMN2sikeuyCXQAkRETLCoQ9SgdkkjfWWPbiZ%2FG2TRKAV9ksN33vsvc7UIwdewh7VU2vKgWH39pvusj1sHjSQkCtEcPQCjVsPimJ7QLUPGhJNyr%2FDvtPONY5zSnoD5z3Ky0zh62sIRvwGmsyfDAEt9tc0Y3Rfmi7F1yIBV4fCR8Qa%2FfOeOnRiUEjlb7IZiP6D5LNczSsWPZEyBOq6pgy2YnxheMgWCvwcbyCFTOOHY%2BaZaicY0CesFXsgqNO6dXM6bYMMaPzIy7ZpK6Ro0tKWTxVRN7Ca6TyvaEGO%2BUuGEg6TTxCl6QJaEgbsWGCNsarAt66TQLrptvAJe%2B%2BeeOC%2FkoQWLnszEeBT2AcVyDYh3byXJeEbIv0e1wLxijRSckIZpSYq%2BcNikGn7Bz7nluRE4HYOmp3MrTmlh9XigcoNcD2qWsAMs4Rpwwl92eXCeUzBa%2FX8LpiJ1HVwgPArdb5MTwD%2BpphnflG%2BuBM0gmTq2CZUFdE7lO53XG1T5iFJj71YZbbkmprsRqATxu9OAYR6EVUPN0uNU%2FcGdLgq9Nl1wOfuCyQptqtCz30ddCTPW3zUhp4FUHLHQj%2BI0ZcZtzjdTNX2Eik,NA,NA,NA,NA,NA,#513097909,Plateado,S,Shoei,RF-1000,Integral,NA,NA,NA
15, Casco Moto Abatible Ich Certificado Gratis Visor ,114.900,169.900,"
			
				Nuevo
			
			
				
					 - 
				
				415
				vendidos
			
		",(385 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.192
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,48,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-449639667-casco-moto-abatible-ich-certificado-gratis-visor-_JM?searchVariation=21093543550,34,10,2,1,1,#449639667,Negro,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
16, Casco Kontrol Certificación Dot/ Ntc/ Knt 860 No Shaft Ich ,119.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				21
				vendidos
			
		",(89 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.306
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,1,https://perfil.mercadolibre.com.co/IMCOVALLE+SAS,https://articulo.mercadolibre.com.co/MCO-509802051-casco-kontrol-certificacion-dot-ntc-knt-860-no-shaft-ich-_JM?searchVariation=35427908834,NA,NA,NA,NA,NA,#509802051,Negro mate,"TALLA L,M",KONTROL,860,Integral,NA,NA,NA
17, Casco Moto Integral Mt Revenge Certificado Europeo - As ,379.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				26
				vendidos
			
		",(12 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 31.666
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,3,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-460325258-casco-moto-integral-mt-revenge-certificado-europeo-as-_JM?searchVariation=36574696971,3,0,0,0,0,#460325258,Amarillo flúor,NA,MT,Revenge,Integral,NA,Speeding,NA
18, Casco Moto Abatible Certificado Ich 3110 Dot Placas Gratis ,99.900,149.900,"
			
				Nuevo
			
			
				
					 - 
				
				125
				vendidos
			
		",(393 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 2.775
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,10,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-445921735-casco-moto-abatible-certificado-ich-3110-dot-placas-gratis-_JM?searchVariation=18010980802,8,2,0,0,0,#445921735,Negro,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
19, Casco Shox Certificado Stinger Creepy Tipo Mt No Shaft ,199.500,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(15 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 5.542
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,2,https://perfil.mercadolibre.com.co/IMCOVALLE+SAS,https://articulo.mercadolibre.com.co/MCO-513415783-casco-shox-certificado-stinger-creepy-tipo-mt-no-shaft-_JM?searchVariation=37200429749,NA,NA,NA,NA,NA,#513415783,Negro/Blanco,"TALLA L,M",Shox,STINGER CREEPY,Integral,NA,NA,NA
20, Cascos Moto Ich Abatible Certificados Doble Visor ,109.900,159.900,"
			
				Nuevo
			
			
				
					 - 
				
				21
				vendidos
			
		",(109 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.053
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,1,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-472297009-cascos-moto-ich-abatible-certificados-doble-visor-_JM?searchVariation=24243151273,NA,NA,NA,NA,NA,#472297009,"Azul,Amarillo neón,Azul,Fucsia,Gris,Naranja oscuro,Negro,Rojo,Verde","S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
21, Casco Moto Abatible Ich Certificado Dot Oferta ,109.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				50
				vendidos
			
		",(400 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.053
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,3,https://perfil.mercadolibre.com.co/LUJOACCESORIOS.,https://articulo.mercadolibre.com.co/MCO-452707556-casco-moto-abatible-ich-certificado-dot-oferta-_JM?searchVariation=17157074010,2,1,0,0,0,#452707556,Verde,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
22, Casco Abatible Doble Visor Ich Certificado Dot Oferta ,99.900,149.900,"
			
				Nuevo
			
			
				
					 - 
				
				38
				vendidos
			
		",(395 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 2.775
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,2,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-451519145-casco-abatible-doble-visor-ich-certificado-dot-oferta-_JM?searchVariation=19434542345,NA,NA,NA,NA,NA,#451519145,Negro,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
23, Casco Cross Para Adultos + Gafas + Obsequio ,63.700,NA,"
			
				Nuevo
			
			
				
					 - 
				
				31
				vendidos
			
		",(139 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.769
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.0,1,https://perfil.mercadolibre.com.co/OSSA3358167,https://articulo.mercadolibre.com.co/MCO-503610375-casco-cross-para-adultos-gafas-obsequio-_JM,NA,NA,NA,NA,NA,#503610375,NA,NA,NA,NA,NA,NA,NA,Cross
24, Casco Certificado Icon Airflite Battlescar Integral Dot Ece ,869.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 24.139
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,0.0,1,https://perfil.mercadolibre.com.co/MYTECHCO,https://articulo.mercadolibre.com.co/MCO-510032063-casco-certificado-icon-airflite-battlescar-integral-dot-ece-_JM?searchVariation=37246860015,NA,NA,NA,NA,NA,#510032063,Verde,M,Icon,Battlescar 2,Integral,NA,Airflite,NA
25, Cascos Moto Certificado Ich 3110 + Eco Regalo ,115.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				44
				vendidos
			
		",(116 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.219
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,1,https://perfil.mercadolibre.com.co/AFMPUNTO2,https://articulo.mercadolibre.com.co/MCO-456336444-cascos-moto-certificado-ich-3110-eco-regalo-_JM,NA,NA,NA,NA,NA,#456336444,"S,M,L,XL",,ICH,3110,Rebatible,1300 g,NA,NA
26, Pinlock Casco / Antiempañante Para Casco Motociclista ,59.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				28
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.664
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,5.0,2,https://perfil.mercadolibre.com.co/COJE1458660,https://articulo.mercadolibre.com.co/MCO-489078318-pinlock-casco-antiempanante-para-casco-motociclista-_JM,NA,NA,NA,NA,NA,#489078318,Transparente,NA,NA,NA,Integral,NA,NA,NA
27, Cascos Moto Cross Certificado Hro Mx330 Integral +obsequio ,167.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				20
				vendidos
			
		",(7 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 4.664
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,1,https://perfil.mercadolibre.com.co/AFMPUNTO2,https://articulo.mercadolibre.com.co/MCO-504577586-cascos-moto-cross-certificado-hro-mx330-integral-obsequio-_JM,NA,NA,NA,NA,NA,#504577586,"L,XL",,HRO,MX330,Integral,NA,MX330,NA
28, Casco Moto Cross Niñas Y Niños + Gafas + Obsequio ,61.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				34
				vendidos
			
		",(136 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.694
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.0,1,https://perfil.mercadolibre.com.co/OSSA3358167,https://articulo.mercadolibre.com.co/MCO-503612005-casco-moto-cross-ninas-y-ninos-gafas-obsequio-_JM,NA,NA,NA,NA,NA,#503612005,NA,NA,NA,NA,NA,NA,NA,Cross
29, Pinlock Casco Lamina Antiempañante ,59.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				60
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.664
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,4.3,6,https://perfil.mercadolibre.com.co/COJE1458660,https://articulo.mercadolibre.com.co/MCO-477622802-pinlock-casco-lamina-antiempanante-_JM,5,0,0,0,1,#477622802,Transparente,NA,TRIMON,NA,Integral,NA,NA,NA
30, Casco Icon Alliance Dark Certificado Envio Gratis ,449.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(11 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 12.472
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,11,https://perfil.mercadolibre.com.co/MYTECHCO,https://articulo.mercadolibre.com.co/MCO-507687297-casco-icon-alliance-dark-certificado-envio-gratis-_JM?searchVariation=34388758109,9,1,1,0,0,#507687297,Negro Matte,"S,M,L,XL",Icon,ALLIANCE DARK,Integral,NA,Alliance,NA
31, Casco Certificado Ich 500 Cumple La Norma Técnica Colombiana ,69.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				35
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.944
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,5.0,2,https://perfil.mercadolibre.com.co/CARLOS+SANCHEZ036,https://articulo.mercadolibre.com.co/MCO-505100162-casco-certificado-ich-500-cumple-la-norma-tecnica-colombiana-_JM?searchVariation=39428790626,NA,NA,NA,NA,NA,#505100162,Rojo,"M,XL",ICH,500R,Integral,NA,NA,NA
32, Casco Certificado Icon Airflite Envio Inmediato Gratis ,719.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 19.972
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MYTECHCO,https://articulo.mercadolibre.com.co/MCO-511239207-casco-certificado-icon-airflite-envio-inmediato-gratis-_JM?searchVariation=39030178064,NA,NA,NA,NA,NA,#511239207,Negro,"M,XL",Icon,Airflite Rubatone,Integral,NA,Airflite,NA
33, Casco Para Moto Certificado Ich 501 ,109.500,NA,"
			
				Nuevo
			
			
				
					 - 
				
				18
				vendidos
			
		",(142 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.042
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFMPUNTO2,https://articulo.mercadolibre.com.co/MCO-456213910-casco-para-moto-certificado-ich-501-_JM,NA,NA,NA,NA,NA,#456213910,"S,M,L,XL",,ICH,501,Integral,0 mg,NA,NA
34, Casco Icon Alliance Dark + Visor Oscuro- Omi ,499.590,NA,"
			
				Nuevo
			
			
				
					 - 
				
				45
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 13.878
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,11,https://perfil.mercadolibre.com.co/OUTLETMOTERO.COM.CO,https://articulo.mercadolibre.com.co/MCO-455276293-casco-icon-alliance-dark-visor-oscuro-omi-_JM?searchVariation=17288117369,9,1,1,0,0,#455276293,Negro,L,Icon,ALLIANCE DARK,Integral,NA,Alliance,NA
35, Casco Abatible Ich Doble Visor Certificado Dot Gratis Placas ,109.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(26 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 9.158
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,1,https://perfil.mercadolibre.com.co/LUJOACCESORIOS.,https://articulo.mercadolibre.com.co/MCO-449657535-casco-abatible-ich-doble-visor-certificado-dot-gratis-placas-_JM?searchVariation=26130104907,NA,NA,NA,NA,NA,#449657535,Rojo,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
36, Casco Moto Integral Mt Certificado Europeo *5 Diseños - As ,299.990,360.000,"
			
				Nuevo
			
			
				
					 - 
				
				18
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 8.333
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ADRIAN%60S+STORE,https://articulo.mercadolibre.com.co/MCO-447470688-casco-moto-integral-mt-certificado-europeo-5-disenos-as-_JM,NA,NA,NA,NA,NA,#447470688,NA,S / M / L / XL,MT,Thunder 3,Integral,NA,NA,NA
37, Casco Chopper Xtrong ,150.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				29
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 12.500
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,3.7,3,https://perfil.mercadolibre.com.co/BOUTIQUE+MOTOS,https://articulo.mercadolibre.com.co/MCO-466274114-casco-chopper-xtrong-_JM?searchVariation=31560279029,2,0,0,0,1,#466274114,Negro mate,S-M-L-XL,XTRONG,XTR-629,chopper,NA,NA,NA
38, Casco Abatible Certificado Ich Verde Policía ,99.900,149.900,"
			
				Nuevo
			
			
				
					 - 
				
				41
				vendidos
			
		",(37 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 2.775
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,3,https://perfil.mercadolibre.com.co/LUJOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-454482599-casco-abatible-certificado-ich-verde-policia-_JM?searchVariation=17287461092,3,0,0,0,0,#454482599,Verde,"S,M,L,XL",ICH,3110,Rebatible,1000 g,NA,NA
