search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Peso,Marca,Modelo,Tipos de filtros del parlante,Conectores de entrada,Tipos de parlante,Color,Potencia de salida (RMS)
1, Ue Megaboom 3 Night Black ,779,NA,3,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IN5517657?brandId=142,https://articulo.mercadolibre.com.pe/MPE-435023877-ue-megaboom-3-night-black-_JM,NA,NA,NA,NA,NA,#435023877,925 g,NA,NA,NA,NA,NA,NA,NA
2, Bose Parlante Soundtouch 10 Serie Iii Bluetooth Wifi Blanco ,999,NA,1,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/GWYICHANGYCIASATO?brandId=133,https://articulo.mercadolibre.com.pe/MPE-434071329-bose-parlante-soundtouch-10-serie-iii-bluetooth-wifi-blanco-_JM,1,0,0,0,0,#434071329,NA,Bose,SoundTouch,Activo,Auxiliar,NA,NA,NA
3, Amazon Echo Dot 3ra Gen Altavoz Inteligente Alexa Sellado ,209,NA,46,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,6,http://perfil.mercadolibre.com.pe/MIALIENSTORE,https://articulo.mercadolibre.com.pe/MPE-435227656-amazon-echo-dot-3ra-gen-altavoz-inteligente-alexa-sellado-_JM,5,1,0,0,0,#435227656,300 g,Amazon,Echo  Dot 3era Gen,NA,NA,Wifi,NA,NA
4, Google Home Mini Charcoal Smart Assistant No Chromecast ,133,NA,32,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/BESTOFFERSPERU,https://articulo.mercadolibre.com.pe/MPE-435158863-google-home-mini-charcoal-smart-assistant-no-chromecast-_JM,2,0,0,0,0,#435158863,NA,Google,home mini,NA,NA,"wifi, bluetooth, smart","Charcoal, chalk",NA
5, Samsung Soundbar 100w 2019 Barra De Sonido ,179,NA,41,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/ELECTROFERTAS+SELLADAS,https://articulo.mercadolibre.com.pe/MPE-428636742-samsung-soundbar-100w-2019-barra-de-sonido-_JM,2,0,0,0,0,#428636742,2 kg,Samsung,HW-N300PE,NA,USB,NA,NA,100 W
6, Mini Parlante Waterproof Mini Speaker Conexión Bluetooth ,19,NA,31,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BONOTECH.PE,https://articulo.mercadolibre.com.pe/MPE-435701030-mini-parlante-waterproof-mini-speaker-conexion-bluetooth-_JM,NA,NA,NA,NA,NA,#435701030,NA,NA,NA,NA,NA,NA,NA,NA
7, Jbl Flip 4 Parlante Bluetooth Portatil Acuatico Bass Colores ,349,NA,14,28,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432200042-jbl-flip-4-parlante-bluetooth-portatil-acuatico-bass-colores-_JM,7,2,0,0,0,#432200042,NA,JBL,Flip 4,Activo,NA,Woofer,Como,20 W
8, Sony Parlante Bluetooth Extra Bass Ip67 Acuatico Xb12 ,189,NA,19,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434444301-sony-parlante-bluetooth-extra-bass-ip67-acuatico-xb12-_JM,1,0,0,0,0,#434444301,NA,Sony,XB12,NA,NA,Portatil,Como,NA
9, Parlante Bluetooth Jbl Flip 4 Sumergible Sellado / Tienda ,339,NA,15,42,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/OSCARENRIQUECASTILLOFALCON,https://articulo.mercadolibre.com.pe/MPE-429687772-parlante-bluetooth-jbl-flip-4-sumergible-sellado-tienda-_JM,7,2,0,0,0,#429687772,NA,JBL,Flip 4,Activo,NA,NA,NA,16 W
10, Parlante Jbl Charge 4 Acuatico Bluetooth Portatil By Harman ,589,NA,6,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434111505-parlante-jbl-charge-4-acuatico-bluetooth-portatil-by-harman-_JM,NA,NA,NA,NA,NA,#434111505,NA,JBL,Charge 4,Activo,NA,Portatil,Como,30 W
11, Jbl Go 2 Parlante Bluetooth Resistente Al Agua Tienda ,119,NA,33,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-428500548-jbl-go-2-parlante-bluetooth-resistente-al-agua-tienda-_JM,12,1,1,0,0,#428500548,NA,JBL,GO 2,Activo,NA,"Portátil, Resistente al Agua",NA,3 W
12, Parlante Portatil Maxtron Urban 8 Bluetooth Karaoke Fm Usb ,123,NA,10,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-434666277-parlante-portatil-maxtron-urban-8-bluetooth-karaoke-fm-usb-_JM,NA,NA,NA,NA,NA,#434666277,NA,NA,NA,NA,NA,NA,NA,NA
13, Jbl Flip 4 Parlante Bluetooth Original Acuático Tienda ,349,NA,12,993,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-429636474-jbl-flip-4-parlante-bluetooth-original-acuatico-tienda-_JM,1,0,0,0,0,#429636474,NA,JBL,Flip 4,NA,NA,NA,NA,NA
14, Parlante Jbl Charge 4 Acuatico Bluetooth Portatil By Harman ,499,NA,1,298,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=lLqmzB5x5LJnx%2BvsBmAX3bO9ZlvTh18lMQFKksvPbsSJwqOkAIViAUsJpp7Bi0lZg4YqocUQ1Ha4PWdVkHm%2BDACSDl294SJ4qB%2FD4EZatX9o8U%2F0bq6H3CA80hrlDUo3rbyIRYv3P3AF1%2BDrsV1IZwq%2Bk4qCgRrPaQadU7WzF5mxrs1F8YgedE2wdCJWZByqKZJM8rRBXbqbi0Rp9odwhNfkbTCvAFw8g7qyDEzY0SurBW1ndEb%2BkDXIRZFRe6mYI5NMN9Ifn7qKMoxbMa5wdC%2FCSUvWfAwtvZN2juU3szUJaUHzpc9wrqvmi13T8VBZ0gQ9Zo8bZaqGFCVu9QTep8DPsVxL5kcn2Pybkz6F5CfQcNRB%2BUhsgdDm7yiyZGMqgYV%2FYAw2LFHZisyJfX5djzybKB63xc11tMMoBT%2Bb%2B6vEEGK4TOdTnYVj46q8kvUoR5phWkaBxUqiiuuLuOotQM8VhoOhmXZGURb3ZFCiJxpIRBcbRMqHoVustKD4wLVS4ImkVxKpfFKWf7NHsf4QlhOhcIdRaZjqVUuoajAbpJxn%2FO8g9sAn6PZszMOOmIR0aaFCLmhNO6LXZ1v2EO3qFWBYP7svhWjtUKmUU7xn0Haxbn5vnZEG9z0kQc3QJt0lYiAV75iTLJ%2BqMIhBWZW2fP%2BaViA97%2Fkt41uuyagBjZJEZaST6z%2Bzg6JJic0mSvLTJF%2FvMXlomGX9Hbr0tg2%2F3hZIRmxauUZbaPXupFUqQV786Fj6pVApglG%2F8PH7cWPmcWF0DntM4GDLSgVTlg4p1dHy%2FMSV%2BwDZ1VjyqNp45KN2FWd1d8FPmoEagW%2FhrCW%2B90a2PMOYof%2F5uEEPuWdGYJQzWshWkxqHOYelVXTl1nQ09GFj62HBxWeLszSi9gom557DVSub0CKYdI2aHw20fxkSCOSGlY9Col6ua0ATtPBjRYGhBIUocwmOoM2mQO1imyOFjLlFJgZpKmFq5jh7r7aWPzlOd7DLG24RXr0U%2BFdUxQo0o6gBxJ2owFNtcxtRbjRyDqg25qYScNNunmwMm%2BZLMekyVz5u5aVgOZiEdybVJ03WD%2B5t%2F5Zvq7H35ZXN9IU633Ao6eUjUtUbQLNuy%2Fa5kjhqPdcSdPvix1Zvob3HQHl3CWcCb%2BhjckNEruBhTcJHjnHJK7sMwmkYQ1OwY%2FPhRDAIJjX%2BBAYFpxQUvm26feT8FKFBZPhdzwB3jifDa5eLXoHfvHXZYlQniPdcfUXk2pQwAPFlDfqb%2FRRmDtc1nQtmlW8JX5tNGeRQoqjoOF19mvPk93PHCo53XcsiBL%2BvRBItBDwv3yc5GQeumzKhTvu2VZBg1ZMVQ6katDhw62vbvcOGwgl7teKHyvhhTSyHsDZwhtgP7jA0tzbww%2FC1swM234mYNwZ2es6oyCGtAuJRpzrJuElklEt2VrVqGjhld0ztk0ruvDaNbL2y1dg%2FM6B%2BMHPUwBydLf7mXRIWwbwiHKbvNKnXFeGYHKUEVvz%2Bj9spIs4TMNrQmWSeWk2yLLhd1HwClKIT4LKLHfqeEE8psElbAQNyzYxxdVxFl0h%2FF7o15WAlU9AxpGNNxpeNq775t7KYv1yKa2Zkyag%3D,NA,NA,NA,NA,NA,#437378262,NA,JBL,Charge 4,Activo,NA,Woofer,NA,30 W
15, Receptor Bluetooth Adaptador 3.5 Para Autos Parlantes ,29,NA,266,742,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.9,7,http://perfil.mercadolibre.com.pe/GRUPONATIC.PE,https://articulo.mercadolibre.com.pe/MPE-419076361-receptor-bluetooth-adaptador-35-para-autos-parlantes-_JM,3,1,2,1,0,#419076361,NA,NA,NA,NA,NA,NA,NA,NA
16, Google Home Mini - Masplay ,139,NA,11,9988,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-434654884-google-home-mini-masplay-_JM,1,0,0,0,0,#434654884,173 g,NA,NA,NA,NA,NA,NA,NA
17, Oferta! Pk08 Parlante Karaoke Bluetooth Radio Fm 8 Pulgadas ,169,NA,19,92,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/VELBRO+PERU,https://articulo.mercadolibre.com.pe/MPE-433317574-oferta-pk08-parlante-karaoke-bluetooth-radio-fm-8-pulgadas-_JM,2,0,0,0,0,#433317574,NA,NA,NA,NA,Auxiliar,NA,NA,NA
18, Parlante Jbl Boombox Resistente Al Agua Bluetooth Nuevo ,1439,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=nHA1uTNhh59zavyBFupdvU9of6N1nCpQ%2B9go5qtJSAPRlYtSF9kQAKDsFLuZpHoEw08iYXrzzfjzplkanhCwpuEBACOxYML11Y2DBQFn17NrxBf%2BdOpRCfDH7%2FQrnWzsGO2a9A4h30CEa%2FqlExnvj6I67fMt3XT2PQ%2BPvpMmZ0KUnaCcLGGLZzk%2BmTHHcA5MDgLOH3t9epXAknCCZVo8LoUVO98bk7Y9QmW%2Fcn7WjpjJGDk80vpP63ZVGDcBL6H%2FX96N6xLloPc89RAzKkwWugfly92McMY8f3ElFB3n28Vp3tm49UwPcRcG61AmAjVmdmooHp3cnVcWe8atceDU0smgMsFfe1N%2BvTR7%2BaqPw1GC5CHLArctbYC7IAS%2FbShjq%2BDCZ7hg%2FpcXEHs3dBNEQHn9QK%2FGdTW7Q%2FUNLXREs8A9KFwDGARP1dN4ZBOaYxJM7zWxjOSF2DI%2FNehdy14d8zEj3tdUPFPAVheM7fCFZEwWwtncuPrpuVYEIo064jDJzIKWVhEfkKqiXfR8Qt3S4OC0D3t3FAhqRx2uLtuXc69Rgb8tC5Sbwu1uldZTIccGMRyby0MEDpFPRPH%2B45lEYvmmgFDqgiSQ0UmUcpZJrW8IXOEgaWjO9Of2nhf4Jcan6S%2BPGHYMou7jedp3M%2BBlkqFkj9xe5SknnBHhiPpk8Ek66u5aYEUL%2BwgiFMPSQqfM3%2Fr8Q05JtMQxg%2FG3XCS%2BOPj7zgyqtFlg%2Bks4fNIV5m1Q3oWpkKUScjon2%2BQYTGm7tLSHpeW7wni6zInUhKpCgxke3MIMXbSjuIofPAgCHrioKbK7j8rWC%2FT6%2B91wtPbVMk1rO5R7WTB7k5Juc6Ozkwrq7AwC3oHnHspEoCyl2GeXy7%2B7KvMxFEswJ7AQMGoGQMKG%2Bq5Wooz2ym2dOCAmEBv7BV3L1l0CExR677T8HlV1z47aZ9ATWaKRLeg%2FWBjkm0wn2UvVUOfI4dqHw4nrSqcNeqWvu4SST%2F5OQnYJnO%2B6FgJKTcpWAXTjb3vRo4USaeSE23fKq7JQYLQWeda1S1SFC9PmhpWmMBHVPA2SmvarmFZIrZEC4n20Wlu7u%2FqjQSMvFH%2BasYpQy7AOQpyJOiIYoDerDKrFwUmtDV5c4meHvzv7xpETwwW4OV1ynuLdXmiFeGl99H%2FJI8meNr2Dn%2Fz%2FyN%2FqWH3BOvDKw4OlZ9cJeMtfJToV1lb%2BREqS1tgSmEhfqSWpSmLq0rhluw%2FxqP0MldFB%2FZIHhSgrh2ux7JPchbIsSljKurXp5387EZjNBNQ1PJFbU3MGoz4pzb%2F1laT4jy0bu8WTmlzsVYxIDZ1YmWtiKWmt5NM9lB8mhMG0yvkgf3wYgXtznkStnCvS1Ou52lfGbVx8w7N%2FI0oCdEf58Qd1K2rWXHNseWaX42hdrRIrK6ay5Cf2quZ2Dlx9yhdh4UkanAjyqbbN51aAPrlMEk%2BZDwJ5E1bPQznSyT%2Fr5aEOjIuxfvZgf6S20yzL4g6J5ds7IgwZsTcfDzkIGZ9sfSR1pp07qKRbAcqKiha9WKozFokZvIwfDvOey6r6VW7395KpgDkEy6Sr23unpDO9o0Wqv9OwqvcUzQ%3D%3D,NA,NA,NA,NA,NA,#435772155,NA,JBL,Boombox,Activo/Pasivo,NA,Tweeter,NA,60 W
19, Parlante Sony Bluetooth Extra Bass Inalámbrico Xb31 (negro) ,369,NA,14,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/SONYPERUSRL?brandId=25,https://articulo.mercadolibre.com.pe/MPE-431904511-parlante-sony-bluetooth-extra-bass-inalambrico-xb31-negro-_JM,2,0,0,0,0,#431904511,890 g,Sony,NA,NA,USB,NA,NA,NA
20," Google Home Hub Pantalla Inteligente, 7 Touch Nuevo/ Sellado ",419,NA,4,90,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAPIMPORTA,https://articulo.mercadolibre.com.pe/MPE-436387375-google-home-hub-pantalla-inteligente-7-touch-nuevo-sellado-_JM,NA,NA,NA,NA,NA,#436387375,NA,NA,NA,NA,NA,NA,NA,NA
21, Parlante Activo A Bateria Mpa200bt Bluetooth + Envio ,1599,NA,2,98,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SOUNDA+E.I.R.L,https://articulo.mercadolibre.com.pe/MPE-435495287-parlante-activo-a-bateria-mpa200bt-bluetooth-envio-_JM,NA,NA,NA,NA,NA,#435495287,NA,NA,NA,NA,NA,NA,NA,NA
22, Parlante Acuatico Bluetooth Manos Libres Microfono Ducha ,24,NA,47,53,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,4,http://perfil.mercadolibre.com.pe/SANTOFA+E.I.R.L,https://articulo.mercadolibre.com.pe/MPE-421447296-parlante-acuatico-bluetooth-manos-libres-microfono-ducha-_JM,3,0,0,1,0,#421447296,NA,NA,NA,NA,NA,NA,NA,NA
23, Parlante Sony Bluetooth Extra Bass Ip67 Acuatico Xb12 ,189,NA,4,11,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434444306-parlante-sony-bluetooth-extra-bass-ip67-acuatico-xb12-_JM,NA,NA,NA,NA,NA,#434444306,NA,Sony,XB12,NA,NA,Portatil,Como,NA
24, Jbl Go 2 Parlante Bluetooth Portatil Acuatico Ipx7 Original ,119,NA,10,43,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434444185-jbl-go-2-parlante-bluetooth-portatil-acuatico-ipx7-original-_JM,12,1,1,0,0,#434444185,NA,JBL,GO 2,Activo,NA,Portatil,Brillante,3.1 W
25, Jbl Xtreme 2 Parlante Acuatico Bluetooth Portatil By Harman ,1049,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435224647-jbl-xtreme-2-parlante-acuatico-bluetooth-portatil-by-harman-_JM,NA,NA,NA,NA,NA,#435224647,NA,NA,NA,NA,NA,NA,NA,NA
26, Parlante Tronsmart T6 Plus Bluetooth 40w + Estuche ,340,NA,5,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANDREUS+STORE,https://articulo.mercadolibre.com.pe/MPE-436941118-parlante-tronsmart-t6-plus-bluetooth-40w-estuche-_JM,NA,NA,NA,NA,NA,#436941118,NA,NA,NA,NA,NA,NA,NA,40 W
27, Jbl Charge 3 20w Parlante Bluetooth Acuatico Original ,529,NA,9,994,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-429572439-jbl-charge-3-20w-parlante-bluetooth-acuatico-original-_JM,NA,NA,NA,NA,NA,#429572439,800 g,JBL,Charge 3,Pasivo,NA,NA,NA,20 W
28, Parlante Potente Bluetooth Recargable / Usb / Sd / Radio ,54,NA,23,76,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/SPORTECH+BALHER,https://articulo.mercadolibre.com.pe/MPE-431706450-parlante-potente-bluetooth-recargable-usb-sd-radio-_JM,1,0,0,0,0,#431706450,NA,NA,NA,NA,USB,NA,NA,NA
29, Parlante Jbl Charge 4 Acuatico 30w Bluetooth Portatil Harman ,589,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436114782-parlante-jbl-charge-4-acuatico-30w-bluetooth-portatil-harman-_JM,NA,NA,NA,NA,NA,#436114782,NA,JBL,Charge 4,Activo,NA,Portatil,NA,30 W
30, Parlante Bluetooth Radio Usb Halion 8w Manos Libres ,49,NA,16,5,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSWALDO+VALVERDE,https://articulo.mercadolibre.com.pe/MPE-432544632-parlante-bluetooth-radio-usb-halion-8w-manos-libres-_JM,NA,NA,NA,NA,NA,#432544632,NA,Halion,HA-S35,Pasivo,Auxiliar,Super tweeter,Negro,30 W
31, Parlante 2.1 Cybertel Para Pc Newton - Cyb S1000bt - Negro ,69,NA,10,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSWALDO+VALVERDE,https://articulo.mercadolibre.com.pe/MPE-433420666-parlante-21-cybertel-para-pc-newton-cyb-s1000bt-negro-_JM,NA,NA,NA,NA,NA,#433420666,NA,NA,NA,NA,NA,NA,NA,NA
32, Amazon Echo Dot 3ra Gen Altavoz Alexa Nuevo Y Sellado ,180,NA,5,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EDISEL.TS,https://articulo.mercadolibre.com.pe/MPE-436628951-amazon-echo-dot-3ra-gen-altavoz-alexa-nuevo-y-sellado-_JM,NA,NA,NA,NA,NA,#436628951,300 g,Amazon,NA,NA,NA,NA,Gris oscuro,NA
33, Parlante Bluetooth Jbl Boombox 60w Mejor Portátil Del Mundo ,1569,NA,3,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSCARENRIQUECASTILLOFALCON,https://articulo.mercadolibre.com.pe/MPE-432426065-parlante-bluetooth-jbl-boombox-60w-mejor-portatil-del-mundo-_JM,NA,NA,NA,NA,NA,#432426065,NA,JBL,Boombox,Activo,NA,NA,NA,60 W
34, Parlante Portatil Altavoz Bluetooth Charge Mini ,39,NA,16,184,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,2,http://perfil.mercadolibre.com.pe/PRECIO.PE,https://articulo.mercadolibre.com.pe/MPE-429000664-parlante-portatil-altavoz-bluetooth-charge-mini-_JM,0,2,0,0,0,#429000664,2 kg,NA,NA,NA,NA,NA,Fiesta,NA
35, Luces Sicodelias Y Parlante Bluetooth Usb Luces Led ,45,NA,0,99999,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SELLMERX+SAC,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=aQ5Mv%2FoJ9SpEEckvYalgeZom%2Fo49pZEtYBlu6t6yuKv8i8fwvFI%2B5p%2BxkEivHUUIqMTjY41RpiYVr7KPdRTmVa7vxND5akgUTnRsFiV4c0%2B7V398ShK23xM%2Bv%2FwnZCWWRHmljtXhVzStUKJYKdgh4Bq6bUTXhHrrRc7jIX1LzFzebcAHoujK5LlUBR8vE66uWavUDEGtGOwGZ4QqxaROCVSEWJpF%2FlMAgt5g2DAbunr%2BRkeu7IDe5vfZ55ZSJ9QZHWJZPz8uhhcMTKkIww%2FB325p5ze2%2FOWKxoyhF1Iugog9Q%2BloaM%2FetCfvwzM8Gw0XtHylZ003ASahYLYI4totZSCoTWJWB3mEFMETNSweFGqyLBiCu5%2B78%2B7w0JoFHvGPzpV6ub2yqy%2BrFLpZ08mx6xILr223uILvAWz3qbb1eXfbYq9JezZOZhLz%2F9vKRUqY04wWxKJYaoI16EaxzdTTHDqqnCoEr%2BAb3K8x2WN1A%2BgI02EkowJObFl4RrBFDzHsk8l4auYtNRV3kbegmNXI2pDcHFYt1iXkgbJzkj6rSKcXke7xHKU1aPoh9cVUGV54qkRXWoVZIWJb0aYlA9Z9S4dG10mnnp0yJZKRz3BhyX5GATxbEGosJmLlm39DdMKODOlBJPadfL4281efY%2BVWzCaTQMV2ts61Knkzi29ZvMmbducpQJ9vN4JZ0n8fcxXznwfmcWgDqhmySu96D9qWEEBm0rmql1KrqgTUbqGd1%2BgYDjF855bLi0OparkIRJ7crmHL%2F13S19rplCHYlsVoTyFVKxOks%2FRsJlYIV3H%2Ffg7Vi8pgbkDokg9%2FMaepoWdiIpBqDIvjPcgmDfjPNUYnUGNMedKiN8NDwu3xFzf632LDEi889gKqRvxo7pFmevhGFEu6%2Fuib0CSjhAYUvAndAY5AD8BsNpocE%2FqbdZLrVAt4FKlwIGiupmbtY4YT6RCgVf3QXDr%2FC8vsp4Z2IMrnVj7BmWbd9XD2i7fWUbyiiOsl%2BOTbwsvcVOEro9vQuVOsSAtZV%2FZyjix8Bb8KdW6T8oaJBn4iBe%2BZGlcaxVT71M2Jp8YOrsM%2FZhdIN6iArO4J%2FcyzSuyrHD72Re7OGO8AEZN7fnN5E2klVBujga7Tbatg6%2B7ppgOKVjHcMSOLVHpWG57SMgxKolViO7lNyAvpC7HC9ZGv4Ea66nqKXIFaZ03IZEnqn0JyOVH2bW1068wlMsWKYnZJHJdqtTTFVfQAdELbyv1ZTfI%2BJtjLcLx1rGtQm0Jnz2LTqUNfcvoFSO7eeOOosjiQkbnd8Om2wthBnwwjIOLs%2FP7%2B4pbhUvW7QhOAzkEcl1F3RU5Iqho9epYZovbxvZOCPAcUTffFbF%2FNm4CuoKMwvp3GvKeSsohLGEShYRsf9qj3Q0a4vVbccETTwSvK2nMOACU20BPumOxBnvBX%2FODLpDgn4lKrwZiLNDBrXCoaeOe6eYSS0GA9QfM3cLrmlKRAq%2FFuIK4yWaxL30qITKHEdZzKwTkzhHj6CPmDGUuu5P4rD9Np%2FZeLdoInedCGFGfxRsT%2BxT5aUcn4623%2FZhGGmcYOKZokif55PTYScBWWj3EH,NA,NA,NA,NA,NA,#433789260,NA,NA,NA,NA,NA,NA,NA,NA
36, Parlante Bluetooth Jbl Flip 4 16w Original Acuatico ,349,NA,5,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432749458-parlante-bluetooth-jbl-flip-4-16w-original-acuatico-_JM,NA,NA,NA,NA,NA,#432749458,NA,JBL,Flip 4,NA,NA,NA,NA,NA
37, Google Home Asistente Parlante Bluetooth Español - Masplay ,489,NA,2,997,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-435415850-google-home-asistente-parlante-bluetooth-espanol-masplay-_JM,NA,NA,NA,NA,NA,#435415850,NA,NA,NA,NA,NA,NA,NA,NA
38, Parlante Sony Bluetooth Extra Bass Inalámbrico Xb41 (negro) ,707,NA,18,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,2,http://perfil.mercadolibre.com.pe/SONYPERUSRL?brandId=25,https://articulo.mercadolibre.com.pe/MPE-431904355-parlante-sony-bluetooth-extra-bass-inalambrico-xb41-negro-_JM,1,1,0,0,0,#431904355,1500 g,Sony,NA,NA,USB,NA,NA,NA
39," Parlante Tronsmart Element Mega 40w,.bluetooth 4.2, Nfc ",215,NA,11,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FLOYDTEC.,https://articulo.mercadolibre.com.pe/MPE-421964989-parlante-tronsmart-element-mega-40wbluetooth-42-nfc-_JM,1,0,0,0,0,#421964989,NA,Tronsmart,Element Mega,Activo,NA,Bluetooth,NA,40 W
40, Minicomponente Panasonic Bluetooth Sc-ua3pu-k 300w One Box ,469,NA,3,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-426399387-minicomponente-panasonic-bluetooth-sc-ua3pu-k-300w-one-box-_JM,NA,NA,NA,NA,NA,#426399387,NA,Panasonic,NA,NA,USB,NA,NA,NA
41, Amazon Echo Dot 3ra Gen Español Alexa Tienda En San Isidro ,238,NA,16,11,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/DIGITALZ+PERU,https://articulo.mercadolibre.com.pe/MPE-434754150-amazon-echo-dot-3ra-gen-espanol-alexa-tienda-en-san-isidro-_JM,0,1,0,0,0,#434754150,300 g,Amazon,NA,NA,NA,NA,NA,NA
