search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Material
1," Case Silicone iPhone 5s, Se, 6, 6s, 6 Plus, 7, 7 Plus, 8, X ",30,NA,65,111,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,4,http://perfil.mercadolibre.com.pe/APPLEMALLCENTER,https://articulo.mercadolibre.com.pe/MPE-427265378-case-silicone-iphone-5s-se-6-6s-6-plus-7-7-plus-8-x-_JM,4,0,0,0,0,#427265378,Apple,Silicone,Silicona
2, Case iPhone X Xr Xs Max 7 8 Plus Protector Delgado Mate ,69,NA,9,90,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435989808-case-iphone-x-xr-xs-max-7-8-plus-protector-delgado-mate-_JM,0,1,0,0,0,#435989808,Apple,NA,NA
3, Funda iPhone 7/8/7 Plus/8 Plus/ X 3 En 1 Case Carcasa ,12,NA,17,57,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAPIMPORTA,https://articulo.mercadolibre.com.pe/MPE-431223060-funda-iphone-787-plus8-plus-x-3-en-1-case-carcasa-_JM,NA,NA,NA,NA,NA,#431223060,Apple,NA,NA
4, Case Galaxy S10 Plus S9 S8+ S8 Cover iPhone Xs Max X Note 9 ,169,NA,78,75,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,6,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-424678527-case-galaxy-s10-plus-s9-s8-s8-cover-iphone-xs-max-x-note-9-_JM,5,1,0,0,0,#424678527,Samsung,NA,TPU/Policarbonato
5, Funda Case Transparente iPhone X 8 8 Plus 7 7 Plus 6s 6 ,39,NA,9,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CSHOP1,https://articulo.mercadolibre.com.pe/MPE-432367752-funda-case-transparente-iphone-x-8-8-plus-7-7-plus-6s-6-_JM,NA,NA,NA,NA,NA,#432367752,Apple,NA,NA
6, Protector Funda Silicone Case iPhone X 7 8 Y Plus Sellado ,34,NA,394,34,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.7,7,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-422401481-protector-funda-silicone-case-iphone-x-7-8-y-plus-sellado-_JM,3,2,0,1,1,#422401481,Apple,NA,NA
7," Funda Para iPhone 6, 6 Plus,7 Plus ,8 Plus - Autofocus Case ",16,NA,6,70,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAPIMPORTA,https://articulo.mercadolibre.com.pe/MPE-432242766-funda-para-iphone-6-6-plus7-plus-8-plus-autofocus-case-_JM,NA,NA,NA,NA,NA,#432242766,Apple,NA,NA
8, Case iPhone X Xs Max Xr 7 8 10 Plus Xs Protector Supcase Usa ,129,159,15,84,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435989656-case-iphone-x-xs-max-xr-7-8-10-plus-xs-protector-supcase-usa-_JM,0,1,0,0,0,#435989656,Apple,NA,NA
9, Funda Case Protector iPhone 7/8/plus+ Protector Pantalla ,19,NA,18,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.5,2,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-431577553-funda-case-protector-iphone-78plus-protector-pantalla-_JM,0,1,1,0,0,#431577553,Apple,NA,NA
10, Apple® Leather Case Para iPhone 7 8 Plus Funda Cuero Tienda ,189,NA,3,96,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990324-apple-leather-case-para-iphone-7-8-plus-funda-cuero-tienda-_JM,NA,NA,NA,NA,NA,#435990324,Apple,Apple,Cuero
11, Case Funda Protector Supcase iPhone 7 8 Y Plus Stock Colores ,39,NA,160,104,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,5,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-421205404-case-funda-protector-supcase-iphone-7-8-y-plus-stock-colores-_JM,4,1,0,0,0,#421205404,Apple,NA,NA
12," Funda Case iPhone 6, 6s, 7, 7plus,8, 8plus,xr, X, Xs, Xs Max ",55,NA,3,10,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GHINEXS,https://articulo.mercadolibre.com.pe/MPE-435296638-funda-case-iphone-6-6s-7-7plus8-8plusxr-x-xs-xs-max-_JM,NA,NA,NA,NA,NA,#435296638,Apple,NA,NA
13," Protector Funda Case Para Apple iPhone 7, 8 Original Sp ",59,NA,15,981,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SMARTPHONES_PERU,https://articulo.mercadolibre.com.pe/MPE-429142689-protector-funda-case-para-apple-iphone-7-8-original-sp-_JM,NA,NA,NA,NA,NA,#429142689,Apple,Apple,NA
14, iPhone Case Fibra Carbono 8 7 Plus X Protector Funda Cover ,24,NA,5,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TIENDAEXPRESS.PE,https://articulo.mercadolibre.com.pe/MPE-433924614-iphone-case-fibra-carbono-8-7-plus-x-protector-funda-cover-_JM,NA,NA,NA,NA,NA,#433924614,Apple,NA,NA
15," Case Funda Anti Golpe Caída iPhone 6, 6+, 7/8, 7/8 Plus, X ",34,NA,4,46,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RODRI+STORE01,https://articulo.mercadolibre.com.pe/MPE-432630035-case-funda-anti-golpe-caida-iphone-6-6-78-78-plus-x-_JM,NA,NA,NA,NA,NA,#432630035,Apple,NA,TPU
16, Case iPhone 7/8 / 7/8 Plus X De Cuero Louis Vuitton Y Gucci ,65,NA,7,493,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/MALUPHONE,https://articulo.mercadolibre.com.pe/MPE-433215134-case-iphone-78-78-plus-x-de-cuero-louis-vuitton-y-gucci-_JM?searchVariation=40515285935,1,0,0,0,0,#433215134,Apple,NA,Cuero
17, Case Galaxy Note 9 8 S7 Normal iPhone 7 8 Funda +vidrio Zizo ,169,NA,3,96,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-432000557-case-galaxy-note-9-8-s7-normal-iphone-7-8-funda-vidrio-zizo-_JM,NA,NA,NA,NA,NA,#432000557,Samsung,NA,NA
18, Case Delgado Mate Para iPhone X Xr Xs Max 7 8 Plus Protector ,69,NA,4,95,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435989675-case-delgado-mate-para-iphone-x-xr-xs-max-7-8-plus-protector-_JM,NA,NA,NA,NA,NA,#435989675,Apple,NA,NA
19, Funda Protector Case Uag Monarch Note 8 iPhone 7 8 Xs Max ,69,NA,112,75,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,2,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-420085642-funda-protector-case-uag-monarch-note-8-iphone-7-8-xs-max-_JM,0,2,0,0,0,#420085642,Apple,NA,NA
20, Funda Case Protector Antishock iPhone 7/8/plus Delgada ,15,NA,4,91,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-432695703-funda-case-protector-antishock-iphone-78plus-delgada-_JM,NA,NA,NA,NA,NA,#432695703,Apple,NA,NA
21, Funda Otterbox Defender iPhone 8 Apple Estuche Case Armor ,95,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-435619794-funda-otterbox-defender-iphone-8-apple-estuche-case-armor-_JM,NA,NA,NA,NA,NA,#435619794,Apple,Apple,NA
22, Lunatik iPhone 5/6/6s 7/7plus 8/8plus Armadura De Aluminio ,125,NA,3,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALBERTOPP75,https://articulo.mercadolibre.com.pe/MPE-428313439-lunatik-iphone-566s-77plus-88plus-armadura-de-aluminio-_JM,NA,NA,NA,NA,NA,#428313439,Apple,NA,Aluminio
23, Case Spigen Apple iPhone 8 iPhone 7 Ultra Hybrid 2 Masplay ,89,NA,4,995,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-427761832-case-spigen-apple-iphone-8-iphone-7-ultra-hybrid-2-masplay-_JM,NA,NA,NA,NA,NA,#427761832,Apple,Spigen,Acrílico
24, Rock Case Funda Protector Moc Series iPhone 7 / 8plus ,50,NA,4,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-430286444-rock-case-funda-protector-moc-series-iphone-7-8plus-_JM,NA,NA,NA,NA,NA,#430286444,Apple,NA,NA
25," Case Funda iPhone 6, 6s, 7 Plus,8plus,xr, X, Xs Y Xs Max ",55,NA,1,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GHINEXS,https://articulo.mercadolibre.com.pe/MPE-436663632-case-funda-iphone-6-6s-7-plus8plusxr-x-xs-y-xs-max-_JM,NA,NA,NA,NA,NA,#436663632,Apple,NA,NA
26, Protector Case Funda De Silicona iPhone 6/6s 7/8 Plus ,39,NA,3,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SERGIOAMARANTOPEREA,https://articulo.mercadolibre.com.pe/MPE-431846795-protector-case-funda-de-silicona-iphone-66s-78-plus-_JM,NA,NA,NA,NA,NA,#431846795,Apple,NA,NA
27, Case Protector Funda Transparente iPhone X Xs Xmax 7/8 ,69,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CSHOP1,https://articulo.mercadolibre.com.pe/MPE-436685984-case-protector-funda-transparente-iphone-x-xs-xmax-78-_JM,NA,NA,NA,NA,NA,#436685984,Apple,NA,NA
28, Case Consola Retro Games iPhone 6s 7 8 Plus Xs Funda Juegos ,54,NA,3,27,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TIENDAEXPRESS.PE,https://articulo.mercadolibre.com.pe/MPE-431938397-case-consola-retro-games-iphone-6s-7-8-plus-xs-funda-juegos-_JM,NA,NA,NA,NA,NA,#431938397,Apple,NA,NA
29, Funda Protector Case Plastico Variados iPhone 5c ,10,NA,22,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CELLBYTEZ,https://articulo.mercadolibre.com.pe/MPE-419982058-funda-protector-case-plastico-variados-iphone-5c-_JM?searchVariation=37694598100,NA,NA,NA,NA,NA,#419982058,Apple,NA,NA
30, Funda Case Bumper Aluminio Espejo iPhone 5 6 7 8 Plus ,35,NA,6,94,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPUNTOPE,https://articulo.mercadolibre.com.pe/MPE-423672540-funda-case-bumper-aluminio-espejo-iphone-5-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#423672540,Apple,NA,NA
31, Case Cover Funda Silicona 3d Alto Relieve Variado iPhone 8 7 ,20,NA,1,4,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CELLBYTEZ,https://articulo.mercadolibre.com.pe/MPE-425886349-case-cover-funda-silicona-3d-alto-relieve-variado-iphone-8-7-_JM,NA,NA,NA,NA,NA,#425886349,Apple,NA,Silicona
32, Protector Case Funda Delgado iPhone 7/8/plus/x Aluminio ,99,NA,93,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,3,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-422979822-protector-case-funda-delgado-iphone-78plusx-aluminio-_JM,3,0,0,0,0,#422979822,Apple,NA,NA
33, Case Funda Protector De Lujo iPhone 7/8 ¡oferta! ,19,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FLORESALVARADOLUISALONSO,https://articulo.mercadolibre.com.pe/MPE-431747226-case-funda-protector-de-lujo-iphone-78-oferta-_JM,NA,NA,NA,NA,NA,#431747226,Apple,NA,NA
34, Funda Case Protector 360 iPhone 8/8plus/x + Vidrio Pantalla ,69,NA,1,999,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-426538133-funda-case-protector-360-iphone-88plusx-vidrio-pantalla-_JM,NA,NA,NA,NA,NA,#426538133,Apple,NA,NA
35, Power Case iPhone 7 Plus & 8 Plus 3650mah Baseus ,169,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/APPLEMALLCENTER,https://articulo.mercadolibre.com.pe/MPE-428583035-power-case-iphone-7-plus-8-plus-3650mah-baseus-_JM,NA,NA,NA,NA,NA,#428583035,Apple,Baseus,NA
36, Funda iPhone Case 5s/se/6/6plus/7/7plus/8/8plus Multi Case ,40,NA,36,38,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430509893-funda-iphone-case-5sse66plus77plus88plus-multi-case-_JM,NA,NA,NA,NA,NA,#430509893,Apple,NA,NA
37, Case iPhone X Xs 7 8 5s Plus Max Xr + Mica Supcase Original ,129,NA,1,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435989860-case-iphone-x-xs-7-8-5s-plus-max-xr-mica-supcase-original-_JM,NA,NA,NA,NA,NA,#435989860,Apple,NA,NA
38, Case iPhone X Xs Max Xr 7 8 10 Plus + Gancho Y Mica Supcase ,129,NA,1,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990497-case-iphone-x-xs-max-xr-7-8-10-plus-gancho-y-mica-supcase-_JM,NA,NA,NA,NA,NA,#435990497,Apple,NA,NA
39, Case iPhone 5 5s Se 8 7 Y Plus Súper Protector 360° Supcase ,129,NA,1,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990424-case-iphone-5-5s-se-8-7-y-plus-super-protector-360-supcase-_JM,NA,NA,NA,NA,NA,#435990424,Apple,NA,NA
40," Case Funda Protector Silicona iPhone 6s Plus, 7plus, 8 Plus ",25,NA,1,8,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-434564795-case-funda-protector-silicona-iphone-6s-plus-7plus-8-plus-_JM,NA,NA,NA,NA,NA,#434564795,Apple,NA,NA
41, Premium Funda Case Protector iPhone 7/8 + Cristal Pantalla ,125,NA,1,19,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-422979848-premium-funda-case-protector-iphone-78-cristal-pantalla-_JM,NA,NA,NA,NA,NA,#422979848,Apple,NA,NA
42, Protector Case Ringke Fusión Bumper iPhone X 7 8 Y Plus ,59,NA,63,189,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,2,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-421426418-protector-case-ringke-fusion-bumper-iphone-x-7-8-y-plus-_JM,0,2,0,0,0,#421426418,Apple,Ringke,NA
43, Case Funda Protector Retro Juegos Gameboy iPhone 6 7 8 Plus ,54,NA,8,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/LAGRAN_VENTANA,https://articulo.mercadolibre.com.pe/MPE-432587504-case-funda-protector-retro-juegos-gameboy-iphone-6-7-8-plus-_JM,1,0,0,0,0,#432587504,Apple,NA,NA
44, Case Funda Protector Spigen iPhone X 7 8 Y Plus Original Usa ,89,99,217,37,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.4,7,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-421175972-case-funda-protector-spigen-iphone-x-7-8-y-plus-original-usa-_JM,4,2,1,0,0,#421175972,Apple,NA,NA
45, Funda Case Protector Aluminio iPhone 6s /6 / 7 /8 Magnetico ,49,NA,8,82,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERUIMPORTA.,https://articulo.mercadolibre.com.pe/MPE-433356222-funda-case-protector-aluminio-iphone-6s-6-7-8-magnetico-_JM,NA,NA,NA,NA,NA,#433356222,Apple,NA,Aluminio
46, Case Slim Tpu Transparente Marca Nillkin Para iPhone 7 / 8 ,25,NA,1,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-432175758-case-slim-tpu-transparente-marca-nillkin-para-iphone-7-8-_JM,NA,NA,NA,NA,NA,#432175758,Apple,Nillkin,NA
47, Estuche Cuero Correa Samsung iPhone X Xs 7 Plus 8 Luxmo ,30,NA,1,28,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-434092787-estuche-cuero-correa-samsung-iphone-x-xs-7-plus-8-luxmo-_JM,NA,NA,NA,NA,NA,#434092787,Samsung,Samsung,Cuero
48, Case Slim Tpu Transparente Marca Nillkin iPhone 7 / 8 Plus ,25,NA,1,28,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-432175719-case-slim-tpu-transparente-marca-nillkin-iphone-7-8-plus-_JM,NA,NA,NA,NA,NA,#432175719,Apple,Nillkin,NA
49," Case Funda Silicona iPhone 6, 7, 8, X, Plus ",15,NA,54,48,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,2,1,http://perfil.mercadolibre.com.pe/MAOMATACASTILLO,https://articulo.mercadolibre.com.pe/MPE-433067982-case-funda-silicona-iphone-6-7-8-x-plus-_JM,0,0,0,1,0,#433067982,Apple,NA,NA
50, Funda Case iPhone 6 7 8 Plus X Xs Max Xr Otterbox Defender ,60,NA,1,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-434433295-funda-case-iphone-6-7-8-plus-x-xs-max-xr-otterbox-defender-_JM,NA,NA,NA,NA,NA,#434433295,Apple,OtterBox,NA
51, Nuevo Case Magnetico iPhone 6 /6s / 7 iPhone 8 + Vidrio ,49,NA,7,43,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/PERUIMPORTA.,https://articulo.mercadolibre.com.pe/MPE-433356344-nuevo-case-magnetico-iphone-6-6s-7-iphone-8-vidrio-_JM,1,0,0,0,0,#433356344,Apple,NA,Aluminio
52, Protector Bumper Funda Case iPhone 6 / 6s 7 / 8plus Aluminio ,75,NA,11,13,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-426950928-protector-bumper-funda-case-iphone-6-6s-7-8plus-aluminio-_JM,NA,NA,NA,NA,NA,#426950928,Apple,NA,NA
53, Funda Case Protector Militar Antishock iPhone 7/8/plus/x ,109,NA,10,90,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-424941759-funda-case-protector-militar-antishock-iphone-78plusx-_JM,NA,NA,NA,NA,NA,#424941759,Apple,NA,Aluminio
54, Funda Case Protector Todo Terreno iPhone 7/8/plus/x Aluminio ,229,NA,10,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-424962913-funda-case-protector-todo-terreno-iphone-78plusx-aluminio-_JM,NA,NA,NA,NA,NA,#424962913,Apple,NA,NA
55, Funda Bumper Case iPhone 7/8/plus/x Aluminio Antishock ,129,NA,1,9,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-427847071-funda-bumper-case-iphone-78plusx-aluminio-antishock-_JM,NA,NA,NA,NA,NA,#427847071,Apple,NA,NA
56, Protector Spigen iPhone 7 8 Apple Vidrio Templado - Masplay ,69,NA,1,997,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-432672847-protector-spigen-iphone-7-8-apple-vidrio-templado-masplay-_JM,NA,NA,NA,NA,NA,#432672847,Apple,Spigen,Acrílico
57, Funda Original Silicona iPhone 6 - 7 - 8 ,60,NA,2,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-427614195-funda-original-silicona-iphone-6-7-8-_JM,NA,NA,NA,NA,NA,#427614195,Apple,NA,Silicona
58," Case Funda Silicona iPhone 5, Se, 6, 7, 8, X ",34,NA,21,991,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-431979684-case-funda-silicona-iphone-5-se-6-7-8-x-_JM,1,0,0,0,0,#431979684,Apple,NA,NA
59, Rock Case Funda Protector Dot Series iPhone 7 / 8 + Mica 2.5 ,45,NA,3,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-428833455-rock-case-funda-protector-dot-series-iphone-7-8-mica-25-_JM,NA,NA,NA,NA,NA,#428833455,Apple,NA,NA
60, Case Premium iPhone 7 8 Plus Xr Xsmax Protector Funda Bumper ,49,NA,0,30,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SABO520433,https://articulo.mercadolibre.com.pe/MPE-434229773-case-premium-iphone-7-8-plus-xr-xsmax-protector-funda-bumper-_JM,NA,NA,NA,NA,NA,#434229773,Apple,NA,NA
61, Funda Case Silicona iPhone 6 7 8 X Se Plus Apple ,33,NA,0,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JOHNEDWARDROJASMOZOMBITE,https://articulo.mercadolibre.com.pe/MPE-433417261-funda-case-silicona-iphone-6-7-8-x-se-plus-apple-_JM,NA,NA,NA,NA,NA,#433417261,Apple,Silicone,Silicona
62, Case iPhone 7 6 Plus Galaxy Note 9 8 S9 C/ Vidrio Funda Usa ,169,NA,2,97,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-432123028-case-iphone-7-6-plus-galaxy-note-9-8-s9-c-vidrio-funda-usa-_JM,NA,NA,NA,NA,NA,#432123028,Apple,NA,NA
63, Funda Case Protector Anti Caída iPhone 7/8/plus/x/s/r/max ,149,NA,136,99,NA,NA,NA,Envío gratis a todo el país,NA,NA,4.2,5,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-425935369-funda-case-protector-anti-caida-iphone-78plusxsrmax-_JM,4,0,0,0,1,#425935369,Apple,NA,NA
64, iPhone 7/8 6 6s Case Funda Ferrari De Cuero Genuino ,50,NA,0,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-433042547-iphone-78-6-6s-case-funda-ferrari-de-cuero-genuino-_JM,NA,NA,NA,NA,NA,#433042547,Apple,NA,NA
65, Protector Bumper Funda Case iPhone 7/8/plus/x Aluminio Pro ,59,NA,39,16,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-427126693-protector-bumper-funda-case-iphone-78plusx-aluminio-pro-_JM,NA,NA,NA,NA,NA,#427126693,Apple,NA,NA
66, Funda Case Protector Delgado Mate iPhone 7/8/plus/x ,69,NA,18,32,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-425119317-funda-case-protector-delgado-mate-iphone-78plusx-_JM,1,0,0,0,0,#425119317,Apple,NA,NA
67, Case Armor Protector Funda Soporte iPhone 5 6 7 8 Plus ,49,NA,0,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOBITECH.PE,https://articulo.mercadolibre.com.pe/MPE-432409559-case-armor-protector-funda-soporte-iphone-5-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#432409559,Apple,NA,NA
68, Case Funda Original Jelly iPhone 7plus / 8 Plus / 6 Plus ,28,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-435783718-case-funda-original-jelly-iphone-7plus-8-plus-6-plus-_JM,NA,NA,NA,NA,NA,#435783718,Apple,NA,NA
