search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Marca del celular,Tipo de funda
1,Mophie Funda Bateria Juice Pack Para iPhone 8/7 Plus Negro,47.99,69.99,1,2,,.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-475910245-mophie-funda-bateria-juice-pack-para-iphone-87-plus-negro-_JM,NA,NA,NA,NA,NA,#475910245,Mophie,NA,NA
2,Tech 21 Funda Dura iPhone 8/7 Plus Evoke Transparente/azul,23.99,NA,1,9,,.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-496719646-tech-21-funda-dura-iphone-87-plus-evoke-transparenteazul-_JM,NA,NA,NA,NA,NA,#496719646,Tech 21,Apple,Carcasa
3,Carcasa Silicona iPhone 7 iPhone 8 Apple Colores | Maxtech,8.99,NA,77,3,,,NA,Envío a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/MAXTECHCHILELTDA,https://articulo.mercadolibre.cl/MLC-441102468-carcasa-silicona-iphone-7-iphone-8-apple-colores-maxtech-_JM,3,0,0,0,0,#441102468,Apple,Apple,Carcasa
4,Apple iPhone 8 64gb Nuevo + Lamina Y Funda - Phone Store,699.99,NA,164,736,,.665,NA,Envío gratis a todo el país,NA,NA,4.8,40,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-450308147-apple-iphone-8-64gb-nuevo-lamina-y-funda-phone-store-_JM,34,5,0,0,1,#450308147,Apple,NA,NA
5,Apple iPhone 8 Plus 64gb + Lamina Y Funda - Phone Store,774.99,NA,104,796,,.165,NA,Envío gratis a todo el país,NA,NA,4.9,47,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-450308073-apple-iphone-8-plus-64gb-lamina-y-funda-phone-store-_JM,44,1,2,0,0,#450308073,Apple,NA,NA
6,Carcasa Original Ipaky 360º iPhone 8 + Vidrio Templado,13.99,NA,3017,6,,.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MONKEYCOLOR,https://articulo.mercadolibre.cl/MLC-451127669-carcasa-original-ipaky-360-iphone-8-vidrio-templado-_JM,NA,NA,NA,NA,NA,#451127669,Apple,Apple,Carcasa
7,Carcasas Magnética iPhone 8 | Negro Rojo Plata | Digitek,9.99,NA,32,3,,,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/DIGITEK.CL,https://articulo.mercadolibre.cl/MLC-463128867-carcasas-magnetica-iphone-8-negro-rojo-plata-digitek-_JM,1,0,0,0,0,#463128867,NA,Apple,Carcasa
8,"Tpu Silicona 360 Carcasas Para iPhone 8, 7 Y 6s",7.99,NA,20,5,,.332,NA,Envío a todo el país,NA,NA,3,1,https://perfil.mercadolibre.cl/VAPORISLANDCHILE,https://articulo.mercadolibre.cl/MLC-461042132-tpu-silicona-360-carcasas-para-iphone-8-7-y-6s-_JM?searchVariation=38943862593,0,0,1,0,0,#461042132,NA,Apple,Carcasa
9,Carcasa Original Ipaky 360º iPhone 8 Plus + Vidrio Templado,13.99,NA,3009,4,,.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MONKEYCOLOR,https://articulo.mercadolibre.cl/MLC-451130493-carcasa-original-ipaky-360-iphone-8-plus-vidrio-templado-_JM,NA,NA,NA,NA,NA,#451130493,Genérico,Apple,Carcasa
10,iPhone 8 Carcasa Sublimacion 2d Pack De 5 Uni,12.8,NA,19,71,,.133,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AMPLEX_CHILE,https://articulo.mercadolibre.cl/MLC-455544333-iphone-8-carcasa-sublimacion-2d-pack-de-5-uni-_JM,NA,NA,NA,NA,NA,#455544333,NA,NA,NA
11,Cafele Carcasa Magnética + Vidrio iPhone 8 Negro,13,NA,10,3,,.083,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUATRO+GLACIARES,https://articulo.mercadolibre.cl/MLC-480448512-cafele-carcasa-magnetica-vidrio-iphone-8-negro-_JM,NA,NA,NA,NA,NA,#480448512,NA,Apple,Carcasa
12,Carcasa 360° iPhone 8 7 Plus + Vidrio Templado Rojo 3 En 1,9.995,NA,10,6,,.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452825550-carcasa-360-iphone-8-7-plus-vidrio-templado-rojo-3-en-1-_JM,NA,NA,NA,NA,NA,#452825550,NA,Apple,Carcasa
13,Carcasa Transparente Reforzada Para iPhone 8 Plus Miaustore,1.99,NA,22,4,,,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MIAUSTORE.CL,https://articulo.mercadolibre.cl/MLC-453525745-carcasa-transparente-reforzada-para-iphone-8-plus-miaustore-_JM,1,0,0,0,0,#453525745,NA,Apple,Carcasa
